,E007_Time[h],E007_6803_deltaKaiA3B3_rep1,E007_6803_deltaKaiA3B3_rep2,E007_6803_deltaKaiA3B3_rep3,E007_6803_deltaKaiA3B3_rep4,E007_6803_deltaKaiA3B3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3_rep1,E008_6803_deltaKaiA3B3_rep2,E008_6803_deltaKaiA3B3_rep3,E008_6803_deltaKaiA3B3_rep4,E011_Time[h],E011_6803_deltaKaiA3B3_rep1,E011_6803_deltaKaiA3B3_rep2,E011_6803_deltaKaiA3B3_rep3,E011_6803_deltaKaiA3B3_rep4,E011_6803_deltaKaiA3B3_rep5
530,44.32472222222222,-0.0816967827822255,-0.4282073079008135,-0.0855371186204299,0.6049429600487121,-0.2161613440378287,44.325,-0.2878857090768215,0.0151462879366021,-0.4358570690012021,-0.3235635944996522,44.325,-0.7295290155629166,-0.886306596264641,-0.6545745501593383,-0.5213518350139295,-0.6819732595117645
531,44.40805555555556,-0.084746029201598,-0.4342040410268013,-0.0803338305313607,0.6299112915482696,-0.202487722251689,44.40833333333333,-0.2972223094739442,0.0068680169727206,-0.4451481752609805,-0.3271255614057679,44.40833333333333,-0.7172456325420418,-0.8847220341775405,-0.6452918635334988,-0.4997245082154991,-0.6827429723949161
532,44.491388888888885,-0.0951184318190117,-0.4350744118017188,-0.07321687981969,0.5970930355224037,-0.2211933804892065,44.49166666666667,-0.3070787315999015,-0.0066956850431916,-0.4519998569869227,-0.3274201620296605,44.49166666666667,-0.7028331064274171,-0.892140440846036,-0.6423236446076754,-0.5065465584752866,-0.665448432921786
533,44.57472222222222,-0.0998143160725341,-0.4056181055116916,-0.0413863147515158,0.5530881142254968,-0.2184784029148072,44.575,-0.3202553308135301,-0.0135451803165836,-0.4638124440538785,-0.3402477297051962,44.575,-0.6866914937908515,-0.8919612081502069,-0.6376699969673388,-0.5090182385525652,-0.6510895326039772
534,44.65805555555556,-0.1058340067135102,-0.3956348078166892,-0.0404421840560715,0.5562964458876221,-0.2351428715013098,44.65833333333333,-0.3351524625166862,-0.0192808325348199,-0.4743862656430775,-0.3528085976856562,44.65833333333333,-0.6702208472342235,-0.9043837224464002,-0.6383310189498043,-0.505939799056421,-0.6560661572249695
535,44.741388888888885,-0.1035778278065597,-0.3537242047505274,-0.0235845369257301,0.5517179447145404,-0.2479868660299216,44.74166666666667,-0.3409704821542438,-0.0205030068671823,-0.4861216502421319,-0.359503099143742,44.74166666666667,-0.6584212153894796,-0.9190073645672376,-0.6419068036442305,-0.5027114884457485,-0.6465781868401241
536,44.82472222222222,-0.1080461027295776,-0.3390859827208622,-0.0106134230160031,0.5203525208877027,-0.2634104640902414,44.825,-0.354909745214098,-0.0326120699648709,-0.4958189256450372,-0.3621315671715706,44.825,-0.6544926429186344,-0.92783150982161,-0.6351974388916206,-0.4867335530292526,-0.6150254957766834
537,44.90805555555556,-0.1148391541737347,-0.3365198285091956,-0.0181288924455392,0.5178000805642499,-0.2730137410802585,44.90833333333333,-0.3609706072271623,-0.0476083899610018,-0.5098784189521671,-0.3680943347806783,44.90833333333333,-0.6474351705137704,-0.9362555279946828,-0.6288030072848256,-0.5130062369654453,-0.5978079526337683
538,44.994166666666665,-0.1119573041434787,-0.3348254292708734,-0.0041309957961251,0.530660525877011,-0.269396770206353,44.99166666666667,-0.3745534237673703,-0.05289233647061,-0.5203004565702792,-0.3773917349020184,44.99166666666667,-0.6412488348970421,-0.9162787833478918,-0.6287235861685379,-0.5037297822626495,-0.602125420282382
539,45.0775,-0.1194008739565318,-0.3038024725350855,-0.0098197841126866,0.5191337549345034,-0.268759622483294,45.077777777777776,-0.3858585504516744,-0.0624642805906456,-0.5324853642125128,-0.3864241003859598,45.07527777777778,-0.6367336688206685,-0.895500634618946,-0.625759247639295,-0.5045044287789968,-0.6061777558654063
540,45.16083333333333,-0.1225701842438924,-0.2950506462048643,0.0164046910967144,0.5302196618209374,-0.282302366734243,45.16111111111111,-0.3930863429400468,-0.0715245948999774,-0.5386334668983885,-0.3907917640022936,45.16111111111111,-0.6272897010669365,-0.8793204350218238,-0.6199100585454824,-0.518930414222428,-0.595964810797604
541,45.244166666666665,-0.1270655549498356,-0.291369638557088,0.0235423778608762,0.4993181365962094,-0.3048250695907517,45.24444444444444,-0.397437156935479,-0.0860736534593906,-0.5411450889538076,-0.3966950584402247,45.24444444444444,-0.6205169564482056,-0.873137532246778,-0.618176080487324,-0.5252079741506965,-0.5940864307656182
542,45.3275,-0.1338873053319101,-0.278959138242477,0.0287932237454592,0.4850290652959068,-0.3211277954927617,45.327777777777776,-0.4035113481839815,-0.0897118318115872,-0.5478205540110559,-0.4085343163083763,45.327777777777776,-0.6086154558068991,-0.8911512684603311,-0.6141573698168947,-0.5441373419713604,-0.5631424557279706
543,45.41083333333333,-0.1408357539609427,-0.2172188342855967,0.0477571758529856,0.4909523299313052,-0.3198106066886054,45.41111111111111,-0.4129092724745854,-0.1032395069811878,-0.5580601850087975,-0.4059098701347915,45.41111111111111,-0.5959852160155126,-0.8917609803052786,-0.6132539776381112,-0.5415187489417884,-0.5667327199150664
544,45.494166666666665,-0.1471112187210334,-0.2235484160848555,0.0654341808228403,0.4664878084893705,-0.3216735632350064,45.49444444444444,-0.4102312856393402,-0.1092570574747316,-0.5634643041920804,-0.4128220523669285,45.49444444444444,-0.5882262499766064,-0.8955659989006883,-0.6084659498067334,-0.5037524241691604,-0.5530570518291882
545,45.5775,-0.15651401680956,-0.203947573412506,0.087424184831269,0.4174353749327569,-0.3091167229970782,45.577777777777776,-0.4206777435533146,-0.1175648632806707,-0.5682332331123336,-0.4174711953716639,45.577777777777776,-0.5843385666228138,-0.8761656498418997,-0.5997933269303685,-0.4992385946104652,-0.5383152742444992
546,45.66083333333333,-0.1582444647371752,-0.2048159964146451,0.1039271335913807,0.4279948991998087,-0.3011401416483253,45.66111111111111,-0.4256490021345965,-0.1241633058693782,-0.5663672926273675,-0.4186576314352925,45.66111111111111,-0.5761221709168322,-0.8681592532005222,-0.5952361443684686,-0.4903774850724967,-0.5387072042070441
547,45.744166666666665,-0.1701028783278072,-0.1875533756112131,0.1327429723531455,0.4041662472045605,-0.2875438726706424,45.74444444444444,-0.4421454173442956,-0.1302527681931417,-0.568666802901376,-0.4275816927635265,45.74444444444444,-0.5685770638514296,-0.8483461235244376,-0.5977944322323272,-0.4915693182118651,-0.5446326530347461
548,45.83027777777777,-0.1786895727186614,-0.1903594018959936,0.1680716459033951,0.4133492808367349,-0.2699279673543149,45.827777777777776,-0.4471673451865385,-0.1344336346861689,-0.5763320834049301,-0.4356437114814958,45.827777777777776,-0.5657032424494419,-0.8093255698378041,-0.5882682153850863,-0.4628143145349839,-0.5472914263174102
549,45.91361111111111,-0.1842048623602172,-0.1800337665366155,0.1795130985658224,0.4419438579617433,-0.2636924747980201,45.91388888888888,-0.457115141708472,-0.145706291264583,-0.5813634529149874,-0.4466440196337476,45.91138888888889,-0.5571006997637735,-0.806496895641047,-0.5928575134417288,-0.4545126923980792,-0.5544833239167202
550,45.996944444444445,-0.1942490610162305,-0.1647761611745498,0.1784672742009846,0.4625498324206875,-0.272237441908823,45.99722222222222,-0.4647891630002632,-0.1526711253264244,-0.5867612295148847,-0.4489829491842466,45.99722222222222,-0.5473694248773964,-0.7930593989108635,-0.5887623407690865,-0.4270646680071855,-0.5602081399662422
551,46.08027777777777,-0.2048224817637335,-0.1907862778251141,0.1859341162062995,0.436367054030358,-0.2659629134021814,46.08055555555556,-0.4759897651950964,-0.1607285257516509,-0.598325730594343,-0.4622608320163755,46.08055555555556,-0.5413094029033518,-0.7902123721002234,-0.5833827064858332,-0.3530704554181473,-0.5612656628714194
552,46.16361111111111,-0.2123254369930324,-0.1786638088774672,0.1791135675160464,0.4523953685832355,-0.2566689318019438,46.16388888888888,-0.4819173044691777,-0.1700788829021383,-0.6072572728494594,-0.4706779999329353,46.16388888888888,-0.5429206149847501,-0.800155102138369,-0.5785186144624858,-0.3511302665366169,-0.5674556753095794
553,46.246944444444445,-0.2125582384077105,-0.1872084470946127,0.2004055706013665,0.4520346178474891,-0.2497555374403474,46.24722222222222,-0.4907721370417297,-0.1757225886216782,-0.6095561722827181,-0.4850347846561437,46.24722222222222,-0.5344030382947689,-0.7868868704308161,-0.5713700633214109,-0.3504443111180593,-0.5459779542299259
554,46.33027777777777,-0.2171211970246278,-0.1666198856133983,0.2104100674702633,0.4930846395669777,-0.2538227684580207,46.33055555555556,-0.4939546191749994,-0.1804600362359804,-0.6196227442029839,-0.4935315178276364,46.33055555555556,-0.5205566460366546,-0.7588069528593475,-0.5713370464368155,-0.3548127967677443,-0.525432270853546
555,46.41361111111111,-0.2234146231739176,-0.1832978179445147,0.2315269996676031,0.5261452674612495,-0.262670660803984,46.41388888888888,-0.4994651071742489,-0.1882916205526715,-0.6232573032255009,-0.5015685310084667,46.41388888888888,-0.5087814074437218,-0.7501146197820228,-0.5604195519347531,-0.3834359289407542,-0.5100183906734055
556,46.496944444444445,-0.2374388264989905,-0.154841937972498,0.240356308275112,0.5156163312255425,-0.2728992482356481,46.49722222222222,-0.5119039573877601,-0.1924177378612956,-0.627460163271898,-0.5077461556791053,46.49722222222222,-0.4940772877793537,-0.7676091360331722,-0.556017562693121,-0.3799139109419788,-0.5019360734543501
557,46.58027777777777,-0.2589941159565326,-0.1260519399557277,0.23269793391138,0.5602976565307846,-0.2753085623188125,46.58055555555556,-0.5212715262068357,-0.2056387859333148,-0.6332316375701839,-0.5118647232394415,46.58055555555556,-0.481644248337001,-0.7612897609233951,-0.5531310563416617,-0.4432469439261196,-0.4807850732331054
558,46.66638888888889,-0.2700807998165057,-0.0823275185264257,0.2301518167318577,0.55158906502359,-0.2896986324276689,46.66388888888888,-0.5309681700657964,-0.2149551640221074,-0.6409720386547479,-0.5201245650087817,46.66388888888888,-0.4706822464401843,-0.7705557482395656,-0.547160005261962,-0.4350352268976822,-0.46316513831828
559,46.74972222222222,-0.2762991856621467,-0.0728683686906593,0.2255178964288578,0.5282903743262652,-0.3004694857447991,46.75,-0.5377942454419834,-0.2239672728629682,-0.6466816783663636,-0.529126012225849,46.7475,-0.4597912354424928,-0.7544063462448296,-0.5429043765874544,-0.4314789567109888,-0.4552760112903588
560,46.83305555555555,-0.2894495803899698,-0.0254741858283391,0.2275961122315559,0.5012013980368049,-0.2896211472611751,46.83333333333333,-0.537950108855758,-0.2384755146731123,-0.6543608678521855,-0.5404693960487863,46.83333333333333,-0.4495711647275819,-0.7518407976786019,-0.544764132203414,-0.4333783280701659,-0.439917429001709
561,46.91638888888889,-0.2993322902097636,0.0234553343067803,0.236186402905989,0.5005219457288937,-0.2905536397761606,46.91666666666666,-0.5426361168705003,-0.2464802931516675,-0.6574099175657494,-0.5491550475551515,46.91666666666666,-0.4420219797091785,-0.726058339756573,-0.541139228746962,-0.4105335335291518,-0.425489122576579
562,46.99972222222222,-0.3107476206445928,0.0881204955871006,0.2124887067550552,0.4624518229519053,-0.3052669838975087,47.0,-0.5576526260926087,-0.2563820134796828,-0.6636291372669717,-0.5565832977419223,47.0,-0.4291436218310749,-0.7240582041707031,-0.5402296176070639,-0.4009447634916928,-0.409990817411096
563,47.08305555555555,-0.3202958765307979,0.1153216015111799,0.1895029616185158,0.4347908312309014,-0.3113611980413627,47.08333333333333,-0.5567999931715022,-0.2571810823201225,-0.6572188360221519,-0.5521544775254927,47.08333333333333,-0.4199360285671339,-0.7082396170892244,-0.5370352449245309,-0.3992122062113442,-0.3804222331732673
564,47.16638888888889,-0.335977362017995,0.1464589552037315,0.1740291048729918,0.4623387680666352,-0.3194362984322587,47.16666666666666,-0.5648785747996183,-0.2642779078178688,-0.662379322203971,-0.557068917741675,47.16666666666666,-0.4189991334212865,-0.7098017991566403,-0.5361560515920178,-0.3539360477914733,-0.3579830838029796
565,47.24972222222222,-0.3461923805690767,0.2101328594156248,0.1580670734319691,0.4840954269355482,-0.3364922991031203,47.25,-0.5664887277124145,-0.2726728995997206,-0.6659109034914911,-0.5645269491457003,47.25,-0.4059328659275293,-0.7025439654937279,-0.5321919732540239,-0.3467164721852528,-0.3306730775120031
566,47.33305555555555,-0.3525412349602103,0.2691436165238868,0.1400168037457937,0.4822605972897718,-0.3443292118952648,47.33333333333333,-0.5670308086883691,-0.2831664687743944,-0.6740138868701564,-0.5707289024122156,47.33333333333333,-0.3897371516499319,-0.6856653256975344,-0.5353429403068942,-0.362353661195669,-0.3164919167839862
567,47.41638888888889,-0.3688242272808379,0.3120915285316978,0.1366782318016735,0.4468340645571247,-0.3447470464583981,47.41666666666666,-0.5701051745489767,-0.2917590279325243,-0.6776885786317928,-0.5760751081352857,47.41666666666666,-0.3792119121826297,-0.7067650838413808,-0.5334088778988184,-0.329247794475511,-0.2934392983744573
568,47.5025,-0.3886416589336808,0.3985768970683985,0.1450512931236782,0.4380156101411175,-0.3587458102506171,47.5,-0.5809121821587533,-0.2948509911466613,-0.6849352843746077,-0.5799658968283927,47.5,-0.3645570651498243,-0.7004424384748582,-0.5277897059298295,-0.3303990495273838,-0.2745149133108231
569,47.58583333333333,-0.3997938306347324,0.4374000233894823,0.1367359227727414,0.4228050114209496,-0.3481255085384093,47.58611111111111,-0.5888521884252353,-0.2972427739712726,-0.6947543090031905,-0.5902015989244388,47.58361111111111,-0.3555725242057908,-0.68129658262383,-0.5256853390518053,-0.3346076017037008,-0.245918446892377
570,47.66916666666666,-0.4086810424132643,0.516161208376599,0.1453320553466554,0.3524020417515082,-0.3498861443966534,47.66944444444445,-0.5951255502989763,-0.3013347934427441,-0.7011459567285118,-0.5939825447757421,47.66944444444445,-0.3482581990348696,-0.6577267037904309,-0.5300956866684687,-0.3364736242066824,-0.2374495786902851
571,47.7525,-0.4233035936118229,0.5944607525375576,0.1426396249800772,0.3004064704633712,-0.3492277187086169,47.75277777777777,-0.5999326247735504,-0.311927468079378,-0.7019105310679247,-0.5987090646540362,47.75277777777777,-0.3392139953514699,-0.6561319839530679,-0.526620652935389,-0.3421972880883579,-0.2219079825475985
572,47.83583333333333,-0.4372617828862305,0.6456989560063189,0.1278585653445245,0.3576180628628064,-0.35855023016596,47.83611111111111,-0.6146737688855509,-0.322421217881394,-0.7026483348451631,-0.6103814887504768,47.83611111111111,-0.3356398149000673,-0.6679115995664235,-0.5174601367599793,-0.3409787622505696,-0.2054933265792471
573,47.91916666666666,-0.4493559082055841,0.7010761185430019,0.1235888096483765,0.2908365802317693,-0.3410536752687327,47.91944444444445,-0.6169493397145911,-0.3292164643309304,-0.7133596701903423,-0.619600147175634,47.91944444444445,-0.3223355554552111,-0.6596647215614442,-0.5264140318014952,-0.3326182134449648,-0.1956052731720383
574,48.0025,-0.457186266852258,0.7329925395338832,0.1252302906368758,0.3432617798279049,-0.3393380483253752,48.00277777777777,-0.6155596943833015,-0.3381136303920403,-0.7154448385399604,-0.6199653699594972,48.00277777777777,-0.3177011108215137,-0.6559905153453556,-0.5194822264710384,-0.047315806273004,-0.1790434789846637
575,48.08583333333333,-0.4697531554219013,0.7626485179913922,0.0719829405921243,0.3626934148845496,-0.3286033414527183,48.08611111111111,-0.6179051900573361,-0.3449131405106954,-0.7267041406368964,-0.6252774870514737,48.08611111111111,-0.3077363708336597,-0.6544881408016513,-0.5288646039315565,-0.0726717031859546,-0.1670075949476956
576,48.16916666666666,-0.4828568698234388,0.7788443525541177,0.0490466913330872,0.3497312346107257,-0.3280495445759844,48.16944444444445,-0.6171861839453655,-0.3588154206147845,-0.7327378765304109,-0.6327368283203862,48.16944444444445,-0.2982412213563995,-0.6209567522900992,-0.5243610420978388,-0.0756860644848935,-0.1524972662635839
577,48.2525,-0.4852977052790722,0.7627803414868028,0.044821474215594,0.3111749841911482,-0.3342766454287833,48.25277777777777,-0.6242030332990786,-0.3664208981141132,-0.7415463455761464,-0.6401437235544762,48.25277777777777,-0.2992155442845531,-0.617195498646735,-0.526371413636523,-0.0989590483207071,-0.1239121324066566
578,48.33861111111111,-0.4954759563242779,0.7192567826803465,0.0613072201323322,0.2538244047862194,-0.3238846295531202,48.33611111111111,-0.6275560954131854,-0.3735300019004064,-0.7431298464361269,-0.6428985024614037,48.33611111111111,-0.289659217543008,-0.6318035231838703,-0.5304955859660897,-0.0500908106940922,-0.1208518271231282
579,48.42194444444444,-0.5029919168078085,0.6936739736518048,0.0471038595128536,0.2530792335320323,-0.3060734802993873,48.42222222222222,-0.6324457276254171,-0.3795431623473013,-0.7514886770787597,-0.6550014946682456,48.41972222222222,-0.2785721150867206,-0.628779963690089,-0.5343334212568637,-0.0474815054555536,-0.1035159784310889
580,48.50527777777778,-0.515645879891691,0.7426322115443897,0.0360113223235706,0.2543392035403694,-0.3092431788263688,48.50555555555555,-0.6428722873165216,-0.3874608113103586,-0.7582231347788313,-0.6624530297214967,48.50555555555555,-0.2723541069007174,-0.5997239524302407,-0.5392847764310126,-0.0541312843054057,-0.0809042086205097
581,48.58861111111111,-0.5212381380512296,0.6869317931274688,0.0088295380677576,0.235604043898699,-0.3171937041012391,48.58888888888889,-0.6472361319102666,-0.3990833821270519,-0.7621335161175118,-0.6650534370870691,48.58888888888889,-0.2658050590000922,-0.6060346161454541,-0.543349503162553,-0.0826402967937743,-0.0552161342532435
582,48.67194444444444,-0.5257689830750043,0.7165730147965674,0.009558435785552,0.239873479670184,-0.3067250328995633,48.67222222222222,-0.64733761887344,-0.4024113096167742,-0.7702201169823513,-0.675603046150294,48.67222222222222,-0.2597248334300049,-0.6109110760531282,-0.543927447877345,-0.0758086903205908,-0.040051366163022
583,48.75527777777778,-0.5428387060648711,0.7269561725733651,-0.0188020559460462,0.2225472318936725,-0.311237139805297,48.75555555555555,-0.6489771057158494,-0.4076450300808336,-0.7720832325672813,-0.6771021862159177,48.75555555555555,-0.2549132882656848,-0.6063524478469302,-0.5458184517530907,-0.0348366101355982,-0.0270095094554557
584,48.83861111111111,-0.55364759743596,0.7602815621056984,-0.0202520090131789,0.1660250175837039,-0.3047299972107861,48.83888888888889,-0.6477549499903196,-0.4165849813024586,-0.7769231573726181,-0.6777511865081067,48.83888888888889,-0.249170277612433,-0.637557841696802,-0.54162235071934,-0.0431241993383499,0.0019098364919607
585,48.92194444444444,-0.5669959469166778,0.7165494786675597,-0.0215914957651218,0.1473065497305058,-0.2972035753167675,48.92222222222222,-0.6530715092926974,-0.4298316025467921,-0.7829401852050568,-0.6863503761704424,48.92222222222222,-0.2484956516056152,-0.6347263622489563,-0.5371389754574859,-0.0598715988782073,0.0051070780298544
586,49.00527777777778,-0.5698840435487076,0.6957602171590971,-0.0406205890142902,0.2011915372999974,-0.2800578421323682,49.00555555555555,-0.6535271412618474,-0.430585334560895,-0.7789346091776747,-0.6935000842659276,49.00555555555555,-0.2428892564106675,-0.6242571086258786,-0.544968151400766,-0.0584789475543375,-0.0026173727630254
587,49.08861111111111,-0.5787121756870075,0.7135140721066161,-0.0563393620362378,0.1924796852337832,-0.2812927634751069,49.08888888888889,-0.6691222035796548,-0.4342466195737456,-0.7795067217099312,-0.6954006397769792,49.08888888888889,-0.2393509342230938,-0.6389491744263254,-0.5459096987342629,-0.0503463820157249,0.0057369019201853
588,49.17472222222222,-0.5880806309998112,0.6660113376625767,-0.0695478885696572,0.1521706944491618,-0.2821083029708914,49.17222222222222,-0.6734570539710242,-0.4442159012962384,-0.7762568145276674,-0.702452371605433,49.17222222222222,-0.2398805232684659,-0.638801647725326,-0.5461634323949041,-0.052074036761157,0.0265703256144745
589,49.25805555555555,-0.5897896964686284,0.6008523076055976,-0.0722462428163773,0.1724642618391179,-0.2873044220540218,49.25833333333333,-0.6759320502038779,-0.448693624921188,-0.7825851786631068,-0.7068556085725436,49.25583333333333,-0.2314778578024239,-0.6668136110741798,-0.5483291620714614,-0.0554620441392338,0.0524833275829489
590,49.341388888888886,-0.6022396583882461,0.56863727534045,-0.0984344994413677,0.175160080272327,-0.2820810799671868,49.34166666666666,-0.67594755008916,-0.460280237123323,-0.7880921044548523,-0.710610679418981,49.34166666666666,-0.2249427681106785,-0.6695841415004602,-0.5488066922045518,-0.0467105343483623,0.0526763428168344
591,49.42472222222222,-0.6164308023667231,0.5857665338980651,-0.1037127335727327,0.1196578385931523,-0.2738382337614654,49.425,-0.6871039114808312,-0.4667761860592913,-0.7987778815478912,-0.7173179128048355,49.425,-0.2128750805090069,-0.6897123105080099,-0.5525958219866369,-0.0388196354367581,0.0789498120354783
592,49.50805555555555,-0.6309634133253982,0.5266403759355269,-0.1298810208017183,0.1225572216216486,-0.2633758382963302,49.50833333333333,-0.6946014922758739,-0.4773819213676586,-0.8004427988935896,-0.7203776373096134,49.50833333333333,-0.2070746173432533,-0.6597971840769472,-0.5588963453620205,-0.0285894733024504,0.0635041816863445
593,49.591388888888886,-0.644037775498883,0.4878590937360783,-0.1817394371827051,0.1098579101535583,-0.2714938462396428,49.59166666666666,-0.7030406504142892,-0.4850978941689056,-0.8082871447496978,-0.7331901814322374,49.59166666666666,-0.2025411969893329,-0.6634378226636605,-0.5605080510268557,-0.0290201716932752,0.07433990394502
594,49.67472222222222,-0.6634541724350671,0.5154229792091157,-0.2050880592332137,0.111959580960315,-0.2807922080676546,49.675,-0.7152217438790982,-0.4993245570654307,-0.8073112066803474,-0.7433558735910516,49.675,-0.2030746338532284,-0.6610332812008076,-0.5716307224291372,-0.0739118522068766,0.089457436715209
595,49.75805555555555,-0.6744128869951148,0.4585323238901931,-0.2067269639339027,0.1220619067890383,-0.2914708720650075,49.75833333333333,-0.7097451306963413,-0.5104623641415504,-0.8137152715560495,-0.7496750421238147,49.75833333333333,-0.1948747383709925,-0.6923826090973207,-0.5790641377687042,-0.0788646342907084,0.0872572436287366
596,49.841388888888886,-0.6895142013534656,0.4381874189410208,-0.2158562287285692,0.1047645563625409,-0.315729784324735,49.84166666666666,-0.7124111689350772,-0.5273117709634978,-0.8226996255537,-0.7623480152877028,49.84166666666666,-0.1861413170087419,-0.6988848502384044,-0.592608069997241,-0.062078635242038,0.1035397940455487
597,49.92472222222222,-0.6975583969978353,0.3905885551494653,-0.2378759315241469,0.1144671943793211,-0.3441688887482619,49.925,-0.7172202167073842,-0.536273234579424,-0.8312645541565729,-0.765975121259312,49.925,-0.1816741722626661,-0.7123390429855343,-0.5942622868182788,-0.0579539702079371,0.1133055630537074
598,50.01083333333333,-0.7073457547292147,0.3979360229295481,-0.2967861506907089,0.0663694815135703,-0.3665881270454006,50.00833333333333,-0.7331726321683609,-0.5519472135193968,-0.8362103421543281,-0.7693566881346545,50.00833333333333,-0.1760731026590221,-0.755744220176455,-0.6040265506871902,-0.0702907521852872,0.1245550314693973
599,50.094166666666666,-0.7234765546618713,0.383030112321447,-0.3203869650614657,0.0444710744151659,-0.3903874387343562,50.09444444444444,-0.7388687735161247,-0.5599341677954016,-0.8419372736430034,-0.7764930439291602,50.09194444444445,-0.1727379027541317,-0.7582994091251865,-0.6083006188111961,-0.0730890920207828,0.1406886858369244
600,50.1775,-0.734351076223348,0.3750711129914972,-0.3212784539327659,0.0355716257096786,-0.4061667611417248,50.17777777777778,-0.7525089989918123,-0.57363455890134,-0.8486456320250215,-0.7907845165776775,50.17777777777778,-0.1726683631343908,-0.8048036316220205,-0.6148842431493564,-0.0807490984109229,0.1475070184287135
601,50.26083333333333,-0.7337695981544632,0.4130593142321898,-0.3460606970640972,0.0040707839983649,-0.428926029402492,50.26111111111111,-0.7476936668795807,-0.5808488498130329,-0.8551357000091826,-0.8002314339344719,50.26111111111111,-0.1674642704162598,-0.8250559039335215,-0.6301771704125816,-0.16247087790202,0.1514105272453053
602,50.344166666666666,-0.7391323985093126,0.351195004962171,-0.341333774678085,0.0131681938581713,-0.4476651764600334,50.34444444444444,-0.7384231355066059,-0.5887775049882151,-0.8616077596106737,-0.8030341237732274,50.34444444444444,-0.1603254072462706,-0.8178552368025216,-0.6391791420636241,-0.1406545348901939,0.1485997160153652
603,50.4275,-0.7548397546552658,0.3438784737262434,-0.3546977674604923,0.0042634958417356,-0.4633841330661185,50.42777777777778,-0.7432977632430837,-0.6000209903665428,-0.8680620921510598,-0.8043929137870425,50.42777777777778,-0.1522515523010192,-0.8240006354481297,-0.64468989431708,-0.1089001716213722,0.1346750941956764
604,50.51083333333333,-0.7600919432729685,0.3457100086953666,-0.3617527565602196,0.0007563264773828,-0.4864828277809037,50.51111111111111,-0.7521179085022269,-0.6111797733695858,-0.8680989782582884,-0.8045081315884375,50.51111111111111,-0.1576424802871744,-0.822691099565723,-0.6529091581393925,-0.1006078881912965,0.119437176971142
605,50.594166666666666,-0.7768892403563423,0.3596898976666554,-0.4020988235893074,-0.0769536817308728,-0.5001611869729367,50.59444444444444,-0.7582839297402703,-0.619854322900834,-0.8749186978666899,-0.8069801047093478,50.59444444444444,-0.1546979619414698,-0.8555256233269509,-0.6686366592488481,-0.1105777825455125,0.1124864852547846
606,50.6775,-0.7806319212125847,0.30021842806338,-0.4421360506229311,-0.0772669003033264,-0.5044191348191565,50.67777777777778,-0.7575961854564688,-0.6344451093456923,-0.8831215302169738,-0.8068091606011268,50.67777777777778,-0.1616177640307088,-0.8729031953797348,-0.6816721181155778,-0.116609950479379,0.0994235456877463
607,50.76083333333333,-0.7785202604621687,0.3196958869349705,-0.4400645201994078,-0.0859837047845856,-0.5142565933048937,50.76111111111111,-0.7610550341930937,-0.6361526045714829,-0.8859077538562337,-0.8167956266345471,50.76111111111111,-0.1578016493517653,-0.8732227988482705,-0.6928152499615579,-0.107304485638062,0.0846488906392897
608,50.84694444444444,-0.7807545320388434,0.270522560957008,-0.4536843153201906,-0.0809044747435657,-0.5224734822238671,50.84444444444444,-0.7586608345354389,-0.6449772819274472,-0.8848776466379439,-0.8209398300997965,50.84444444444444,-0.1614493767315789,-0.8404834113330233,-0.7056657647606097,-0.1142614795165373,0.0701630582067973
609,50.930277777777775,-0.7865350091896331,0.2728987364312322,-0.4643955194498712,-0.0588295937734934,-0.5306697191781875,50.93055555555555,-0.7612139451118165,-0.6527196162447422,-0.8862314857219603,-0.8290420982064826,50.92805555555555,-0.1623607010271572,-0.8694840049107304,-0.712423367238398,-0.1282810214595913,0.068166592215769
610,51.01361111111111,-0.7932619644748384,0.2144246992855399,-0.4603982165161804,-0.0671594494919095,-0.5648452195783566,51.013888888888886,-0.7689147245935564,-0.6635800838364418,-0.8897695475745216,-0.8349027580836288,51.013888888888886,-0.1583353731255791,-0.9026235461344008,-0.7148877568724334,-0.0905631986618182,0.0638600422198299
611,51.09694444444444,-0.7989356697680349,0.1593007350739835,-0.4630924909099851,-0.1368944335406606,-0.584999896643265,51.09722222222222,-0.775163531695009,-0.6677591624975396,-0.8924921079682462,-0.8347221367796778,51.09722222222222,-0.1541731399439893,-0.8851009960333162,-0.7306586278920715,-0.1209080961676222,0.06744396350072
612,51.180277777777775,-0.8131563962560758,0.0777271289767693,-0.4372784274852918,-0.1416349415859084,-0.5955336614001951,51.18055555555555,-0.7743607251735447,-0.6786573315049436,-0.8923994419821355,-0.8363005612624899,51.18055555555555,-0.166673744429602,-0.90271531011303,-0.7381356692785108,-0.1137157968712172,0.0545189170683004
613,51.26361111111111,-0.8195244144390877,0.032504165800262,-0.416556111559245,-0.1149813733181214,-0.6084464226848222,51.263888888888886,-0.7821066638295522,-0.6932750716174809,-0.9036918240015728,-0.8474383584193413,51.263888888888886,-0.1664369255596991,-0.8804654383553671,-0.7467185647647967,-0.1219863815166271,0.0338854696605522
614,51.34694444444444,-0.8252399941304738,0.0068321299769822,-0.4009256289121257,-0.1511341324520818,-0.6289380871412065,51.34722222222222,-0.7834017065064413,-0.7032128650758939,-0.9017695277183232,-0.8521358550569283,51.34722222222222,-0.1570624183416318,-0.8659503252184245,-0.7588069928358165,-0.1707199286976807,0.0233441937435741
