,E007_Time[h],E007_6803_deltaKaiA3B3_rep1,E007_6803_deltaKaiA3B3_rep2,E007_6803_deltaKaiA3B3_rep3,E007_6803_deltaKaiA3B3_rep4,E007_6803_deltaKaiA3B3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3_rep1,E008_6803_deltaKaiA3B3_rep2,E008_6803_deltaKaiA3B3_rep3,E008_6803_deltaKaiA3B3_rep4,E011_Time[h],E011_6803_deltaKaiA3B3_rep1,E011_6803_deltaKaiA3B3_rep2,E011_6803_deltaKaiA3B3_rep3,E011_6803_deltaKaiA3B3_rep4,E011_6803_deltaKaiA3B3_rep5
219,18.321944444444444,0.112159596179678,0.8477940983946048,0.4487813160689572,-0.227629402366892,0.2022642258480927,18.322222222222223,0.1910002257380907,0.2510942849894871,0.055782150694962,0.1350517463179585,18.31972222222222,0.4856711223115881,-0.6480647007622636,0.1525038092765532,0.1751853088419908,0.4790163075500577
220,18.405277777777776,0.1449468884635642,0.867259668748114,0.4670381796692888,-0.2094338562312636,0.229517046175804,18.405555555555555,0.2331053509407306,0.2951135337060571,0.1049148240305112,0.1805589452358782,18.405555555555555,0.5363512226075282,-0.6174135154860388,0.200995096381058,0.2216221192008196,0.532732732141178
221,18.488611111111112,0.1771455529027149,0.881335588028726,0.4848012470404504,-0.1989959621902757,0.2639230897394482,18.488888888888887,0.271199083882606,0.3370881005683491,0.1462231645646062,0.2262410868010539,18.488888888888887,0.5803706650311351,-0.5780864350666879,0.2472587503705022,0.2707924792865371,0.5815575746554844
222,18.571944444444444,0.2055550504878167,0.8982222872157595,0.5086706139522919,-0.1903145464289294,0.2956815907840679,18.572222222222223,0.3148810825839192,0.3766180842471737,0.1877066267071001,0.2706978126185112,18.572222222222223,0.6191281583618738,-0.5464845692637432,0.2920930354831096,0.3180954676305702,0.6352891621361261
223,18.655277777777776,0.2307748428962831,0.9195201969146872,0.5264463757115252,-0.1825884391565348,0.328391785746315,18.655555555555555,0.3625510050218534,0.4087035819314268,0.2317646655614624,0.3121287643738577,18.655555555555555,0.668022415349141,-0.5112090223130067,0.3356962212052581,0.3617301649145371,0.6861258273543718
224,18.738611111111112,0.2652043924922485,0.9344297473571404,0.5495286271617276,-0.1754164746067148,0.3620529132544506,18.738888888888887,0.4032085091305717,0.4441446893280851,0.274996736924781,0.353933583833284,18.738888888888887,0.7154521527122658,-0.4774608929265522,0.3912665822714841,0.4030956539702474,0.74166590880961
225,18.821944444444444,0.2952431623265736,0.9601513684009038,0.5717174626833337,-0.1623974910374018,0.393464214128344,18.822222222222223,0.4388532528012169,0.4757415006622085,0.3164022972877632,0.3881119128435637,18.822222222222223,0.7572160911405074,-0.4478412742927261,0.4412023986644759,0.4423910197796998,0.7893077507293481
226,18.905277777777776,0.3272906161368437,0.9860854895299191,0.5936129761936426,-0.15133033073084,0.4234249313794755,18.905555555555555,0.4740848938819144,0.5122941086769406,0.3629808038347335,0.4270633933320505,18.905555555555555,0.7995129552930591,-0.4125512540761477,0.4851019556150794,0.4808153494750842,0.841449703069215
227,18.988611111111112,0.3627462183473668,1.005232539854285,0.6136152611468143,-0.1382138399935839,0.450534310210934,18.988888888888887,0.50910309017777,0.5488026046335056,0.3997317144436363,0.4675876673066824,18.988888888888887,0.8475414737990432,-0.383791914417707,0.5287635436022953,0.5223677323387811,0.8854901215129592
228,19.07472222222222,0.3978094340691778,1.0251929481102555,0.6395244105338711,-0.1256468691564966,0.4833915980174192,19.072222222222223,0.5511074994508685,0.5882670783112132,0.4412544876860323,0.5036843768559806,19.072222222222223,0.8979003792575149,-0.3601643319345655,0.5727854583532785,0.5710472598033629,0.9350273674724474
229,19.15805555555556,0.4324797291000327,1.0399671426602417,0.6629405168826984,-0.117828272574754,0.5163960443852382,19.15833333333333,0.5862977794202764,0.6300876180074544,0.4847485828271016,0.5361531641490467,19.155833333333334,0.9399884082374602,-0.3330695777201569,0.6165660008433411,0.6154530254515906,1.0036598080876675
230,19.24138888888889,0.4625565699244133,1.0527555514928084,0.6866636722580408,-0.1097569086278419,0.5475469010923082,19.241666666666667,0.6136735877620405,0.6708643105377023,0.5290134598256424,0.5769936714355646,19.241666666666667,0.9844043012777984,-0.3003087173441869,0.6601034772959491,0.6543841250164171,1.0591858162267267
231,19.32472222222222,0.492239423713526,1.0687586022226807,0.7072939682615069,-0.1072316397195579,0.5728434221081569,19.325,0.655834582109188,0.706397241235515,0.5704485793340712,0.6124055410458021,19.325,1.0293468028873785,-0.2748828108526331,0.7115961991827242,0.6932396563809856,1.108003770485852
232,19.40805555555556,0.5289277583253003,1.082576722090736,0.7338314960315668,-0.1044513322780092,0.5970848635939201,19.40833333333333,0.6949804200517278,0.7418864939525315,0.6096534026984228,0.648988415390608,19.40833333333333,1.0652146615449816,-0.2485929127677454,0.7592424832234428,0.7418187195786304,1.15491205518939
233,19.49138888888889,0.5524210423043909,1.1052103379640092,0.7524763462435531,-0.1018148567556137,0.6292704839023447,19.491666666666667,0.7393107591366468,0.7761321510584729,0.6514273919583513,0.6861419369614146,19.491666666666667,1.1060066296993205,-0.2208400720880441,0.7994406513860384,0.7789204167928755,1.2035090603898078
234,19.57472222222222,0.5857187448821768,1.1186598763356916,0.7766286091096581,-0.1033210876291003,0.660199543577785,19.575,0.7746252568679157,0.8119342934411462,0.6835700098471279,0.723065748330235,19.575,1.1439214637690398,-0.1392253322883234,0.8383890308865982,0.819343852357437,1.2399931818676913
235,19.65805555555556,0.6118203359767607,1.136125763325131,0.7994883743789392,-0.0951689033995082,0.6972713053562054,19.65833333333333,0.8115235707064832,0.849893000506438,0.7222807197916428,0.7583594921496661,19.65833333333333,1.1815579241427154,-0.0609497313196461,0.880285954189365,0.8560881327562202,1.275562821131747
236,19.74138888888889,0.6353252861929699,1.1478084246778293,0.8152557313373123,-0.0961571865921873,0.7198850341651805,19.741666666666667,0.8492053580702807,0.8854083501783184,0.7621589859124038,0.7880228111528857,19.741666666666667,1.220714775178855,0.0109856983906488,0.924129759006738,0.8897523666233222,1.3166163854187998
237,19.82472222222222,0.6668330668223557,1.157308285765447,0.8325307688075569,-0.0922848237567991,0.7492399971238941,19.825,0.8806702763342177,0.9260804188988416,0.8006042730235385,0.825055348153656,19.825,1.2571907852058983,0.1009799299389536,0.9661187882992704,0.9237356647430294,1.352552287693797
238,19.910833333333333,0.6867431498431942,1.1746257715858004,0.8511135751493144,-0.0935507054673145,0.7757354635431377,19.90833333333333,0.9101179828301864,0.963909281628144,0.8436160466327913,0.8564567460463202,19.90833333333333,1.301784726522216,0.1852319419453883,1.0086513902756715,0.9652371400498212,1.3933689466498027
239,19.994166666666665,0.7122550079204846,1.1883613067628591,0.8726042382590888,-0.0927537263220149,0.8041707049253144,19.994444444444444,0.9397481348470595,0.9956950118444444,0.876393772941525,0.8902266478058034,19.99194444444444,1.3296953753961098,0.2657407185537997,1.0475259183928052,1.010255907628366,1.439264786708002
240,20.0775,0.7427681144059531,1.2037153155467526,0.8864028455702457,-0.0898927849434933,0.8301449949644373,20.077777777777776,0.9805603896306888,1.0342376815440433,0.9077369188447212,0.924764696487614,20.077777777777776,1.3607215120658145,0.3309052494317646,1.083140731355691,1.044791084713522,1.4800382380177002
241,20.160833333333333,0.7710819433380462,1.2130882218137635,0.906309484053011,-0.0853667839786534,0.8558576095461259,20.16111111111111,1.014754404383908,1.0693373612413255,0.94964495193098,0.964270535227842,20.16111111111111,1.3922619207394948,0.4097245297705857,1.1298941931175046,1.0776417906903402,1.5122877364563223
242,20.244166666666665,0.7987959694419378,1.2250804490663332,0.923324240214474,-0.0799746300987097,0.8807078267476107,20.244444444444444,1.0469298362665318,1.1013941199687594,0.98231734048252,0.9967438072431613,20.244444444444444,1.4239153895952483,0.4863975602852955,1.1767846728795757,1.112007147094061,1.5444117236294126
243,20.3275,0.8241096681295236,1.2344924204330567,0.936647200098586,-0.0731152339991861,0.9050949268377322,20.327777777777776,1.0800863423953528,1.1288080252768928,1.0121535534751775,1.0259841558308258,20.327777777777776,1.4564807107811046,0.5469233472146553,1.2068105450913906,1.148486277610115,1.5982086468706354
244,20.410833333333333,0.8496225154994264,1.2431245586686874,0.9526784492861592,-0.0805875103999183,0.9296181922769404,20.41111111111111,1.114223579844147,1.1587791432343597,1.0441530605784075,1.061391224368672,20.41111111111111,1.4923566804150237,0.622900902321152,1.2473701894505893,1.1846783080741266,1.6330769592417749
245,20.494166666666665,0.8745339883369903,1.2471772861541337,0.9664180728948688,-0.079190378045052,0.9530769077172938,20.494444444444444,1.1461412056436702,1.194507538427875,1.0765153321552834,1.081564656315121,20.494444444444444,1.5251420985848978,0.700929242891003,1.281061990902969,1.226582366471905,1.6690151195327347
246,20.5775,0.8928435641142861,1.2550510248964606,0.987266155579251,-0.072322759703044,0.9734703600024605,20.577777777777776,1.1760388767816576,1.223393273962237,1.1116398392624962,1.1165040952091756,20.577777777777776,1.55623576934855,0.7664073917341526,1.3204843396424804,1.2625975829394562,1.7106215922615389
247,20.660833333333333,0.914350720990108,1.257946196528888,1.0044227815307047,-0.0649835821666614,0.9935978381677184,20.66111111111111,1.194116250202827,1.2554364114603271,1.1425260536503568,1.1410091846704198,20.66111111111111,1.582436500733735,0.825334377184275,1.3574356311112314,1.2887230897629731,1.7490948476743309
248,20.746944444444445,0.938254937809974,1.2634632223107922,1.0182880344774898,-0.0641717762529835,1.012658633439955,20.744444444444444,1.2187729828088751,1.2796370110631097,1.172373447762791,1.16967956839902,20.744444444444444,1.6117431047381408,0.8773092330987694,1.391914265999484,1.32695802137884,1.7810333617453726
249,20.830277777777777,0.9641556941061268,1.2666025231277076,1.029261997684729,-0.0668862768033979,1.0412520392376656,20.83055555555556,1.2426087314584804,1.3079951314296294,1.198181494737347,1.2027148901757256,20.828055555555554,1.6459543973293846,0.9351309988587664,1.4247186502456557,1.3565015143736323,1.8180356161770488
250,20.91361111111111,0.988052470097532,1.272764519491323,1.0395447539544067,-0.0727260226836041,1.0575773511709574,20.913888888888888,1.2668231529673004,1.334110829737017,1.2315496684051896,1.226314793861868,20.913888888888888,1.6690691984450163,1.0005987193691228,1.4578471950363194,1.3893527074841163,1.8497000983998624
251,20.996944444444445,1.0049447466898822,1.2777496315394823,1.0541363856253685,-0.0828899567836119,1.0796338670415455,20.99722222222222,1.3014159041079756,1.3617841616804844,1.2640774432911024,1.253078923399361,20.99722222222222,1.7050863319925176,1.0683114450584237,1.4910983168062035,1.4223107415972485,1.8820253015724344
252,21.080277777777777,1.0250320054755928,1.2801582790361892,1.073436974573323,-0.0849770260177423,1.1002208868427543,21.08055555555556,1.3271866416101243,1.387415181473326,1.2911642946134867,1.2752069228107017,21.08055555555556,1.7292046258493023,1.1300682318789828,1.5250704372381916,1.448774759750176,1.910009724581506
253,21.16361111111111,1.048713728733802,1.2877908813715997,1.0858466022108404,-0.0853861813246261,1.1259377127595198,21.163888888888888,1.3525350221603474,1.4152039418469191,1.3142096982843618,1.3006984361989664,21.163888888888888,1.754622911862715,1.1948681413068425,1.5569619832633212,1.4751439071302372,1.9416518720419416
254,21.246944444444445,1.0709893994303756,1.2894478575620276,1.0999653494873516,-0.0871163776672058,1.1477836491683826,21.24722222222222,1.372460702402226,1.432750494050726,1.3348131309093656,1.327153107747817,21.24722222222222,1.7781400258500315,1.2657102403417717,1.5835713870607884,1.4962173310749602,1.9777502542967231
255,21.330277777777777,1.0996585012178994,1.2985296262499424,1.1187932968891507,-0.0227665740327343,1.1679580026374994,21.33055555555556,1.405563338936321,1.4534548878522875,1.3629740697877557,1.355970581721497,21.33055555555556,1.7991548075984602,1.3201936015072688,1.610497086057942,1.5121941810720647,2.0029033874169517
256,21.41361111111111,1.1285205184356886,1.2978366057039707,1.1297305244393934,0.0360642665672257,1.1966600819266298,21.413888888888888,1.4292425883201745,1.47011717153723,1.3880919929124054,1.3777505024648329,21.413888888888888,1.8268661008651408,1.3927173028505606,1.6391375229302874,1.5386736087594597,2.028109793201847
257,21.496944444444445,1.148574936109777,1.2969692138188935,1.1415771116980975,0.0985771770967993,1.2196891979871471,21.49722222222222,1.4498981070683097,1.4949373919092623,1.4137663789698087,1.3988925144032316,21.49722222222222,1.8500727533771413,1.4446804279426002,1.6634911456014838,1.5642547679252463,2.046367999178752
258,21.58305555555556,1.172221239952928,1.2965278681156511,1.1527331377621417,0.1491731864958028,1.2422446639620326,21.58055555555556,1.4791295516522296,1.510315594290177,1.4389967073400776,1.4245962620426835,21.58055555555556,1.874573616831468,1.5090820658780708,1.691156407243348,1.5899368145077168,2.0658765386031264
259,21.66638888888889,1.1978589163646256,1.298512985741336,1.1661986812652687,0.1992533196797397,1.2673257951858774,21.666666666666664,1.5005365785004174,1.5256518225198463,1.4641824580969416,1.4454613899697608,21.664166666666667,1.8967675468950536,1.5645213112753835,1.7209317662758503,1.6123189065953532,2.0906339504585523
260,21.74972222222222,1.2192874524310786,1.2983249834691992,1.182773820378081,0.2834185975398052,1.2897319091848811,21.75,1.5205188439983384,1.542146118956229,1.4851231120077484,1.4686875428516186,21.75,1.918253403204765,1.625397264276676,1.745615686367115,1.6342002044268262,2.1166387794567294
261,21.83305555555556,1.242906335925221,1.2993642776986474,1.193258632808044,0.3286700369428819,1.3186623256768544,21.83333333333333,1.5398760044884363,1.556798524475364,1.5076181505334645,1.4912743654359946,21.83333333333333,1.9396300493673972,1.6957090305478162,1.7766066364334268,1.6573798703910003,2.141089576037478
262,21.91638888888889,1.256715055306712,1.2930312844552423,1.1968531957994837,0.3818086507315432,1.341716366571215,21.916666666666664,1.5574077162701376,1.568009078471373,1.5280670558286735,1.5100215025512087,21.916666666666664,1.956096352959681,1.7668557212783988,1.8009030906392205,1.6850570690269295,2.1635848963687385
263,21.99972222222222,1.2767130997219311,1.2955264193907037,1.2039575861335905,0.4248354477240512,1.367493355968992,22.0,1.570313635599848,1.5849778188564618,1.538469310741581,1.534328599106162,22.0,1.9728511855282789,1.825036453181747,1.822703528397089,1.7076309670238583,2.177123302346571
264,22.08305555555556,1.295299959003987,1.2926500977829063,1.2043718801284151,0.4809514327143568,1.383992620162824,22.08333333333333,1.5885934186909536,1.5947047820609188,1.556624398814007,1.5451953000903391,22.08333333333333,1.98429342258978,1.889650348494912,1.8518064343677787,1.7305007332212214,2.1979033615951544
265,22.16638888888889,1.31467512367271,1.289802734535881,1.2170961536388702,0.5447576064720998,1.3964134876369574,22.166666666666664,1.5966467217138232,1.6177900030331158,1.5745318042813914,1.5628212505738075,22.166666666666664,2.0042219436307094,1.9572965349786744,1.8748102984601935,1.748065538608646,2.217123647466787
266,22.24972222222222,1.333838084934654,1.2893847441798152,1.21873048205673,0.6102549657426117,1.4115552890672491,22.25,1.612873200795803,1.6312335152395048,1.5861910120727918,1.576406095707215,22.25,2.0210356321075222,2.0315741459175403,1.896313615831392,1.7707245563259466,2.229782739041889
267,22.33305555555556,1.3515883346831,1.2913965408710522,1.2204749403106303,0.6744445032469115,1.4302173573211656,22.33333333333333,1.6256725120212228,1.6492353506646225,1.6046015078108855,1.593949480721793,22.33333333333333,2.0361333754466053,2.0930823201197466,1.913314886886586,1.779676961663132,2.2464792211290003
268,22.419166666666666,1.357125365498051,1.288838538392092,1.226929602866072,0.7273272076817079,1.4487990274577829,22.416666666666664,1.6358443114313903,1.6669955398110874,1.6205627778119664,1.6154510509293556,22.416666666666664,2.0511140650442776,2.1364202019172565,1.9332126172791448,1.8055219320603992,2.260811684264778
269,22.5025,1.3742486706462345,1.282511150151589,1.2350945437254142,0.7903040637193987,1.466499636727785,22.502777777777776,1.6589882550245965,1.674914111699603,1.6340743090859475,1.6291104517222994,22.50027777777777,2.06357659626679,2.196786941165763,1.9534053179105928,1.8264586471081377,2.280578724714001
270,22.585833333333333,1.3863577440811017,1.2800147891843552,1.237569836427879,0.8517760520080713,1.490718524573467,22.58611111111111,1.6675039987561102,1.6853910938689525,1.6461355893363607,1.6391273285736023,22.58611111111111,2.0735198684503238,2.2531816932446853,1.9684915049306104,1.8388862885469277,2.296578944469568
271,22.669166666666666,1.4012520804428286,1.2797498681513595,1.2487555540495512,0.9073441491715026,1.5142550326287345,22.669444444444444,1.6813911985381833,1.6960265123760028,1.661346106960355,1.6519013270368257,22.669444444444444,2.09114278490099,2.310203619057172,1.9830696997370307,1.8592040402675365,2.309010951252497
272,22.7525,1.4175311750583168,1.2767167993397246,1.2530517692033762,0.9500093278091588,1.5329085047190985,22.752777777777776,1.6948495102400472,1.707420391795706,1.678905351048699,1.6718320927461112,22.752777777777776,2.1026442528948364,2.3602518850301,2.002538428975845,1.8724110883109264,2.320873358511924
273,22.835833333333333,1.4367945239411908,1.2707159946627309,1.262458554039164,1.001572556496195,1.5458782868616818,22.83611111111111,1.707678589687913,1.7273727552210931,1.69301281138578,1.6849192714161854,22.83611111111111,2.110623183677838,2.413525663114075,2.018696224541198,1.886506620868249,2.335764785425108
274,22.919166666666666,1.4464416237917992,1.2605478656598148,1.2579759802435824,1.0530347997834553,1.5555637272652172,22.919444444444444,1.7212780926649736,1.738283624263281,1.7044679784496004,1.6945625088423548,22.919444444444444,2.1292784924659043,2.469624130783429,2.0315416235753894,1.9046898282808449,2.3472838568974272
275,23.0025,1.4564719719972157,1.2452128234965694,1.256604119040164,1.1009970181974744,1.570164176330047,23.002777777777776,1.7360476749114029,1.7505530190514684,1.7200703434117843,1.7043614509005107,23.002777777777776,2.139809098444874,2.520946471036221,2.048873168468877,1.9191599030402475,2.355629203562378
276,23.085833333333333,1.4686850666312372,1.2351112789647427,1.259343041189302,1.1458601682404763,1.587278986648122,23.08611111111111,1.748586992124353,1.753180958232935,1.7286193981375733,1.715715743547126,23.08611111111111,2.1530139247705185,2.576491872394244,2.061489406860272,1.92971603978818,2.3661994617815765
277,23.169166666666666,1.4814804064543874,1.2258436424822392,1.2627928169882536,1.1976252023903735,1.5985075130030022,23.169444444444444,1.75909569995796,1.760567458973047,1.7443146351858263,1.723225032819255,23.169444444444444,2.16249189856854,2.6350595289030125,2.06938889163634,1.948157435316556,2.3759932736447595
278,23.255277777777778,1.4914574909139104,1.2164103240931197,1.2597535162711355,1.2364930691007672,1.6064491123698572,23.252777777777776,1.7579734540233372,1.7589125369552487,1.7515555478090217,1.7340889648345343,23.252777777777776,2.1664419509345745,2.700448640131773,2.079970180932004,1.96168328856748,2.384809286969785
279,23.33861111111111,1.4992158201437769,1.2082117334676008,1.2606252084089262,1.2926647128009492,1.613103143915467,23.33888888888889,1.7600199098885814,1.7640162063810712,1.758741629953256,1.737707185791184,23.336388888888887,2.1686630169341865,2.750458411173499,2.095231838130341,1.9758928006332472,2.3714461553026265
280,23.42194444444444,1.5071548949646822,1.2008482799020563,1.2590079623094683,1.3585410738958998,1.6216689689982204,23.42222222222222,1.7750347230787673,1.766478479970127,1.7644723762582435,1.745279341968006,23.42222222222222,2.172554035602876,2.794288052644892,2.1051724318625835,1.990785174756344,2.3789025379173827
281,23.505277777777778,1.518274216884044,1.1935203723190138,1.252901846417465,1.4227230887662905,1.6361459511681145,23.50555555555556,1.7736175490759525,1.7680993689601103,1.7723472820573176,1.7484050797243826,23.50555555555556,2.174313949946069,2.854336780686382,2.1125905360081205,2.003359616329446,2.385177099816268
282,23.58861111111111,1.5217732880960062,1.1732284192671605,1.2495069287144809,1.4734116897684792,1.6489334561667586,23.58888888888889,1.7749680433191728,1.7730788831067992,1.77416584337743,1.7546840455002832,23.58888888888889,2.1801417069391285,2.916803816962128,2.1184847296944933,2.0014153328954207,2.3940685117296168
283,23.67194444444444,1.5340516114814355,1.1533728289213363,1.2476232767189432,1.5344078052345165,1.6626308519273678,23.67222222222222,1.772485861204448,1.7714170306840542,1.782127556939149,1.7573158858162552,23.67222222222222,2.1850362575273463,2.962488388660014,2.128853597297402,2.0033515341473267,2.392375450115888
284,23.755277777777778,1.5401086906079242,1.13695400908254,1.2416509574861418,1.581112359472138,1.67063750857477,23.75555555555556,1.7737706580847752,1.7701138184838183,1.7840319201566637,1.7593002472734298,23.75555555555556,2.197596556625946,2.955189728491656,2.138295728440701,2.010567431928412,2.400896597161652
285,23.83861111111111,1.547544029729788,1.117772367177924,1.2389900376082266,1.6335262727647732,1.6705527984254005,23.83888888888889,1.7786220892701332,1.7635692518161186,1.7902784311377795,1.762836776553521,23.83888888888889,2.202021563120085,2.946307074692396,2.1488097179963983,2.021062240232116,2.4068306407816067
286,23.92194444444444,1.5573571337880672,1.099028310260799,1.2386405832142104,1.6806504613715378,1.6805760959873046,23.92222222222222,1.7728398100274825,1.7605833345090631,1.793866588683922,1.7713251204188245,23.92222222222222,2.2053102398648496,2.9540396710213046,2.159594166084659,2.025035175202069,2.412376274618566
287,24.005277777777778,1.556947508410526,1.0833222450106303,1.2346026599699689,1.7194858375272375,1.681106777960136,24.00555555555556,1.772023475580763,1.757356068908844,1.791195892290133,1.7777649257122188,24.00555555555556,2.205261553685257,2.9361867667611805,2.1636476780738034,2.030285455132092,2.4177321980434643
288,24.091388888888886,1.5641146599116524,1.06505457773304,1.2334763330782383,1.7582333094423688,1.6829442232351617,24.08888888888889,1.7755727411108944,1.7548874558797354,1.790865842145073,1.780355839357164,24.08888888888889,2.20147447537626,2.917347616718551,2.1669688645803062,2.025212300466195,2.4164971161553552
289,24.174722222222226,1.56625809529266,1.0470257143598072,1.225061667278617,1.804693781303116,1.6886878128952527,24.175,1.779487261755779,1.750977494804094,1.7950759391310236,1.7828975083577026,24.1725,2.2007479797027387,2.92232148122367,2.1715563414687997,2.01261493379858,2.411669739781414
290,24.25805555555556,1.5647773222414854,1.028636060448865,1.220558726847565,1.853868153271353,1.6953369302148924,24.258333333333333,1.774166692610298,1.74122618358236,1.7972256848238817,1.779589579798461,24.258333333333333,2.2006810453995085,2.926307626130522,2.177208729852066,2.02089257987364,2.415648785476934
291,24.341388888888886,1.5688718491327904,1.007486021184305,1.2095675755984057,1.8879573214846437,1.6954909606601731,24.341666666666665,1.7690106887263146,1.7430335186330574,1.7929145814931633,1.7762317008446469,24.341666666666665,2.2008726551713127,2.9237053228168177,2.16752465609105,2.0240444655859577,2.418232975525328
292,24.424722222222226,1.5677411850279603,0.9877760013763732,1.2014882768813224,1.919162178056241,1.6997492918887975,24.425,1.7640189051126711,1.7379994948927902,1.7949421321020032,1.773023518742049,24.425,2.201321795692829,2.9143138481839976,2.1663027517948468,2.023069819980307,2.412421037938129
293,24.50805555555556,1.576984839675105,0.968106405461473,1.194120893583361,1.9656836110750864,1.7085113137500765,24.508333333333333,1.7581909967351916,1.7349241058162477,1.7979078403071542,1.7751646808170405,24.508333333333333,2.2056274576086663,2.9119324846572283,2.174741653820708,2.0237678742516536,2.401611706454992
294,24.591388888888886,1.577802323509059,0.945877637502162,1.1850654881284304,2.023322504605812,1.7133764182849305,24.591666666666665,1.7535266185166805,1.7310073433762003,1.801411210458988,1.771454834476576,24.591666666666665,2.201188635533364,2.9127605201854063,2.1744400042740417,2.0209378617451508,2.401003720543687
295,24.674722222222226,1.5791931476513814,0.9254901011871556,1.1769221224773003,2.0734797386887376,1.7173439997258892,24.675,1.756025425336922,1.7206491980635024,1.8062517476014928,1.777693627208193,24.675,2.201004328051393,2.901397248241155,2.1841964505084097,2.0171790179561464,2.3989958254001094
296,24.75805555555556,1.584756823910353,0.9027441998313244,1.1598908581276035,2.117556189339874,1.719813454497093,24.758333333333333,1.753287072032682,1.7156496588870902,1.8054289574722788,1.7746807065800096,24.758333333333333,2.198073537717157,2.8970419678208272,2.187209645125531,2.018490580530175,2.39578677194827
297,24.841388888888886,1.5850928647809828,0.8796403363756959,1.1489717561138315,2.173952728550921,1.7221841812142908,24.841666666666665,1.7559112133977066,1.7092087133739828,1.8109423465025687,1.7762157202407285,24.841666666666665,2.1973952710549907,2.905693983444501,2.183678245975277,2.0232717892629646,2.3887753168403005
298,24.9275,1.5844007834450011,0.8599789133874545,1.1351648770073424,2.190870224289267,1.7286555806848407,24.925,1.7552975041827217,1.7047263475692818,1.8081914218172108,1.7696983159196336,24.925,2.1947685385591607,2.9163526051559883,2.1862009161556784,2.023321886100434,2.3873602224564543
299,25.01083333333333,1.5802800937708632,0.8349603330599383,1.1238702809163523,2.2417095404979905,1.7220270559077109,25.01111111111111,1.754045599095434,1.692802546036173,1.8011756912346657,1.769528141426591,25.00861111111111,2.1857923546938647,2.925817148522824,2.189976324012917,2.0294401151386907,2.3797402569051016
300,25.094166666666663,1.5801303103137494,0.8053849972126432,1.1072880274859418,2.278871537095858,1.719498012073478,25.094444444444445,1.749155152800533,1.6794372918559242,1.7990946632670153,1.7719048446520491,25.094444444444445,2.1858657378932307,2.9254869346362717,2.189403143141333,2.0260257226240337,2.3747141940227348
301,25.1775,1.574150948315563,0.7786533072912216,1.0900181758980514,2.333557069977328,1.714067856564329,25.177777777777777,1.7384258199196858,1.6764305666278854,1.7953478471199589,1.7650280735670396,25.177777777777777,2.1759877105613223,2.920161290111326,2.181480052383421,2.0208779569529534,2.3708808133739643
302,25.26083333333333,1.5757415237049317,0.7515656643674813,1.0722607848714845,2.366366991012544,1.7031359989540598,25.26111111111111,1.731257255031541,1.6607823504694892,1.7897347526928131,1.7628974762231764,25.26111111111111,2.165357299072131,2.936839547086706,2.187405735829829,2.018396068672131,2.3698389002515228
303,25.344166666666663,1.57450155309721,0.7205224691393859,1.055415912661906,2.4155021480473438,1.7019018510080757,25.344444444444445,1.7202491126717296,1.6456926220162522,1.7848548905785164,1.755312700752654,25.344444444444445,2.160173533769581,2.9329210432248622,2.1829788828193646,2.015379310478437,2.36618724567626
304,25.4275,1.5754305537944728,0.6955241219310553,1.0404836170618443,2.462363384903252,1.6963648266833924,25.427777777777777,1.7138010473328604,1.632361358421773,1.7833077720636217,1.749073395368252,25.427777777777777,2.155835448967528,2.918205121711972,2.179998187938988,2.0112269372189324,2.354924646397146
305,25.51083333333333,1.5659280437855223,0.6661710226927661,1.0232639554006873,2.44995154137748,1.6899243421286332,25.51111111111111,1.696712713464524,1.617388535357732,1.7724929091283017,1.7405792083633294,25.51111111111111,2.153342082949759,2.9186911312579387,2.1790623510238127,2.0061382058908706,2.347649904891272
306,25.594166666666663,1.558193541745883,0.6396635710009511,1.0085569845446865,2.4398674532429343,1.6819798156840329,25.594444444444445,1.6909837654732915,1.6051741270138955,1.7644098144463471,1.7362297881118298,25.594444444444445,2.1422924779699937,2.887178426096398,2.180170077157112,2.003712375641696,2.3389618293638472
307,25.6775,1.5540265670378055,0.6094021660581981,0.989162760896954,2.420711952248208,1.6755306678814343,25.677777777777777,1.682013857722715,1.5893181060981094,1.758058001385168,1.7310247830682783,25.677777777777777,2.133685680251883,2.904866365984713,2.175320076670314,1.9943487077690405,2.335259233748202
308,25.76361111111111,1.5478266397102616,0.5833872066932516,0.9750813403974652,2.396085866117581,1.6625763214442897,25.76111111111111,1.6626026445333268,1.5800204438363032,1.750836984005793,1.7201638417677825,25.76111111111111,2.115320739989009,2.914754316203971,2.171511065142996,1.9890464657207296,2.3269409377057864
309,25.846944444444443,1.5457932804989505,0.5518190913610126,0.9551127785230564,2.372990018551027,1.654316201287661,25.84722222222222,1.6521497801826404,1.5688811099724904,1.7419462770628666,1.7104466128260325,25.84472222222222,2.1077967113448848,2.9188416475589904,2.1671417634028964,1.9812049150947768,2.318605766626169
310,25.93027777777778,1.5419260108262949,0.520698218142539,0.9324571302874258,2.326225229224206,1.642749734518221,25.93055555555556,1.6412549189051484,1.5575000727687651,1.730585396004654,1.705272744939299,25.93055555555556,2.099712652452957,2.890927736378319,2.16461089752591,1.9752233236393897,2.3068525516270397
