,E007_6803_deltaKaiA3_rep1,E007_6803_deltaKaiA3_rep2,E007_6803_deltaKaiA3_rep3,E007_6803_deltaKaiA3_rep4,E007_6803_deltaKaiA3_rep5,E008_6803_deltaKaiA3_rep1,E008_6803_deltaKaiA3_rep2,E008_6803_deltaKaiA3_rep3,E008_6803_deltaKaiA3_rep4,E011_6803_deltaKaiA3_rep1,E011_6803_deltaKaiA3_rep2,E011_6803_deltaKaiA3_rep3,E011_6803_deltaKaiA3_rep4,E011_6803_deltaKaiA3_rep5
0,11.46361111111111,11.380277777777778,10.71361111111111,11.21361111111111,11.130277777777778,11.047222222222222,11.213888888888889,11.297222222222222,11.130555555555556,11.297222222222222,11.213888888888889,11.130555555555556,11.213888888888889,11.213888888888889
