,E007_6803_WT_rep1,E007_6803_WT_rep2,E007_6803_WT_rep3,E007_6803_WT_rep4,E007_6803_WT_rep5,E008_6803_WT_rep1,E008_6803_WT_rep2,E008_6803_WT_rep3,E008_6803_WT_rep4,E011_6803_WT_rep1,E011_6803_WT_rep2,E011_6803_WT_rep3,E011_6803_WT_rep4,E011_6803_WT_rep5
0,15.310833333333331,15.4775,15.4775,15.980277777777776,15.060833333333331,16.31388888888889,16.230555555555554,16.147222222222222,16.06388888888889,14.808333333333334,14.891666666666666,14.391666666666666,14.808333333333334,14.808333333333334
