,E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
0,11.549722222222222,11.549722222222222,11.633055555555556,11.883055555555556,11.296944444444444,11.297222222222222,11.380555555555556,11.130555555555556,11.463888888888889,11.130555555555556,11.213888888888889,11.463888888888889,11.047222222222222,11.463888888888889
