,E007_6803_WT_rep1,E007_6803_WT_rep2,E007_6803_WT_rep3,E007_6803_WT_rep4,E007_6803_WT_rep5,E008_6803_WT_rep1,E008_6803_WT_rep2,E008_6803_WT_rep3,E008_6803_WT_rep4,E011_6803_WT_rep1,E011_6803_WT_rep2,E011_6803_WT_rep3,E011_6803_WT_rep4,E011_6803_WT_rep5
0,26.75555555555556,26.422222222222224,26.58888888888889,25.583333333333336,27.422222222222224,25.922222222222217,26.255555555555553,26.422222222222217,26.755555555555546,27.59444444444444,27.427777777777777,28.09444444444444,27.761111111111106,27.59444444444444
