,E007_6803_deltaKaiA3B3_rep1,E007_6803_deltaKaiA3B3_rep2,E007_6803_deltaKaiA3B3_rep3,E007_6803_deltaKaiA3B3_rep4,E007_6803_deltaKaiA3B3_rep5,E008_6803_deltaKaiA3B3_rep1,E008_6803_deltaKaiA3B3_rep2,E008_6803_deltaKaiA3B3_rep3,E008_6803_deltaKaiA3B3_rep4,E011_6803_deltaKaiA3B3_rep1,E011_6803_deltaKaiA3B3_rep2,E011_6803_deltaKaiA3B3_rep3,E011_6803_deltaKaiA3B3_rep4,E011_6803_deltaKaiA3B3_rep5
0,11.046944444444444,10.3775,10.71361111111111,11.046944444444444,11.046944444444444,10.880555555555556,11.380555555555556,11.380555555555556,11.463888888888889,10.963888888888889,11.380555555555556,11.047222222222222,11.047222222222222,10.963888888888889
