,E007_Time[h],E007_6803_WT_rep1,E007_6803_WT_rep2,E007_6803_WT_rep3,E007_6803_WT_rep4,E007_6803_WT_rep5,E008_Time[h],E008_6803_WT_rep1,E008_6803_WT_rep2,E008_6803_WT_rep3,E008_6803_WT_rep4,E011_Time[h],E011_6803_WT_rep1,E011_6803_WT_rep2,E011_6803_WT_rep3,E011_6803_WT_rep4,E011_6803_WT_rep5
807,67.48305555555555,-2.725033666227799,-2.750276201338329,-2.764988973330073,-2.810952979849564,-2.804049447122381,67.48333333333333,-2.4720173755730106,-2.582402660705194,-2.645213473695077,-2.643644914083115,67.48333333333333,-3.7375479621306793,-3.548044379844172,-0.3185499341152006,-3.9104155152536046,-3.7552923660830673
808,67.56916666666666,-2.715372165019823,-2.7498519044405407,-2.7554921707842253,-2.806355937144894,-2.8009848736929266,67.56666666666666,-2.479620914374597,-2.583748054857672,-2.649127622887251,-2.6485522542066766,67.56666666666666,-3.743493268914791,-3.5477372649450505,-0.4958153945553152,-3.905212439365412,-3.747334877835548
809,67.6525,-2.7162529026031006,-2.749351256712848,-2.7409343121759138,-2.808493259398078,-2.799431618018489,67.65277777777777,-2.4824348785482737,-2.588289191149657,-2.651255487508358,-2.6528672614456994,67.65027777777777,-3.747993942696653,-3.556960505147762,-0.6926528392339837,-3.909761660723476,-3.7439248832936287
810,67.73583333333333,-2.712078109589416,-2.752376409275966,-2.739117694121852,-2.801367302899348,-2.792391912010638,67.73611111111111,-2.495061870356091,-2.5912286740297907,-2.653799702182121,-2.6649927005706457,67.73611111111111,-3.749452728935839,-3.543716800383054,-0.8922649806788632,-3.915066080117976,-3.7468651534438537
811,67.81916666666666,-2.713850023906529,-2.753729520451176,-2.729844620781192,-2.7975804317719346,-2.781467995102382,67.81944444444444,-2.4979045003883997,-2.584969116381815,-2.641362909925288,-2.641931345305255,67.81944444444444,-3.752272381271681,-3.539008858756929,-1.0736545406886997,-3.920528607103096,-3.7415584675230473
812,67.9025,-2.7049708907981698,-2.753812755760329,-2.7201174038555256,-2.787735017972069,-2.7810621142481766,67.90277777777777,-2.4981653875638568,-2.579913139524568,-2.6439477621476324,-2.670485978326527,67.90277777777777,-3.756455661523255,-3.54083939655065,-1.2462242503333454,-3.922752159997037,-3.747407613018329
813,67.98583333333333,-2.6946429628240374,-2.748428287925852,-2.713338362588887,-2.777233441288982,-2.76977652392392,67.98611111111111,-2.503047159129409,-2.5732633732119896,-2.653556918651944,-2.671459391264729,67.98611111111111,-3.7564053396893993,-3.525611138220734,-1.410376849953746,-3.928339665882001,-3.749815385667096
814,68.06916666666666,-2.6924684998598103,-2.736978296870735,-2.692109823767747,-2.7716780893449053,-2.7550134861269484,68.06944444444444,-2.513552450660316,-2.569222455633126,-2.6469930476340444,-2.670254384703396,68.06944444444444,-3.7579241939486994,-3.5331268163989518,-1.58131508916194,-3.925894060604202,-3.743584589457039
815,68.1525,-2.6834497690971326,-2.723864969718542,-2.6820341217210197,-2.752871357595072,-2.73997527037605,68.15277777777777,-2.510283906060131,-2.560393033412116,-2.6380588256827724,-2.6702737681793245,68.15277777777777,-3.746015010659496,-3.5323891718923326,-1.7644417268410706,-3.911818288773865,-3.737518036626133
816,68.23583333333333,-2.6709890450436258,-2.7118905007934067,-2.6705135983200567,-2.7410156493277142,-2.725664153711448,68.23611111111111,-2.505044177560712,-2.5521777616082035,-2.63575693777999,-2.67612036018258,68.23611111111111,-3.7396805843598777,-3.5306009536831637,-1.9529595311453711,-3.9119153037652215,-3.739218547662644
817,68.31916666666666,-2.646888609522877,-2.6958570916200326,-2.654750602978652,-2.732713375664061,-2.710682420694813,68.31944444444444,-2.512235925722213,-2.54397930371573,-2.6318900773005858,-2.679396988156493,68.31944444444444,-3.732523717767696,-3.5225649189289845,-2.1296712795001764,-3.8959880677165137,-3.735488951305119
818,68.40527777777777,-2.6263507516744524,-2.6785669509236927,-2.630947492653036,-2.721166955558349,-2.6946323634092653,68.40277777777777,-2.505061819433092,-2.53460033166414,-2.625660946012467,-2.6733064884976603,68.40277777777777,-3.725947221780543,-3.514883832962596,-2.297779758601917,-3.87923955152999,-3.722532084542397
819,68.48861111111111,-2.605177767953884,-2.6692222946302326,-2.612906631841881,-2.7111788157978123,-2.665716281459355,68.48888888888888,-2.507324535910107,-2.528043525817976,-2.6292722540765654,-2.672251706555945,68.48638888888888,-3.7121539154757706,-3.5047604692920498,-2.455287764418117,-3.860072734871911,-3.714950792613601
820,68.57194444444444,-2.596371962132682,-2.640225345866063,-2.5902303925862973,-2.6935513910026785,-2.651736481971086,68.57222222222222,-2.5006267606983195,-2.519711574976883,-2.61552672004684,-2.6620354966344726,68.57222222222222,-3.693946626110484,-3.490197609600653,-2.640198102187401,-3.8426906061725417,-3.702147929008144
821,68.65527777777777,-2.5731356452983265,-2.6139783349581696,-2.570721154469838,-2.6676871236261848,-2.622295279591901,68.65555555555555,-2.4901711876710886,-2.5076071763756023,-2.6048270708702663,-2.6780607219896377,68.65555555555555,-3.683528189121538,-3.4809980437469767,-2.80591358641949,-3.826296162626164,-3.685126355465722
822,68.73861111111111,-2.5576711358542656,-2.590083499434105,-2.548581304618496,-2.6393884639545644,-2.589394996490689,68.73888888888888,-2.487360519030074,-2.494333035683985,-2.598776041886846,-2.6697302548311006,68.73888888888888,-3.677701448125544,-3.4707645697648437,-2.9884370408952003,-3.793692410191061,-3.676288941976322
823,68.82194444444444,-2.5337807595199284,-2.5655430840219964,-2.529813237700699,-2.618257870107048,-2.560637962357781,68.82222222222222,-2.4767974653052365,-2.478091867006972,-2.606776376829603,-2.661046976321789,68.82222222222222,-3.6592692549188586,-3.45729999386333,-3.1399712986664468,-3.769482363589531,-3.663838566780215
824,68.90527777777777,-2.5080668493307066,-2.541759340650536,-2.517019355927321,-2.583297808035871,-2.539626514404947,68.90555555555555,-2.469284745354842,-2.4610863928846083,-2.583630827824588,-2.6506137765778943,68.90555555555555,-3.6450344694776016,-3.431807130426772,-3.3067192020562404,-3.740869046307875,-3.638378116367959
825,68.98861111111111,-2.495131745637968,-2.525934528448987,-2.4952020690516745,-2.5673107515262688,-2.5175629973654083,68.98888888888888,-2.4572250863654483,-2.447719344292044,-2.560142155390867,-2.6252335546688723,68.98888888888888,-3.6311999599576383,-3.40088880201476,-3.4816836026586864,-3.722055490596408,-3.622110485480401
826,69.07194444444444,-2.4675777961090555,-2.5038709137471864,-2.4767637943695053,-2.541499182196472,-2.501649763493826,69.07222222222222,-2.4484212238519265,-2.4223934606395234,-2.5389131284405373,-2.619109218617448,69.07222222222222,-3.611568602694589,-3.380947839362142,-3.6404673613389935,-3.694044737469452,-3.597038577108675
827,69.15527777777777,-2.44820735572728,-2.483170770075538,-2.4643069567190103,-2.508265589497717,-2.4780891725663023,69.15555555555555,-2.4406759016574373,-2.4049114897723927,-2.5165465242787133,-2.608443685399609,69.15555555555555,-3.585543282203828,-3.3587870813790186,-3.7984733482334607,-3.6526398367053368,-3.5793653024942005
828,69.24138888888889,-2.422222786791925,-2.4596363781650146,-2.4436339884808147,-2.48581247071424,-2.457083591880383,69.23888888888888,-2.4259918719534475,-2.3846761879711016,-2.4968451286035345,-2.5746398809446123,69.23888888888888,-3.555926891180478,-3.3418093751507536,-3.960304442749489,-3.6174438468464034,-3.555893581128684
829,69.32472222222222,-2.4100264589182494,-2.4364700259471648,-2.4247473295779933,-2.4577423309632738,-2.427035396255061,69.325,-2.411771895239722,-2.364090319951197,-2.4824117355061643,-2.556100740134976,69.32249999999999,-3.527322330499419,-3.309017575937961,-4.096963533565571,-3.5720598351990023,-3.5274263407541198
830,69.40805555555555,-2.3816207490374826,-2.4120740085540984,-2.396249427476056,-2.4396576831950525,-2.403146968030771,69.40833333333333,-2.392618740344329,-2.341556658863325,-2.4578491474707933,-2.5250292068064875,69.40833333333333,-3.5005325092152826,-3.276814547176513,-4.259653518631299,-3.5474908778334897,-3.49936651736279
831,69.49138888888889,-2.3586080413968205,-2.389250628318504,-2.373942737182952,-2.4125610481928144,-2.3814206970693905,69.49166666666666,-2.3741351844236367,-2.3168779862932354,-2.427160175374625,-2.508828233748201,69.49166666666666,-3.471960344562452,-3.257603160477535,-4.412777305167362,-3.521540059584236,-3.472117055197263
832,69.57472222222222,-2.336390727559443,-2.354802194773637,-2.3458297212490686,-2.385254954572792,-2.3522589807542387,69.575,-2.3487240129623164,-2.304057092261777,-2.426547638487889,-2.497100782702436,69.575,-3.4484087619550667,-3.212586295627415,-4.558137809665547,-3.4822104740496167,-3.4422809067503928
833,69.65805555555555,-2.3129712064044927,-2.319931024653324,-2.321512849767239,-2.363741938784222,-2.3232642239900803,69.65833333333333,-2.329188019773334,-2.2812967752248983,-2.410014364473847,-2.4740498243647737,69.65833333333333,-3.417280694987016,-3.1811668405877933,-4.707737957888741,-3.435705223592012,-3.401261032765324
834,69.74138888888889,-2.283351884127087,-2.284439441891957,-2.2911946003727324,-2.345224545109341,-2.3020388392031244,69.74166666666666,-2.316130006997961,-2.2693998420736525,-2.3897631893887734,-2.4414783383840675,69.74166666666666,-3.379979085431938,-3.1443476914955677,-4.863980684870915,-3.399827419337824,-3.362460402235483
835,69.82472222222222,-2.260135174238316,-2.247929777624504,-2.252877458243262,-2.318705325663382,-2.274385246341022,69.825,-2.2979527851057733,-2.2463691081341874,-2.3701969576819697,-2.4249893133624334,69.825,-3.3437068832432315,-3.102731752662886,-4.996668934917155,-3.359980181177452,-3.324681992404588
836,69.90805555555555,-2.22572349756524,-2.2232043701864974,-2.219163916098972,-2.288186840394585,-2.250105872872864,69.90833333333333,-2.2810591728946386,-2.221607397167753,-2.3423185221957583,-2.4019857468552503,69.90833333333333,-3.303467046554044,-3.0541219365771624,-5.141605661603625,-3.3133666377653084,-3.280728788766641
837,69.99138888888889,-2.193119282250894,-2.198265565114045,-2.182256474202453,-2.2496716570841846,-2.21640315378919,69.99166666666666,-2.262851997490732,-2.192317541370701,-2.329530744165488,-2.374470645371168,69.99166666666666,-3.2622625416772757,-3.017121163901064,-5.287193827777603,-3.2711899265198148,-3.240003785065936
838,70.0775,-2.161324963754283,-2.164515715143823,-2.1425576403587363,-2.2209623513464174,-2.176879531601981,70.075,-2.236134094348527,-2.168902381374484,-2.308236493219527,-2.3342470243721016,70.075,-3.217896343105581,-2.976932363472505,-5.422636405557451,-3.2156531936234027,-3.1895099832970457
839,70.16083333333333,-2.1195429848503897,-2.126357180213078,-2.102669929915293,-2.17926150662852,-2.1317374563446614,70.16111111111111,-2.207708307250797,-2.143564766245654,-2.284838647379272,-2.307917908273231,70.15861111111111,-3.173771433511364,-2.9339584723046714,-5.563136376332638,-3.1687595940225086,-3.1454503937048357
840,70.24416666666666,-2.08297579563016,-2.080992327459624,-2.067795865762029,-2.1409717142107283,-2.087779385572097,70.24444444444444,-2.184377488308619,-2.115307553485858,-2.2591400930591377,-2.2810863304429985,70.24444444444444,-3.128090803746787,-2.8930024355859905,-5.702896730763721,-3.1293122914275835,-3.103028034784457
841,70.3275,-2.043625853500516,-2.037823531221849,-2.019537978331292,-2.1040955732062794,-2.046407784360601,70.32777777777777,-2.161744497961368,-2.087533609031856,-2.232743725066562,-2.262155333203117,70.32777777777777,-3.0818574528437592,-2.8334672066801545,-5.846520468782357,-3.080714458313083,-3.0564459332813483
842,70.41083333333333,-2.005895623184356,-1.990453173038708,-1.9734988055978748,-2.064835690561414,-2.006625125307928,70.41111111111111,-2.1406122049767204,-2.068245807255498,-2.199452446602008,-2.2345279678285657,70.41111111111111,-3.031074388013949,-2.78595574712611,-5.982010599591304,-3.031969275917474,-3.0123071241912385
843,70.49416666666666,-1.961187576720544,-1.9434836416497283,-1.932880893079004,-2.024394681055366,-1.9658338885332725,70.49444444444444,-2.111583486450658,-2.038047030963735,-2.156069169258961,-2.218407294547584,70.49444444444444,-2.96954462464877,-2.733471026638058,-6.104370141664412,-2.975879934243233,-2.953214650760136
844,70.5775,-1.918304193463919,-1.900117332995008,-1.903286793834348,-1.9819751673003765,-1.9286365616772767,70.57777777777777,-2.092461227807454,-2.010540171398625,-2.124396813023929,-2.1891963825416827,70.57777777777777,-2.9222711863193944,-2.6732160231054607,-6.229802122746628,-2.928649632056845,-2.8959715644843413
845,70.66083333333333,-1.8754479600852916,-1.857156650215212,-1.8599190684660143,-1.937779779741681,-1.880835639902028,70.66111111111111,-2.065648322799693,-1.9851281282373208,-2.086238306276445,-2.1554983099456377,70.66111111111111,-2.879857104776745,-2.628793722593029,-6.363309579854002,-2.8650815768888,-2.8413809251104407
846,70.74416666666666,-1.8230213705714455,-1.812004003651579,-1.8207802851185524,-1.8842111566575157,-1.841433625891053,70.74444444444444,-2.031947673508255,-1.9458138095920776,-2.0507965857890627,-2.116916163847492,70.74444444444444,-2.8145054199514954,-2.567807119340737,-6.50349555927367,-2.800978985033603,-2.7872458006353096
847,70.8275,-1.7758269262251394,-1.7696618108459123,-1.7750730194789504,-1.8448719441591213,-1.7936330298493202,70.82777777777777,-1.992962190342319,-1.91020013201025,-2.0082745967273565,-2.0804530402885475,70.82777777777777,-2.757019179954077,-2.526059215763812,-6.639163116563878,-2.7389450815497653,-2.7423692673061053
848,70.91361111111111,-1.7318671356650983,-1.7211324965405916,-1.723799854776638,-1.802364796190736,-1.7464363695032463,70.91111111111111,-1.9550947920393689,-1.869490020474292,-1.9712752926499328,-2.041512044263377,70.91111111111111,-2.70480144107467,-2.465553022452736,-6.760515316553956,-2.677983100259807,-2.6881544096202763
849,70.99694444444444,-1.6895445148260204,-1.6756184926785638,-1.67856338178348,-1.7490923745295988,-1.69564617010069,70.99722222222222,-1.9169484056651855,-1.8344864084017605,-1.9314016355084087,-2.011096289719819,70.99472222222222,-2.64205526778321,-2.41049155817325,-6.8905552333443385,-2.6230962837502547,-2.6308043203255576
850,71.08027777777778,-1.643061586958579,-1.6327222384033462,-1.6325661988137847,-1.6974573487859488,-1.6432649644109492,71.08055555555555,-1.8775259666138573,-1.798992237645313,-1.884456595647437,-1.9752088995589812,71.08055555555555,-2.577583732729381,-2.345677849866348,-7.011085950306558,-2.573487883371652,-2.567722100419971
851,71.16361111111111,-1.59522088262942,-1.583446180059026,-1.5812109117243018,-1.6518623964030263,-1.5984952927247726,71.16388888888889,-1.8376304186077643,-1.757010458492707,-1.842243151804684,-1.9386530056352296,71.16388888888889,-2.526189916742626,-2.295514932648284,-7.156710560083241,-2.519961159238543,-2.509910859151824
852,71.24694444444444,-1.545624939721158,-1.5357927711902608,-1.5365001339142168,-1.5971102026570696,-1.5495397028543434,71.24722222222222,-1.7960647136975911,-1.717544029666799,-1.8025642911108408,-1.8990317487562012,71.24722222222222,-2.459076908832135,-2.2278058498105646,-7.289232164588107,-2.447919380229486,-2.4491737140197136
853,71.33027777777778,-1.4996763034323828,-1.4917644725422785,-1.4838364863251603,-1.5474034606573168,-1.498800750133297,71.33055555555555,-1.7666318122623277,-1.677595918325544,-1.7528230090896266,-1.8739482786827977,71.33055555555555,-2.4038478061868545,-2.1773536528199533,-7.426853875005976,-2.393165823987045,-2.382313790772523
854,71.41361111111111,-1.451177526277653,-1.4451637520608749,-1.4414225974411954,-1.4951448713460112,-1.4518809974167048,71.41388888888889,-1.7301346830092554,-1.631569100062004,-1.7272223096577788,-1.8390057541291864,71.41388888888889,-2.3413057141754825,-2.104561401318473,-7.317978811792768,-2.3387037769177947,-2.31693422340942
855,71.49694444444444,-1.3949311680874985,-1.3909930848924197,-1.4000611032888322,-1.4425371434983874,-1.3983830150810852,71.49722222222222,-1.6935763029739692,-1.5954665589043326,-1.6761652051250568,-1.8192073427628015,71.49722222222222,-2.27185374634647,-2.0464321631233986,-7.210210104675498,-2.27053653419232,-2.251438154179861
856,71.58027777777778,-1.346139796008432,-1.3404549533838497,-1.3511546474370142,-1.3973829937226885,-1.3441093810244011,71.58055555555555,-1.6555596575203515,-1.5542912873157937,-1.6404547161942462,-1.780156221204345,71.58055555555555,-2.200095024428018,-1.988969014227266,-7.111150892652276,-2.2074673997452114,-2.1836287335835896
857,71.66361111111111,-1.2966059845029236,-1.280351847082675,-1.2979058809971322,-1.348885146460154,-1.2864626806660555,71.66388888888889,-1.613887740340596,-1.5136462861947426,-1.5960938719611584,-1.739655575027779,71.66388888888889,-2.136032678328088,-1.9217750387978616,-7.005404323992307,-2.1430996862750704,-2.1169091203706367
858,71.74972222222222,-1.2419323153494246,-1.2202862627369713,-1.242917462623011,-1.2904463339850254,-1.228445506946897,71.74722222222222,-1.5727635534551907,-1.4699345648746407,-1.5530857099146242,-1.6997085987603349,71.74722222222222,-2.068469846134386,-1.8640533291782333,-6.889373556235898,-2.0676367152445065,-2.056882481541323
859,71.83305555555555,-1.1839213776423558,-1.1610607042953882,-1.1941920585109165,-1.2274692964045433,-1.1722604603292175,71.83333333333333,-1.5355901072129283,-1.420759141124048,-1.5082332759364925,-1.6501184958825093,71.83083333333333,-2.000209674114375,-1.7930069858866786,-6.77606175619445,-2.001081816880142,-1.9877519923462497
860,71.91638888888889,-1.12177576779211,-1.1032776829071451,-1.142732342399555,-1.1681567816589469,-1.1181101487967484,71.91666666666666,-1.4913704202908982,-1.3807230411466254,-1.4701396243016442,-1.5996884788280648,71.91666666666666,-1.9250553167152689,-1.7304391176167575,-6.668272099950459,-1.9326383301726016,-1.9187208362863075
861,71.99972222222222,-1.0680980895250547,-1.043539716922029,-1.084940995570073,-1.1139115455214772,-1.064597187854673,72.0,-1.4471075196944958,-1.3474292995811334,-1.4314078176779792,-1.579421768984032,72.0,-1.8516099365640328,-1.6543528412372872,-6.562607772857528,-1.8505096028765275,-1.843592205112678
862,72.08305555555555,-1.0062909538835276,-0.9794493318903972,-1.0280207068460607,-1.0489363515983798,-0.9989242005296092,72.08333333333333,-1.3990044407574125,-1.303280959501434,-1.3824409271264193,-1.5349215966907055,72.08333333333333,-1.7722767044673944,-1.5739512817923336,-6.447271969540344,-1.7742989915105638,-1.759369298826825
863,72.16638888888889,-0.9503569792258382,-0.9182090605631812,-0.9661741725935395,-0.9946339713288928,-0.9410938173696206,72.16666666666666,-1.3494642271416455,-1.258281072416488,-1.3306420321009131,-1.4737912012416448,72.16666666666666,-1.6916587994118195,-1.503637572501224,-6.330067893894693,-1.6936098613573656,-1.6798553256805016
864,72.24972222222222,-0.8952987912262675,-0.8610214428918779,-0.9184040967209764,-0.934407183985258,-0.884308676444217,72.25,-1.292889930837488,-1.210832698270357,-1.2818142204484269,-1.4338338308836749,72.25,-1.609159408563538,-1.4228148547585375,-6.211398759087464,-1.6096455864635997,-1.6028535021757473
865,72.33305555555555,-0.8355190228750722,-0.809489026028557,-0.8609131906792777,-0.8784587766727185,-0.8265714233443496,72.33333333333333,-1.2388846121635346,-1.166538905442203,-1.2381605884089542,-1.38265274281689,72.33333333333333,-1.541181727268525,-1.3418862781341192,-6.08986778755664,-1.530809549639938,-1.5197670530648903
866,72.41638888888889,-0.7710203144784746,-0.7480143643258589,-0.7991041734617874,-0.8251915443295157,-0.769884711182417,72.41666666666666,-1.1972513397666833,-1.1146027707462909,-1.1900842406155077,-1.3256512031946477,72.41666666666666,-1.4651289590525174,-1.2510550003730612,-5.9648782110113,-1.4419051424610634,-1.4385992113505446
867,72.49972222222222,-0.7252053136586765,-0.6968000193369914,-0.7429797716042936,-0.7660082897268939,-0.7094512005922524,72.5,-1.1433931906221315,-1.0658273794319826,-1.135788290094128,-1.2642324871235695,72.5,-1.3774043156209936,-1.1815241873957132,-5.844833270431621,-1.361135765265665,-1.3515532182856074
868,72.58583333333333,-0.6706766753538476,-0.6398485598157334,-0.6889427191850211,-0.6991118234690914,-0.6556735597291377,72.58333333333333,-1.0951132500333791,-1.0174158251837435,-1.0680758582638783,-1.2183998786635493,72.58333333333333,-1.2810110168591935,-1.0956970132976824,-5.723736216068877,-1.2769048271564465,-1.2654323233732725
869,72.66916666666667,-0.6076370618181305,-0.5797625617164353,-0.6285957578246303,-0.6393049639933527,-0.5999544642697979,72.66944444444444,-1.051814611632223,-0.9689712101211332,-1.009750074936841,-1.172756670827738,72.66694444444444,-1.1985522908321091,-1.019376660349833,-5.603990307445438,-1.1922157460001146,-1.1804397843670105
870,72.7525,-0.5502891426216399,-0.518344608194018,-0.5675416366862339,-0.5753905375699238,-0.5362965974124017,72.75277777777778,-0.9985003773787652,-0.915096644798822,-0.9624140783181218,-1.12070616558256,72.75277777777778,-1.1160313737844794,-0.9321663189982884,-5.473998813354772,-1.112871948427392,-1.0905788672705805
871,72.83583333333333,-0.493035594650463,-0.4577972896039683,-0.5057831124753739,-0.5127713783020438,-0.4857026498765582,72.83611111111111,-0.9457736575614047,-0.8645952482065742,-0.9050710150058529,-1.062251673847702,72.83611111111111,-1.026851510140799,-0.850269187864418,-5.34056501186144,-1.0252768698330017,-0.998652846338036
872,72.91916666666667,-0.4312791021066606,-0.4029232035023473,-0.4385229494400312,-0.4574503281259564,-0.4349753199033271,72.91944444444444,-0.8934375707968458,-0.8134701477692512,-0.8471240399911886,-1.001196515496119,72.91944444444444,-0.9360159525053188,-0.7546884737448579,-5.1988921903011045,-0.9412339543756836,-0.9114650040737124
873,73.0025,-0.3790223565082611,-0.3507249546457854,-0.3733639193706369,-0.3984302368109065,-0.3851173132552036,73.00277777777778,-0.8358952440300904,-0.7561244793468224,-0.7869763166583033,-0.9425440193540268,73.00277777777778,-0.8483279616620403,-0.6738273916114963,-5.072983645280523,-0.8507466549781795,-0.8168186312322311
874,73.08583333333333,-0.3288680566892695,-0.2922051549914819,-0.3065088016000516,-0.3403139619591372,-0.3203313432161313,73.08611111111111,-0.7827498125344404,-0.7051613872343547,-0.7414310167843967,-0.8762975232009135,73.08611111111111,-0.7555908065747164,-0.5896891646114761,-4.93544268267755,-0.7568184333272485,-0.7247170268185035
875,73.16916666666667,-0.2660189087996638,-0.2291664236972065,-0.240960383003578,-0.2783043690058919,-0.2584201305914915,73.16944444444444,-0.7276044199115008,-0.6517840241620105,-0.6892913205396933,-0.8238603737695289,73.16944444444444,-0.6614077643868527,-0.5220770240671995,-4.801672617641141,-0.6622527598736521,-0.6369634980877228
876,73.2525,-0.2098776263053877,-0.171611387121302,-0.168121457998966,-0.2164043312194162,-0.1941864037081141,73.25277777777778,-0.6656622180911771,-0.5991955512950586,-0.636960416487438,-0.7640359267458892,73.25277777777778,-0.5585821204217072,-0.4293942094763214,-4.662076774591339,-0.5788531138321618,-0.5423613605453792
877,73.33583333333333,-0.1538469299883626,-0.1091426788226761,-0.0943948285463955,-0.1544167297009535,-0.1326328984142706,73.33611111111111,-0.6115263673316738,-0.5451991382338668,-0.5850415015839012,-0.7030275467692761,73.33611111111111,-0.4679171681822945,-0.3382439685117572,-4.523058487219289,-0.4938229831815602,-0.4451139379472393
878,73.42194444444443,-0.0933295479464833,-0.0455629395608105,-0.0263833041484918,-0.088944453384749,-0.064362358079678,73.41944444444444,-0.5578000362194987,-0.4935979630139037,-0.5383377811783718,-0.6580386074322392,73.41944444444444,-0.3736162093513789,-0.2468295570216708,-4.380421098487237,-0.3933658646646394,-0.3406245622993614
879,73.50527777777778,-0.0211282155936122,0.0183251827042442,0.0413102981496819,-0.0299903990380466,-0.0009775335954939,73.50555555555555,-0.4986864016694587,-0.4351952121057355,-0.4798524690131664,-0.5878724912805919,73.50305555555555,-0.2786825537914794,-0.1613542390294947,-4.244167960628519,-0.3152852637881961,-0.2446965738580919
880,73.5886111111111,0.0433543243404154,0.0839190328118672,0.0962831537606234,0.0388425287389104,0.072318816625682,73.58888888888889,-0.4411886489246617,-0.3765940804150341,-0.4259887872236201,-0.5243325898134172,73.58888888888889,-0.1807195195448648,-0.071421286733904,-4.108102435147572,-0.2213846948230412,-0.1489333211300614
881,73.67194444444443,0.1041153218097885,0.1516159484008687,0.163732430554387,0.1095514175128749,0.1381239266498018,73.67222222222222,-0.3863099715565172,-0.3245977712825664,-0.3767499663380958,-0.4592223034830576,73.67222222222222,-0.0885304328335562,0.0147660194911599,-3.9708278928199294,-0.1262676808039908,-0.0579381608721879
882,73.75527777777778,0.1693520194527287,0.204213259909486,0.2314552888585865,0.1815333470175999,0.200435023021379,73.75555555555555,-0.3342535714647319,-0.2594094964842021,-0.3177392452779786,-0.3879450416951269,73.75555555555555,0.012281371940667,0.0882043910965012,-3.826147713692219,-0.0431377535298726,0.0352855419083213
883,73.8386111111111,0.2340616525914823,0.2615082905753921,0.2998488814584016,0.2455853891538452,0.2688493247634814,73.83888888888889,-0.269622658877321,-0.1992324762309124,-0.2481598713576731,-0.3321042228085045,73.83888888888889,0.1113125521962788,0.1744905313576725,-3.674665287082169,0.0378015464364783,0.1233344139539728
884,73.92194444444443,0.3022414492323231,0.3158983564356821,0.3631103535965678,0.3213046079893609,0.3369640433777364,73.92222222222222,-0.2026204523505932,-0.1298699391687649,-0.1800151002846091,-0.2783032741353313,73.92222222222222,0.2019597571719966,0.2652211353749703,-3.525584011578604,0.1355466697682185,0.2236050737569864
885,74.00527777777778,0.3664886300655587,0.3757807663268852,0.4232368429733856,0.3790880597589005,0.3991763828443222,74.00555555555555,-0.1330501787691619,-0.0731251223789309,-0.1131081961592399,-0.213545631941017,74.00555555555555,0.2982196279267841,0.352192890073428,-3.38850729504144,0.2346940583744923,0.318694131559295
886,74.0886111111111,0.4306004084655127,0.4391528218849577,0.4786254797467086,0.4405327928642207,0.4708835396219787,74.08888888888889,-0.0663150733459419,-0.0062012713776824,-0.0518424314750431,-0.1476347414442384,74.08888888888889,0.3924887973398565,0.4446024742028283,-3.2510385546016964,0.3286401454004362,0.4123981893525471
887,74.17194444444443,0.4931739904905476,0.5026118175452915,0.5354733865319531,0.5000358478740741,0.5374827026480014,74.17222222222222,0.0067816203778543,0.0434983598836071,0.0055789128814804,-0.0835740568169351,74.17222222222222,0.4875638901106733,0.5222465583376993,-3.111981216661488,0.4231813552271818,0.5159138408781
888,74.25805555555556,0.557806574883049,0.5629550405427038,0.5913776784020968,0.5715942575242143,0.5973710533382407,74.25555555555555,0.0600366505327142,0.1119705090184685,0.0759525476308131,-0.0405670411843127,74.25555555555555,0.5822415227589421,0.6045218048773029,-2.982138716894025,0.5121141034718469,0.6056376716270249
889,74.34138888888889,0.6108953530694305,0.6185797709114444,0.6601354628876822,0.6344050467173934,0.6549457655871052,74.34166666666667,0.1148467569208194,0.1738119052053309,0.1482751751004088,0.0219828333751527,74.33916666666666,0.6785183036246158,0.6978248680456578,-2.841114500243616,0.6134347969875386,0.6971662588401061
890,74.42472222222221,0.6688375091601347,0.6676832814851889,0.719543839976801,0.6926652325233675,0.7136040057675589,74.425,0.1842086710160536,0.2434192691875159,0.2147434892246992,0.0766720858297233,74.425,0.7745908328679004,0.7961523938915195,-2.6897120209256644,0.7023398338633636,0.7904961715078427
891,74.50805555555556,0.7258302199496303,0.7238628378970463,0.7723999021151132,0.7593718241788865,0.7725429327311248,74.50833333333333,0.2511191159639973,0.3045893132732555,0.2885541755450909,0.1566972261943933,74.50833333333333,0.8768557024692407,0.8793010202883863,-2.549534742426672,0.802825603424411,0.898023970370446
892,74.59138888888889,0.7820706549164176,0.7781156985795553,0.8305007342058399,0.8159218230877052,0.8347596978078811,74.59166666666667,0.3165748065819364,0.3711187413356742,0.3469039112099717,0.2248547555308962,74.59166666666667,0.9779094962293348,0.9706673769345036,-2.4011861375042365,0.8962884862317649,0.9967462079178396
893,74.67472222222221,0.8381559762230212,0.8294391147646831,0.8828434136097529,0.8787122228205777,0.8914514448064588,74.675,0.3753724493588525,0.436604248812797,0.4031893649747049,0.2979411659476889,74.675,1.0627487897691243,1.052848085352856,-2.2598696881870515,0.9841248540825004,1.085659428389661
