,E007_Time[h],E007_6803_WT_rep1,E007_6803_WT_rep2,E007_6803_WT_rep3,E007_6803_WT_rep4,E007_6803_WT_rep5,E008_Time[h],E008_6803_WT_rep1,E008_6803_WT_rep2,E008_6803_WT_rep3,E008_6803_WT_rep4,E011_Time[h],E011_6803_WT_rep1,E011_6803_WT_rep2,E011_6803_WT_rep3,E011_6803_WT_rep4,E011_6803_WT_rep5
235,19.65805555555556,-1.2895505732341717,-1.1505958514980037,-1.1893025585718,-1.275978088353673,-1.2280170784394475,19.65833333333333,-1.8734945760669173,-1.7606993797910828,-1.6848029660601345,-1.7687484175822203,19.65833333333333,-1.1943181327422074,-1.3138037947352816,0.0507709634576452,-1.130188805988071,-1.1493165654147974
236,19.74138888888889,-1.2510820044776847,-1.1093893805075654,-1.151599131713707,-1.2312621611081267,-1.1908026597251704,19.741666666666667,-1.8206517319244733,-1.7146067980450792,-1.6374627999553986,-1.7210226705664124,19.741666666666667,-1.1390351424227043,-1.2552550061182508,0.1010551267419624,-1.0712490561246295,-1.0908059874780265
237,19.82472222222222,-1.208878691455227,-1.069656132668919,-1.1103570239936331,-1.1906164572148692,-1.1520555044429504,19.825,-1.7698956445423213,-1.659602541201474,-1.587404776338618,-1.6717903852611615,19.825,-1.0838775977501396,-1.20023195684901,0.1913995427929433,-1.0068385797934791,-1.0342099394808453
238,19.910833333333333,-1.170538680042514,-1.0265941403766723,-1.0663742177526885,-1.1460388524880178,-1.1113735422387598,19.90833333333333,-1.7182241523944437,-1.6116843888314727,-1.534026729024339,-1.6324492051688628,19.90833333333333,-1.0200435653654958,-1.1483326706117651,0.2744068021503438,-0.9395552647716472,-0.9737264732456228
239,19.994166666666665,-1.1284600234312323,-0.9842014432260016,-1.0204487028744222,-1.0949272305746889,-1.0671547102800107,19.994444444444444,-1.6692351022831249,-1.5628501289413808,-1.4853265002201306,-1.576796782745174,19.99194444444444,-0.9607311200895104,-1.0747551792659806,0.3394794860828234,-0.8707970076001699,-0.9113536488450134
240,20.0775,-1.084040782129041,-0.9392760880126548,-0.9757784767848244,-1.0486794829550008,-1.0285969532555614,20.077777777777776,-1.6161263493389502,-1.5090975579726047,-1.4203019405265849,-1.5164307793990224,20.077777777777776,-0.9025383449226728,-1.0100975228463769,0.4228201665879454,-0.80456171358409,-0.8516895346019592
241,20.160833333333333,-1.0336790239595717,-0.8854161287329476,-0.937961544452324,-0.996693508942072,-0.9838982233757126,20.16111111111111,-1.564495757020805,-1.4614244808016517,-1.3629509089373175,-1.472748865492599,20.16111111111111,-0.8398633310452257,-0.9469577495629284,0.5002314063921751,-0.7278472967924621,-0.7849322070896906
242,20.244166666666665,-0.9865728240624284,-0.8522196265837676,-0.88559591838779,-0.9475672156820204,-0.9326564803722076,20.244444444444444,-1.5077411971158758,-1.4078287107401288,-1.312471272838967,-1.4033487203413606,20.244444444444444,-0.7745041778171643,-0.8871339158008682,0.5731157589508821,-0.6556516800583485,-0.7104797511317243
243,20.3275,-0.936920264893187,-0.8094846499625733,-0.8386796186445321,-0.8998985181539639,-0.8846696914982338,20.327777777777776,-1.452860549739651,-1.3577080695347434,-1.2544609080111946,-1.350428032214031,20.327777777777776,-0.7130589927782374,-0.8214240861206838,0.594075768448338,-0.5885727949788209,-0.6431302598018642
244,20.410833333333333,-0.8885194362233959,-0.7658092744673912,-0.7954106728182979,-0.8448853391700211,-0.8377358315284213,20.41111111111111,-1.3996517033359188,-1.3026603873673035,-1.213517698626685,-1.3051844983325995,20.41111111111111,-0.6485258916479453,-0.7574263332581206,0.6663139697977176,-0.5284085819149602,-0.5792818344242001
245,20.494166666666665,-0.8441684351405745,-0.7115915828968196,-0.7421871160472773,-0.8027256093753108,-0.7880528827588453,20.494444444444444,-1.3393125546767677,-1.2548835028547185,-1.168639537251145,-1.2510158248723204,20.494444444444444,-0.5849029983255415,-0.6901387381241797,0.7316328886410999,-0.4677569899918548,-0.5125325845731104
246,20.5775,-0.794465366048215,-0.670429665250025,-0.6866069910120984,-0.7576172672479516,-0.7394188350070219,20.577777777777776,-1.2852410088625876,-1.208575263048996,-1.1150243248433058,-1.193319726961715,20.577777777777776,-0.5139884448900323,-0.6261593898051179,0.8304350413494661,-0.399415977098604,-0.4444806280732595
247,20.660833333333333,-0.7426083406657823,-0.6279216187267463,-0.62926834793583,-0.7029582590990641,-0.6816316856119122,20.66111111111111,-1.2282349793220697,-1.1583335234372454,-1.0666699707549203,-1.1366939286825706,20.66111111111111,-0.4499803716001774,-0.5602863855624475,0.9211229350227008,-0.3273835098883155,-0.3815240909995983
248,20.746944444444445,-0.6885954780287129,-0.5748655477272911,-0.57356924458398,-0.6481465390727664,-0.6212894394339212,20.744444444444444,-1.169892387812205,-1.099356147941677,-1.0231743927307662,-1.0743361630699395,20.744444444444444,-0.3826769268944881,-0.4685178308329387,1.004899067489592,-0.2536575637781062,-0.3146611076773669
249,20.830277777777777,-0.6378249044884159,-0.5162595638525369,-0.525107746264497,-0.5943800691461776,-0.5775901088548958,20.83055555555556,-1.113611164418286,-1.042641008919601,-0.9627355169086416,-1.0108441721121402,20.828055555555554,-0.30787626739123,-0.4160518392286162,1.0929659273078298,-0.1800361229491012,-0.2468898206820889
250,20.91361111111111,-0.5866947537122711,-0.4627017859039325,-0.4706819258277682,-0.5432568191294189,-0.5175317137781261,20.913888888888888,-1.053389247553906,-0.9887859871634278,-0.9127512778193696,-0.946415706750756,20.913888888888888,-0.22897655788842,-0.3314865325367617,1.1917259937640088,-0.1009171803464352,-0.1730083808395786
251,20.996944444444445,-0.5302031666836324,-0.411790339883496,-0.4150898636666227,-0.48697476666561,-0.4661122816283464,20.99722222222222,-0.9920245839609592,-0.9303889719006674,-0.8430196183867967,-0.8886485268806374,20.99722222222222,-0.1597759713638286,-0.2660200407199142,1.2431817368736258,-0.0306987376792518,-0.1004149472259356
252,21.080277777777777,-0.4745482917018261,-0.3573233589938156,-0.3547296477163281,-0.4251318972308702,-0.4117298473517341,21.08055555555556,-0.92911512870964,-0.8646478607939321,-0.7989384899277916,-0.8267404013499007,21.08055555555556,-0.0854726889749796,-0.1766505019158672,1.2825356173810811,0.045621194579296,-0.0311076871675455
253,21.16361111111111,-0.4185282843821476,-0.2974989836380503,-0.2979993734545911,-0.36252620413432,-0.3565824534159098,21.163888888888888,-0.8724588451984439,-0.798760559940933,-0.7341058521522454,-0.7774891079599278,21.163888888888888,-0.0178649000591483,-0.0845760624376709,1.3613900867596789,0.1210445971920471,0.0377152237589175
254,21.246944444444445,-0.3563413076558668,-0.241915361419928,-0.2324971439015604,-0.3027556885180793,-0.2986681498099379,21.24722222222222,-0.8122537051541676,-0.7379249838744824,-0.6655196731630728,-0.7144924334653671,21.24722222222222,0.0570491978666367,-0.0103948767736313,1.3923475872116242,0.2083734421578304,0.1214556017264917
255,21.330277777777777,-0.2983855317702255,-0.1867706471437481,-0.1770210696198228,-0.2372183593572704,-0.2419849940443263,21.33055555555556,-0.7490976886319086,-0.6723390555624928,-0.5997779294562131,-0.6341481735741312,21.33055555555556,0.1242713991055941,0.0692948924126886,1.4608105516680276,0.2784096927114676,0.1933152546579303
256,21.41361111111111,-0.2430591342884371,-0.1230630028143787,-0.1107692687144049,-0.1765122334600137,-0.1773310511510247,21.413888888888888,-0.6851887840150654,-0.6044007064079774,-0.5276786059206261,-0.5564541329474,21.413888888888888,0.202603489781189,0.1452950742824696,1.509181403788901,0.3451553033237683,0.265095982225698
257,21.496944444444445,-0.1767603000896888,-0.0625905976372593,-0.0511398668327746,-0.1118353354674299,-0.1117043936834287,21.49722222222222,-0.6119249880153361,-0.5363078762490501,-0.459019695838296,-0.4852081251996194,21.49722222222222,0.2770472478371348,0.229407489821637,1.609062557963161,0.4308122197015358,0.3417995758519729
258,21.58305555555556,-0.1064872213691381,-0.0025516080183991,0.0186690028351608,-0.04378569785364,-0.0451031017163749,21.58055555555556,-0.5445043056727203,-0.4758585133589237,-0.3801992008842301,-0.4206079728984995,21.58055555555556,0.3570044430373914,0.3052339518408592,1.699656419308626,0.5177823787875637,0.4170278187086476
259,21.66638888888889,-0.0400380976379147,0.0578557824356231,0.0852591995570548,0.0248386390742341,0.0216747371538555,21.666666666666664,-0.4753247503555191,-0.3986505744459123,-0.3150151311264578,-0.3470515075650181,21.664166666666667,0.4338768369661667,0.39137626497555,1.80556538367202,0.5986677087606358,0.4961824857173251
260,21.74972222222222,0.025788864276878,0.1340333829176579,0.1474325750581209,0.0846396271760703,0.0856310278095391,21.75,-0.400184343760334,-0.3316820246534315,-0.2480655050260337,-0.2819365696734181,21.75,0.5092661830279146,0.4712362256858642,1.8705918376289643,0.6844701290355271,0.5780653435493228
261,21.83305555555556,0.0955954502321664,0.2011829954199861,0.2101909735211324,0.153019210478747,0.1479676676115072,21.83333333333333,-0.3256811159120669,-0.2643508375599953,-0.1791483494370327,-0.2136610086512084,21.83333333333333,0.5847742264473377,0.5582156222567027,1.918138158483992,0.7661915502630046,0.6532781506256706
262,21.91638888888889,0.1631834387689032,0.2617064147343171,0.2785362315864222,0.2225793251761415,0.2122865463991486,21.916666666666664,-0.2512131051639201,-0.2028549951792195,-0.1110616996065532,-0.1450226828791639,21.916666666666664,0.6560027042693846,0.6481162347977096,1.9754067142705312,0.8464338743298248,0.7352226571171114
263,21.99972222222222,0.23275460111207,0.3314054284517924,0.3414701783518847,0.2917218996291324,0.27358954649041,22.0,-0.1831783581973982,-0.1329924879598201,-0.0512035991747181,-0.0678194596913241,22.0,0.7325533453592512,0.7325398352432728,2.0125998637509177,0.9291989943587372,0.8059006049441022
264,22.08305555555556,0.2971107011706756,0.3988818169629819,0.4083946353729738,0.3624488543655967,0.3472785426817946,22.08333333333333,-0.1105749300223063,-0.0615613147856141,0.0072278998253274,-0.0038492153749965,22.08333333333333,0.8106278704023819,0.8182881873525235,2.039919956416389,1.0244887947084804,0.880713727776811
265,22.16638888888889,0.3654534955377569,0.4667373534578853,0.4737114166627032,0.4343621020804118,0.4155554022483598,22.166666666666664,-0.0358008839767486,0.0084405170244831,0.0802347369674147,0.0638901648292468,22.166666666666664,0.8942279919044668,0.908763046709338,2.1183693324870867,1.104505150973785,0.958063751035122
266,22.24972222222222,0.4403847334903789,0.5373738039259335,0.5386223286916465,0.508263547635455,0.488821984943722,22.25,0.0367457082728677,0.0814149917164552,0.1434188434323523,0.1560007867275677,22.25,0.974955414191444,1.0021661607223349,2.157150322912054,1.1922499299853715,1.037952391888629
267,22.33305555555556,0.512106156989633,0.6075929271559857,0.607529170387939,0.5835550880596024,0.5596801430000531,22.33333333333333,0.1068667667318354,0.155764085101183,0.2147821420079266,0.2338847471728617,22.33333333333333,1.0532118334094993,1.098499268624877,2.1834652493692377,1.280324989809953,1.1159813592566392
268,22.419166666666666,0.5906195006806401,0.6779964747363316,0.6750337331372737,0.6544386125487311,0.6289317211280817,22.416666666666664,0.1807642030771482,0.2272897645544491,0.2907265470888997,0.3089441340647598,22.416666666666664,1.1351989375250646,1.1891641014750711,2.240116424265489,1.3655321797502329,1.1933523538081745
269,22.5025,0.6631264918925486,0.7461861910546912,0.7407378007829062,0.7239160024657183,0.6987785565170943,22.502777777777776,0.2552399206574959,0.3067939890169355,0.3850539646770115,0.3853810263496259,22.50027777777777,1.2131184063248186,1.2933623821557694,2.2619061507365608,1.4406733403449044,1.2724670679619683
270,22.585833333333333,0.7388288506385347,0.8135638132982137,0.8144431496256506,0.7971891313404398,0.7664224788349341,22.58611111111111,0.3324958144932695,0.3864787089942239,0.467566292380978,0.463197494020558,22.58611111111111,1.291771911415689,1.369695825374565,2.308436722647109,1.5231503033686538,1.3609271858864695
271,22.669166666666666,0.8099282896158027,0.8833310714534786,0.8829515484238812,0.8628598648697714,0.8394653102279981,22.669444444444444,0.4099337712765581,0.4687458665567941,0.5448654194164926,0.548195598117389,22.669444444444444,1.37436111622485,1.453566137663796,2.366310424590695,1.6105648918321571,1.442734383499836
272,22.7525,0.8978265142055831,0.9532896883064949,0.9582647583935336,0.9359300609175892,0.9179088653212424,22.752777777777776,0.4891556693711514,0.5373973953400275,0.6253532266062258,0.6341773907266852,22.752777777777776,1.4634876759997226,1.5299750173805449,2.4323295318897804,1.6937189199820817,1.523290328469942
273,22.835833333333333,0.9677252224731372,1.0224413794427032,1.0371845332081022,1.005601569514769,0.9885549512181788,22.83611111111111,0.5719633788125364,0.6162352205442032,0.7012315863798262,0.7103449149817478,22.83611111111111,1.5489532378079756,1.6211241547066375,2.486496310595731,1.7732141933010852,1.605596680214374
274,22.919166666666666,1.0408261051677508,1.0925878532469722,1.1141126189986432,1.079476232859186,1.0586053675008773,22.919444444444444,0.6547587613079012,0.6988612589345022,0.7749023627739173,0.7947002050626113,22.919444444444444,1.632359440537523,1.7142152316486448,2.516613017488816,1.853452508507818,1.6852550899004284
275,23.0025,1.1133308457227402,1.1577308109035993,1.1860507543537706,1.1513558853157166,1.1278619062299624,23.002777777777776,0.7409436702361312,0.7804774188410032,0.8553674114321002,0.8794452861960453,23.002777777777776,1.7191079148965294,1.7990499220378786,2.587881900078208,1.930235653556919,1.7712672004451195
276,23.085833333333333,1.188841120255449,1.227871946396314,1.258000670319661,1.2274423534162344,1.2019263519446175,23.08611111111111,0.8303199506478123,0.8584856001586847,0.9500285796049526,0.9321821746555516,23.08611111111111,1.8090002834134045,1.8880298915303968,2.627505196601981,2.0103654076390205,1.852834646515172
277,23.169166666666666,1.2605585975672473,1.300212946508276,1.3313640904000488,1.3049374558596152,1.2710004816625808,23.169444444444444,0.91848943926523,0.933087694347426,1.0322877061500306,1.0207128777613683,23.169444444444444,1.8962381604368053,1.967556797607001,2.725485136027115,2.1010435411807444,1.938359054527023
278,23.255277777777778,1.336084939143534,1.3705554908220732,1.4037427305562304,1.3816430035117333,1.3464860648801475,23.252777777777776,1.0024539644823671,1.011885584432004,1.1177466215318663,1.090839393880468,23.252777777777776,1.9834231521356365,2.048032289573236,2.771023938049489,2.1826718158447034,2.021042042646824
279,23.33861111111111,1.410621799153736,1.435501251719724,1.471538299207062,1.4595607994054631,1.415384863572169,23.33888888888889,1.087615346364908,1.0926811450020972,1.1998071478219694,1.1773637124265557,23.336388888888887,2.0621568564990493,2.1378580085593906,2.826923813093892,2.272851984529503,2.108085220790438
280,23.42194444444444,1.483170824451308,1.5160518943826773,1.5503524972289582,1.5398926387406788,1.4874986321920556,23.42222222222222,1.1699753966502344,1.1684762422122814,1.279471098698825,1.2600878138600695,23.42222222222222,2.1436408633364428,2.2214355875204967,2.9093869623140085,2.354185791369737,2.1998901906234427
281,23.505277777777778,1.559133654573731,1.593009076791812,1.6293870179558962,1.6204403088842554,1.5642291176717715,23.50555555555556,1.2497359187474275,1.250072733782036,1.3543402794478967,1.3580136696881848,23.50555555555556,2.230276754277464,2.315566651236332,2.9592155775924294,2.4360749717359926,2.2856585455611285
282,23.58861111111111,1.6429119217425183,1.6701744497274342,1.7088435471794123,1.7002055893700656,1.6359780594218394,23.58888888888889,1.3388987077372685,1.3226724689957354,1.422416486961624,1.4407432424648086,23.58888888888889,2.3182661027720064,2.394652816311416,3.0212118415406497,2.5389212522348465,2.370191870768497
283,23.67194444444444,1.7315072508632063,1.7459496567692827,1.7869237631486017,1.7789902518989844,1.7131471893313377,23.67222222222222,1.4230655503722367,1.4056772887026558,1.507301509739424,1.5268784857905835,23.67222222222222,2.40181047409021,2.469295691175013,3.0947779274990665,2.6231263507088665,2.4616917431602645
284,23.755277777777778,1.8101212595253608,1.8179363342965265,1.8604293365701217,1.8595960603388848,1.7933382317679016,23.75555555555556,1.5110382250765115,1.4884890253169734,1.577397127887692,1.603421344312887,23.75555555555556,2.4855114253224637,2.5548968760811306,3.114515999536981,2.7066919762366126,2.54975973140086
285,23.83861111111111,1.889155558002576,1.8907361114877623,1.9411619306081895,1.9360247707246396,1.869552903577724,23.83888888888889,1.5962185019459707,1.5665095028177627,1.6539051131197984,1.6787737537258278,23.83888888888889,2.5701705053794006,2.64645796310852,3.169028212452594,2.790819829132636,2.6377973959044265
286,23.92194444444444,1.968411749252473,1.960950610321019,2.016723200884581,2.017278131258122,1.9475929140855524,23.92222222222222,1.671808142748192,1.647740536748999,1.7352272287560897,1.7629376407702506,23.92222222222222,2.657789254991904,2.736380536160677,3.225316711773015,2.8801116009474743,2.724806288834817
287,24.005277777777778,2.0450914289167024,2.0379814455737524,2.091514795478633,2.0979578823082043,2.0246599650946924,24.00555555555556,1.755808900922452,1.7189839342195563,1.807365229723892,1.845514923233735,24.00555555555556,2.7485692067111045,2.825466170965841,3.266383633754251,2.9647689744676637,2.8119879541056
288,24.091388888888886,2.12579618532094,2.108630224822852,2.1595383549272427,2.1782657564107613,2.0969557508870067,24.08888888888889,1.8406225215797265,1.795641493903209,1.883520862557507,1.9299075099505925,24.08888888888889,2.8331118849083774,2.9257164350769944,3.305431105381217,3.047393623715724,2.8987439273800555
289,24.174722222222226,2.208927599474892,2.183498548444634,2.2357955122248665,2.255403478268664,2.175681958222913,24.175,1.9270507415026892,1.8805150060386304,1.9656958653982133,2.01111730080187,24.1725,2.9152188057753468,3.004732887871865,3.330261244367728,3.132587213950172,2.9828757360711777
290,24.25805555555556,2.288487245072291,2.2523880096148456,2.311887892823524,2.3339727647517847,2.255840266341388,24.258333333333333,2.0072952891457163,1.9664062524293928,2.031491967994266,2.09614618671535,24.258333333333333,3.004691477323884,3.0985170805529245,3.364076159156502,3.2173514016655105,3.067984899341673
291,24.341388888888886,2.365676688490898,2.325100194308664,2.39701711463279,2.4115753248969964,2.333032346959962,24.341666666666665,2.090757884634879,2.0537170064439705,2.1105108917008986,2.1797960496655464,24.341666666666665,3.090531399386108,3.191870556147385,3.417877948919163,3.2852878345922365,3.1486729281039616
292,24.424722222222226,2.4402974887925017,2.4076366813006955,2.469784788019804,2.48521285990817,2.4004598642747235,24.425,2.170840239767952,2.1308490330157337,2.2025543494803204,2.253068762673709,24.425,3.173940063614383,3.283394849507206,3.5014687035562364,3.3677981516968387,3.2289413250201764
293,24.50805555555556,2.520751197722919,2.486399042164978,2.544992515809263,2.5614870631561786,2.476124474960318,24.508333333333333,2.249944058014404,2.2166040886429554,2.3072240459017186,2.3423661898078207,24.508333333333333,3.2603189534813226,3.3818914873090886,3.6280505036971498,3.4530839831817937,3.3129915845021625
294,24.591388888888886,2.598239359711994,2.5643888412749787,2.620241893283424,2.633599620178893,2.556227828169949,24.591666666666665,2.3326710345154096,2.3017839213888074,2.3879216771412555,2.4320901861826005,24.591666666666665,3.3418695442797874,3.4537619880544805,3.7058254207002337,3.5491469504855706,3.39582519271148
295,24.674722222222226,2.681563511873599,2.633807635803593,2.6921345081821064,2.717952208681184,2.630171565535373,24.675,2.416622856083836,2.390190270881361,2.4786489309820725,2.519442597959498,24.675,3.429993303122884,3.537607862069571,3.7905955166527248,3.629188666282629,3.482043627559399
296,24.75805555555556,2.7555251840056343,2.707656975723149,2.765071940702687,2.8003464985349225,2.7055573211669044,24.758333333333333,2.498201201204253,2.4786248683135863,2.549807486814287,2.602425262346701,24.758333333333333,3.510291688943967,3.629230611505293,3.841562844370759,3.712810734483422,3.565448358706905
297,24.841388888888886,2.8313258985900283,2.784138403805402,2.835255763500105,2.8745841517789805,2.7745867216534177,24.841666666666665,2.58500774003293,2.5632894364433536,2.6283990156349937,2.7038400075991285,24.841666666666665,3.5943661524966384,3.7234317303373223,3.869529447399379,3.79961475023439,3.6486408475646943
298,24.9275,2.901767170792736,2.856853455621538,2.914887541686858,2.955266822619228,2.8440613860623403,24.925,2.664644134397834,2.645785689593432,2.7088251800482634,2.7868886530184342,24.925,3.679618136354746,3.7972127043660846,3.898497360012528,3.881002299917968,3.72982254729318
299,25.01083333333333,2.977050508463741,2.925603659542174,2.989768832833005,3.0315961574285355,2.9213829259396564,25.01111111111111,2.7483120377986308,2.7307153336514927,2.781287634265144,2.861373008953008,25.00861111111111,3.7606490749123873,3.890975011216741,3.9410686072130536,3.966774961152576,3.8117949028024825
300,25.094166666666663,3.0493774121370567,2.993790536737356,3.060501186966165,3.103173794746773,2.986552945309909,25.094444444444445,2.834413095406688,2.808680066070104,2.859388024103662,2.9376948767979703,25.094444444444445,3.839260394383905,3.970720120339201,3.974645204732706,4.060534302792634,3.890759350752441
301,25.1775,3.12814937503072,3.0614156011765594,3.134286146571516,3.1834013652808126,3.067573040676196,25.177777777777777,2.9211489440650693,2.882881575866733,2.9247279869888203,3.014056048995178,25.177777777777777,3.917053512803888,4.048649493008118,4.051629159032139,4.136481884928546,3.966917319552604
302,25.26083333333333,3.2049678830468,3.12628035962869,3.205725246591797,3.2552804919045224,3.1320448010201707,25.26111111111111,3.00292121228854,2.9589215436237506,3.0035091519525965,3.0914583090332237,25.26111111111111,3.998829840027178,4.112364582322888,4.170622467300907,4.221019258886708,4.054270229362234
303,25.344166666666663,3.2760344147713907,3.186186311662084,3.273820014427306,3.327612789658773,3.204169807802048,25.344444444444445,3.0915315202635627,3.032201641488422,3.074533139633948,3.170903431447429,25.344444444444445,4.081990777728856,4.188066833207651,4.218227117457472,4.29974796722951,4.132819492090306
304,25.4275,3.3489504414746145,3.255334949644507,3.3463719699359054,3.398999865751432,3.281949634960593,25.427777777777777,3.1707814798483,3.111523533172915,3.1518015622788065,3.253593181819856,25.427777777777777,4.158337719404256,4.263557682411292,4.322845088149196,4.363469543755329,4.209966511395511
305,25.51083333333333,3.419717427110623,3.324927758743155,3.4235826254330117,3.470643319557372,3.3609858489131343,25.51111111111111,3.247872694572614,3.1852888739542977,3.236916023740084,3.3165293167792957,25.51111111111111,4.2358720503689575,4.333838558507438,4.3700783487523465,4.435185513498536,4.289112682686247
306,25.594166666666663,3.491936828317595,3.3879662169246525,3.492053485691605,3.5407447426184597,3.427080008555551,25.594444444444445,3.325006759638069,3.252099310674536,3.300478119477666,3.387113584001275,25.594444444444445,4.309595147758786,4.42171088189446,4.456928859372091,4.512097392729492,4.370459393120632
307,25.6775,3.5612100944177367,3.4552517949550547,3.554186047942224,3.613905718643564,3.4904336652622825,25.677777777777777,3.4081852619179203,3.3321564817404967,3.3728894365584168,3.4675477222080566,25.677777777777777,4.384508380529818,4.501776064795474,4.4997985708425015,4.593206688954551,4.447808021606491
308,25.76361111111111,3.624938667417283,3.5195859563998484,3.6167818018729694,3.6781278235085546,3.5564483628863224,25.76111111111111,3.484009779957129,3.4128620171239445,3.4393515536561785,3.544633461168636,25.76111111111111,4.453213109458373,4.5806355112583415,4.547489424726555,4.662114900916053,4.520559938801364
309,25.846944444444443,3.694123982006495,3.579970157623946,3.686042229629501,3.745812625256299,3.618125637759223,25.84722222222222,3.562481883972355,3.486217538361546,3.529266041051768,3.611772521698741,25.84472222222222,4.528310687141017,4.654290617155661,4.563003353316128,4.735423518592333,4.593916507112507
310,25.93027777777778,3.765367465559663,3.639405847791696,3.751368805815039,3.8101616840966672,3.685867018691092,25.93055555555556,3.623203135851954,3.5618246585548654,3.601034460632981,3.683366615660836,25.93055555555556,4.60320245799457,4.732542770184784,4.630542279632003,4.791534023197716,4.660679080696886
311,26.01361111111111,3.8300705381351055,3.704094468866869,3.815362997490363,3.876976552406527,3.749474026970596,26.01388888888889,3.6961750891559846,3.631084982370366,3.674058365894589,3.74961744596412,26.01388888888889,4.672089758256091,4.817593349867797,4.705708117423864,4.861247887182519,4.7288490054611785
312,26.096944444444443,3.896634612475167,3.771237455612674,3.8754262641738135,3.937858774729746,3.809748176364955,26.09722222222222,3.769399289116202,3.7026001060394154,3.73753930193834,3.827726706564525,26.09722222222222,4.744573915982892,4.8748437275515375,4.761302771170301,4.937366574233048,4.798827619061777
313,26.18027777777778,3.961061094006224,3.826036235591742,3.942160057841291,4.006209887777192,3.873890973119949,26.18055555555556,3.8406772726360616,3.7717716173582727,3.80167880547296,3.888496082464714,26.18055555555556,4.819456251052529,4.942895266407584,4.820728136078802,5.009491539271602,4.86161625090479
314,26.26361111111111,4.022751380838674,3.88209222916614,4.001365822926256,4.072231420426731,3.93910391595991,26.26388888888889,3.91181056829072,3.836201095688105,3.8618784048141537,3.964727249714091,26.26388888888889,4.891538075162806,5.0069493214322565,4.881386098085764,5.061424228456468,4.932016222146032
315,26.346944444444443,4.083306863766946,3.93660684949736,4.0642449963197285,4.128724893723232,3.9955884960877306,26.34722222222222,3.9842006963270262,3.905890111954973,3.9293396198845993,4.0426218754087895,26.34722222222222,4.954620691831778,5.064607239446622,4.897478533856481,5.128366079181927,4.9962288456910375
316,26.43027777777778,4.140728926269501,3.992381502546328,4.119199007370289,4.188691820878562,4.053546197184861,26.43055555555556,4.056649168663537,3.97024022864984,4.006463962213953,4.093581617691676,26.43055555555556,5.018705396397738,5.12047035909649,4.946807310785157,5.178718520078251,5.056655426195047
317,26.51361111111111,4.195218944508823,4.044017587073397,4.17622927788408,4.242133707271588,4.115978495411303,26.51388888888889,4.129157488890503,4.039452999828568,4.068452934938849,4.158408125752356,26.51388888888889,5.077393476019237,5.176740010852415,5.002774286994894,5.234282971011702,5.121097260063023
318,26.599722222222223,4.250378287331424,4.097516494638353,4.234537222124802,4.294852050448176,4.176686859405621,26.59722222222222,4.195527152269876,4.105529971111919,4.130508032802899,4.219103039827164,26.59722222222222,5.137286209675066,5.230217517009693,5.052381311337697,5.296660843084531,5.178355635449631
319,26.683055555555555,4.302208316267843,4.1472796096004085,4.287924246813715,4.352848340121195,4.228672750284929,26.683333333333334,4.257359645735306,4.164272679685552,4.190430742156689,4.284267991199172,26.68083333333333,5.194384868164267,5.276904191688367,5.141030223394478,5.352053538634984,5.237831832259257
320,26.766388888888887,4.34771038553265,4.195308309118206,4.33719175112964,4.407724058170508,4.277137621644905,26.766666666666666,4.317256447892143,4.22528265430003,4.246422540957783,4.351304602198185,26.766666666666666,5.251290714106125,5.32460134083322,5.214122853475049,5.397662451237293,5.290927122145996
321,26.849722222222223,4.402485842024443,4.243403963149822,4.391741126708959,4.464880678642983,4.322882919559779,26.85,4.385619029017435,4.279761415270815,4.296084898770725,4.398614486200742,26.85,5.305005001940177,5.385310262213782,5.258661022618126,5.447888965701687,5.340842768513658
322,26.933055555555555,4.441736025325843,4.291367934452758,4.441973757645616,4.513319667752485,4.370710082582341,26.933333333333334,4.44764885105993,4.339910474478263,4.345419276767032,4.450599247630117,26.933333333333334,5.357328977926205,5.435432245424325,5.304246542591327,5.493134458074383,5.390180026515766
323,27.016388888888887,4.486262267703504,4.336001578583947,4.488891020491112,4.562642483879881,4.419820541743934,27.016666666666666,4.503347367640076,4.400131335367636,4.406027127725199,4.499860481956317,27.016666666666666,5.405863880144237,5.479168571883866,5.374081215891176,5.527400295637587,5.440540143055554
324,27.099722222222223,4.534465894108106,4.378906243899754,4.527494284254505,4.607650577573037,4.46021572055446,27.1,4.555716024050019,4.446825492949093,4.459109896030698,4.551999775696082,27.1,5.453410938494551,5.521720514836165,5.437566835743098,5.5710878369095,5.489124356785972
325,27.183055555555555,4.572348222174355,4.425083271555972,4.572384910402421,4.651545391546816,4.509897035002376,27.183333333333334,4.607956257253605,4.498394433797692,4.51746901767598,4.605818706412889,27.183333333333334,5.498171374697671,5.576089339349726,5.471505186101421,5.61239843164431,5.531133898109678
326,27.266388888888887,4.614110562220988,4.4563339955078245,4.60796425285904,4.695128360683084,4.547265893554696,27.266666666666666,4.656469495886379,4.551839636053392,4.55490592026047,4.661518842716949,27.266666666666666,5.538746402294366,5.620876302317796,5.5168980416493785,5.653133420832198,5.568169989179048
327,27.349722222222223,4.647154217250769,4.488859742509963,4.645233658006106,4.736200912030707,4.591323697156993,27.35,4.701457160255583,4.599962569421052,4.603222022990573,4.710301744265205,27.35,5.580137226645657,5.655882652458367,5.517547167799101,5.686094136699337,5.61163384389617
