,E007_6803_deltaKaiA3_rep1,E007_6803_deltaKaiA3_rep2,E007_6803_deltaKaiA3_rep3,E007_6803_deltaKaiA3_rep4,E007_6803_deltaKaiA3_rep5,E008_6803_deltaKaiA3_rep1,E008_6803_deltaKaiA3_rep2,E008_6803_deltaKaiA3_rep3,E008_6803_deltaKaiA3_rep4,E011_6803_deltaKaiA3_rep1,E011_6803_deltaKaiA3_rep2,E011_6803_deltaKaiA3_rep3,E011_6803_deltaKaiA3_rep4,E011_6803_deltaKaiA3_rep5
0,24.25805555555556,23.58861111111111,24.174722222222226,24.091388888888886,24.005277777777778,23.42222222222222,23.42222222222222,24.508333333333333,23.42222222222222,24.1725,25.427777777777777,25.00861111111111,24.08888888888889,24.758333333333333
