,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep3,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep3,6803_deltaKaiB3C3_rep1,6803_deltaKaiA3B3C3_rep3,6803_WT_rep2,6803_deltaKaiA3_rep4,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep4,6803_deltaKaiB3C3_rep2,6803_deltaKaiA3B3C3_rep4,6803_WT_rep3,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep3,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep1,6803_WT_rep4,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep4,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep2,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep3,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep3,6803_deltaKaiA3B3C3_rep1,6803_deltaKaiA1B1C1_rep3,6803_Wilde_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep4,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep4,6803_deltaKaiA3B3C3_rep2,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep2
340,28.438888888888886,5.727966086088208,1.171553260883445,0.22323972883468554,1.1868417076463436,-0.17301497412006123,0.5289319079549726,5.223627581985779,0.7893910963390095,0.2856881435090673,1.2953832486162589,-0.13728579823926707,0.40361342214510576,5.433136262451817,0.8028049684700926,0.09813567527240252,-0.03701094278414692,-0.13708409707759625,0.6221992095478635,5.457355585042515,0.41628104641171976,0.21645798226427118,0.12636704077648386,0.32887961761306905,-0.34311106799501384,0.944621750351442,-0.039561583728948045,1.0654951011681844,0.11817737727454383,0.7986222221483149,0.6723637999065416,-83.62722310569367,0.9712866662874069,0.7208722615197976,0.7881296231760256,-0.050589405668653255,0.3284521274526808,1.1244300962333773,-305.70045547095725
341,28.522222222222226,5.677552935117013,1.1402966206551808,0.10936043723562347,1.5204743834176417,-0.08357641442759339,0.5959321133612034,5.452198141847516,1.0972926081603798,0.10350641110556065,0.9092821977755084,0.07397442277378191,0.5615877876214832,5.129920834147916,0.831802778180724,0.10532863074820398,-0.14050482996961183,-0.3110155376505677,0.5433657460035926,5.50106036613503,0.2630509035473179,0.3882265418171163,0.06381122833779541,0.6832665266746007,-0.36553323307709046,1.052635702712874,0.2619639555577524,1.1455362504951578,-0.04863692991339039,1.0528111080242912,0.8203843787643946,-78.57219377099332,0.7241476472525312,0.8052938656214612,0.8196185339887233,-1.3318435378478957,0.3700162197129542,0.8766056853526811,-323.9915931879602
342,28.605555555555554,5.5670360268473535,1.1389833232093052,0.2854057786345701,1.3040214425077385,-0.09420451475801522,0.6128294740888576,5.470669012912891,0.8251536418642257,0.1112779816557082,1.1931131260950116,-0.264824520707256,0.6994770039169176,5.176606404354621,1.060715771555203,-0.07750337890337278,0.035905147855859895,-0.19500412660837338,0.7043777817818346,5.284671874514324,0.04966218409456621,0.019938566149077002,0.22116198368378304,0.6475813683856873,-0.17815556629256277,0.9506018526563453,0.4233724452514369,1.175524146577092,0.11446694000559401,0.7869063509423643,0.9582643133918153,-70.7268942735785,0.8169678505086984,0.6896525744777298,0.7510640575654645,-1.4932320934651888,0.02150672296629619,0.7986600945579119,-322.19607870062435
343,28.688888888888886,5.466416644169562,1.2076132320113286,0.03137558996958586,1.4974824236010909,-0.13489936314817536,0.499623557884024,5.3590415257076085,0.8429741966968077,0.10900281926887086,1.3268756849705432,-0.26368270226401164,0.5372807190275133,6.283194253793389,0.7895438902389111,-0.10036021492291525,-0.15778146622286887,-0.2390499151947186,1.0152355014190328,5.72819152210844,0.2861150718416437,0.23159400512932152,-0.1515810946048528,0.6118248571421534,-0.17097764911204946,1.0785203415384759,0.00466427389955613,1.1554584422073075,0.027488675483989165,0.8309082372645707,0.946003668260026,-62.711335916912816,0.7497477117522726,0.5439487629368605,0.9124661125242494,0.05524500879253188,0.4529235972190291,0.830593272309651,-350.4836322778427
344,28.772222222222226,5.465696061645594,1.2261862092709235,0.22726970717916214,1.4508568660757453,-0.38566104905543946,0.27631393321182696,5.507317002322237,1.030754270042301,0.2866808865116655,1.36056952587843,-0.2326001971663541,0.48499858130958917,5.28968565479274,0.7982870747156818,-0.17324174191713837,-0.041565127888387024,-0.4131529560185275,0.6059390895760595,5.891620711892167,0.23240974924943578,0.1631928072303286,-0.05441840715350808,-0.024002296669749276,-0.3439990625340415,0.9963913082631253,0.015839827889442697,1.1153387901361524,0.050427965206774526,0.5648170513811454,0.883602508209229,-78.00552991841525,0.6124876632256451,0.7881828026446092,0.8538246160009703,-1.2064121498849478,0.19426680117333017,0.7824051676073316,-340.8439752953593
345,28.855555555555554,5.7748755455091105,1.1547021159419044,0.14308796520249797,1.2841443100035042,-0.20648966335792446,0.37290016925648484,5.395496756412326,0.9784938574231244,0.03431214440816628,1.0941943003756598,-0.16157708237218144,0.5426302394798548,5.0660818712881825,0.8869452643080473,-0.06614782785862872,-0.005446291590825948,-0.26731330305422923,0.46648873103817384,5.354960837887043,0.1785463974517055,-0.23526508047203507,-0.14735035379358652,-0.07989938667324713,-0.6172193870849613,0.954214889281471,-0.043100508551725335,0.9751648430708738,-0.14671550190835123,0.4086330757103031,0.8210608984488131,-72.68948740945908,0.7851881337171085,0.7123550620444907,0.9251394836496228,-1.7382034884311612,-0.034463707772215635,0.6740957299892989,-352.74683023575585
346,28.938888888888886,5.693956353665562,1.0631608117222013,-0.14116980202068322,1.377344296149679,-0.26738529835426655,0.4493818359213888,5.3635820931981595,0.9261929524997964,0.05189655243966225,1.337749660099758,-0.3606134365275207,0.3701753426155172,5.132384158822126,0.8355183971770481,-0.18907834408602753,-0.1794254105477619,-0.3715310116414717,0.5668846107153109,5.498213285161264,0.07452519625500406,-0.033779712298697986,0.1096226664376563,0.24413428949887384,-0.630638202819202,0.9219912185917538,0.10784364664323819,0.9849362536757863,-0.32394203671129196,0.8423565906983629,0.5683789045571571,-76.50321943537327,0.5178495485609835,0.8464659063777267,0.7364106296423995,-0.5201289259029739,0.08673202647675549,0.7156649095327714,-331.4019206884557
347,29.022222222222226,5.662939735691913,0.9715621550538341,0.004496238449989222,1.4304563659731775,-0.33834804776367017,0.10575850382899696,5.511574309465187,0.6738515470708745,0.2094340685448702,1.0912352567688237,-0.4797093399664814,0.07763354015413104,5.608593764543989,0.9240064103223,-0.302033165303925,0.016497063255658962,-0.5858061384853589,0.4171269136416294,5.261379429829938,0.10034632413860697,0.09764885603285949,-0.19349974470309195,0.5680994302043418,-0.724255089318976,0.6397204277396584,0.04867267338133872,1.094652674572191,-0.1412519498191833,0.51598787481979,0.7055565924817911,-71.31673695544097,0.5504723296375948,0.8005156976832202,0.5576379666694958,-0.3421883814804904,-0.10214604128908622,0.5971126568538045,-348.6189713497308
348,29.105555555555554,5.431826932837061,0.9999060031231178,0.07008591855530807,1.4134800616265784,-0.4393780067260557,0.3320297443207947,5.219474693563496,0.8014696310730965,0.23692464911979014,1.0646507421815392,-0.6288648747113453,0.2850044818935722,5.244711927210225,0.9124092395819554,-0.3750121695829023,-0.027679320933114492,-0.6101387416563203,0.3972158249760634,5.45446063905471,0.15600995825466532,-0.150979432591529,0.08328201533485681,-0.08800327020858821,-0.7480696256944869,0.8274026458179238,-0.11061305059063754,1.2343137583382626,-0.27864555161673854,0.18952720457705147,0.3825940285394366,-77.26005084290082,0.6730568953732734,0.5145047947974992,0.8488214059391123,-1.5243817744672232,0.08890204241693578,0.738438923107376,-351.6777080226895
349,29.191666666666663,5.480619178021391,1.0081922118603357,-0.20440093076315594,1.3764149259561327,-0.4104752718018538,0.5981951294574683,5.367284525408264,0.5590471925812533,-0.3256317509822492,0.8979957682171976,-0.568080124472422,0.6422878179923039,5.7407398771842315,0.6607268196327647,-0.08801523835958847,-0.10195501263424651,-0.2945288805901701,0.49715153000176376,5.7074582710440405,0.2915162744280136,-0.28966463668280323,-0.2000324501037649,-0.08417312140124954,-0.3720813905837617,0.9250379994667215,0.4799868503142253,1.013919157509295,-0.016123152256061847,0.4529748545007852,0.7694912794157956,-79.97317188494603,0.4656036607402234,0.42843355335484623,0.49996085717769,-0.9567090242898576,0.02987622977754523,0.7896436599872436,-353.45785761728416
350,29.275,5.749317695837084,0.996420635940029,0.001035520436617333,1.2892605025015973,-0.4716399409721496,0.2242542320187679,5.615005076479418,0.7665842178082226,-0.06823517845055964,1.0112699868356407,-0.5373551746482602,0.32948319896900746,5.316678836436345,0.868959083990057,-0.5310422564365354,-0.016330460135290447,-0.6089766160880207,0.42693421412648097,5.480373675053166,0.14686544715636649,0.001593183851551756,0.006556463119847377,0.00959056295550932,-0.6562899621527863,0.4426266128733091,0.1904727495225191,1.153468524577451,-0.27368506165666906,0.7763310971496412,0.7362484121656719,-63.42611078272469,0.7181130372568509,0.7623023257871286,0.8510562286296658,0.03082994950140224,0.1807764716716802,0.5307268197261783,-384.5091481503131
351,29.35833333333333,5.427923702548049,1.0145911287808813,0.12639510109728844,1.142016335496371,-0.332872113638583,0.42020662550347065,5.35263760982191,0.5540806911050634,0.11911431848283367,0.904473050077326,-0.5466901123254414,0.0765902757028194,5.382530018543881,1.1271059650077229,-0.004093111982314213,0.059193889508637285,-0.5034820103164098,0.41656406288243436,5.663208191384009,0.5020576496102732,0.03279396770724689,-0.026951640061599436,0.013288465181460886,-0.6706949180955094,0.4801686077722111,0.3008450183008111,1.0029615119919155,-0.45133158950543395,0.6595962031104011,0.2428654942130989,-77.44887815134015,0.6805854329873091,0.6961114613240615,0.7921074270575229,-0.7317647727667452,0.33160271767430327,0.6016883550957266,-385.23130874541624
352,29.441666666666663,5.646438406089863,1.0327035425456073,-0.07832236083792923,1.054681969867537,-0.5641718906235518,0.21605188412958662,5.510183380045516,0.8815365949608559,-0.25358330995667705,0.9776046100632646,-0.6660850262786565,0.39360869943332166,5.508294628691195,1.0951673938781932,-0.13716769653149186,-0.2053824095250973,-0.6780451268072544,0.42604126192634856,5.685963151385189,0.3270930536329016,-0.29606234781650426,-0.1905571539212072,-0.023078736413395737,-0.855295835633686,0.997664103445314,-0.10889597424448395,1.0523977721589146,-0.16906304525679647,0.06277044099789923,0.5493425933510067,-77.59148451985035,0.45302125254193926,0.589861305992837,0.7031143577419311,-1.7544931108910977,0.18235491605641396,0.8625282194062527,-383.36406963307184
353,29.525,5.544863006069767,0.9907577281412213,0.05688296157474423,1.017256951235729,-0.5355393741698116,0.1917895828341498,5.647643633324959,0.6689519100028957,-0.27632811508642424,0.9206643189950346,-0.6455400069707108,0.24053812176044365,5.133973863669545,0.9631433006325034,-0.4502659049846045,-0.44005980182654686,-0.46266603045773175,0.7553659970393534,5.458639877452165,0.3019718297403327,-0.3149758268173481,-0.3242604719382196,-0.21951036752832898,-0.7900922915170868,0.4751132167215503,0.19125013883303296,0.701776957441555,-0.29687973813253654,-0.09414592254492045,0.8956797777415985,-65.25394033126835,0.2854208970769412,0.48355220261852216,0.5540769244815703,-1.3973549847915696,-0.11696698621473178,1.0732463665071725,-384.1871621506068
354,29.60833333333333,5.53319869376677,1.2187535352187409,-0.01798910572033111,1.149740825915294,-0.546974667940983,0.12741929727328036,5.375019607399777,0.8263266149963823,-0.1791201497664571,1.083651829154872,-0.7850551465525851,0.327378194644502,5.269568911877193,1.0210336141402871,-0.22338763560816233,-0.3848387307534124,-0.707344787530494,0.6945384541271318,5.121239683027036,0.24669414712148216,-0.34394653478955445,-0.2780619867977687,0.5439942421277808,-0.9350838620233363,0.6925160619772699,0.051283722319573434,0.7210987201599462,-0.3347819771218261,0.0788473771530153,0.8518771159160891,-68.42625594256177,0.6777847642945665,0.4671844908237792,0.5249950295931921,-1.8403503145115612,0.013636956523998657,0.8138427507866572,-386.33031874218904
355,29.691666666666663,5.341446652131515,0.7666908121733681,-0.12293873777814115,1.0021331409140464,-0.538477877021105,0.0429406038222053,5.392312531574516,0.7436606868449115,-0.21195946839939497,0.8065667929055115,-0.5546305388632417,0.19412857040627007,5.105080953319422,1.0388382621095724,-0.466532790034762,-0.2697196384306692,-0.8020814656534786,0.7135588192197753,5.443763872598688,0.0312601736379546,-0.2929745386238973,-0.5319620903909648,0.06743575883646737,-0.7202701229579164,0.5998727511359876,-0.06879486115877255,0.7903627125912206,-0.3727700709813795,0.9517506027907291,0.7079346767748617,-89.0484416246538,0.5601132484430968,0.4707585070288862,0.9258685739116924,-0.7134790202176976,-0.13583331136798638,0.8143173271717024,-414.5632729588242
356,29.775,5.719608055786387,0.7245694061445417,-0.21796611065316443,0.974433443933541,-0.6300491079149388,0.12835307957523676,5.479523626718544,0.4709541005899421,-0.344846126930558,0.9894088626903516,-0.7842662794299341,0.12078890172686063,5.520511159608495,0.8565571710871547,-0.17970127326285024,-0.6447029657510341,-0.49687613382001566,0.6824272784718965,5.366213741702702,0.295670075824128,-0.31205990660808663,-0.17596117381497112,-0.35918515513012017,-0.7556506496543735,0.6371833936684625,-0.3389852511360172,0.8095685869695072,-0.47084432823519284,0.014564015095463727,0.8238525295873201,-65.09050756242166,0.28240674031665436,1.004274584451945,0.5966974567899467,-1.2267410221999104,0.04462215316472662,0.8346700511283223,-419.38575945836936
357,29.85833333333333,5.457684071025404,0.8323891630156649,-0.18307140139928793,0.9366412833689345,-0.5416884685477861,0.12365630234588118,5.446654105266175,0.9682068294110803,-0.08778018284796023,0.8321776910332636,-1.003962465467927,0.007358841647835186,5.735860693963523,0.8841902664583126,-0.352892993657008,-0.38978915237453,-0.5217288623887758,0.791144018162617,5.668590576921425,0.44992401888726735,-0.3212027084262867,-0.190059627372835,-0.21586784150940708,-0.6812250169739998,0.6544480965926285,0.05071291069373871,0.8887159954858274,-0.4290050571748103,0.807287872822518,0.6096307439919925,-71.23246385469835,0.364665627255514,0.8277330531086695,0.5874815760991009,-0.46013624087148525,-0.2549967081263391,0.8349008786612535,-412.83751400551745
358,29.941666666666663,5.855675855814389,0.9201499274144734,-0.06825478806980714,0.9587562083089188,-0.5033960682655696,0.4288498506665972,5.243705171216602,0.6754188446262145,-0.33076169518225645,0.8948729305387649,-0.8137191958805855,0.19383804357108336,5.881130711210679,0.7117374724468783,-0.406107862947664,-0.2849786367287918,-0.536639723083815,0.889709224695485,5.5508956558839,0.484022166707413,-0.18040301515950105,-0.03425784057360447,-0.26261164604835563,-0.5569927993061045,0.7116669644738041,0.010299980476253561,0.5778045902881982,-0.34725256585915565,0.6599224327552281,0.9952693899965864,-64.68432051427126,0.28689029314586834,0.6911342398124238,0.7782208282281783,-1.6836645967689994,-0.1546899547935654,1.0750097663142049,-424.11827347180565
359,30.02777777777777,5.6435845597908445,0.7478515427126408,0.0564835502825228,1.030777768535919,-0.48517201783485214,0.32393330378905016,5.410678020133885,0.5925901156911021,-0.26379072450675783,0.8574942338920385,-0.41353657125940485,0.040226161258949185,5.506322357783197,0.8291987121153221,-0.559345796231355,-0.30027185600894474,-0.5416087889946003,1.0081230845985425,5.663130247265976,0.4179646818373411,-0.26966089928527265,-0.11855620213238426,0.21058408149653496,-0.6529535705678912,0.8188400994244747,-0.31022368780278353,0.8268340234817256,-0.6255871621145892,0.27246794970503635,1.0307685379777567,-84.88608746788262,0.47908111841989354,0.8344784681743354,0.36891510808437256,-1.337326010552339,-0.02445764769323677,0.9649966711697096,-424.5577758356167
360,30.11111111111111,5.611411324263833,0.6954938510262306,-0.048856566394376445,1.2427055145259294,-0.35701642944274775,0.20890624168397928,5.527573839147108,0.6597206101996772,-0.006867332937512778,0.7300412538586277,-0.8334146938840289,0.2965228488341787,5.341436771721184,1.236573907364595,-0.3826067119704817,-0.21566924617755195,-0.5966361345757808,0.8763857845243075,5.715295610790158,0.24175172550264654,-0.3889764346779169,-0.3029550999701651,-0.33628001264062823,-0.6691069042044292,0.7359676011043037,0.07914225768221315,1.035803947128417,-0.3540091535348373,0.7849246765115129,0.6461282586813794,-90.71777455623013,0.4312384800557345,0.7477660586031438,0.7495643090929957,-0.7911204030046622,-0.09429984898558263,0.9248615508492526,-446.50576018217095
361,30.194444444444443,5.659157282214301,0.9930766932152036,-0.0642753191520872,1.0445389974485044,-0.8089294166970227,0.14376824504121807,5.534393806950062,0.686810293884086,0.08000841586688974,0.9325136432849325,-0.5133536677222051,-0.1672722392201471,5.216475082671699,0.8338629789342287,-0.28589053199360137,-0.3511712419647465,-0.7817218356475654,0.7544975112497576,5.207392997225733,0.3853834576017417,-0.46834969660835907,-0.5174549212139137,0.5767967137645942,-0.7254523731887476,0.6430495667203475,0.078398166596634,0.6147140132472398,-0.5125188474811231,0.9072928640422663,0.5713486232224269,-80.6993915339659,0.5533627515775754,0.7009973283052877,0.2801683231973652,-0.5450476950325299,-0.1042166221346692,0.9246043635130639,-443.99196670353706
362,30.27777777777777,5.696823558294773,0.9705999088838152,-0.1797728900416037,1.0962777691668952,-0.5309110946260454,0.22851889526963284,5.341139093801628,0.703859130614482,-0.23316354329493097,0.8249110550977269,-0.5533535984297285,-0.11115944806047007,5.00143841188889,0.7310658464023954,-0.6191971814951387,-0.22677827686814273,-0.6068659693954349,0.6024584516764315,5.199423648388696,0.48886003670575323,-0.46778076174422506,-0.3120560521966691,-0.5101851010727783,-0.621989550021769,0.6300860910267234,-0.0024556135541840174,0.8435638738141361,-0.5111165510820732,0.5995727611930352,0.9264297030849135,-67.49094806969723,0.4854543030555851,0.5641725912849542,0.5007270408589829,-0.6491078076657221,0.2657919680915084,0.9242250678603716,-453.4461366986219
363,30.36111111111111,5.534411268829536,0.8380633363803892,-0.30534946211331165,1.0079213822379733,-0.7129615796787867,0.0031577744973558535,5.397810861525427,0.6408670823991184,-0.2063832771669735,0.937233142304405,-0.8034145933505866,-0.015139122482843652,5.116327872233788,0.6981824281857536,-0.6025265890355058,-0.542490783152769,-0.5420686143702288,0.8202687928302674,5.961388797141816,0.1721816200587026,-0.5172697081497997,-0.6167588784573634,0.42277517705275636,-0.9387180067323045,0.4970772663249052,-0.2734187374249981,0.9023531807621649,-0.4098025712337736,0.8317646148875656,0.47137157012195263,-69.04245374598597,0.6275135011059467,0.7972921583439179,0.6312403510572789,-1.0333006620574214,0.02572585562099317,0.7237236231291695,-460.75801257317704
364,30.444444444444443,5.331921521814542,0.7954668127975023,-0.03100521941705284,1.1494693899122046,-0.6050809897247937,-0.002315534428629667,5.154410263510057,0.6778341093844557,-0.2596508540358781,0.639479557993082,-0.9635367615168403,0.060788393077025,5.141144568174432,0.7452126415396032,-0.5758786865411878,-0.06830919185128144,-0.797329850488146,0.6279287218616838,5.383289667394487,0.11534836357731967,-0.3668166152860716,-0.6515637847409035,0.10567817833714367,-1.0756373148771303,0.23402318246362783,-0.234490861830744,0.8510815859811512,-0.45857721459964784,1.0438686700777613,0.4661742965558274,-89.96391805934925,0.4095407088907257,0.33035633708173484,0.5117081412899506,-1.8576261794840083,-0.0044150269220439835,0.6030999890964301,-460.47733783979794
365,30.52777777777777,5.489355416917454,0.6128101739716837,-0.31674034700200954,1.0609213461336173,-0.5972694440542874,0.19209855205803003,5.270938444709044,0.5947601698549289,-0.4529663437310018,0.8016499553322495,-0.5537202136487079,0.11662275454381832,5.075889595785859,0.8521564025577328,-0.31925340930459356,-0.27423393276384606,-0.7026497590307689,0.8054384260455885,4.775127474102995,0.4483604218511144,-0.2964215640106455,-0.22647115499826742,-0.07147547103318151,-0.7927470455408668,0.5209239268387735,-0.325671645746348,0.7697487413180707,-0.5474407876106446,0.23588516974360124,0.5408379549778245,-90.02535042025906,0.2815362861180495,0.5433654318955055,0.14213029757264162,0.8379157186547627,-0.12463074821733944,0.4623541260778359,-464.6638571179195
366,30.61111111111111,5.296714045477649,0.770093254483771,-0.08255503091687802,1.0022768055399274,-0.6895270633779909,0.10639961824260788,5.217396541640779,0.47164522023310657,-0.23632981762430463,0.7137439875711328,-0.6339650621544505,0.012363618202704936,5.230564042750038,0.8690136261725394,-0.6126506959841151,-0.5902654344579588,-0.9580284226450634,0.6027980927814036,5.146903423270296,0.3112179481424929,-0.5560846365778527,-0.5314813723862695,-1.1286851488812883,-0.8300467693361527,0.47777958439354234,-0.23696075030701394,0.9083542985767988,-0.3863935964650742,0.5578143548931155,0.5953626183484387,-84.77676015314208,0.5135005890420905,0.376319743980172,0.6725067044391221,-1.2166748891642603,-0.1949213782485062,0.48148599492820154,-466.26731613382145
367,30.694444444444443,5.443998490506181,0.6673158876586908,-0.10844945820973254,0.97353532346252,-0.8318539698273888,0.0805872491295245,5.153785682388543,0.3084892150797525,-0.2697413486305135,0.7857613080395088,-0.7842714211305318,0.018010640699152043,5.095168988355929,0.8457842261549553,-0.516070488604214,-0.3264041242687738,-0.8534659253432925,0.41000790959302497,5.088618711945977,0.20392109438658088,-0.3858059166386762,-0.3765948192678532,-0.3859502370397079,-0.7575360564033561,0.41459023761836716,-0.128357838807909,0.8168979095182206,-0.39543594712870833,0.04965646456245059,0.3497483599971857,-68.19815649638028,0.02543397046287963,0.9392195713282481,0.5728372449412756,-0.421397924587318,-0.4752869883030941,0.4404955570409277,-477.01746172062633
368,30.77777777777777,5.3012098266857555,0.8444779055654575,-0.3344238169281217,1.094696455926246,-0.7042502869544158,0.3546610304422755,4.940106986600524,0.3252921070936093,-0.36320101120686393,0.6477015701476722,-0.9046394063614313,-0.036436520960898326,4.779705503499506,0.9424681151145871,-0.6395127325552608,-0.49265042829889855,-0.8589623525031332,0.43706806412874305,5.220274528226505,0.5264700111912161,-0.5555854892408003,-0.461811877211846,-0.31327012135059795,-1.0452144764109648,0.5713559665508372,0.0001374232956325815,0.6653792258601666,-0.30456814533471777,0.5714117358158478,0.7539952536227118,-71.5195486023101,0.3673367797265519,0.7920652087300188,0.5431218006489825,-0.7862533093841865,0.034272349027463456,0.6793827743485201,-474.9840418182991
369,30.863888888888887,5.418349120370926,0.541579139017318,-0.37047829611883193,0.7857597596497136,-0.4667161397317123,0.12862054862351877,5.286361565489825,0.6020538471116975,-0.5067088813534707,0.6395644273865292,-0.7250691353198048,0.2890217905888399,5.184174650683665,0.8290652044994369,-0.10297737659359996,-0.41900477141836906,-0.7445177908675679,0.673978744161422,5.561872051255059,0.5588648478371935,-0.2554234408284823,-0.3471329269930432,-1.300644191665526,-0.8930815985552586,0.3980768487759265,-0.09147463161189619,0.6337978992775132,-0.43379049658370183,-0.11691959625440058,0.4081033732927536,-88.57094553722314,0.3992093627251825,0.5348569477733738,0.6133602516503412,-0.8412409654478882,-0.01624344015227752,0.7881476093222182,-491.4268054736465
370,30.94722222222222,5.145417429587787,0.6886194175716466,-0.2966130858282971,1.2667247920450597,-0.7192516545524619,0.132465390834926,5.002550521834435,0.6187743841089098,-0.24026503661290635,0.7213495333276517,-0.665560727166442,0.19438523307511635,5.318577484018383,1.0155754045961993,-0.5464643728416831,-0.3754675772649107,-0.9001323285449904,0.5307401375883722,5.44341245122147,0.7011057522779905,-0.31531985924280787,-0.4025583485923103,0.4819281581543182,-1.2811369915604047,0.614752959425684,-0.3031936733060203,0.7221535814020709,-0.7831033061436918,0.7846627014721196,0.3920727934441216,-87.12235628136605,0.12105206189682803,0.5275950768438908,0.47355247655136845,-0.4563608147946287,-0.1868344310414729,0.8067900249721538,-500.2255028403198
371,31.030555555555555,5.09241580403421,0.3955985695298406,-0.3728283771022935,0.9975911112180916,-0.8418569592305083,0.07619514495736987,4.998674949977227,0.5154536651984284,-0.14386955607055088,0.8030565416230621,-0.8261143027501899,0.2196534645849859,4.62291504922043,0.9319986245301317,-0.5199736767877994,-0.7920392682435107,-0.8758060550091419,0.5873524324314354,4.9748968893623635,0.5331928711399113,-0.4652748337213974,-0.5680885211963467,0.07444753023833096,-1.1893802236785718,0.42138437117952504,-0.2750193737223523,0.780445923822671,-0.37250687905018287,-0.023841139856154943,0.4259035888828392,-85.16378972894003,-0.02713478377443381,0.5102798811248979,0.47369835247633996,-0.7916127795641262,-0.3175007001434098,0.6653099848474062,-483.7798851788114
372,31.113888888888887,5.029345285079791,1.0125164219376357,-0.3091243619859218,0.7383582759682304,-1.0245321830003,-0.09019060040922702,4.894735935826004,0.44209163563151993,-0.23752252035439883,0.6746851060054387,-0.926729984608036,-0.11517385643406253,5.4071883836137635,0.8083347722649927,-0.6335052472863936,-0.7287202655268146,-0.8115390610991459,0.47381581683678126,4.956326517961068,0.5951263497220308,-0.24528845489863002,-0.39372382319801846,0.006914522706353189,-1.0178108626897455,0.3179711542641401,-0.22695140695679442,0.5186745780850143,-0.5620015201060418,0.057569108937405016,0.6895958347838514,-87.80525468810154,0.03464916124142745,0.8129116425973668,0.2737977550674554,-1.2869967820192518,-0.3482423252651019,0.743707453035862,-498.68970485645633
373,31.19722222222222,4.746206905765695,0.6093728005847535,-0.35550123352383783,0.6490258457885069,-0.7272774565168696,0.3333077440540704,4.920734556853416,0.42868823879742696,-0.18122401163513305,0.6362348802880836,-0.9374078969650467,0.10990292882596653,4.661398516129103,0.9545837546031573,-0.8570590465577084,-0.555510989054963,-0.8973314390194876,0.8601304790752289,4.82770248034769,0.40690633199620524,-0.7053608148054902,-0.3994646321959745,-0.310670270331286,-1.1264284759019774,0.44451337645327,-0.4189894492651771,0.4468391956919246,-0.4415875338816071,0.45889367505740103,0.42314960669130375,-92.2167598809618,0.016404229020461104,0.7554906400399479,0.4038505584850963,-1.4625127445462671,-0.29905938551753497,0.9119823941642358,-527.4147153474343
374,31.280555555555555,5.103001690804951,0.5561675300051147,-0.47195918576001267,0.6995933808655003,-0.4500929118558154,-0.16331023161457117,4.596671882097111,0.3752434162236891,-0.39497411362607243,0.6777055183647865,-0.9981481657345254,-0.1151165204667215,4.6255464673043525,0.8607454771855823,-0.6206350401881764,-0.3024118575354719,-0.8831832823398632,1.1062966075419405,4.5790259108989995,0.598532960607096,-0.7554920068697324,-0.5353113249949668,-0.7383062587738036,-1.0352326301510317,0.2510111030681487,-0.12113317906351397,0.694939428103086,-0.6812652247145699,0.05013278373659096,0.8065649805185088,-73.17831394358686,-0.011869251815275005,0.8080171490289663,0.1838566354076715,-1.8981605896547298,-0.39995196131563393,0.8401347733982709,-521.9746712327649
375,31.363888888888887,4.839730656582197,0.6729004334767862,-0.1984984137379361,0.8800604420795742,-0.58297868251341,-0.03004493665794164,4.66254897215954,0.3317571075758035,-0.6587729115831945,0.519096674209988,-0.7689509185176943,0.07976745521663209,4.579633249284249,0.6468198444917386,-0.5142331971300393,-0.7094232884435001,-0.9090946859955896,1.0423143907567345,4.870297935038658,0.5500063768721558,-0.8456821259156893,-0.6512642776057074,-0.28599285652987283,-0.784222891800684,0.47746439697700976,-0.39338227692788874,0.4229749267352955,-0.47103489671014165,-0.4687133417641814,0.6498420325477169,-89.66992542599783,-0.10017095609781791,0.4504914419384354,0.28381585703170453,-0.723940239977502,-0.3609201343781594,0.8181645564424775,-534.7393282003108
376,31.44722222222222,4.826394811153796,0.5895713330219391,-0.34511911350041563,0.6704265910045627,-0.8859349034065609,0.12310322040024155,4.538366879208111,0.48822925065743267,-0.29262049230519954,0.6604080018786197,-0.8198162846040501,-0.08544548423494613,4.543659865820579,0.6928067598396916,-0.5878534897016721,-0.4365456980216577,-0.605065746287173,0.5881840173636641,4.621519669236798,0.7013267207816879,-0.27593126816438723,-0.4173238652448841,0.9962705184822485,-0.7733988267426385,0.38387331859544543,-0.11573642559459897,0.6909453429622116,-0.3808968537408979,-0.5176444801560035,0.6529808394304765,-80.3016027921706,0.2214994378868573,0.392913787940113,0.1737280930718509,-2.4598516182707546,-0.21196398772793845,0.9360717095401674,-539.9284430447817
