,E007_Time[h],E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_Time[h],E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_Time[h],E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
345,28.855277777777776,0.0794261440485548,0.1098290230688099,0.2483492589430704,0.2116414630519377,0.0056086774501814,28.855555555555554,0.1618776183614475,0.1290212548917281,-0.0688530944675096,0.0416607890043921,28.855555555555554,0.3195706503448856,0.699945720440516,0.6684539157145628,0.4521985214739873,0.3279840729452218
346,28.93861111111111,0.0597842139056781,0.09041706647708,0.2257205997839315,0.191293142389496,-0.0109277414436426,28.938888888888886,0.1376405415243975,0.1068247936967236,-0.0931581897996898,0.0219688072442004,28.938888888888886,0.2828656242703909,0.6741307062083053,0.6436280043150907,0.4165324500318564,0.2931620492272208
347,29.021944444444443,0.0392705932351931,0.0713486380465049,0.204994017846821,0.1654622133761815,-0.0317209884521433,29.022222222222226,0.1125272519713443,0.0885813011687019,-0.1120880028330214,-0.0041800917529981,29.022222222222226,0.2509377489190268,0.6490808007360322,0.6188088208476425,0.383430487115898,0.2533210306590098
348,29.10805555555556,0.0204851657684919,0.0608235414805768,0.1825693685926489,0.1493484839764627,-0.0485711206416252,29.105555555555554,0.0907375821428955,0.0702907344750058,-0.1344424099551082,-0.0177859644030662,29.105555555555554,0.2151862718743797,0.6283948622172192,0.5931956707374797,0.3504918603771982,0.2302602745634835
349,29.191388888888888,0.0012278144658604,0.0402415795835953,0.1626465077196945,0.1387517619374053,-0.0710781961861463,29.191666666666663,0.06927136348024,0.0543530492403106,-0.1628212909195417,-0.0424488685185379,29.189166666666665,0.1866104447825876,0.6036717546221166,0.5599878626687165,0.3235158016010319,0.1973790424402199
350,29.27472222222222,-0.0223015784835199,0.028402554260668,0.1412252911636039,0.1164718547886794,-0.0862422743675151,29.275,0.0525284264251454,0.0351681995466242,-0.1852245288459056,-0.0681688633086226,29.275,0.1578095233523396,0.5873103476976984,0.5367847085843174,0.2919015467068589,0.1760765999654774
351,29.35805555555556,-0.0365031316615743,0.0193062665177098,0.1179055750973912,0.1051085698425506,-0.1034634155752966,29.35833333333333,0.03370860041996,0.0101361379332888,-0.2050520102197726,-0.0945460093792003,29.35833333333333,0.125382767354875,0.5627095169676652,0.5167855236860986,0.2588483357483272,0.1405522169921966
352,29.441388888888888,-0.0535769644213353,-0.0030474835385563,0.0952872159314392,0.0954617141938879,-0.1221416813068058,29.441666666666663,0.0138117139076125,-0.012743184603022,-0.2263036248927045,-0.1133803687328254,29.441666666666663,0.1001294406239845,0.5314681437324424,0.4925896264347306,0.2289554129132727,0.1222051675500001
353,29.52472222222222,-0.0657231968869409,-0.0240588967006009,0.0749700703134976,0.0729310947201585,-0.1400771341671137,29.525,-0.0037624056683872,-0.0302698186083006,-0.2503792660822541,-0.1336720047687249,29.525,0.0694488110560093,0.5003851150691809,0.4627963385497338,0.1962220265237175,0.081034729845191
354,29.60805555555556,-0.0821419499536346,-0.0345281746600845,0.0541539951286847,0.0549165180814307,-0.1582698378690427,29.60833333333333,-0.0188139318639504,-0.0504438161712073,-0.2758788303719632,-0.1538209822827987,29.60833333333333,0.0411401506098417,0.4644593238317583,0.4410049850094809,0.168247429035872,0.0312401862607544
355,29.691388888888888,-0.1046333452877666,-0.0536555200078622,0.0338388474994865,0.0354177907203708,-0.1783198572331682,29.691666666666663,-0.0379430392344075,-0.0736652309230692,-0.2924022177113647,-0.1730273674676193,29.691666666666663,0.0092027353069244,0.4448896686507776,0.4198148940511969,0.1382308770401328,0.0114208233563573
356,29.77472222222222,-0.1161975053267922,-0.0688411362339808,0.0114244847857565,0.0228347188622469,-0.1960272581878193,29.775,-0.052149903334509,-0.09153411803788,-0.3099493314159816,-0.1954912279124325,29.775,-0.0225641547687484,0.4206750539335666,0.4020253971709586,0.112771631261084,-0.0170240681316516
357,29.85805555555556,-0.1352345532792741,-0.0764852277276769,-0.0120892354152829,0.0053671085149275,-0.2089921077690779,29.85833333333333,-0.067634700718424,-0.1140505342323013,-0.3235200781673251,-0.2122126326031572,29.85833333333333,-0.0533612354706337,0.4000143898641795,0.3796358291236946,0.0760689565574977,-0.0456951932902438
358,29.944166666666664,-0.1459446131248812,-0.0899879997773824,-0.0361024552690435,-0.0053852345311205,-0.2276144741207796,29.941666666666663,-0.0733976089397431,-0.1346145377656614,-0.3407143680128968,-0.2211916519223849,29.941666666666663,-0.0855892185896356,0.378106592403397,0.3590455279231854,0.0527221219223337,-0.0745932530297067
359,30.0275,-0.1627278096143867,-0.1035496585707214,-0.0564153167035664,-0.0286225047028293,-0.2456944264945131,30.02777777777777,-0.0844388065514762,-0.1412261884399561,-0.3613321143661898,-0.2424283576493804,30.025277777777777,-0.1088488118541078,0.3587505832887234,0.3404538348420628,0.0291304004827366,-0.0967189440836488
360,30.11083333333333,-0.1799842682696725,-0.1177704111945097,-0.0752279614095267,-0.0481448966445319,-0.2540320352496205,30.11111111111111,-0.0977584731060519,-0.1584855475998466,-0.3697732340066864,-0.2561228229600801,30.11111111111111,-0.1323407189298535,0.3409452900343899,0.3126600944118131,0.0088930695000396,-0.1292729590089936
361,30.194166666666664,-0.1913141153837244,-0.132850465634754,-0.108140530840231,-0.0607526052179614,-0.2642273718531951,30.194444444444443,-0.1045567891553198,-0.1765926781326635,-0.3848376470798581,-0.2740751224270958,30.194444444444443,-0.152665639420125,0.3246896459313512,0.2894636544227705,-0.0171905896302349,-0.1338559861859868
362,30.2775,-0.2075174780206355,-0.1441900307766552,-0.1285531662116182,-0.0778458255022494,-0.2760805088800854,30.27777777777777,-0.1138339362505481,-0.1921476444684032,-0.3973252770971669,-0.2918853320197094,30.27777777777777,-0.1738242688656248,0.3021825900472913,0.2674638659241241,-0.0409212913783802,-0.1568687098181896
363,30.36083333333333,-0.2219944840156039,-0.1563893164046048,-0.1478660085022591,-0.0922247527939291,-0.2929915200128918,30.36111111111111,-0.1297900969424258,-0.2049505125797282,-0.4108360509360653,-0.3045535291038784,30.36111111111111,-0.1984172987445009,0.2734230672266176,0.2452600832239152,-0.0700997460805013,-0.1869118099324833
364,30.444166666666664,-0.2379452619749354,-0.1664485332021876,-0.1566791984533575,-0.1108895826069315,-0.3053604800419683,30.444444444444443,-0.1384254547810606,-0.2160013499819701,-0.4217698988399934,-0.3190797924422323,30.444444444444443,-0.2264454164723559,0.2524100280904627,0.2298516638890333,-0.0891266599385154,-0.1965859623790674
365,30.5275,-0.2545699412760404,-0.1835678927521813,-0.1737928765687474,-0.1224405106725917,-0.316587464865423,30.52777777777777,-0.1461401943159809,-0.2315002257331275,-0.439926754418384,-0.3316642021940727,30.52777777777777,-0.2565093054022384,0.2341424290366853,0.2082379687452253,-0.105802735020153,-0.21529183883146
366,30.61083333333333,-0.2676686520674359,-0.1975476075365542,-0.1828071831148964,-0.1302777329396415,-0.3220725514891158,30.61111111111111,-0.1561345010961345,-0.2484472104338641,-0.4551065546466583,-0.3493068399153755,30.61111111111111,-0.2808096448246464,0.2220192322398713,0.1820183618770857,-0.1263286692589572,-0.2368301067864967
367,30.694166666666664,-0.2844415252687456,-0.2185878909364674,-0.1897222581209042,-0.1446014455742128,-0.3372158180266584,30.694444444444443,-0.1688085616698898,-0.263042376227512,-0.4761092398662276,-0.3674077885587878,30.694444444444443,-0.2999471099675264,0.2098394056513308,0.156992210628063,-0.1491051564542846,-0.2596014295643328
368,30.780277777777776,-0.3004886925706989,-0.2344889572322767,-0.2053382413785022,-0.155011844959839,-0.3512173436994196,30.77777777777777,-0.1861625635850324,-0.2802857968000711,-0.4893347537844932,-0.3763671324736312,30.77777777777777,-0.3237223719962764,0.201001922999099,0.1419588856004559,-0.1659328862713034,-0.2830064663084408
369,30.86361111111111,-0.310610286435131,-0.2444510216035267,-0.2176552724420532,-0.1677091276974537,-0.3660772088365182,30.863888888888887,-0.1937966953887714,-0.2899775473802066,-0.4991830434748476,-0.3943849574058994,30.86138888888889,-0.3319360980137423,0.1877057637879374,0.1217177606554166,-0.1874125442409945,-0.2968458719856124
370,30.946944444444444,-0.3222064400949835,-0.2584743001289569,-0.2268734906285534,-0.1736934906053884,-0.3761954948748266,30.94722222222222,-0.2033111466277326,-0.3071177047392519,-0.513254059376672,-0.4054613504982599,30.94722222222222,-0.3547889510602192,0.1685499132993334,0.1030682129129501,-0.2069448117601525,-0.3227202973859584
371,31.030277777777776,-0.3336772875543044,-0.2615590097864963,-0.2427930350176303,-0.1875651307193764,-0.3875722843589708,31.030555555555555,-0.2129061078479624,-0.3185063471912076,-0.5259477552953371,-0.410996400290053,31.030555555555555,-0.3742815901134514,0.1431333625914993,0.0832096227519104,-0.2261303660913836,-0.3412303891229055
372,31.11361111111111,-0.344422963588247,-0.2727053684532682,-0.2552140444515443,-0.1993242452925503,-0.3904076609413304,31.113888888888887,-0.2151817705949271,-0.3261435545927412,-0.5340640884022048,-0.4197901967172909,31.113888888888887,-0.380414670088632,0.1230551084993731,0.0707413738100051,-0.2545698803631087,-0.3653767896332016
373,31.196944444444444,-0.3546436037430702,-0.2839135949055894,-0.2777366575351869,-0.2037710317954438,-0.4005017093820383,31.19722222222222,-0.2171383274135134,-0.3364294083431867,-0.5442030192346254,-0.426642831112659,31.19722222222222,-0.3949888418384034,0.1015141536346191,0.0572628529837947,-0.2766640235695587,-0.3953601371769121
374,31.280277777777776,-0.3573393443361419,-0.2887839088189666,-0.2927610126360828,-0.2187056879159886,-0.4148545155489783,31.280555555555555,-0.2289759718480265,-0.347163991384545,-0.5477645116959411,-0.4397543962055176,31.280555555555555,-0.4136047521528581,0.0873095063856282,0.0467734504286896,-0.2966134605707805,-0.4115810658374209
375,31.36361111111111,-0.3689103224559328,-0.2941165307680988,-0.3062872478843872,-0.2283284115595191,-0.420666166417789,31.363888888888887,-0.2320948984421922,-0.3547473882014861,-0.5571485330554815,-0.4459249861218974,31.363888888888887,-0.4462630437595379,0.0656401809175139,0.0288725595589533,-0.311218852092631,-0.4390402055214297
376,31.446944444444444,-0.379356675962021,-0.3035116822268792,-0.3283155011728895,-0.2392394008487676,-0.4235367500718619,31.44722222222222,-0.2388953027391564,-0.3561796848213453,-0.5617550539485683,-0.4609546963845032,31.44722222222222,-0.4607643553234322,0.0513051971721171,0.0121595770477016,-0.3308808547267807,-0.4495381819589595
377,31.530277777777776,-0.3924785434850917,-0.308169585568392,-0.3574459101570096,-0.2486388541238662,-0.429866355702342,31.530555555555555,-0.2483773812814845,-0.3750609688141242,-0.5705840483765121,-0.4726436239127123,31.530555555555555,-0.4799093214469815,0.0369035808680052,0.0002339028269004,-0.3500001209307135,-0.4660756167033503
378,31.61638888888889,-0.4052760644269352,-0.3072904640649135,-0.3734786122547996,-0.2599269699423494,-0.4374550736081269,31.613888888888887,-0.2525413316111612,-0.3787913292924935,-0.5842354937066141,-0.473791867022576,31.613888888888887,-0.5018985726700737,0.0220343635004706,-0.01530505991263,-0.3647772990277247,-0.4956531271312581
379,31.69972222222222,-0.4127493789604465,-0.3144745418879119,-0.3734137446469441,-0.2821039470791491,-0.4427029951958676,31.7,-0.2569873522695908,-0.3813708569117904,-0.5885093706721654,-0.4795995254268179,31.6975,-0.5099327354700467,0.0100965823415287,-0.0284579047212191,-0.3916130332069242,-0.5540713264426596
380,31.78305555555556,-0.4208986280296295,-0.322922044108049,-0.3752514442767609,-0.2857699845265987,-0.4522102129799683,31.78333333333333,-0.2611156427975972,-0.3877996438700183,-0.5980056633724462,-0.4802667002348331,31.78333333333333,-0.5310124322616878,-0.0019107195600747,-0.0430252218903445,-0.4097079635232331,-0.5765308236608495
381,31.86638888888889,-0.4319239533495919,-0.3270331966951788,-0.3907918478501972,-0.2935252814944315,-0.4611768205825863,31.866666666666664,-0.2621264037354253,-0.3934777839078481,-0.6005243592727271,-0.4813934939526924,31.866666666666664,-0.5515382813972337,-0.0177884933788715,-0.0572075984526299,-0.4280627258973863,-0.5942322236324407
382,31.94972222222222,-0.4392254974065496,-0.3282082265183469,-0.4004350918358352,-0.2977700374097808,-0.4642029127336318,31.95,-0.261019836622739,-0.3904053723086185,-0.610065449204269,-0.4767800104831373,31.95,-0.5647108971663687,-0.025737684512668,-0.0648056181818499,-0.4494779521159296,-0.6093761270273643
383,32.03305555555556,-0.4360034034578239,-0.3318473613457909,-0.4115813124648879,-0.3105044519171796,-0.4684885852707672,32.03333333333333,-0.2617961439986222,-0.3907825058983343,-0.613828927364322,-0.4788263551255842,32.03333333333333,-0.5807308897962281,-0.039559232582543,-0.0766198615929256,-0.4671542698312243,-0.623363130338871
384,32.116388888888885,-0.4436578155318397,-0.3325508298449414,-0.4184306457312,-0.3275287248785603,-0.4830339351394097,32.11666666666667,-0.2702555294015782,-0.3914092830456679,-0.6204147913161262,-0.4859326345761203,32.11666666666667,-0.5925988654513958,-0.0504540714328504,-0.0830509059419257,-0.4822923025614427,-0.6395938258835274
385,32.19972222222222,-0.4479888784281314,-0.3311188615824209,-0.4291832273912485,-0.3326430563732576,-0.4826390603927294,32.2,-0.2819981973695293,-0.3946858036619591,-0.6254230419889126,-0.4826989569275078,32.2,-0.6067154262339051,-0.0648231291312203,-0.0956993252260685,-0.4904926696905699,-0.658868801801222
386,32.28305555555556,-0.4543967377173379,-0.3315516870240451,-0.4438391929641432,-0.333047646698004,-0.486904060191649,32.28333333333333,-0.2856243534398199,-0.4022121692012133,-0.6268536836779015,-0.4859254316691802,32.28333333333333,-0.6220811701832389,-0.0756673279685537,-0.1099656901837199,-0.5059559864684042,-0.6661886420551587
387,32.366388888888885,-0.4598815397412045,-0.3324495375348208,-0.4505986777316253,-0.3451426963669317,-0.495429034804844,32.36666666666667,-0.2913342041492117,-0.4151884826601048,-0.6303067240443028,-0.4890121696872446,32.36666666666667,-0.6340966912763275,-0.0821875844590289,-0.1208505682943923,-0.5132828640105561,-0.6795539264318614
388,32.4525,-0.4554434316125832,-0.3302126453789468,-0.4604618167380682,-0.3523284061115758,-0.5016140856087433,32.45,-0.2911279570338879,-0.4156148485779738,-0.6297821741153166,-0.4883592832644804,32.45,-0.6411625794275522,-0.0893848093400976,-0.1335545237787483,-0.5314739092984491,-0.6947652305411725
389,32.53583333333333,-0.4566825612154309,-0.3320412437198154,-0.4614287447904787,-0.3498049768808691,-0.5038593150875292,32.53611111111111,-0.2916058206294504,-0.4186913730368281,-0.6286800482841335,-0.4821668860803415,32.53361111111111,-0.6482794204887425,-0.1012599075724864,-0.1432781175985963,-0.5509297251793204,-0.7098231258162518
390,32.619166666666665,-0.458999077204811,-0.3327355666200104,-0.4658995964584932,-0.3569726098411443,-0.5077648268331367,32.61944444444444,-0.2955680044709211,-0.4184181636613426,-0.6316003643099333,-0.4858350932109541,32.61944444444444,-0.6732477962491781,-0.1104137783401944,-0.1478219074568955,-0.568650910366219,-0.725928179513579
391,32.7025,-0.4607931290068938,-0.335095849041309,-0.4708745060743826,-0.3640315063761355,-0.513530725545256,32.702777777777776,-0.290014719092742,-0.418195329618859,-0.6377431433178862,-0.4839640211291164,32.702777777777776,-0.6762682844355867,-0.1166473150504976,-0.1643864477977514,-0.5740380594380066,-0.705880954712951
392,32.78583333333333,-0.4654648668189542,-0.3373223268446786,-0.4693536077330481,-0.3625818680869762,-0.5133571170313271,32.78611111111111,-0.2909461760287742,-0.4186229816193867,-0.6311084097991522,-0.4805537877043003,32.78611111111111,-0.6953414587121471,-0.1229614053339446,-0.1751722898064185,-0.5730917628393577,-0.7090820103174837
