,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA1B1C1_rep2,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep1,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep5,6803_Wilde_WT_rep2,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_Wilde_WT_rep3,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_Wilde_WT_rep4
470,39.30833333333333,243.711477125381,231.08358735299004,235.62068524695525,230.09934539653153,241.0252026048069,236.08917506067482,259.7720868022073,273.1096253201408,219.61241440920594,231.3069475538216,227.1683455301614,236.8054295917361,227.89459682756436,250.41727309605324,245.20650934267456,219.77958872413708,227.30381547771063,231.48011502299326,232.8159992302949,239.63118149968906,250.4527881999132,563.8271122888312,231.4268631377004,220.19605846216825,228.7278262426862,239.4213229623649,233.6730888706075,228.93640036818897,252.28378573993604,285.90591731240215,232.22743148173672,259.8792400817316,236.75933655237617,236.50973457524157,236.52597727102213,235.4836572056355,549.3219583578763,230.28039642205437,217.48233740174226,233.7275515805888,244.75208557173693,261.0163088344072,265.3574272116829,604.2282557397733
471,39.391666666666666,243.9130331577507,231.28464626783335,235.84094917070962,230.30289330661134,241.237186631979,236.28662229299175,259.98707676405934,273.30499350089406,219.80834632191022,231.51073632015158,227.36488703283658,237.017988265564,228.08444229276557,250.62701573481473,245.41467316242301,219.97213687586242,227.50741032192923,231.67653305716755,233.00931771151522,239.8360191010831,250.6583798159162,564.8428756118301,231.62858503906628,220.39141442899808,228.9212447772747,239.6405995543035,233.87734280166464,229.14275454918487,252.4963430031706,286.2852171458825,232.42853151054373,260.0904917216228,236.95044878447496,236.70487729792634,236.72362333761885,235.66886544014804,549.6750521735214,230.48101819743312,217.6744618973886,233.9119812610448,244.939314717782,261.20801425069976,265.5888539342964,604.0320076514973
472,39.475,244.11468434040356,231.4859709604544,236.06155359216825,230.50674217060475,241.44950314839548,236.4843723256772,260.2021096918228,273.50044688561707,220.0045427592858,231.7147971998515,227.56170854143295,237.23085301561156,228.2745658459557,250.83681023717304,245.6228216889427,220.16492501592506,227.71126755228073,231.87321185021392,233.20290677643771,240.04112355265886,250.8640416582296,565.8570651290993,231.83037986800497,220.5870200339432,229.11494927424258,239.86010593127108,234.08189800894556,229.34946024309681,252.70896078667147,286.6712445130106,232.62971422441592,260.30198338367273,237.14189467608134,236.90031942541628,236.92156060365835,235.85437112642046,550.0243483955805,230.6818742774419,217.86689661394303,234.09666626265314,245.12677455552253,261.4000037756647,265.8204289420989,603.8358487828453
473,39.55833333333333,244.31643066631239,231.68756178590667,236.2824984370706,230.7108922420202,241.662152386391,236.6824254181248,260.41718512208524,273.6959854232668,220.20100404022952,231.9191301698101,227.7588102744541,237.44402376213932,228.464967715157,251.04665610968394,245.83095451503718,220.3579534388195,227.91538711988733,232.07015169491507,233.39676655564415,240.24649472993667,251.0697733267993,566.8696801176603,232.0322475762176,220.78287557474988,229.30893997615624,240.0798418138096,234.28675466160757,229.5565175715212,252.9216385698002,287.06402346804543,232.8309796181182,260.51371475243553,237.33367464402272,237.0960613735621,237.11978924714933,236.0401746257803,550.369850802025,230.88296459006142,218.0596417135587,234.28160687100262,245.31446546565417,261.59227763647795,266.05215156121426,603.6397982729399
474,39.641666666666666,244.51827213662966,231.8894190955985,236.50378362765474,230.9153437702319,241.87513457257222,236.88078182545127,260.63230259586624,273.8916090709756,220.39773047993663,232.1237352053863,227.95619244622694,237.65750041745778,228.65564812444535,251.25655286332358,246.03907124278112,220.55122243562198,228.1197689743762,232.26735288008388,233.59089717640575,240.45213250412638,251.27557442601977,567.8807200181924,232.2341881241693,220.9789813456257,229.50321712151938,240.2998069169372,234.4919129247078,229.76392664996015,253.13437583681537,287.46357788028104,233.03232769466584,260.72568551183025,237.5257890993498,237.2921035529663,237.31830944216227,236.22627629519943,550.7115632818823,231.08428906078953,218.25269735465946,234.46680336842326,245.50238782672236,261.78483605647625,266.28402111868144,603.4438751779039
475,39.725,244.72020876068768,232.09154323729308,236.7254090826576,231.12009700047992,242.08844992781763,237.07944179849648,260.8474616586175,274.08731779405105,220.59472238990122,232.3286122804093,228.15385526690162,237.8712828859274,228.84660729395034,251.46650001348843,246.24717148352028,220.74473229399086,228.32441306387983,232.46481569056317,233.78529876268328,240.65803674212745,251.48144456473398,568.8901844350307,232.43620148108926,221.17533763723958,229.6977809447732,240.52000095014836,234.69737295920334,229.97168758782138,253.34717207687217,287.8699314340465,233.23375846532437,260.93789534514093,237.7182384473365,237.48844636898335,237.51712135882923,236.41267648729382,551.0494898352351,231.28584761264116,218.44606369193988,234.65225603398613,245.6905420151223,261.9776792551573,266.5160369424539,603.2480984708654
476,39.80833333333333,244.92224055599848,232.29393455510848,236.9473747173146,231.32515217387007,242.30209866727756,237.27840558382346,261.062661860223,274.2831115659759,220.79198007791592,232.53376136717833,228.3517989424517,238.08537106395863,229.03784543985506,251.67649707999527,246.4552548578715,220.93848329816626,228.52931933503592,232.6625404072259,233.9799714351269,240.86420730652884,251.68738335623343,569.898073136168,232.63828762497067,221.37194473672173,229.89263167629628,240.74042361741377,234.90313492195105,230.17980048841804,253.56002678402268,288.28310762870706,233.43527194960961,261.1503439350166,237.91102308748012,237.68509022171946,237.716225163344,236.59937555032366,551.3836345732219,231.48764016614834,218.6397408763653,234.83796514350348,245.87892840509906,262.17080744817986,266.7481983614001,603.0524870419534
477,39.891666666666666,245.12436754825376,232.49659338951773,237.16968044336005,231.53050952737402,242.5160810003743,237.4776734237185,261.2779027549988,274.4789903684083,220.98950384807208,232.739182436463,228.55002367467404,238.2997648400118,229.22936277439624,251.88654358708126,246.6633209957227,221.1324757289703,228.7344877329873,232.86052730697506,234.17491531107638,241.07064405560902,251.8933904182582,570.904386053254,232.8404465425707,221.5688029276638,230.08776954240477,240.96107461718043,235.10919896570775,230.38826544896904,253.77293945721573,288.7031297786641,233.63686817528765,261.3630309634715,238.1041434135011,237.8820355060327,237.9156210179619,236.78637382819352,551.714001718037,231.68966663936018,218.83372905517177,235.02393096952878,246.0675473687475,262.36422084736347,266.98050470530325,602.8570596982994
478,39.975,245.32658977132513,232.69952007734864,237.3923261690268,231.73616929382928,242.73039713080198,237.67724555619094,261.4931839016931,274.6749541911814,221.18729400075958,232.94487545750303,228.74852966118874,238.5144640945973,229.4211595058643,252.09663906340393,246.87136953623295,221.32670986380703,228.93991820138197,233.05877666274375,234.37013050456085,241.2773468433361,252.09946537299692,571.9091232815956,233.0426782294105,221.76591249011867,230.28319476535216,241.18195364237158,235.31556523913002,230.59708256059866,253.98590960029696,289.13002101335417,233.8385471783749,261.5759561118844,238.29759981334323,238.07928261153307,238.11530908100008,236.9736716604519,552.0405956029308,231.89192694784288,219.02802837186607,235.21015378135655,246.25639927601225,262.55791966068875,267.21295530486105,602.6618351640388
479,40.05861111111111,245.52890726726386,232.902714951784,237.6153117990465,231.94213170193913,242.94504725652655,237.87712221497344,261.70850486348616,274.87100303230403,221.38535083266703,233.15084039800834,228.94731709543933,238.7294687002754,229.61323583860312,252.3067830420411,247.07940012783237,221.52118597666228,229.14561068237316,233.25728874349517,234.56561712629897,241.48431551936756,252.30560784708663,572.9122850801564,233.24498268977536,221.96327370060058,230.47890756332947,241.40306038038676,235.52223388677436,230.80625190833695,254.19893672200874,289.56380427724866,234.04030900313808,261.78911906099955,238.49139266917362,238.2768319225823,238.3152895068372,237.16126938229178,552.3634206722088,232.09442100467976,219.22263896622576,235.3966338450225,246.4454844946879,262.7519040922972,267.44554949168634,602.4668320803089
480,40.144444444444446,245.73132008630094,233.10617834236137,237.83863723464947,232.14839697627266,243.16003156978593,238.07730362952162,261.9238652079905,275.0671368979598,221.5836746367817,233.357077224159,229.1463861666926,238.94477852165636,229.80559197301037,252.516975060491,247.2874124282222,221.715904338104,229.35156511661933,233.4560638142225,234.7613752836989,241.69154992905064,252.51181747161309,573.9138718715574,233.4473599367144,222.16088683208517,230.6749081504651,241.6243945131018,235.72920504909717,231.0157735711194,254.4120203359903,290.004502329856,234.2421537020941,262.0025194909259,238.68552235738255,238.474683818294,238.51556244591364,237.34916732455022,552.6824814812327,232.2971487204711,219.41756097429902,235.58337142330353,246.63480339041854,262.9461743424912,267.6782865983065,602.2720690052496
481,40.227777777777774,245.9338282868472,233.30991057497332,238.06230237356465,232.3549653372648,243.37535025708993,238.2777900250145,262.13926450725086,275.26335580250793,221.7822657023894,233.5635859006054,229.34573706003866,239.1603934154005,229.99822810553724,252.72721466067213,247.4954061043748,221.9108652152819,229.55778144328403,233.65510213594897,234.95740508085822,241.89904991342195,252.71809388211042,574.9138842420764,233.6498099920409,222.3587521540093,230.8711967368249,241.84595571686876,235.93647886245463,231.22564762178715,254.62515996077764,290.4521377457186,234.44408133601024,262.2161570811376,238.87998924858366,238.67283867253371,238.71612804473145,237.5373658137085,552.9977826964194,232.5001100033345,219.61279452840495,235.7703667757176,246.82435632669848,263.1407306077342,267.91116595816374,602.0775644140036
482,40.31111111111111,246.13643193549314,233.51391197186717,238.28630711001978,232.56183700121625,243.59100349922016,238.4785816223541,262.3547023377439,275.4596597684827,221.98112431507465,233.77036639046804,229.5453699563909,239.37631323021793,230.19114442868857,252.93750138892335,247.70338083253358,222.10606887192768,229.76425960003604,233.854403965728,235.15370661856406,242.10681530920772,252.9244367185614,575.912322941648,233.85233288633205,222.55686993227133,231.06777352841232,242.067743662516,236.14405545910282,231.43587412708683,254.8383551198035,290.906732914416,234.64609197390405,262.43003151047355,239.07479370761382,238.8712968539187,238.91698644585426,237.7258651718921,553.3093290952424,232.70330475890447,219.80833975713318,235.95762015852392,247.01414366487145,263.33557308065053,268.14418690561513,601.8833366987161
483,40.394444444444446,246.3391311070091,233.71818285164525,238.51065133474128,232.7690121802936,243.80699147123016,238.67967863816568,262.5701782803786,275.65604882659375,222.18025075672062,233.9774186553376,229.7452850324862,239.59253780686888,230.3843411310228,253.14783479600396,247.91133629821303,222.3015155683549,229.97099952304941,234.05396955664304,235.35027999429298,242.3148459488237,253.13084562539728,576.9091888838642,234.05492865892913,222.75524042923078,231.264638727168,242.28975801534813,236.3519349671977,231.6464531476708,255.0516053413975,291.3683100405626,234.84818569304338,262.64414245713795,239.26993609353315,239.07005872581811,239.11813778790753,237.91466571687084,553.6171255662302,232.90673289033262,220.00419678534422,236.14513182472274,247.2041657641313,263.53070195002545,268.37734877593226,601.6894041685352
484,40.477777777777774,246.54192588434506,233.92272352926472,238.73533493495418,232.97649108252915,244.02331434244533,238.8810812847977,262.785691920496,275.85252301572586,222.37964530550914,234.184742655275,229.94548246088453,239.8090669781634,230.577818397152,253.3582144370935,248.1192721961988,222.4972055614591,230.17800114700322,234.25379915780746,235.54712530221104,242.5231416603752,253.33732025149789,577.9044831459739,234.25759735793736,222.95386390370862,231.46179253097023,242.51199843514598,236.56011751079507,231.8573847380968,255.26491015878597,291.83689114380877,235.0503625789463,262.85848959869963,239.46541675962513,239.26912464635296,239.31958220557812,238.1037677620585,553.9211771089674,233.11039429828776,220.20036573416922,236.3329020240555,247.39442298152142,263.7261174008051,268.6106509053018,601.4957850496112
485,40.56111111111111,246.74481635863089,234.12753431603753,238.96035779438228,233.1842739118211,244.23997227646296,239.08278977032163,263.0012428478694,276.0490823829393,222.57930823592062,234.39233834881134,230.1459624099693,240.02590056896162,230.77157640774183,253.56863987179185,248.32718823054762,222.69313910471777,230.3852644050819,234.45389301436498,235.74424263317377,242.73170226765703,253.54386025019156,578.8982069688827,234.46033904022596,223.15274061098717,231.6592351336347,242.73446457616683,236.76860320985062,232.0686689468283,255.47826911009204,292.31249805883965,235.25262272538123,263.0730726120928,239.66123605339644,239.4684949683961,239.52131982961475,238.2931716165134,554.2214888340941,233.31428888095564,220.39684672101018,236.52093100300485,247.58491567193528,263.9218196140967,268.844092630825,601.3024974850972
486,40.644444444444446,246.94780262917612,234.33261551963065,239.18571979324804,233.3923608679334,244.45696543115224,239.28480429853232,263.216830656704,276.2457269834693,222.77923981873408,234.60020569294795,230.3467250439472,240.24303839617357,230.9656153395116,253.77911066411932,248.53508411458733,222.8893164481902,230.59278922897494,234.6542513674891,235.9416320747262,242.94052759015358,253.75046527925514,579.8903617571538,234.66315377142826,223.35187080280997,231.85696672491454,242.95715608714406,236.97739218021988,232.28030581623426,255.69168173833566,292.7951524353765,235.45496623436688,263.28789117361634,239.85739431657706,239.66817003957226,239.72335078682778,238.48287758493774,554.5180659633061,233.51841653403926,220.59363985953968,236.70921900479453,247.7756441881159,264.11780876716836,269.0776732905179,601.1095595351497
487,40.727777777777774,247.15088480347,234.5379674440659,239.41142080827268,233.6007521464959,244.67429395865423,239.4871250689477,263.4324549456375,276.4424568807265,222.97944032102734,234.8083446431563,230.5477705228483,240.46048026875928,231.15993536523422,253.9896263825165,248.74295957091675,223.08573783851762,230.80057554887713,234.8548744543836,236.13929371110282,243.14961744303878,253.9571350009141,580.8809490790072,234.8660416259415,223.55125472738195,232.05498749050028,243.18007261128736,237.18648453365824,232.4922953825892,255.90514759143358,293.2848757381771,235.6573932161722,263.50294495893434,240.05389188512024,239.8681502022579,239.92567520008913,238.6728859676782,554.8109138293554,233.72277715075856,220.7907452597011,236.8977662693894,247.9666088806563,264.31408503344903,269.3113922233114,600.9169891769263
488,40.81111111111111,247.35406299718167,234.74359038971994,239.637460712676,233.80944793900412,244.89195800538184,239.68975227680883,263.64811531773944,276.6392721462969,223.17991000617667,235.0167551533781,230.74909900252595,240.6782259877287,231.35453665373618,254.20018659984433,248.95081433140604,223.28240351892325,231.00862329348834,235.0557625082822,236.33722762322762,243.3589716371761,254.1638690818423,581.8699706663197,235.06900268692698,223.7508926293695,232.25329761202,243.40321378628272,237.39588037782096,232.70463767607333,256.1186662221993,293.78168924703357,235.85990378931652,263.71823364307585,240.25072908920248,240.06843579358147,240.1282931883324,238.86319706072555,555.100037876049,233.92737062185068,220.98816302770868,237.08657303349554,248.15781009799923,264.5106485825288,269.54524876905094,600.7248043045889
489,40.89472222222222,247.55733733415985,234.94948465332436,239.86383937617657,234.01844843281955,245.10995771201985,239.89268611308,263.8638113805117,276.8361728599415,223.38064913385716,235.22543717602525,230.95071063465676,240.89627534614178,231.54941936989766,254.41079089338413,249.15864813719617,223.4793137292122,231.2169323900137,235.25691575844874,236.53543388871404,243.56858997911854,254.3706671931623,582.8574284146249,235.27203704630998,223.95078474990015,232.4518972670391,243.62657924429243,237.60557981626317,232.91733272077232,256.332237188343,294.28561405677306,236.0624980805693,263.9337569004348,240.44790625322364,240.26902714542317,240.33120486655295,239.05381115571475,555.3854436582504,234.1321968355698,221.18589326604717,237.27563953056008,248.34924818643725,264.7074995801585,269.77924226849706,600.5330227293007
490,40.980555555555554,247.7607079464332,235.15565052796555,240.09055666499168,234.2277538111694,245.328293213525,240.09592676444862,264.07954274588815,277.03315910959674,223.58165796004238,235.43439066197982,231.15260556674076,241.11462812910838,231.74458367465243,254.62143884483754,249.36646073869937,223.67646870577147,231.42550276416353,235.45833443017716,236.733912581865,243.77847227110863,254.5775290104451,583.8433243831146,235.4751448047798,224.15093132656287,232.65078662906058,243.85016861195493,237.81558294843987,233.1303805346775,256.545860052472,294.79667107726095,236.26517622495044,264.14951440477023,240.64542369580673,240.46992458441503,240.53441034580766,239.24472853992503,555.6671368418783,234.33725567768724,221.38393607347217,237.46496599077145,248.5409234901128,264.9046381882501,270.0133720633248,600.3416621792283
491,41.06388888888889,247.96417497420993,235.36208830308487,240.31761244183724,234.4373642531467,245.54696463912586,240.29947441332527,264.2953090302349,277.2302309913743,223.78293673700466,235.64361556059413,231.35478394210122,241.3332841137884,231.94002972498785,254.83213004032655,249.574251895599,223.87386868157,231.63433434015332,235.66001874479133,236.93266377367303,243.98861831107845,254.78445421371023,584.827660794636,235.67832607178974,224.35133259340796,232.84996586752482,244.07398151038512,238.0258898697059,233.34378112968565,256.75953438209,295.314881033396,236.46793836573008,264.3655058292062,240.84328172979818,240.67112843194104,240.7379097332152,239.43594949627985,555.9451232039075,234.54254703149132,221.58229154501007,237.65455264105907,248.73283635101794,265.1020645648763,270.2476374961242,600.1507402995406
492,41.14722222222222,248.1677385658782,235.56879826447857,240.54500656592793,234.64727993371034,245.76597211232283,240.5033292378438,264.5111098543502,277.4273886095611,223.98448571331488,235.85311181969064,231.55724589988478,241.55224306939166,232.1357576739449,255.0428640703935,249.7820213768494,224.07151388615864,231.8434270407037,235.86196891964545,237.13168753181986,244.19902789264967,254.99144248742581,585.8104400356947,235.88158096555713,224.55198878094706,233.04943514780956,244.298017555174,238.23650067131598,233.55753451159927,256.9732597495977,295.84026446511245,236.67078465442856,264.58173084623166,241.04148066226756,240.87263900413694,240.94170313195573,239.62747430334676,556.2194086323682,234.74807077778752,221.78095977195784,237.84439970509362,248.92498710899477,265.2997788642708,270.48203791039975,599.9602746524093
493,41.230555555555554,248.37139887800578,235.77578069429765,240.77273889297706,234.85750102368496,245.9853157508883,240.7074914118611,264.7269448434645,277.62463207661926,224.18630513384267,236.06287938556204,231.75999157506138,241.77150475717792,232.3317676706182,255.25364053000106,249.9897689606761,224.26940454567017,232.05278078704058,236.0641851681235,237.330983920677,244.40970080513347,255.19849352050846,586.7916646564527,236.0849096130633,224.7529001161531,233.24919463123013,244.5222763563889,238.44741544042466,233.77164068012632,257.1870357322926,296.3728417273819,236.87371525081667,264.7981891277006,241.24002079450776,241.0744566118903,241.14579064127122,239.8193032353377,556.4899991263464,234.95382679489836,221.97994084188338,238.03450740328685,249.1173761017351,265.4977812368284,270.716572650571,599.7702827170089
494,41.31388888888889,248.57515607534023,235.98303587104817,241.00080927519667,235.068027689761,246.20499566686644,240.9119611049573,264.9428136272402,277.8219615131861,224.38839523975622,236.2729182029712,231.9630210984243,241.99106893045695,232.52805986015602,255.46445901853224,250.19749443457567,224.4675408828192,232.262395498895,236.26666769963967,237.53055300130526,244.6206368335305,255.40560700632332,587.7713373707287,236.2883121500536,224.95406682246045,233.44924447503922,244.74675751857345,238.65863426008647,233.98609962888042,257.40086191236895,296.9126329902099,237.07673032291532,265.014880344832,241.43890242203497,241.2765815608406,241.35017235646527,240.0114365621087,556.756900795984,235.1598149586635,222.1792348386251,238.22487595279168,249.31000366478045,265.69607182910465,270.95124106197215,599.5807818895162
495,41.39722222222222,248.77901033080894,236.19056406959095,241.2292175612975,235.27886009449483,246.42501196657338,241.11673848243566,265.158715839772,278.0193770480746,224.59075626852237,236.4832282151512,232.16633459659005,242.21093533458844,232.72463438376013,255.67531913979042,250.40519759531583,224.66592311690243,232.47227109450324,236.46941671963822,237.730394831455,244.8318357585311,255.6127826426841,588.7494610559992,236.49178872103732,225.1554891197647,233.64958483242702,244.97146064074755,238.8701572092556,234.20091134538072,257.61473787691773,297.459658238638,237.27983004699587,265.2318041682099,241.6381258345886,241.47901415137915,241.55484836890304,240.20387454916005,557.0201198624786,235.3660351424397,222.37884184229233,238.41550556750224,249.50287013152234,265.89465078381625,271.18604249085223,599.3917894831104
496,41.480555555555554,248.9829618255189,236.39836556114176,241.45796359648895,235.48999839630852,246.64536475059708,241.32182370532269,265.3746511195868,278.2168788182724,224.79338845390666,236.69380936380531,232.36993219199854,242.43110370698207,232.92149137868603,255.88622050199933,250.61287824893532,224.8645514637983,232.6824074906067,236.6724324295935,237.930509465566,245.04329735651498,255.82002013185303,589.726038753397,236.6953394792879,225.35716722442277,233.85021585252116,245.19638531640732,239.0819843627863,234.41607581105194,257.82866321792676,298.0139372727451,237.48301460757978,265.44896026778326,241.83769131613147,241.68175467864904,241.75981876601148,240.39661745763618,557.2796626580835,235.57248721710073,222.57876192926506,238.60639645805372,249.695975833202,266.09351823984053,271.420976284375,599.2033227279742
497,41.56388888888889,249.18701074875702,236.60644061327116,241.68704722247915,235.70144274949,246.8660541137974,241.5272169303679,265.59061910964357,278.4144669689428,224.99629202597316,236.904661589107,232.57381400291302,242.6515737770975,233.11863097824278,256.09716271780303,250.82053621074405,225.06342613596732,232.892804602452,236.87571502700985,238.1308969547676,245.25502139955154,256.02731918054087,590.7010736677125,236.89896458684265,225.55910134925307,234.05113768038672,245.4215311335252,239.2941157914326,234.6315930012244,258.0426375322807,298.5754897076424,237.68628419743897,265.66634831286615,242.03759914484948,241.88480343254528,241.96508363127907,240.5896655443259,557.5355356261077,235.77917105103757,222.778995172194,238.7975488318225,249.88932109891044,266.29267433221605,271.6560417906189,599.015398771292
498,41.64722222222222,249.39115729798985,236.8147894899047,241.9164682774749,235.91319330419304,247.08708014530603,241.7329183100442,265.80661945733334,278.61214165342426,225.1994672110847,237.11578482969998,232.77798014342005,242.87234526644426,233.3160533117931,256.3081454042658,251.02817130532299,225.26254734245177,233.10346234379097,237.07926470542174,238.33155734687855,245.46700765539964,256.234679499907,591.6745691673925,237.1026642145029,225.76129170353516,234.25235045702615,245.64689767454993,239.50655156184834,234.84746288513398,258.2566604217609,299.1443349734793,237.88963901759558,265.8839679721374,242.23784959315194,242.08816069771473,242.17064304425605,240.78301906166203,557.7877453209157,235.98608651015812,222.9795416400006,238.9889628929261,250.0829062555885,266.4921191921422,271.89123835857725,598.828034677252
499,41.73083333333333,249.5954016788637,237.0234124513228,242.14622659618172,236.1252502064371,247.30844292852663,241.9389279925475,266.02265181447945,278.80990303323046,225.40291423190268,237.32717902269803,232.98243072342936,243.093417888582,233.51375850475324,256.51916818287265,251.23578336652423,225.46191528887596,233.31438062688062,237.28308165439364,238.53249068640713,245.6792558875077,256.44210080555905,592.6465287845417,237.30643854183413,225.96373849301008,234.45385431937945,245.87248451640642,239.7192917365873,235.06368542592213,258.4707314930456,299.7204923154404,238.09307927732198,266.10181891364095,242.4384429276714,242.29182675355602,242.37649708055426,240.97667825772174,558.0362984079285,236.19323345788754,223.18040139787706,239.18063884222323,250.27673162802688,266.6918529469792,272.1265653381582,598.6412474270438
500,41.81666666666666,249.79974410520472,237.23230975416067,242.3763220098038,236.3376135981076,247.5301425411347,242.1452461217969,266.2387158373373,279.00775127805036,225.60663330738717,237.53884410368528,233.18716584867423,243.31479134912016,233.71174667859316,256.7302306795284,251.4433722374709,225.66153017744602,233.5255593624831,237.48716605952023,238.7336970145511,245.89176585501372,256.6495828175536,593.6169562149205,237.51028775716568,226.1664419198801,234.65564940032408,246.09829123049593,239.93233637410316,235.28026058063588,258.6848503577097,300.30398079374504,238.29660519414094,266.319900804786,242.63937940926363,242.4958018742197,242.58264581184721,241.17064337622637,558.2812016636217,236.400611755168,223.38157450728636,239.37257687731366,250.47079753886607,266.89187572024855,272.3620220801845,598.4550539188601
501,41.9,250.0041847990187,237.44148165140848,242.60675434604403,236.55028361695568,247.7521790550776,242.35187283743474,266.4548111865943,279.2056865657481,225.8106246527969,237.75078000671598,233.39218562071107,243.53646534571826,233.91001795083642,256.9413325245587,251.65093777055733,225.8613922069501,233.73699845986584,237.69151810242607,238.93517636919762,246.10453731274515,256.8571252603955,594.585855317948,237.71421205759097,226.36940218280893,234.85773582867483,246.324317382696,240.1456855287493,235.49718830022786,258.8990166322251,300.8948192836484,238.50021699382538,266.53821331234633,242.84065929300777,242.7000863286081,242.7890893058701,241.3649146565415,558.522461975528,236.60822126045875,223.58306102596205,239.56477719253837,250.66510430859628,267.0921876316323,272.5976079363938,598.2694709678964
502,41.98333333333333,250.20872399049125,237.65092839241126,242.837523429104,236.76326039659835,247.97455253657455,242.55880827482648,266.67093752737037,279.4037090823633,226.01488847968912,237.96298666431454,233.59749013691976,243.75843956808578,234.10857243506015,257.15247335270925,251.85847982744886,226.06150157275823,233.94869782680138,237.89613796076594,239.1369287849235,246.3175700112191,257.0647278630382,595.5532301166987,237.91821164896734,226.57261947692152,235.06011372918408,246.5505625333604,240.3593392507792,235.71446852955626,259.1132299379602,301.4930264754421,238.70391491039865,266.75675610246105,243.04228282820623,242.90468038037542,242.99582762641973,241.55949233367681,558.7600863422344,236.81606182973616,223.7848610079086,239.7572399789795,250.85965225555768,267.29278879697364,272.83332225943843,598.0845153063508
503,42.06666666666666,250.41336191798774,237.86065022286894,243.06862907968406,236.9765440665184,248.1972630461167,242.76605256506073,266.88709452921717,279.6018190221106,226.21942499591992,238.17546400747568,233.80307949050336,243.98071369798205,234.30741024089514,257.3636528031461,252.06599827908195,226.26185846682228,234.1606573695675,238.10102580822462,239.3389542929948,246.5308636966421,257.2723903588836,596.5190847979054,238.1222867459163,226.7760939938042,235.26278322254154,246.77702623731915,240.57329758634594,235.93210120738476,259.32748990118046,302.098620874453,238.90769918613432,266.97552884063396,243.24425025838454,243.10958428792776,243.20286083335458,241.75437663828637,558.9940818733847,237.0241333164937,223.98697450340114,239.94996542446032,251.0544416959401,267.4936793282767,273.0691644028855,597.9002035834237
504,42.15,250.61809882805326,238.07064738483632,243.3000711149831,237.19013475206438,248.4203106384671,242.97360583494932,267.1032818661188,279.80001658737996,226.4242344056439,238.3882119656642,234.00895377048835,244.20328740921653,234.50653147402576,257.5748705194559,252.27349300566414,226.46246307767615,234.3728769929471,238.30618181451698,239.54125292136723,246.74441811091032,257.48011248578234,597.4834237119571,238.3264375718232,226.97982592150464,235.46574442537445,247.0037080438786,240.7875605775027,236.1500862663828,259.5417961530479,302.7116208010426,239.11157007155623,267.1945311917341,243.44656182129168,243.314798304423,243.41018898259478,241.94956779666833,559.224455789678,237.23243557174186,224.1894015589855,240.1429537135452,251.2494729437833,267.6948593337065,273.3051337212171,597.7165523653189
505,42.23333333333333,250.82293497541264,238.28092011672305,243.5318493486988,237.4040325744508,248.6436953626606,243.18146820702725,267.3194992164913,279.99830198873667,226.6293169093143,238.60123046681514,234.21511306172442,244.4261603676485,234.70593623619004,257.7861261496453,252.4809638966741,226.6633155904356,234.58535660022835,238.5116061453879,239.74382469468597,246.9582329916094,257.6878939860334,598.4462513729002,238.53066435883756,227.18381544453183,235.6689974502475,247.2306074968214,241.00212826220232,236.3684236331252,259.7561483296216,303.33204439060876,239.3155278254385,267.41376281999544,243.64921774889984,243.52032267777088,243.61781212612217,242.14506603076515,559.4512154228693,237.44096844400832,224.3921422174783,240.33620502753973,251.4447463109768,267.896328917589,273.54122956982974,597.5335781352417
