,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA1B1C1_rep2,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep1,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep5,6803_Wilde_WT_rep2,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_Wilde_WT_rep3,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_Wilde_WT_rep4
327,27.35,216.0207047300612,204.8257123255984,207.60206631810445,203.8893670242916,213.91513215954865,210.76508507582952,229.7820167682562,246.2231307721833,194.0917701828605,204.95054718476382,201.761250837119,209.4561781719525,203.42473467098728,221.2839114598027,215.65266017887356,194.50748515702534,200.88845244392166,205.85929979884057,207.83227168169333,213.0705454719019,222.05612269304785,405.70147946271857,203.51471720537558,194.61798300773293,203.81874216426053,210.46937427722236,207.40806297460531,202.87571989329234,222.85924879748572,285.60269907812943,204.47391501642824,232.28696811784357,212.55328802417685,211.38472639826492,211.1006594135688,211.80251402210862,459.86665028950597,203.99462344168688,193.05413723844785,209.78158010821292,220.12501425314835,236.3448332865228,234.14211355072194,622.1783926899136
328,27.433333333333334,216.20451134734344,204.99423460487634,207.77461687300513,204.0545459842951,214.0848128846585,210.92403089339743,229.98388569634753,246.40172091246063,194.2550003723012,205.11594707683756,201.92207968961932,209.62810320548198,203.57912514950007,221.47895736193723,215.85420476711008,194.6704480660537,201.05476670193622,206.0234194021508,207.9898886105026,213.23808691110972,222.2453392206266,406.8534109402874,203.70115185740582,194.7824673000221,203.97578722886044,210.65566313750628,207.57301644139744,203.0360925147716,223.0553543325509,285.3596699248103,204.65903150812255,232.46096476098467,212.70385333145168,211.54394752475946,211.2604566151873,211.95107449768344,460.7464322056917,204.16223374015135,193.20542550499658,209.93406102147003,220.28424414973097,236.5001606342236,234.34494203875187,622.2077453984449
329,27.516944444444444,216.3884983385382,205.16293435915745,207.94748249543076,204.2199470809171,214.25473389842548,211.0831983838089,230.18590949171474,246.58048772828866,194.41841137499503,205.28160663633957,202.08311429891717,209.80026386438874,203.73372047685035,221.67417120206608,216.05588774642257,194.8335736581319,201.22133494505027,206.18771702198575,208.14772336470892,213.40586862061357,222.4347289843709,408.005557010713,203.88775657798146,194.9471222186316,204.13304174083765,210.84216487302228,207.7382047799099,203.19673651266336,223.25164525649907,285.11802415280204,204.8443163784478,232.63523999705438,212.85463321474737,211.70335455440014,211.4204790118146,212.0998359079896,461.62301970822455,204.33006307795645,193.35696240802844,210.0867228635385,220.44362816017224,236.65570007750534,234.5480245946968,622.2335958913718
330,27.602777777777774,216.5726645269136,205.33181246474697,208.12066361180743,204.38557115885482,214.42489625230542,211.24258841804425,230.38808705714848,246.75942999956283,194.58200403913287,205.44752605892043,202.24435548078156,209.97266120578877,203.88852144539322,221.8695518546357,216.2577073838478,194.99686271654028,201.3881573381439,206.3521935188283,208.30577654829844,213.57389109232935,222.62429094808613,409.15789354806344,204.07453006555042,195.11194856733658,204.29050652370327,211.02887999420534,207.90362874561956,203.35765288006692,223.44812034845114,284.87781226627146,205.02976844237784,232.80979360141225,213.00562891696302,211.86294865352383,211.58072734464247,212.24879923723222,462.4964006941058,204.49811173813902,193.50874864298163,210.23956638602297,220.60316697264506,236.81145239252922,234.75136041386884,622.2559751764385
331,27.68611111111111,216.7570087439175,205.5008697943051,208.29416064505992,204.55141905867126,214.59530099202604,211.40220186280695,230.5904172998715,246.93854651435373,194.7457792092044,205.6137055387009,202.4058040468049,210.14529627884784,204.04352884353744,222.06509819851283,216.45966195569346,195.16031602114106,201.5552340446024,206.51684974919152,208.46404876194674,213.7421548138624,222.81402408002614,410.31039659006325,204.2614710273245,195.27694714637357,204.44818239690576,211.21580900596686,208.06928908990312,203.5188426039872,223.64477839242477,284.63908458442074,205.2153865231369,232.9846253487829,213.15684167522113,212.02273098321933,211.7412023509244,212.39796546526065,463.36656317139256,204.6663800012531,193.66078490156517,210.39259233726924,220.76286127317212,236.96741835161743,234.95494869249472,622.2749141783921
332,27.76944444444444,216.94152982917754,205.67010721684684,208.46797401461174,204.71749161679526,214.765949157587,211.56203958052367,230.79289913153872,247.11783606890737,194.90973772599781,205.78014526827195,202.56746080440277,210.3181701247818,204.19874345574542,222.26080911698455,216.66174974753852,195.3239343483784,201.72256522631614,206.6816865656185,208.62254060301885,213.91066026850774,223.00392735289333,411.4630423380943,204.44857817927962,195.44211875244042,204.60607017583112,211.4029524076943,208.23518656003725,203.68030666533463,223.84161817733445,284.40189124148736,205.4011694521995,233.15973501325595,213.30827272086742,212.18270269932728,211.90190476397555,212.5473355675685,464.23349525919764,204.83486814536968,193.81307187175872,210.54580146236424,220.92271174562595,237.12359872325297,235.158788627716,622.2904437389824
333,27.852777777777774,217.12622663050107,205.83952559774215,208.64210413638506,204.8837896655214,214.93684178325972,211.72210242934426,230.99553146823723,247.29729746764488,195.07388042660006,205.9468454386947,202.72932655681421,210.49128377685648,204.35416606253307,222.45668349775838,216.86396905423297,195.48771847127838,201.89015104368082,206.84670481668235,208.78125266556933,214.0794079352498,223.19399974383867,412.61580715719515,204.63585024615566,195.60746417869626,204.7641706718027,211.59031069325158,208.4013218991983,203.84204603892533,224.03863849699138,284.1662821867449,205.58711606929037,233.33512236828594,213.45992327947084,212.3428649524401,212.06283531317268,212.6969105152935,465.09718518768966,205.00357644607698,193.96561023781274,210.69919450313606,221.08271907172883,237.2799942720799,235.36287941758906,622.3025946169615
334,27.93611111111111,217.31109800387523,206.0091257987158,208.81655142280076,205.05031403301012,215.10797989758765,211.88239126314164,231.19831323048624,247.47692952316268,195.23820814439665,206.11380623950058,202.89140210310154,210.66463826038756,204.50979744047,222.65272023296208,217.0663181798979,195.651669159449,202.05799165559722,207.01190534698634,208.94018554034218,214.24839828876262,223.38424023446166,413.76866757606183,204.8232859614565,195.77298421476164,204.92248469208135,211.77788435097875,208.5676958464627,204.00406169348082,224.23583815010366,283.9323071845023,205.7732252223846,233.51078718669245,213.61179457082372,212.50321888790205,212.22399472395423,212.8466912752176,465.9576212980929,205.17250517648023,194.11840068024839,210.85277219815396,221.24288393105292,237.43660575890317,235.5672202610849,622.3113974880849
335,28.01944444444444,217.49614281346692,206.17890867784752,208.9913162827784,205.21706554328773,215.279364523386,212.04290693151205,231.4012433432371,247.65673105623247,195.40272170907178,206.2810278586911,203.05368823815036,210.83823459274078,204.66563836217946,222.84891821914383,217.26879543792546,195.8157871790801,202.22608721947142,207.17728899716377,209.09933981477093,214.41763179940975,223.5746478108103,414.9216002870473,205.01088406745004,195.93867964671838,205.08101303986544,211.96567386369227,208.73430913680653,204.16635459162836,224.4332159402761,283.7000158141038,205.95949576770755,233.68672924066013,213.76388780894155,212.66376564580938,212.38538371782036,212.99667880976708,466.8147920426874,205.34165460720178,194.2714438758576,211.0065352827283,221.4032070010201,237.59343394068867,235.7718103580895,622.3168829451097
336,28.102777777777774,217.68135993162275,206.34887508957183,209.16639912173625,205.3840450162463,215.45099667774195,212.20365027977476,231.6043207358733,247.8367008958012,195.56742194660825,206.44851048273802,203.21618575266962,211.0120737833318,204.82168959633827,223.0452763572721,217.471399150979,195.9800732929436,202.39443789121458,207.34285660387803,209.25871607297853,214.58710893324434,223.76522146338115,416.0745821461611,205.19864331516823,196.10455125710968,205.2397565142906,212.15367970868473,208.90116250110586,204.32892568990073,224.63077067601031,283.46945746993,206.14592656973485,233.86294830173847,213.91620420206323,212.82450636100998,212.54700301233277,213.14687407701228,467.66868598480886,205.51102500638103,194.424740497703,211.16048448891064,221.56368895690215,237.7504795705633,235.97664890940348,622.3190814977963
337,28.18611111111111,217.8667482388691,206.5190258846782,209.34180034159124,205.55125326764363,215.6228773720145,212.36462214897233,231.8075443422105,248.01683787899105,195.73230967928757,206.61625429658326,203.37889543319156,211.18615683362626,204.97795190767687,223.24179355273574,217.67412765099286,196.14452826039314,202.56304382524308,207.5086089998225,209.41831489577746,214.756830152009,223.9559601871193,417.2275901730704,205.38656246440695,196.27059982494006,205.39871591043016,212.3419023577251,209.06825666613662,204.49177593873625,224.82850117070473,283.24068136139635,206.33251650119243,234.0394441408421,214.06874495265077,212.98544216310376,212.70885332111493,213.29727803066785,468.5192917988489,205.68061663967455,194.57829121511796,211.31462054549365,221.72433047182062,237.90774339781478,236.18173511674217,622.3180235729076
338,28.26944444444444,218.0523066239121,206.689361910311,209.51752034075906,205.71869110910347,215.7950076118345,212.5258233758704,232.01091310049645,248.19714085109948,195.8973857256898,206.784259483639,203.5418180620718,211.36048473713976,205.1344260569793,223.4384687153439,217.87697927917253,196.30915283736442,202.73190517447853,207.67454701372077,209.57813686066964,214.92679591313595,224.1468629814184,418.38060155109883,205.57464028372618,196.43682612567534,205.55789201929466,212.53034227705857,209.23559235457458,204.6549062824788,225.0264062426545,283.01373651295444,206.5192644430565,234.21621652825058,214.22151125738958,213.14657417644236,212.8709353538519,213.44789162009266,469.3665982702547,205.85042977025591,194.73209669370658,211.46894417801116,221.88513221674685,238.06522616789186,236.38706818273585,622.3137395142093
339,28.353055555555557,218.23803398363768,206.8598840099694,209.69355951415406,205.88635934811532,215.9673883971048,212.68725479295784,232.2144259534112,248.3776086655992,196.0626509006937,206.95252622578758,203.70495441748918,211.53505847943782,205.29111280108324,223.63530075932619,218.07995238599457,196.47394777637498,202.90102209034768,207.8406714703263,209.73818254184653,215.0970066697469,224.3379288501206,419.53359362722745,205.76287555044982,196.60323093124276,205.7172856278322,212.71899992740663,209.40317028499535,204.81831765937795,225.2244847150517,282.788671764091,206.70616928455354,234.39326523360847,214.37450430718832,213.30790352012934,213.03324981629038,213.59871579028967,470.2105942955292,206.02046465881583,194.88615759534372,211.6234561087382,222.04609486050202,238.2229286224042,236.59264731092938,622.3062595824695
340,28.438888888888886,218.4239292231115,207.03059302350752,209.86991825318924,206.05425878803447,216.14002072200003,212.8489172284466,232.41808184806672,248.55824018413819,196.22810601547667,207.12105470338156,203.86830527344597,211.709879038136,205.44801289288003,223.83228860333242,218.28304533120667,196.6389138265244,203.07039472278257,208.0069831904228,209.89845251018897,215.26746287065313,224.5291568015166,420.68654391209424,205.95126705066582,196.7698150100308,205.8768975189284,212.90787576396696,209.57099117187445,204.98201100158872,225.42273541598502,282.5655357693288,206.8932299231604,234.57059002592533,214.5277252871789,213.46943130802003,213.1957974102388,213.74975148190626,471.05126888223117,206.19072156356208,195.04047457817495,211.77815705669082,222.20721906975712,238.38085149912246,236.79847170578256,622.2956139554587
341,28.522222222222226,218.60999125557885,207.20148978713434,210.04659694577637,206.22239022808208,216.3129055749667,213.01081150627192,232.6218797360073,248.73903427653966,196.39375187751472,207.2898450952436,204.03187139976768,211.88494738289978,205.60512708131455,224.02943117043276,218.48625648382762,196.804051733494,203.24002322022022,208.17348299082397,210.0589473332674,215.4381649603555,224.72054584834558,421.83943007999403,206.13981357922614,196.9365791268894,206.0367284714062,213.09697023641365,209.7390557255872,205.14598723517173,225.62115717844006,282.344376998226,207.08044526460407,234.74819067357572,214.6811753767165,213.63115864872168,213.3585788335672,213.9009996312338,471.888611148975,206.36120074021954,195.19504829661656,211.93304773762634,222.3685055090329,238.53899553197812,237.0045405726698,622.2818327279506
342,28.605555555555554,218.796219002465,207.37257513341373,210.2235959763259,206.3907544633451,216.48604393872324,213.17293844609213,232.8258185732093,248.91998982080207,196.55958929058252,207.45889757866672,204.19565356210313,212.06026447544457,205.76245611138538,224.2267273881179,218.68958422214723,196.9693622395471,203.40990772960305,208.34017168437362,210.21966757534167,215.60911337904432,224.91209500779541,422.99222996887886,206.3285139397468,197.10352404312965,206.19677926002603,213.28628378889698,209.9073646524089,205.31024728009328,225.81974884029916,282.1252437353764,207.26781422286197,234.92606694429918,214.83485574937959,213.79308664559332,213.5215947802073,214.05246117020803,472.7226103254309,206.53190244203023,195.34987940135562,212.08812886404314,222.5299548407,238.6973614510637,237.21085311788045,622.2649459117213
343,28.688888888888886,218.98261139337478,207.54384989126441,210.4009157257469,206.55935228477625,216.65943679026,213.33529886328873,233.02989732008126,249.10110570309922,196.7256190547534,207.628212329414,204.35965252192454,212.23583126953582,205.9200007241446,224.42417618829865,218.89302693372653,197.134846083529,203.58004839637857,208.50705007994551,210.3806137973611,215.7803085625995,225.10380330150235,424.1449215803578,206.51736694460772,197.2706505165242,206.3570506554858,213.4758168600435,210.07591865451454,205.47479205022506,226.0185092443415,281.9081840804094,207.4553357201617,235.1042186052003,214.98876757296992,213.95521639674587,213.6848459401524,214.20413702640886,473.5532557523248,206.70282691975314,195.50496853934987,212.24340114518085,222.69156772497882,238.85594998263264,237.41740854861843,622.2449834355494
344,28.772222222222226,219.1691673660929,207.71531488596005,210.57855657144725,206.72818447919414,216.8330851008391,213.49789356896645,233.23411494146382,249.28238081778005,196.89184196639934,207.7977895217188,204.5238690365274,212.41164871098886,206.07776165669796,224.6217765073063,219.09658301539753,197.30050400086677,203.7504453644995,208.67411898244362,210.5417865569645,215.95175094259048,225.29566975555124,425.29748307969675,206.7063714149529,197.43795930130685,206.51754342442086,213.665569882956,210.24471842997912,205.6396224533445,226.21743723824292,281.6932459479901,207.6430086869813,235.28264542274857,215.1429120095125,214.11754899504209,213.8483329994576,214.35602812306038,474.3805368814383,206.87397442166443,195.66031635382785,212.3988652870202,222.85334481993954,239.01476184909933,237.6242060730026,622.2219751452166
345,28.855555555555554,219.35588586658372,207.88697093912913,210.7565188873334,206.89725182928314,217.0069898359946,213.66072336995308,233.4384704066298,249.4638140673688,197.0582588181909,207.9676293282846,204.68830385903053,212.58771773766907,206.23573964220492,224.81952728589243,219.30025087326342,197.46633672356955,203.92109877642375,208.84137919280192,210.7031864084802,216.12344094627628,225.48769340047545,426.44989279581887,206.89552618069033,197.60545114817282,206.678258329404,213.85554328521366,210.41376467277746,205.80473939113455,226.41653167457625,281.4804770678189,207.83083206204887,235.46134716277857,215.2972902152556,214.28008552809655,214.0120566402395,214.50813537903093,475.20444327560887,207.04534519355735,195.81592348428876,212.554521992283,223.01528678150225,239.17379776903908,237.8312449000665,622.1959508035061
346,28.938888888888886,219.54276584899142,208.05881886875505,210.93480304381066,207.0665551135934,217.1811519555325,213.82378906879973,233.64296268928422,249.645404362565,197.22487039909734,208.13773192028518,204.852957738376,212.76403927949173,206.3939354098784,225.017427469229,219.50402892269844,197.6323449802283,204.0920087731144,209.0088315079845,210.864813902926,216.2953789966054,225.6798732712569,427.60212922130404,207.084830080492,197.77312680427866,206.83919612894545,214.0457374888718,210.58305807278424,205.97014375918369,226.6157914108109,281.26992498463244,208.01880479234296,235.64032359048986,215.45190334067084,214.44282707827568,214.1760175406765,214.66045970883306,476.0249646087295,207.21693947874226,195.97179056650262,212.71037196043227,223.17739426343672,239.33305845718814,238.03852423975852,622.1669400902053
347,29.022222222222226,219.7298062756399,208.2308594891761,211.11340940778285,207.23609510654103,217.35557241353055,213.98709146378053,233.8475907675641,249.82715062224338,197.39167749438653,208.3080974673644,205.0178314193293,212.94061425842204,206.55234968498505,225.21547600690832,219.70791558834793,197.79852949601596,204.26317549403973,209.1764767209854,211.0266695880091,216.4675655122159,225.872208407326,428.7541710123894,207.27428196179397,197.94098701324225,207.00035757749288,214.23615291046207,210.75259931577398,206.13583644698602,226.81521530931326,281.0616370582021,208.2069258330924,235.81957447044695,215.606752530453,214.6057747226978,214.34021637500854,214.8130020226235,476.8420906657491,207.38875751804653,196.12791823251013,212.86641588767225,223.33966791736265,239.49254462444372,238.2460433029417,622.1349726021032
348,29.105555555555554,219.91700611703286,208.4030936110854,211.2923383426526,207.40587257840772,217.53025215833847,214.15063134889292,234.05235362403874,250.00905177345402,197.558680885625,208.47872613763644,205.18292564247915,213.1174435884753,206.7109831888451,225.413671852943,219.91190930412836,197.96489099268732,204.43459907717323,209.34431562082887,211.1887540081263,216.64000090743542,226.06469785256184,429.9059969889691,207.46388068079622,198.10903251514281,207.16174342543144,214.42678996099244,210.92238908342108,206.3018183379412,227.01480223734637,280.85566046333554,208.39519414777627,235.99909956657936,215.76183892352026,214.768929533233,214.5046538135373,214.96576322620325,477.6558113426722,207.56079954981473,196.2843071106227,213.02265446694818,223.50210839274945,239.65225697786394,238.45380130139392,622.1000778529916
349,29.189166666666665,220.1043643518537,208.57552204153106,211.4715902083212,207.5758882953412,217.70519213257785,214.31440951385736,234.2572502457095,250.19110675142213,197.72588135067787,208.64961809768553,205.34824114423768,213.29452817571666,206.86983663883234,225.612013965766,220.11600851322726,198.13143018857912,204.60627965899354,209.51234899256912,211.3510677043638,216.81268559228107,226.2573406552918,431.0575861345944,207.6536251024628,198.27726404652088,207.32335441908373,214.61764904594705,211.0924280532998,206.46809030935452,227.2145510670701,280.65204218987617,208.5836087081239,236.17889864218165,215.91716365301394,214.9322925765033,214.66933052262607,215.11874422101744,478.46611664655916,207.7330658099084,196.44095782542254,213.17908838794654,223.6647163369164,239.81219622066794,238.66179744780788,622.0622852736652
350,29.275,220.29187996696558,208.74814558391594,211.65116536118865,207.7461430193549,217.88039327314215,214.4784267441176,234.46227962400997,250.37331449954826,197.89327966370902,208.82077351256626,205.51377865684026,213.47186891826124,207.0289107483743,225.8105013082307,220.32021166810324,198.29814779861002,204.77821737448454,209.68057761729054,211.5136112144973,216.9856199724596,226.45013586829205,432.20891759647316,207.84351410052176,198.4456823403784,207.48519130070977,214.8087305652864,211.26271689888432,206.63465323243673,227.41446067554114,280.450829042702,208.77216849411496,236.3589714599133,216.07272784629873,215.09586491388245,214.83424716469978,215.27194590415547,479.2729966955261,207.90555653170625,196.59787099776256,213.33571833709493,223.82749239503258,239.97236305223572,238.87003095579092,622.0216242119209
351,29.35833333333333,220.47955195741145,208.92096503799786,211.83106415415364,207.91663750832802,218.05585651119668,214.6426838208405,234.66744075480582,250.5556739694082,198.06087659518084,208.99219254580328,205.67953890834562,213.64946670627418,207.18820622695205,226.00913284761072,220.5245172304861,198.4650445342806,204.95041235713524,209.84900227210744,211.67638507299202,217.1588044493672,226.6430825487871,433.3599706854706,208.03354655746512,198.6142881261785,207.64725480850706,215.00003491344717,211.43325628954855,206.80150797230425,227.61452994471287,280.25206764172776,208.96087249397942,236.5393177817989,216.22853262496258,215.25964760149617,214.99940439824508,215.425369168351,480.0764417187448,208.07827194610405,196.75504724476636,213.4925449975621,223.99043721011685,240.1327581681082,239.07850103986527,621.9781239325589
352,29.441666666666663,220.66737932641396,209.0939811998895,212.01128693661352,208.0873725160057,218.2315827721787,214.80718152091612,234.8727326383949,250.73818412075295,198.2286729118545,209.16387535939154,205.8455226226358,213.82732242197056,207.34772378010024,226.2079075556001,220.72892367137666,198.63212110367334,205.12286473893985,210.01762373016436,211.83938981100258,217.33223942008965,226.83617975845013,434.5107248761091,208.22372136454896,198.78308212984587,207.80954567661053,215.19156247934245,211.60404689056642,206.96865538797906,227.8147577614356,280.0558044219032,209.14971970419748,236.7199373692279,216.38457910481668,215.42364169022196,215.16480287781027,215.57901490198182,480.87644205644267,208.25121228151468,196.91248717982836,213.64956904925802,224.15355142303792,240.29338225998737,239.28720691546783,621.9318136173814
353,29.525,220.85536108537556,209.26719486205843,212.19183405446438,208.25834879199877,218.4075729757973,214.97192061695762,235.07815427950715,250.9208439215089,198.39666937678962,209.3358221137961,206.01173051941615,214.00543693961538,207.50746410940718,226.40682440831318,220.93342947104685,198.79937821145265,205.29557465039784,210.1864427606358,212.00262595637312,217.5059252774023,227.02942656340275,435.66115980656764,208.41403742179332,198.95206507376628,207.97206463509258,215.38331364636144,211.77508936311162,207.13609633238866,228.01514301745635,279.86208563321384,209.33870912949968,236.90082998295486,216.54086839589553,215.58784822568916,215.33044325400525,215.73288398906993,481.67298815990307,208.4243777638681,197.07019141261364,213.80679116883368,224.3168356725143,240.45423601573606,239.4961477989504,621.8827223651933
354,29.60833333333333,221.04349625387843,209.44060681332712,212.372705850101,208.429567081784,218.58382803603348,215.13690187730145,235.28370468730475,251.10365234777748,198.56486674934465,209.50803296795226,206.17816331421534,214.18381112552365,207.66742791251482,226.6058823862847,221.13803311903968,198.96681655886488,205.46854222051377,210.35546012872635,212.1660940336373,217.67986240977,227.2228220342152,436.81125527868255,208.6044936379823,199.12123767678705,208.134812409963,215.57528879236975,211.9463843642577,207.30383165236623,228.21568460941893,279.67095734068084,209.5278397828668,237.08199538309924,216.6974016024569,215.75226824827894,215.4963261735016,215.88697730928163,482.46607059146487,208.59776861661135,197.22816054905806,213.96421202968128,224.48029059511427,240.615320119378,239.70532290757941,621.830879191803
355,29.691666666666663,221.2317838596845,209.61421783887292,212.55390266241682,208.6010281267038,218.76034886114005,215.30212606600716,235.48938287538192,251.2866083838356,198.73326578517657,209.68050807926556,206.3448217183854,214.36244583806032,207.8276158831187,226.80508047446963,221.34273311416928,199.13443684373823,205.64176757679746,210.52467659567068,212.32979456401821,217.85405120134715,227.41636524590618,437.96099125794717,208.79508893066398,199.2906006542167,208.29778972316907,215.76748828970918,212.11793254697818,207.4718621886504,228.41638143886394,279.4824654243607,209.71711068552997,237.2634333291456,216.8541798229818,215.91690279312436,215.66245227903258,216.04129573792733,483.2556800245229,208.77138506070855,197.3863951913682,214.1218323019342,224.64391682525596,240.776635251098,239.91473145953614,621.7763130300202
356,29.775,221.42022293873546,209.788028720228,212.73542482680404,208.77273266396656,218.9371363536418,215.46759394285743,235.69518786176508,251.4697110221353,198.90186723624106,209.85324760361163,206.51170643910157,214.5413419276403,207.98802871096802,227.0044176622435,221.5475279645209,199.30223976048288,205.8152508452639,210.69409291873353,212.49372806542843,218.02849203197766,227.610055277943,439.11034787351144,208.98582222615045,199.4601547178252,208.46099729259558,215.95991250519782,212.28973456014634,207.6401887758854,228.6172324122288,279.29665557934584,209.90652086697057,237.44514357994342,217.01120415017454,216.08175289011032,215.82882220939308,216.1958401459617,484.0418072435276,208.945227314641,197.54489593802134,214.27965265246692,224.80771499520728,240.93818208724173,240.1243726739166,621.719052729658
357,29.85833333333333,221.60881253515277,209.96204023527946,212.91727267515347,208.9446814266464,219.1141914103353,215.63330626335818,235.90111866891283,251.6529592633039,199.0706718507924,210.02625169533644,206.6788181793625,214.72050023672853,208.14866708186548,227.2038929434019,221.75241618745082,199.47022600009092,205.98899215043326,210.8637098512097,212.65789505247002,218.20318527719508,227.8038912142414,440.259305418183,209.17669245951782,199.6299005758437,208.62443583206465,216.15256180013006,212.4617910485353,207.8088122426212,228.81823644084764,279.11357331576437,210.09606936492023,237.62712589370722,217.16847567096272,216.24681956387354,215.99543659943967,216.35061139998368,484.82444314398515,209.11929559440694,197.70366338376556,214.43767374489508,224.97168573508603,241.09996130031575,240.33424577073163,621.6591270575321
358,29.941666666666663,221.79755170123758,210.13625315826934,213.09944653585467,209.1168751436833,219.29151492228908,215.79926377873846,236.10717432371587,251.83635211614398,199.23968037338355,210.19952050725598,206.84615763799022,214.8999215998398,208.3095316776675,227.40350531616104,221.95739630958647,199.63839625013628,206.16299161533087,211.03352814242407,212.82229603643452,218.3781313082224,227.99787214316575,441.40784434842584,209.3676985746062,199.79983893296486,208.78810605133597,216.3454365302765,212.63410265281817,207.9777334113131,229.0193924409515,278.93326395877955,210.28575522536093,237.80938002801645,217.3259954664972,216.41210383380258,216.16229608009058,216.5056103622363,485.60357873245755,209.2935901135218,197.86269811961964,214.5958962395755,225.1358296728597,241.26197355898768,240.54434997090678,621.5965646974611
359,30.025277777777777,221.98643949747088,210.31066825979445,213.2819467337959,209.28931453988295,219.46910777484356,215.96546723595054,236.31335385749702,252.01988859763333,199.40889354486606,210.3730541906566,207.0137255096299,215.0796068435389,208.4706231762841,227.6032537831573,222.16246686682638,199.80675119477496,206.3372493614873,211.2035485377316,212.986931525303,218.5533304919722,228.1919971575289,442.5559452843616,209.5588395240197,199.96997049034255,208.95200865610656,216.53853704588406,212.80667000956777,208.14695309832211,229.2206993336681,278.75577264859044,210.47557750252489,237.99190573981565,217.48376461215207,216.57760671403787,216.3294012783257,216.6608378906069,486.37920512656234,209.46811108301807,198.02200073287304,214.7543207936061,225.30014743434566,241.424219528086,240.75468449628238,621.5313942502655
360,30.11111111111111,222.1754749925134,210.48528630680653,213.46477359036408,209.46200033591697,219.64697084761093,216.13191737766974,236.51965630601134,252.2035677329251,199.57831210239019,210.54685289529476,207.18152248475016,215.25955678644067,208.6319422516789,227.80313735144745,222.36762640434017,199.9752915147447,206.51176550893828,211.3737717785172,213.15180202374592,218.72878319104657,228.3862653545923,443.7035890097684,209.75011426912647,200.14029594559204,209.11614434801095,216.73186369167595,212.97949375125694,208.31647211391484,229.42215604502198,278.58114434043205,210.66553525889466,238.17470278541427,217.6417841775248,216.74332921347167,216.49675281718646,216.81629483862702,487.15131355497294,209.64285871144537,198.18157180708602,214.91294806082595,225.46463964321106,241.5866998686002,240.96524856961352,621.4636442337691
361,30.194444444444443,222.3646572632055,210.66010806261224,213.64792742344486,209.63493324832274,219.82510501447538,216.29861494229468,236.72608070944594,252.38738855534763,199.74793677940477,210.72091676939712,207.3495492496429,215.4397722392098,208.79348957386915,228.00315503250863,222.5728734765685,200.1440178873653,206.68654017622475,211.5441986021961,213.3169080331233,218.90448976373722,228.5806758360659,444.8507564720816,209.94152178005862,200.3108159927899,209.28051382462118,216.92541680685162,213.15257450625828,208.48629126226336,229.6237615059345,278.4094238045749,210.85562756520304,238.35777092048681,217.80005522643603,216.9092723357481,216.66435131577617,216.97198205547235,487.9198953574186,209.81783320487037,198.3414119220896,215.07177869181533,225.6293069209729,241.74941523768058,241.1760414145701,621.3933430827976
362,30.27777777777777,222.55398539456743,210.83513428687309,213.83140854742254,209.80811398950345,220.0035111435929,216.46556066394712,236.9326261124201,252.5713501064045,199.91776830565732,210.89524595966057,207.51780648642335,215.62025400456096,208.95526580892567,228.20330584223825,222.77820664722321,200.3129309865384,206.86157348039285,211.71482974221334,213.48225005148456,219.08045056402528,228.7752277081081,445.9974287823938,210.13306103571233,200.4815313224741,209.4451177794466,217.11919672508677,213.32591289884425,208.65641134144548,229.82551465222383,278.2406556263246,211.04585350043314,238.54110990007277,217.95857881692973,217.0754370792631,216.83219738925962,217.1279003859629,488.6849419846841,209.9930347668768,198.50152165398544,215.23081333389558,225.79414988699799,241.9123662886385,241.3870622557368,621.3205191491804
