,E007_6803_deltaKaiB3C3_rep1,E007_6803_deltaKaiB3C3_rep2,E007_6803_deltaKaiB3C3_rep3,E007_6803_deltaKaiB3C3_rep4,E007_6803_deltaKaiB3C3_rep5,E008_6803_deltaKaiB3C3_rep1,E008_6803_deltaKaiB3C3_rep2,E008_6803_deltaKaiB3C3_rep3,E008_6803_deltaKaiB3C3_rep4,E011_6803_deltaKaiB3C3_rep1,E011_6803_deltaKaiB3C3_rep2,E011_6803_deltaKaiB3C3_rep3,E011_6803_deltaKaiB3C3_rep4,E011_6803_deltaKaiB3C3_rep5
0,11.380277777777778,12.216388888888888,11.046944444444444,10.880277777777778,11.130277777777778,11.547222222222222,11.463888888888889,11.130555555555556,11.380555555555556,11.380555555555556,11.047222222222222,10.880555555555556,10.880555555555556,11.213888888888889
