,E007_Time[h],E007_6803_deltaKaiB3C3_rep1,E007_6803_deltaKaiB3C3_rep2,E007_6803_deltaKaiB3C3_rep3,E007_6803_deltaKaiB3C3_rep4,E007_6803_deltaKaiB3C3_rep5,E008_Time[h],E008_6803_deltaKaiB3C3_rep1,E008_6803_deltaKaiB3C3_rep2,E008_6803_deltaKaiB3C3_rep3,E008_6803_deltaKaiB3C3_rep4,E011_Time[h],E011_6803_deltaKaiB3C3_rep1,E011_6803_deltaKaiB3C3_rep2,E011_6803_deltaKaiB3C3_rep3,E011_6803_deltaKaiB3C3_rep4,E011_6803_deltaKaiB3C3_rep5
551,46.08027777777777,0.0214917617996971,0.3871317527188277,0.0608671962888924,0.0066515320121768,0.187991785112765,46.08055555555556,0.2452129631428888,0.3916500219570596,0.267384249138241,0.58204097188264,46.08055555555556,-0.3296543410901977,-0.3424422554399146,0.0593789216514399,-0.2484117685669729,-0.3360501081376834
552,46.16361111111111,0.0022439077498805,0.3844658777815214,0.0481836718522597,-0.0021194145625557,0.1695139614115024,46.16388888888888,0.2238611983107428,0.3680021859043083,0.2523656680789699,0.5318525162307,46.16388888888888,-0.3315405367551369,-0.3456640905042175,0.037467758075822,-0.2593037583024203,-0.3393962684285885
553,46.246944444444445,-0.0221457376130453,0.3537444449268416,0.0329763472583933,0.0299302531245668,0.1535301524502447,46.24722222222222,0.2039927695747709,0.3548422979386939,0.2364489036414564,0.4880535467354919,46.24722222222222,-0.3285362833216692,-0.339769330499711,0.0279140066852899,-0.262736913492215,-0.3410545758301607
554,46.33027777777777,-0.0418775400791596,0.3231673192045109,0.0238448986308875,0.0344005363996799,0.1390400366438249,46.33055555555556,0.1866072898603581,0.3359699291305648,0.2208336171735637,0.4308439337897917,46.33055555555556,-0.331841495898493,-0.3333578857647963,0.0125181389513922,-0.2605108651316402,-0.3496250410291362
555,46.41361111111111,-0.0659518655363094,0.3097343640861247,0.0083890020503277,0.0188914382806708,0.1232432918521843,46.41388888888888,0.1711043706722815,0.3171846488621557,0.1973194686577945,0.4174235437768575,46.41388888888888,-0.3532560853174725,-0.3348296626914944,0.0180806306561335,-0.2472252381215531,-0.3579076703564664
556,46.496944444444445,-0.0883690799701045,0.2768454414651642,-0.0095916664457136,-0.0191970365228232,0.1003395953803735,46.49722222222222,0.1534836220947126,0.2978860248275876,0.1747061167112891,0.4001922390704353,46.49722222222222,-0.3597799581336448,-0.3401845637254413,-0.0027980381080196,-0.2454796512683861,-0.3635024657873129
557,46.58027777777777,-0.1071295494639198,0.2203004116569826,-0.0298974308626694,-0.029264881609412,0.0793286239785519,46.58055555555556,0.1317446527912126,0.2780736230328685,0.1569932185858279,0.3523498780347548,46.58055555555556,-0.3638130166252158,-0.3408224873658891,-0.0043173829381469,-0.2460737172841464,-0.3730094249410542
558,46.66638888888889,-0.1286336401988958,0.1660991333988175,-0.0443286152489842,-0.0729120888859561,0.0664100538419874,46.66388888888888,0.1114870700047398,0.2565470077958909,0.1357804301678296,0.3408963150245298,46.66388888888888,-0.3741551587935605,-0.338943328165707,-0.025676915120864,-0.2508070427864163,-0.3764285410812773
559,46.74972222222222,-0.1548817184539384,0.1210414638497803,-0.0600855436961095,-0.095338648567562,0.0485835606110581,46.75,0.0949104795576427,0.2307057417464349,0.1144674059783525,0.281631400384958,46.7475,-0.3662062783632227,-0.3413469767313803,-0.0564761416323334,-0.2616792282983521,-0.3755598031157854
560,46.83305555555555,-0.1774741506057179,0.1137272585908652,-0.0841685403385091,-0.1107445491775869,0.0286488193712492,46.83333333333333,0.0732144858516632,0.2087493858261652,0.0916537991730929,0.2835549804517224,46.83333333333333,-0.3677662647819169,-0.3404333197230115,-0.0827145651382584,-0.2558898682486841,-0.3812031955965916
561,46.91638888888889,-0.1962113031286693,0.0797563716249413,-0.0991779293536544,-0.1353297775476355,0.0028055046531554,46.91666666666666,0.0477986918679353,0.186477499288633,0.0729392615423861,0.2664668975509899,46.91666666666666,-0.3752350032205275,-0.336602239854317,-0.1069916839938825,-0.24983855097172,-0.3869586987199262
562,46.99972222222222,-0.2118935425949936,0.0613286553767607,-0.1177140349620257,-0.1488943188175611,-0.0165467095675196,47.0,0.026862699166988,0.1794896396992763,0.0503234435112081,0.2179669899994135,47.0,-0.3762123745731053,-0.3372536158926337,-0.1279069922439912,-0.246124858707339,-0.3974262883262293
563,47.08305555555555,-0.2367212356746565,-0.0069560393070509,-0.133977181427114,-0.1720381564354657,-0.037808149869962,47.08333333333333,0.0104061078887425,0.1685853629354196,0.0364059941391709,0.2034550921041281,47.08333333333333,-0.3670982554568739,-0.3431873226589104,-0.1274599796229135,-0.2361483676009987,-0.398405935900156
564,47.16638888888889,-0.2620947491353885,-0.0344978631579881,-0.1533676930554177,-0.1785612721576999,-0.0569791433882508,47.16666666666666,-0.0121714832474888,0.1547642231862718,0.0247865611205289,0.1757310341627546,47.16666666666666,-0.3650925182122261,-0.3434032310277157,-0.1070501315545179,-0.2259086477037288,-0.4024976085705715
565,47.24972222222222,-0.2844144498426854,-0.0580969684856626,-0.1802858941964465,-0.2362636460488633,-0.078860017811356,47.25,-0.0340704769429991,0.1380257729529305,0.0130647907841718,0.1539946424633992,47.25,-0.359795030902723,-0.3417012079272338,-0.0966769291522165,-0.2190052629721338,-0.4043012691105583
566,47.33305555555555,-0.3084807047598072,-0.118753509177812,-0.1977321092427181,-0.2957452564818036,-0.1054511013831372,47.33333333333333,-0.0508912773196878,0.1207695630483775,-0.0007596719063688,0.1410457392846504,47.33333333333333,-0.3568056573150953,-0.3442811163392647,-0.0915398492189631,-0.2134377712683942,-0.4060168759374069
567,47.41638888888889,-0.3354938809477792,-0.1510676407002933,-0.2169066626297607,-0.3294060801376177,-0.1273527229023462,47.41666666666666,-0.0696342899200628,0.0985951425974812,-0.0224871833529253,0.1222841428955828,47.41666666666666,-0.3585242569592423,-0.3445428152992255,-0.106238364247253,-0.2132057243602667,-0.4116443831126254
568,47.5025,-0.3654543455653933,-0.177239520097084,-0.2368098788361104,-0.3460460920056491,-0.1545652117226253,47.5,-0.0858999217072395,0.0829020590369955,-0.0489181013226883,0.0977096675557552,47.5,-0.3667506850682365,-0.3468861598961486,-0.1047719424191239,-0.2025086679210789,-0.4191837403419306
569,47.58583333333333,-0.3855624658692042,-0.2298693059902866,-0.259442082383313,-0.3678652653834925,-0.1770888977525086,47.58611111111111,-0.0982885810649393,0.0708898581155617,-0.0712527849482112,0.1071221235152105,47.58361111111111,-0.3796847925983143,-0.3513110012726851,-0.0931400476061542,-0.2019461415297354,-0.4216348929752554
570,47.66916666666666,-0.4008186092135329,-0.3007571585801197,-0.2790035978359251,-0.3812635718769903,-0.1959241114554211,47.66944444444445,-0.11700067779749,0.0501580838937062,-0.0940915947274082,0.0603213170144768,47.66944444444445,-0.3759264262288865,-0.3526171866250998,-0.072942139369462,-0.1971176786707155,-0.4227977820067458
571,47.7525,-0.4210231430504663,-0.3587032396449292,-0.2948947498015108,-0.4224409814002334,-0.2138711838496791,47.75277777777777,-0.1356366231298282,0.0379062787438417,-0.1156348925235537,0.005907050284567,47.75277777777777,-0.3878754283625317,-0.3480045592032754,-0.089777672959713,-0.197422806734072,-0.436872344074759
572,47.83583333333333,-0.4391764349298537,-0.3957077125411769,-0.3173158629306434,-0.4463974621755605,-0.2259304465084894,47.83611111111111,-0.1517968297074973,0.0203339833502687,-0.1324830415652836,0.0004791215469773,47.83611111111111,-0.3873316371249966,-0.3422729583107101,-0.07804609931711,-0.2064610470154354,-0.4418585114618657
573,47.91916666666666,-0.455078852499312,-0.412770742203449,-0.3378672619169069,-0.4545329807335603,-0.2429022315599504,47.91944444444445,-0.1686817115966463,-0.0019592632908282,-0.1498364064465964,-0.056962674986311,47.91944444444445,-0.3878948863651998,-0.34002221930452,-0.0821468650714,-0.2034319147160089,-0.4493562120948509
574,48.0025,-0.4795307635042214,-0.4040924951444544,-0.351949271496894,-0.4570475019130688,-0.2623868716870512,48.00277777777777,-0.1908916842840333,-0.029373923871378,-0.1630953531268487,-0.0832185491128334,48.00277777777777,-0.3853650056552276,-0.341452173595438,-0.0858794125418699,-0.1967349189425709,-0.4477653695447107
575,48.08583333333333,-0.497132535787729,-0.4588731394550173,-0.363762216450206,-0.4793409888611714,-0.2775847001276721,48.08611111111111,-0.2084271646770222,-0.0505104627714231,-0.1800602489307611,-0.0942887146396382,48.08611111111111,-0.3875418202903358,-0.3429626486478101,-0.0900431797373498,-0.1953695627074733,-0.4508859030266547
576,48.16916666666666,-0.5156845372907444,-0.4981128448040915,-0.3751064215994544,-0.503413403033202,-0.2980960506745853,48.16944444444445,-0.2226885711035838,-0.0621693460591202,-0.1907314625484137,-0.1297733893832904,48.16944444444445,-0.3896251512889505,-0.3489534679796028,-0.1042376003562121,-0.1897353429286453,-0.4545177274001077
577,48.2525,-0.5385871360519436,-0.5538117824387456,-0.3911822118102603,-0.5346647041927415,-0.3171212576754518,48.25277777777777,-0.2472763233122962,-0.0801510414907394,-0.2155093640352485,-0.1560727951698724,48.25277777777777,-0.391414815392668,-0.3428244511623958,-0.0792621037863687,-0.1892317504295885,-0.4566607531687032
578,48.33861111111111,-0.5518407002077688,-0.615170125184173,-0.4105899119912531,-0.5576948504116226,-0.3328606560328264,48.33611111111111,-0.2635908424723469,-0.0986560185106648,-0.2287943248120675,-0.1743871578349789,48.33611111111111,-0.3771106250662535,-0.3461754138213873,-0.0845161151052734,-0.1906582699393799,-0.4623148864802909
579,48.42194444444444,-0.5718455979924257,-0.6417880474436886,-0.4277298470940722,-0.5673037980699231,-0.3487145812041521,48.42222222222222,-0.2820325511735255,-0.112684748251394,-0.2531867176650346,-0.1633167072237231,48.41972222222222,-0.3787123884976403,-0.3532061676353904,-0.1189990550799261,-0.1870143800926728,-0.4668800291269338
580,48.50527777777778,-0.5862021977378846,-0.6912657251987249,-0.4446023421133661,-0.5694915018559729,-0.3674833692017662,48.50555555555555,-0.3010018734262324,-0.1294377035335392,-0.2684869167456751,-0.1800616771907315,48.50555555555555,-0.3764199095979312,-0.3551165203368375,-0.1375103401668632,-0.1856995534296924,-0.4703560785449077
581,48.58861111111111,-0.6041108678738819,-0.7202033360088395,-0.4584077220867918,-0.6242579147663483,-0.3837673565928954,48.58888888888889,-0.3148992346614754,-0.1527153588658254,-0.2916952975708737,-0.2092223056001476,48.58888888888889,-0.3818329880014033,-0.3529062757117727,-0.1318493825121656,-0.1853132563962423,-0.4741429278146979
582,48.67194444444444,-0.6197719769279185,-0.7570010590117109,-0.4795463120950164,-0.648202988105874,-0.3877668804996577,48.67222222222222,-0.3359250617308678,-0.177518190445094,-0.3022122370228787,-0.2223988343256295,48.67222222222222,-0.3871514190654948,-0.3639752335998613,-0.130615589951456,-0.198654949343699,-0.4802404656610077
583,48.75527777777778,-0.6277858935252609,-0.8000590749231373,-0.4966184372617179,-0.6789266714876235,-0.4026822785990614,48.75555555555555,-0.3488797829066298,-0.2038466761562963,-0.3142381133492976,-0.2187915092503508,48.75555555555555,-0.3889749938708199,-0.3605231898943812,-0.1326083660098986,-0.200324086529012,-0.4884485764527495
584,48.83861111111111,-0.6493529863889401,-0.8407775660370415,-0.5180244227535802,-0.69042891283292,-0.4199138891230071,48.83888888888889,-0.3573638278815899,-0.223301295572501,-0.3251733061630987,-0.1844005802670003,48.83888888888889,-0.3829034992211597,-0.3615499365422296,-0.1284271099021991,-0.198520116114709,-0.4891671402030512
585,48.92194444444444,-0.6686736243397522,-0.8653567162254633,-0.5381645937802987,-0.6943096583713331,-0.4318620508582861,48.92222222222222,-0.3745776277691827,-0.2414825299548883,-0.3388181964426137,-0.2202263012777835,48.92222222222222,-0.3827367176434665,-0.3506552615439189,-0.1254712165326048,-0.1782424801688898,-0.4917960325692525
586,49.00527777777778,-0.6805481762962589,-0.8569967109385659,-0.5556392755945778,-0.7035688526406838,-0.444727103146582,49.00555555555555,-0.3837216151034503,-0.2595908622527528,-0.3547731665315329,-0.2380689301944202,49.00555555555555,-0.3856744273878614,-0.3530389489535767,-0.154740076494907,-0.19069061466523,-0.4939351248529068
587,49.08861111111111,-0.6943770112747867,-0.9050977372046356,-0.5744487934921312,-0.7238064384870402,-0.4625093858844664,49.08888888888889,-0.3979962238390423,-0.2780267771035047,-0.3746386001389082,-0.247728728938146,49.08888888888889,-0.3799164024276352,-0.3459007788789485,-0.1628330760724354,-0.2036639494829807,-0.5033842839997784
588,49.17472222222222,-0.7093604983894268,-0.946259983630078,-0.5905934728116812,-0.7662223570647186,-0.4744092395234051,49.17222222222222,-0.4140018893512147,-0.295590760832666,-0.3930148823391543,-0.2972059634397127,49.17222222222222,-0.3780624124592457,-0.3442405274813975,-0.1963495972380626,-0.2017619084069667,-0.5051433725998464
589,49.25805555555555,-0.7286990068520354,-0.975883640399422,-0.6030736389349606,-0.7794165478362842,-0.4998270050697524,49.25833333333333,-0.4285390484358303,-0.3126833014538736,-0.405902399572045,-0.344500903639387,49.25583333333333,-0.3771122229023221,-0.3420579669759009,-0.2036890176542026,-0.1897839091275874,-0.5074122488873042
590,49.341388888888886,-0.7395929059722319,-1.0011688992753145,-0.6214896172867109,-0.7725889485725512,-0.5139630240847557,49.34166666666666,-0.4430081393093597,-0.3295048886688775,-0.4167015396427159,-0.3392138234869518,49.34166666666666,-0.3766655948996645,-0.3429528656310534,-0.2310507106728157,-0.1903293632408184,-0.5103907667405561
591,49.42472222222222,-0.7642425651574061,-1.0541159535985258,-0.6432417333346829,-0.8211394953525817,-0.5372176386845526,49.425,-0.4652096016088806,-0.3448560138675433,-0.4342126917216636,-0.3695450009417047,49.425,-0.3909222853172405,-0.3479249877690656,-0.2262340453354004,-0.1931976762482093,-0.5080787756822207
592,49.50805555555555,-0.7828483539127071,-1.0569249982879474,-0.6637303125896368,-0.8744681225636881,-0.5601911915401726,49.50833333333333,-0.482743876392078,-0.3611371701278481,-0.4468362463447458,-0.3726947179724593,49.50833333333333,-0.3952820467441886,-0.3473740937657665,-0.2282383863729937,-0.1967882475568847,-0.5102761208791282
593,49.591388888888886,-0.7974106418410516,-1.0455962298405943,-0.6749556806053418,-0.9121747629014284,-0.5790840258775349,49.59166666666666,-0.5026114061372429,-0.3899488522158848,-0.4669725954131818,-0.4188632605575433,49.59166666666666,-0.3935446274928147,-0.3458999400505987,-0.2242630942061809,-0.1961004704795419,-0.5179826431423216
594,49.67472222222222,-0.8153297986431218,-1.0587298463315975,-0.6893181629785771,-0.9476593473696128,-0.5866964854774519,49.675,-0.5234126347432736,-0.4076915565858591,-0.4826221321935507,-0.3922509186848019,49.675,-0.3965097715985956,-0.3455022791066224,-0.2281075249450832,-0.1737337322344557,-0.5245981789270594
595,49.75805555555555,-0.8288061941173632,-1.065326047414215,-0.7060180853491299,-1.0171218052802968,-0.5982289146756236,49.75833333333333,-0.5469480075296769,-0.4289657813800901,-0.5007852513177947,-0.4460579863515946,49.75833333333333,-0.3969772188201789,-0.3443808594705151,-0.2243710303893674,-0.1660874139454738,-0.5309225603328105
596,49.841388888888886,-0.8482401981599874,-1.095585034319824,-0.7148557733997993,-1.0629620642537865,-0.6142816583626447,49.84166666666666,-0.5576179712365648,-0.4513720264290121,-0.5194623487832147,-0.5032847615647982,49.84166666666666,-0.3915467046393797,-0.3403354257325692,-0.2356529580282408,-0.1663608906420204,-0.5383556151032582
597,49.92472222222222,-0.8630321807649723,-1.1215070098579218,-0.7296315528563893,-1.124380050218635,-0.6374550619839996,49.925,-0.5776229740246581,-0.473910793251172,-0.5266538219524737,-0.5491315463408015,49.925,-0.3974179602611814,-0.3355657185366945,-0.2343526510404563,-0.188353531259093,-0.5396971666262977
598,50.01083333333333,-0.878182512024059,-1.1292921784161292,-0.741745749487718,-1.1879756874116456,-0.654149471540064,50.00833333333333,-0.6021634654752834,-0.4921825850532317,-0.5469600695535961,-0.5667986467055116,50.00833333333333,-0.4017907126137418,-0.3390714745804191,-0.2150694482943008,-0.1712646986372652,-0.5363470339340405
599,50.094166666666666,-0.8954915621267534,-1.1569407459601866,-0.7585986891056091,-1.21794889837787,-0.6689652335861032,50.09444444444444,-0.6220398965903756,-0.5121879067299662,-0.5539814916799684,-0.6006863726943502,50.09194444444445,-0.4018646843483832,-0.3388524266148809,-0.2032026843476096,-0.1816937495226835,-0.5329050317028045
600,50.1775,-0.9057597013603268,-1.1564529200339548,-0.7685906975648986,-1.265499603970607,-0.6815026952322758,50.17777777777778,-0.6342527197924738,-0.5285272648642652,-0.5685184897903364,-0.6243950383522557,50.17777777777778,-0.3902395938395983,-0.3395083034448421,-0.203151689447756,-0.2020400345670736,-0.5349709702531267
601,50.26083333333333,-0.9183873001098176,-1.1540289097594207,-0.7767221007634297,-1.3050277233514054,-0.7045622041436299,50.26111111111111,-0.6438023889247277,-0.5444011677271314,-0.578971466708807,-0.68112496173368,50.26111111111111,-0.3997151551850509,-0.3396388299286777,-0.1969157895316566,-0.2073028983277299,-0.5403446555497533
602,50.344166666666666,-0.9295747288580256,-1.1714689258366884,-0.7985932246420553,-1.340933173990062,-0.7153441085401058,50.34444444444444,-0.6616893592508926,-0.5580101252776817,-0.5907408266248482,-0.6772764649025912,50.34444444444444,-0.3988910782055761,-0.3372437269783793,-0.1918943062257703,-0.217881679267524,-0.5420258892016478
603,50.4275,-0.9291223581855186,-1.2061731805439848,-0.8098043951846379,-1.4036158716646223,-0.7290487571965341,50.42777777777778,-0.6813140874553305,-0.5747546491631468,-0.6020269750932907,-0.6516498739324735,50.42777777777778,-0.3897670684451741,-0.3405227115595536,-0.214686556846098,-0.1985757097549043,-0.5456144684619836
604,50.51083333333333,-0.9362305587706286,-1.2377418877376574,-0.8235559384180502,-1.4422757304613814,-0.7438764994426363,50.51111111111111,-0.6904770316430118,-0.5938352527188718,-0.6182303190343252,-0.6208455189063264,50.51111111111111,-0.3811428271710138,-0.342675496691427,-0.218291854398182,-0.2137843160638913,-0.5455101862281471
605,50.594166666666666,-0.9420997013894518,-1.2765752628521756,-0.8360481804121733,-1.4811126627748807,-0.7510276851630262,50.59444444444444,-0.7007786513395119,-0.6096524509683141,-0.6243512667335032,-0.6492637339166649,50.59444444444444,-0.3788180513734408,-0.3401017914468385,-0.2385095075771043,-0.2313068183740829,-0.5497128310417385
606,50.6775,-0.94933015691585,-1.284273522900132,-0.8474814472798964,-1.4887265793079123,-0.752902664797207,50.67777777777778,-0.7122194074910162,-0.6264067606230461,-0.6369902278417378,-0.6807048570655192,50.67777777777778,-0.3789924337659641,-0.3388013009522463,-0.2461388207674922,-0.2255425307706479,-0.5582221870885691
607,50.76083333333333,-0.96432229632145,-1.2950368864722344,-0.8522560651771197,-1.4959173890715167,-0.7619017893395758,50.76111111111111,-0.7235997624643135,-0.6352987000827548,-0.6473476133753029,-0.6697692304644349,50.76111111111111,-0.3776656627852622,-0.3381737263877257,-0.2831790940435102,-0.2436907612443337,-0.558438034198664
608,50.84694444444444,-0.9716764906756444,-1.3216655737373202,-0.8661723603027525,-1.4986849993849816,-0.7756254103394169,50.84444444444444,-0.7299201800468027,-0.6449287894352396,-0.6598238357158321,-0.7414572002344736,50.84444444444444,-0.3822374225911863,-0.336018764986966,-0.2698296231688714,-0.2513508116914607,-0.567160147846264
609,50.930277777777775,-0.9813931111455892,-1.3349598064423418,-0.8730306588987133,-1.500629315875844,-0.7810738799009098,50.93055555555555,-0.7453811254464886,-0.6586975504564154,-0.6746193086103232,-0.7517691165062119,50.92805555555555,-0.3963073930667559,-0.3383361100372744,-0.2872896995968249,-0.240721977913925,-0.5767882991498199
610,51.01361111111111,-0.9916725289962072,-1.3433198079123776,-0.8774312872499296,-1.5109502424798902,-0.7906475506831216,51.013888888888886,-0.7509830652919832,-0.6690055066103091,-0.6837344471711331,-0.7355053334197434,51.013888888888886,-0.3980752498181589,-0.3373254508795721,-0.2935586104701638,-0.2528035496191966,-0.5777222548719988
611,51.09694444444444,-1.008515115590184,-1.3425458030506237,-0.8907745716843384,-1.518647681441153,-0.7931467759000119,51.09722222222222,-0.7613264676325052,-0.6746531830490627,-0.6927696678759792,-0.8016662091246745,51.09722222222222,-0.3899406641747515,-0.3469864729084005,-0.2988356386212222,-0.2597948104203186,-0.574761777419676
612,51.180277777777775,-1.0255212423879727,-1.3210380183384005,-0.8980608385728861,-1.5297215333119167,-0.8011719093204319,51.18055555555555,-0.775611801937881,-0.6950411066129314,-0.696925388567942,-0.78565210578013,51.18055555555555,-0.385903303189064,-0.3439188575719137,-0.3151200625718779,-0.231895037835913,-0.5707066248439447
613,51.26361111111111,-1.0292912809477914,-1.3359966818351467,-0.9120904143295272,-1.5193716969527125,-0.8077233052681227,51.263888888888886,-0.7868395390985443,-0.7101698058302848,-0.7142020284554613,-0.8014633895547477,51.263888888888886,-0.3997628296367934,-0.3395222823718873,-0.3336111565335481,-0.2601035032901745,-0.5763565508401065
614,51.34694444444444,-1.0362256029256198,-1.3448220231784236,-0.9136636254112284,-1.52899806953232,-0.818201318621719,51.34722222222222,-0.7910101514255347,-0.7194398109176054,-0.7260000081123392,-0.8221004306266818,51.34722222222222,-0.3991189020168035,-0.3353964208637077,-0.3435081904071949,-0.2800194721128718,-0.5787113047476795
615,51.430277777777775,-1.0441245800752057,-1.361114273583916,-0.9107807983179615,-1.515800546527768,-0.826206304814743,51.43055555555555,-0.7969241126504993,-0.735451653779492,-0.7455197494777375,-0.8743636031836033,51.43055555555555,-0.4095711745511317,-0.3343409426563803,-0.3498104297833201,-0.2644422035393489,-0.5899706315503921
616,51.51361111111111,-1.0471885842480626,-1.370273665845428,-0.917242259592712,-1.4947790217243333,-0.8263386198356104,51.513888888888886,-0.8117818979256934,-0.7482058680086553,-0.7585616758561808,-0.9024532854226972,51.513888888888886,-0.413519297184984,-0.3347555134125288,-0.3569171359419629,-0.272970950710524,-0.5963342718761875
617,51.59694444444444,-1.0490179873934662,-1.3921004343348835,-0.9204483358214716,-1.453533387215542,-0.8387986202276274,51.59722222222222,-0.820583983823979,-0.7641029888859189,-0.770726211917552,-0.924169859550664,51.59722222222222,-0.4129629155867365,-0.3384397948483885,-0.3598275658527125,-0.2736049606728902,-0.6014019619972215
618,51.68305555555556,-1.0548131615584593,-1.395594815002333,-0.9243993536332428,-1.4130635334031687,-0.8455866630889906,51.68055555555555,-0.8369308483388236,-0.774343553380222,-0.7768137836970985,-0.9569137117837208,51.68055555555555,-0.4115016711479307,-0.3399934447338156,-0.3709409721746958,-0.2587434743785177,-0.5997734338298631
619,51.76638888888888,-1.0651744788878486,-1.374157045375942,-0.9306956397000372,-1.400969348997236,-0.8473031060727894,51.766666666666666,-0.8436229708843034,-0.7933281001486174,-0.7858248185954264,-0.9818852323475986,51.76416666666667,-0.4127352009832832,-0.3336161168922799,-0.3676566032565818,-0.2731857266850505,-0.6056484149346943
620,51.84972222222222,-1.068102311624208,-1.3587873645620012,-0.9331375207368756,-1.3748507210160157,-0.8493483073870024,51.85,-0.8510608322951019,-0.8048571695362714,-0.792559745378504,-0.9710848154775455,51.85,-0.408463137930675,-0.3331074612008702,-0.3813737031365831,-0.2857309463557038,-0.6126266285165093
621,51.93305555555556,-1.0727970321078724,-1.3630860132449216,-0.9415253235017876,-1.3645075347860285,-0.8599226257945005,51.93333333333333,-0.8582449148265078,-0.821731303576464,-0.7986189941776602,-0.9559128594183242,51.93333333333333,-0.3880851105511606,-0.3322671235902898,-0.3828915115424484,-0.2925783560592736,-0.6051077934243176
622,52.01638888888888,-1.077859012776945,-1.3710532336872363,-0.9474593747958128,-1.3321396739420424,-0.8662264206130454,52.016666666666666,-0.8657757021544188,-0.8257510459905902,-0.8078029964895852,-0.9631697664242136,52.016666666666666,-0.3800007431289639,-0.3310947460448593,-0.3926092638914762,-0.2911271723701252,-0.6046916241513385
623,52.09972222222222,-1.0880886261672933,-1.3802892697296008,-0.9553400014629994,-1.3365470204270735,-0.8722600517152894,52.1,-0.8796536793753386,-0.8271169421881578,-0.8125121851763304,-0.9578559427590068,52.1,-0.3826096556714747,-0.3287899666025148,-0.4105261912905,-0.2917766057682018,-0.608977830835005
624,52.18305555555556,-1.08508624491255,-1.400994366790788,-0.961567530390406,-1.33152945449239,-0.8812238795287763,52.18333333333333,-0.8870793330063786,-0.8344295392667882,-0.825146994465308,-0.951371798696013,52.18333333333333,-0.3867114639092545,-0.3289524193548086,-0.4136415205358996,-0.298725860639019,-0.6183661192569663
625,52.26638888888888,-1.0878522417441108,-1.3871687718676964,-0.9685422885080992,-1.303886854697505,-0.8923182650359414,52.266666666666666,-0.888253150985257,-0.8482893860122178,-0.8283078599492915,-0.953717748518058,52.266666666666666,-0.3825057792960347,-0.3267817344469105,-0.4083544741135931,-0.2977741352736706,-0.6316561908430811
626,52.34972222222222,-1.0877869894911405,-1.4062127335353427,-0.9686646027891554,-1.2824190979101815,-0.8999435697741099,52.35,-0.901375622670299,-0.8588970328982957,-0.8309952185864152,-0.9578942105174824,52.35,-0.385392209008716,-0.3198775380776075,-0.4194642701990442,-0.3097206218688216,-0.64004774266342
627,52.43305555555556,-1.0902908610805655,-1.3937265019468674,-0.9635348002496612,-1.2365260593064322,-0.9009001558355,52.43333333333333,-0.9066472388404376,-0.8682530320869857,-0.8278095087001741,-0.978501606996142,52.43333333333333,-0.3821703559473671,-0.3234394524993026,-0.4341701226572563,-0.3111645065267151,-0.6449404674322705
628,52.51916666666666,-1.093764229537077,-1.3737103288335315,-0.9649532079487112,-1.2130076123705174,-0.9061883858672196,52.516666666666666,-0.9164684916952102,-0.8753579374283644,-0.8387511699794252,-1.0111403642654078,52.516666666666666,-0.3922398187352274,-0.3166670960180132,-0.4320712410427749,-0.3075049692551675,-0.6447340535081322
629,52.6025,-1.0930074679831343,-1.403164467504716,-0.9623201529884096,-1.1588636288949452,-0.9088086230712682,52.602777777777774,-0.9218398748547656,-0.8878123044606239,-0.8380206434783866,-1.0156109126461663,52.60027777777778,-0.3874001917187063,-0.3069600829933758,-0.425966830599687,-0.3127411839675681,-0.6510281848937155
630,52.68583333333333,-1.0996209496389595,-1.4236891728479255,-0.9664359625138704,-1.116293978980472,-0.9039612312045344,52.68611111111111,-0.9215618833598562,-0.8968166904100687,-0.8404183716166362,-0.9995136864688212,52.68611111111111,-0.3870510649673831,-0.3009180238386399,-0.4244560922616204,-0.3218723184828848,-0.6532225412359447
631,52.76916666666666,-1.0950050478225395,-1.4492847013287855,-0.9673009637132172,-1.0634985310361047,-0.9060465745788016,52.769444444444446,-0.9262350136718428,-0.892971654191118,-0.8381447981791148,-1.0112491240732897,52.769444444444446,-0.3819920242740049,-0.296140525020676,-0.4483382226517465,-0.3300975345256568,-0.6493167978259591
632,52.8525,-1.090160135949627,-1.460151310991041,-0.9691154838175826,-1.014077151779098,-0.9230650180607418,52.852777777777774,-0.9226597636726932,-0.8974777564063048,-0.842400368316123,-1.042417667809004,52.852777777777774,-0.3768226511544906,-0.2862271890599671,-0.4500124140827783,-0.2860159877259985,-0.6513106255991079
633,52.93583333333333,-1.0982865875337395,-1.4462892614565597,-0.9754798501011064,-0.9800297062349548,-0.9262169270719188,52.93611111111111,-0.925236632664983,-0.9009355593462758,-0.8481855285433224,-1.0380197640349147,52.93611111111111,-0.3675425228479234,-0.2859776145306144,-0.45547785455697,-0.2546268276196013,-0.6570036911349565
634,53.01916666666666,-1.0925847761861611,-1.4546988139253307,-0.9775943898809412,-0.9313560577374264,-0.9261026675887868,53.019444444444446,-0.9341661213718928,-0.9077456269897912,-0.8569007267417366,-1.0900558631194863,53.019444444444446,-0.369151212316563,-0.2871913960603361,-0.4581337277661173,-0.2351291976477289,-0.6685956566572805
