,E007_Time[h],E007_6803_deltaKaiB3C3_rep1,E007_6803_deltaKaiB3C3_rep2,E007_6803_deltaKaiB3C3_rep3,E007_6803_deltaKaiB3C3_rep4,E007_6803_deltaKaiB3C3_rep5,E008_Time[h],E008_6803_deltaKaiB3C3_rep1,E008_6803_deltaKaiB3C3_rep2,E008_6803_deltaKaiB3C3_rep3,E008_6803_deltaKaiB3C3_rep4,E011_Time[h],E011_6803_deltaKaiB3C3_rep1,E011_6803_deltaKaiB3C3_rep2,E011_6803_deltaKaiB3C3_rep3,E011_6803_deltaKaiB3C3_rep4,E011_6803_deltaKaiB3C3_rep5
247,20.660833333333333,1.3278311959813678,1.0914883499994217,1.3803948407922195,1.7256116368947292,1.442873536748125,20.66111111111111,1.9621984899594895,2.037487806596869,1.9571131215642623,1.3380154951002825,20.66111111111111,1.9301290730915568,2.3854164781360936,1.526936012038958,2.5912478970717325,2.2686197115738165
248,20.746944444444445,1.340192176443373,1.1425182810579582,1.389135032917589,1.7270356156002022,1.4459304683240468,20.744444444444444,1.9758854258309173,2.042401191215665,1.97169878467626,1.333974533035239,20.744444444444444,1.946457978348756,2.3960451108498675,1.5228460153044328,2.604758433710498,2.281473538668626
249,20.830277777777777,1.347118033389922,1.1990605173774866,1.3986478894018486,1.7347582350179536,1.4431534517798847,20.83055555555556,1.988307509137368,2.045654657576809,1.981625916519932,1.3287765765843815,20.828055555555554,1.944849799610684,2.4003460358494846,1.5169699362461897,2.614098165014201,2.288020401706387
250,20.91361111111111,1.3590084307515038,1.2513154037566236,1.4055330994434196,1.7381789821816882,1.4439423342173636,20.913888888888888,2.0018647846687783,2.054248289937265,1.9866945935129092,1.3240227150331982,20.913888888888888,1.960703321612168,2.414118143095935,1.5109069359564855,2.6160656072822905,2.290458965841116
251,20.996944444444445,1.3650630323608417,1.302283283415865,1.404590352197717,1.7470973458168648,1.4510969621833163,20.99722222222222,2.0149572957944777,2.059982170865883,1.994704890707464,1.3173140336576628,20.99722222222222,1.9736173333648672,2.4177603264965923,1.5074561798380366,2.6158592829086427,2.297587900582611
252,21.080277777777777,1.368281501952894,1.3521644979975842,1.402419336777145,1.7503128163406896,1.4520171816696847,21.08055555555556,2.027185084463191,2.069256381243397,1.997256881790503,1.301851613724233,21.08055555555556,1.9853906281572704,2.427271483905215,1.496616837604016,2.620877720381557,2.307605879796461
253,21.16361111111111,1.376263503164855,1.412959387566033,1.3988197422510975,1.7490248858621231,1.4545028381135192,21.163888888888888,2.028948191203031,2.073671000262432,2.001150639083577,1.2958365324898509,21.163888888888888,1.993422003554698,2.433450517121943,1.519188083278055,2.6235194542837585,2.30911158170404
254,21.246944444444445,1.3832086995361523,1.462468290607342,1.3973912576459602,1.7450330481818772,1.4579537763969812,21.24722222222222,2.038446655121508,2.0778261054274942,2.005386233542872,1.2792698632019424,21.24722222222222,1.998310261399299,2.436096331893302,1.544369095194245,2.630983025292397,2.3073036888825085
255,21.330277777777777,1.38951675450845,1.5132915440295216,1.402133571945109,1.748736798792414,1.4609698408473388,21.33055555555556,2.041880513905523,2.076321772554979,2.0067637347592138,1.2627526750984193,21.33055555555556,2.0086542078100544,2.4402078379122,1.566359055997133,2.6326669801790503,2.303180888264816
256,21.41361111111111,1.3907873314256465,1.560229483162459,1.4108463740889114,1.7513356348779476,1.4695508752369708,21.413888888888888,2.046049803821372,2.077158075773167,2.0162832109580675,1.2460860334076769,21.413888888888888,2.0134526531827754,2.4439839488179302,1.5793571526417265,2.6299698718097164,2.304941871139699
257,21.496944444444445,1.397420093533875,1.626082441757922,1.4209293529747251,1.7508290553144432,1.4682967227833623,21.49722222222222,2.0427545597147416,2.078335087522225,2.020144728999538,1.235270999348596,21.49722222222222,2.016504412190104,2.443223582196167,1.592562576393489,2.630090259144823,2.3039853331516778
258,21.58305555555556,1.4076147039815037,1.6670507519895543,1.421582197456897,1.7496165606696177,1.4634072261491102,21.58055555555556,2.042594815010712,2.0780528785542054,2.0259483543783667,1.2143086301305406,21.58055555555556,2.033008303781512,2.43372565957897,1.6125745228283446,2.62462670723922,2.301309974301064
259,21.66638888888889,1.4057708258191357,1.7105347444528811,1.4238045963467671,1.7508976532029394,1.4602822274419176,21.666666666666664,2.041770601713756,2.0817115179330474,2.0228941512239365,1.1979999789533595,21.664166666666667,2.0347631511833013,2.4328891064447813,1.629792191832674,2.6229777872421858,2.308114498943952
260,21.74972222222222,1.4060881219996102,1.7555347481653052,1.4191962384126653,1.750071836865628,1.451721568214599,21.75,2.050081950407741,2.081911073034575,2.0229821823002663,1.1789460950073876,21.75,2.037167781898607,2.4291128522184264,1.6380147876033166,2.6245420763974208,2.3079976157922264
261,21.83305555555556,1.4029662553779991,1.7976510905661074,1.416356812379911,1.7493386173006544,1.451925089465076,21.83333333333333,2.048728890255927,2.079051609546501,2.0108125090060174,1.151748023473442,21.83333333333333,2.037421027707391,2.426195830271116,1.6586415186475691,2.621118158043053,2.302958037913557
262,21.91638888888889,1.413004888711613,1.835484097516448,1.415886006930816,1.741697501842742,1.4560926316363805,21.916666666666664,2.049711449000964,2.067133191468421,1.9997851913744884,1.1224068055228256,21.916666666666664,2.038921724666448,2.4189369779204446,1.6762715977831877,2.610304621611633,2.2995944827314023
263,21.99972222222222,1.4100036846599924,1.8676340932993647,1.412983510704681,1.730747999518364,1.4584240346166517,22.0,2.047229652964896,2.0603558811118194,1.986700288073616,1.097323478317325,22.0,2.038268713109403,2.413935236430388,1.6853042421383864,2.6005000626301387,2.293305672025006
264,22.08305555555556,1.4111623057849167,1.9113014006197768,1.4124490122978002,1.723689621045746,1.4567191377391389,22.08333333333333,2.036483527049164,2.0491197391000657,1.981557856405976,1.0726990750092116,22.08333333333333,2.033060837646711,2.4063895510113067,1.6975386731518367,2.5919030827199734,2.2876903319294
265,22.16638888888889,1.4080804145503996,1.954886340604478,1.4010822002634549,1.7145218788348648,1.459977779782201,22.166666666666664,2.0222730947345973,2.038024824368416,1.9675579523087847,1.042334624741242,22.166666666666664,2.029296947165658,2.3918988708199453,1.7125741165726691,2.5809122895969647,2.2825471929354038
266,22.24972222222222,1.405157673322689,1.987189232802144,1.3964827631119194,1.7004442869874472,1.454999798969303,22.25,2.008798378081419,2.027671194164012,1.959300630353896,1.0086311526466576,22.25,2.02317589483036,2.385862148959432,1.7338098024604718,2.5687262970713656,2.2722749898896204
267,22.33305555555556,1.398993744370268,2.0230103951833263,1.384250389310458,1.691856361296975,1.4527850329690215,22.33333333333333,2.000059397729247,2.0222589040458816,1.9439859437478024,0.9739896798491824,22.33333333333333,2.015696538081764,2.371678342479277,1.7410449651852922,2.560143725047854,2.2584724619944443
268,22.419166666666666,1.3977882898638545,2.0689501441404587,1.3751847672833262,1.6769576192486777,1.4403333188950411,22.416666666666664,1.985656172897091,2.003588007884938,1.9332139443316363,0.9452112234630258,22.416666666666664,2.004257738637647,2.3561464123753755,1.7522788434276335,2.545763199525533,2.2483383528080547
269,22.5025,1.3923409718764006,2.10440879448785,1.36548558541177,1.665147580019538,1.4284444933061555,22.502777777777776,1.9737887213833516,1.9846585578639837,1.925384682581169,0.9126967965928828,22.50027777777777,2.0006583624926173,2.3426653235900066,1.7649106801784602,2.5291833525979333,2.229871410244418
270,22.585833333333333,1.3894514523830948,2.14338665946169,1.3575525320340252,1.65262576447829,1.419118392206267,22.58611111111111,1.9646570595658257,1.9732706044777029,1.9074982076068097,0.8818474083339318,22.58611111111111,1.990297279918113,2.324034045011832,1.7657397227391929,2.5140028224530075,2.223070386573288
271,22.669166666666666,1.3853193932613603,2.183284050720045,1.3473852954453205,1.6401916951854183,1.4075548510443872,22.669444444444444,1.947861202401702,1.9464241965326687,1.8911545671536076,0.8442640637718355,22.669444444444444,1.9749733654624029,2.3070515494758963,1.7707652227217103,2.5010202533731345,2.211334038420204
272,22.7525,1.375144456290856,2.175101278342864,1.336183563897873,1.6242448963931602,1.3973537047146367,22.752777777777776,1.9318011634275607,1.923119381147341,1.8779538076012496,0.864547763982741,22.752777777777776,1.9680854979505853,2.289916813763629,1.7759864360483524,2.476034295735119,2.192261126766495
273,22.835833333333333,1.3691263031534735,2.171838650831969,1.3245470256008909,1.6131848940455034,1.386914787556244,22.83611111111111,1.9186769547593765,1.8997562037520632,1.863295973964064,0.8888995060332812,22.83611111111111,1.9610325604845915,2.275428818602844,1.7814026229519129,2.461843606010192,2.170450416949275
274,22.919166666666666,1.3562645954333417,2.1600964751110645,1.307675368720573,1.6042112157781876,1.3628379333535472,22.919444444444444,1.912288587092516,1.8757347080890667,1.8437811098910148,0.9189202829805724,22.919444444444444,1.9518134404431808,2.257386548667736,1.7920130479756458,2.432246846764005,2.160500678661445
275,23.0025,1.339358994616823,2.153075056525733,1.2935682813801113,1.585323390918704,1.353922975335995,23.002777777777776,1.893236069701741,1.861854936212468,1.8276092576657077,0.9374110838722148,23.002777777777776,1.929627029481944,2.238788992578886,1.8008169799732636,2.41184268665664,2.140010685951694
276,23.085833333333333,1.3362091620925152,2.124774698843435,1.282825451659685,1.5719209504862943,1.3351697461781409,23.08611111111111,1.8797194104412016,1.840316928488271,1.810780458206384,0.9577728937462954,23.08611111111111,1.9234722235333028,2.218035142903257,1.8124136921089369,2.388429800442603,2.121779217224497
277,23.169166666666666,1.3196147591512513,2.1273957042535105,1.2654465675964663,1.5508034271919522,1.3221780779996508,23.169444444444444,1.8573386157444465,1.815520723594365,1.7966947510659284,0.9644066936313838,23.169444444444444,1.9065479228065083,2.2009239961541964,1.814002461857294,2.363406868970823,2.1050050552401185
278,23.255277777777778,1.3081754469860996,2.1109383733671767,1.253431317184616,1.5371703554384235,1.3079478023652982,23.252777777777776,1.8372936906244124,1.7968663585205258,1.7705521744318609,0.9847134605465344,23.252777777777776,1.8858530317876443,2.1796545527914337,1.8181825710034216,2.344172579184658,2.0842869871146066
279,23.33861111111111,1.298690886692361,2.081803005217531,1.243379388375288,1.5156212713202033,1.290878750284966,23.33888888888889,1.815384638673432,1.777153868568414,1.7461527651263422,0.9896941675012856,23.336388888888887,1.870986459239623,2.1658258172210845,1.8275533056428643,2.3217256241218864,2.067423804319798
280,23.42194444444444,1.284360739267575,2.0915898972595484,1.2356904690766255,1.4933557126235408,1.264970752213645,23.42222222222222,1.7876114620632286,1.7549832873515785,1.7276965586061706,0.9957497834956618,23.42222222222222,1.849747118202188,2.1456367977956448,1.8341139561816264,2.2972647029147164,2.046814302683316
281,23.505277777777778,1.2689846656115145,2.068499345370082,1.2211642471537636,1.4765732188264358,1.2478236380514367,23.50555555555556,1.7615741615449214,1.7313546467954528,1.7043835889627847,1.0042812735201707,23.50555555555556,1.831733925991912,2.116486506813997,1.8440638173361683,2.277588520789778,2.027657282388572
282,23.58861111111111,1.251762326526185,2.051531643847865,1.2012004104288263,1.4470733310986377,1.2386372371435497,23.58888888888889,1.736672736449021,1.7068679771373567,1.6738138889222611,1.0252895985558057,23.58888888888889,1.8163458042022007,2.0969739605214075,1.8448021881334096,2.2548957890681285,2.007951547974762
283,23.67194444444444,1.2360933827158314,2.0262870854135087,1.183998646680928,1.4222555923016498,1.2202113782803037,23.67222222222222,1.71230718468543,1.6809233069264966,1.643987489845316,1.0351757155740429,23.67222222222222,1.8017816787032883,2.065898179109521,1.8437283719107287,2.2339852251652497,1.9834959083368715
284,23.755277777777778,1.2263774947869306,2.008165961209502,1.171558643646177,1.3975195469887254,1.201945889697124,23.75555555555556,1.6810775027434444,1.6481206630239642,1.6195044217273038,1.0279405775368442,23.75555555555556,1.7826404796422413,2.0382581867163734,1.84144167631596,2.199855552591049,1.9584891767256736
285,23.83861111111111,1.2132143232481942,1.983768560800216,1.1548800890176696,1.3796647414048684,1.1896405990745482,23.83888888888889,1.6579836856917538,1.6166600706027388,1.5889647131982176,1.0365851333966551,23.83888888888889,1.7653211414429546,2.0122530114263784,1.8517414133074,2.175705500949858,1.9361301707477256
286,23.92194444444444,1.2004035285105712,1.9806951721718944,1.1419626704454928,1.357890723486836,1.1730953335382206,23.92222222222222,1.6290257271784403,1.5795415531476849,1.562168391522691,1.0473103280964071,23.92222222222222,1.7432226028061553,1.981481685270336,1.8486268991537984,2.151933805940434,1.9150177123653729
287,24.005277777777778,1.178344770887244,1.9431460817326656,1.1240060755367254,1.3269970428631377,1.1467099196588952,24.00555555555556,1.6060036194309784,1.5409651324555522,1.5323154825999958,1.0459171025695142,24.00555555555556,1.7089438067093994,1.9473432442254264,1.8568974544343668,2.12313920935596,1.8899506278967475
288,24.091388888888886,1.1584377105936297,1.912921574312532,1.1016099918554358,1.30458325085403,1.1318841834524345,24.08888888888889,1.5771173532562366,1.510130828634979,1.5080060109640412,1.0568063937398764,24.08888888888889,1.6878837004070757,1.9222367282152195,1.8569524040387744,2.091320459084044,1.86532774801577
289,24.174722222222226,1.1352820077473804,1.8952219331633773,1.0897741069226847,1.2804489004715256,1.1070179503798103,24.175,1.5567669180404755,1.481238660106487,1.4756399997833776,1.0703791345218776,24.1725,1.6674412354304005,1.8863611811096623,1.8533910771671471,2.06447630910672,1.834547907752148
290,24.25805555555556,1.1170773223683832,1.867247439958964,1.0690981082165223,1.2613935464193853,1.0893110453471038,24.258333333333333,1.5271523017493505,1.449288643602486,1.4526174708611923,1.077436253820387,24.258333333333333,1.6492153675874222,1.86531565072509,1.8572128073300704,2.037005519500445,1.8092099464913731
291,24.341388888888886,1.1046233143787614,1.849998374794931,1.0483816831719897,1.2374167450931235,1.0701632927055047,24.341666666666665,1.4936734909279052,1.4166807941672708,1.4261384446353131,1.0693786765307558,24.341666666666665,1.6364050569630213,1.8400991888242184,1.859016932348588,2.010106856436105,1.7887127079747271
292,24.424722222222226,1.0927196436028723,1.8362750161887973,1.030024519181119,1.2165180545800054,1.04617451625131,24.425,1.4663304707005822,1.3846151251570231,1.387802940178206,1.0776073235388233,24.425,1.6052092679189065,1.8159108511161488,1.853602794354201,1.989579092179007,1.761055040299277
293,24.50805555555556,1.070565969767308,1.8270776410799623,1.009226303592932,1.1898970346590467,1.0285445392259287,24.508333333333333,1.4385232247712127,1.34709164823981,1.3636109751969756,1.080923111720911,24.508333333333333,1.579626969093618,1.7895496972563665,1.8511697397888691,1.9676210050888852,1.7326357959178778
294,24.591388888888886,1.0531619525008953,1.8372065248297,0.9905867237134428,1.174953246801015,1.0046731843158754,24.591666666666665,1.407451735423023,1.3151103733955851,1.335162566033367,1.0897269539438257,24.591666666666665,1.5518571334025275,1.7576147908467368,1.8513171194050104,1.9404313796198984,1.7086538316391713
295,24.674722222222226,1.039507251334698,1.8060619412211665,0.970505466805654,1.1558862541684292,0.9693602736527774,24.675,1.3723159835186305,1.2838713089161882,1.3118577276637624,1.1142197590648577,24.675,1.538098738037834,1.7369051994355127,1.8520442882655008,1.913409006320632,1.6855080086275862
296,24.75805555555556,1.0184015257020114,1.7828441624593945,0.9543822200895604,1.1334956216155594,0.9476056288133676,24.758333333333333,1.3439159485000465,1.2661744614053456,1.280696473699184,1.125002431931783,24.758333333333333,1.5209507644685694,1.7088199945173297,1.8591506057436733,1.884352681834096,1.658197192403338
297,24.841388888888886,1.0016444349383686,1.749353459171296,0.9326166707421484,1.1097809156884293,0.9274090708194892,24.841666666666665,1.3194516083886756,1.2292198357786694,1.2500788163852907,1.1318758733828609,24.841666666666665,1.4986121984405965,1.6783582515332045,1.862435435523322,1.852661208897724,1.6343202528424294
298,24.9275,0.985235638281537,1.709190100405661,0.9144085058973924,1.0797417046248117,0.909570420138093,24.925,1.293322939785315,1.199807435263658,1.2188047666023838,1.1452409802468364,24.925,1.502082029976608,1.6499190498705405,1.862698145598697,1.8183333963433768,1.6106760641766495
299,25.01083333333333,0.9671747948715192,1.659954353633161,0.8913574126462613,1.0605775583542307,0.8878894966812416,25.01111111111111,1.2639299178701555,1.1665372613996956,1.185674333865401,1.1494986453429394,25.00861111111111,1.472159253376126,1.6305014728631222,1.8593381082745075,1.7843680590973403,1.5924635049935758
300,25.094166666666663,0.9430615637505516,1.6346464847463424,0.877463078036711,1.033888048497963,0.8671661198061034,25.094444444444445,1.2282725164027792,1.1292093140380517,1.1528875263239216,1.1554497574808815,25.094444444444445,1.4478428672155044,1.6071046077911193,1.8651547001659192,1.7609640181803257,1.5716814582365717
301,25.1775,0.9252956038631064,1.5862667580596312,0.8549251890736896,0.9994727483690355,0.8438001083149576,25.177777777777777,1.1973507077221623,1.0960235913418834,1.1150443507621604,1.154295201460862,25.177777777777777,1.421131874347927,1.584327545881084,1.8553473021985576,1.7281201007074674,1.5441288112047884
302,25.26083333333333,0.9052765740558912,1.5620154363093337,0.8377434327191351,0.9745312329722288,0.8283912804551918,25.26111111111111,1.1641644627466727,1.060580089786234,1.0771448125989729,1.1498358580735637,25.26111111111111,1.3958252819034096,1.5583693823059537,1.851315299608508,1.6976351398883271,1.5122044555531624
303,25.344166666666663,0.8868041330778479,1.5118927806536333,0.8207174958919786,0.9490630790040726,0.8055394539193029,25.344444444444445,1.136113750974073,1.0242788041580324,1.0397889158878533,1.145872604100152,25.344444444444445,1.3753221012887955,1.5318292161850475,1.8164580819423095,1.665307975026891,1.487707287292419
304,25.4275,0.8650779395801524,1.4812990506725918,0.8044470654681393,0.923467864852848,0.7874444458448953,25.427777777777777,1.1041985404815184,0.9957197275560928,1.0075766633169352,1.16140631231228,25.427777777777777,1.3554213481877624,1.50730615058407,1.785575043056963,1.6335374515215713,1.46423620678907
305,25.51083333333333,0.8424976521162185,1.4530345043681512,0.7793318282805282,0.898145170598589,0.7649060728146837,25.51111111111111,1.069418797925556,0.963502851391116,0.9689080562089905,1.1638378514720835,25.51111111111111,1.3273220425608143,1.4813992925151074,1.7498655811199275,1.6023224208652036,1.439990118765414
306,25.594166666666663,0.8200629291416917,1.4122993981641314,0.7553714711190465,0.8704945780130796,0.7403241508564904,25.594444444444445,1.0319744885421265,0.9348281653856898,0.93298309452143,1.1761680863321824,25.594444444444445,1.302823208645289,1.4485077529366304,1.7225290986091175,1.574061740645051,1.4173679322995365
307,25.6775,0.7999734290144542,1.42149398690623,0.7319656807305872,0.8409156705598567,0.7196984954432488,25.677777777777777,1.0020655761465624,0.9004956575742884,0.8988017768463041,1.1745978776356814,25.677777777777777,1.2829238749553538,1.4212306467534932,1.6979650023129087,1.5421542745427996,1.3927685608253106
308,25.76361111111111,0.7728288099946239,1.387418523862025,0.7127141438190325,0.8132080333942084,0.6966289214929995,25.76111111111111,0.9712920231335916,0.8701053143032706,0.8635641004103004,1.1815280821161704,25.76111111111111,1.2434230742820058,1.4005670928169331,1.6639727033301326,1.5163988923345633,1.366390922132395
309,25.846944444444443,0.7540287302445515,1.3812732607209703,0.6884165470452566,0.783971253363172,0.6783152433688927,25.84722222222222,0.938053790477332,0.827657120230882,0.8318700610747473,1.1867595524977237,25.84472222222222,1.2187198436930728,1.3677162139245724,1.6369516170700795,1.478994469890878,1.3374339383662384
310,25.93027777777778,0.7295728478288239,1.3432584475944025,0.6676725770271232,0.7526049190055388,0.6627572748791867,25.93055555555556,0.8985508377312961,0.7933510583272543,0.7919196533356128,1.1946931374948984,25.93055555555556,1.1954132245332136,1.339077136820416,1.6105011632525006,1.4395398891767075,1.306896536028073
311,26.01361111111111,0.7084608207142638,1.3055743330155325,0.6458819203394878,0.7235086205518511,0.6423548292772499,26.01388888888889,0.8649831230283891,0.7521871098744053,0.7607128703235011,1.2101296818127387,26.01388888888889,1.1697022624239182,1.307448992194852,1.5668207659076014,1.40543403825144,1.27977764597492
312,26.096944444444443,0.6836923067699272,1.2770211639394529,0.6200442635141958,0.6984819499244006,0.6169077192615575,26.09722222222222,0.8271506030809088,0.7173652544662398,0.7254497038036569,1.215870026146772,26.09722222222222,1.1441860072635055,1.2800309146846518,1.5299098533760471,1.3758758112688885,1.2580762034195871
313,26.18027777777778,0.6670669637671061,1.2565991857431331,0.5949592930400828,0.6757245007372328,0.5926157569756968,26.18055555555556,0.7904532331805474,0.6772854700085478,0.6981301441759635,1.21631500718301,26.18055555555556,1.1192635132271267,1.2506220428729715,1.4895678583089615,1.338664108477292,1.2333911479306696
314,26.26361111111111,0.6433844493793275,1.2165086422254223,0.568626695362977,0.6486358682961432,0.570478754008361,26.26388888888889,0.7558909671983873,0.6399477327190042,0.6611541804749438,1.2262654575979492,26.26388888888889,1.0955338387667617,1.2230215192893512,1.4649942176679271,1.3063978362193138,1.2061214234325484
315,26.346944444444443,0.6270444211823523,1.2133497756070482,0.5502461568856958,0.6290156495986801,0.5474965213933539,26.34722222222222,0.7210637575849059,0.6081520171271737,0.6245218003697581,1.231522206058571,26.34722222222222,1.0721960466112213,1.196028490409713,1.4291883727249828,1.275275906932043,1.172865978205392
316,26.43027777777778,0.6028465366541779,1.1943228265306167,0.5308173639680469,0.603863443334142,0.5298688696095881,26.43055555555556,0.6905715553699738,0.5724982960745032,0.5918329901642081,1.2374860772223402,26.43055555555556,1.0456492037661476,1.1678421066563631,1.3997497690626268,1.2368972391469937,1.146423764885157
317,26.51361111111111,0.5845904531750356,1.1628280340606123,0.5155400029268312,0.5761788498835793,0.5043956085810848,26.51388888888889,0.6576143101628522,0.5435865407143282,0.5582877347967311,1.2535578917372068,26.51388888888889,1.021692381514013,1.1342615223979928,1.3684778565738158,1.2056607574901057,1.1199937404635858
318,26.599722222222223,0.5618758280273923,1.1226656356833984,0.4976137600358375,0.5507614713197929,0.4804765476769737,26.59722222222222,0.6253919701521973,0.5156167205118689,0.5238860178404067,1.2663384662416055,26.59722222222222,0.9965246554141204,1.1036858959496736,1.3495720894619645,1.1673653926817429,1.0909748662882082
319,26.683055555555555,0.5457023183959504,1.0936358673072168,0.4790383215258449,0.5270109114073366,0.4669114957114935,26.683333333333334,0.5927044821060573,0.4857888032442335,0.4866278215029509,1.280428613364455,26.68083333333333,0.966145105302602,1.074314389572863,1.315631926240945,1.1288100815366962,1.0671661080623407
320,26.766388888888887,0.5236695813676445,1.0609389632621884,0.4526133735846271,0.4971267756025141,0.4483002609439924,26.766666666666666,0.5563517913718745,0.4513027550004145,0.4503131266267208,1.2818291417251586,26.766666666666666,0.9375528152924222,1.0449461694754028,1.291456829735089,1.0933937669641804,1.038566435845087
321,26.849722222222223,0.4995772739316479,1.0217751563003117,0.4341386023569449,0.4705086710533819,0.4286426510789275,26.85,0.5253338418764817,0.4257585401812915,0.4171419126887101,1.2835408559336046,26.85,0.910546873773376,1.0161804058115158,1.2660462670791852,1.0561153979678344,1.0087748240513386
322,26.933055555555555,0.4830250529793663,0.9743446775954652,0.4182136939445504,0.447556206599747,0.4061384732658636,26.933333333333334,0.4928505761261069,0.3913561214996289,0.384114157800553,1.2375645565901654,26.933333333333334,0.8801263734120877,0.9866162726818112,1.2409997097184795,1.0253739296457254,0.9795902514517728
323,27.016388888888887,0.4660125753044415,0.9418477567434048,0.3980383344061876,0.4174689927731687,0.3829875340994764,27.016666666666666,0.4593019352063711,0.3584954599800792,0.3434298387085212,1.1989010402856972,27.016666666666666,0.8490904111520122,0.958052948133279,1.2059166334086793,0.9873683231903432,0.9538117011728552
324,27.099722222222223,0.4495394976027499,0.8914846217617656,0.3792122097575909,0.3914466417969569,0.3663896396195488,27.1,0.4196878587822858,0.3261765149591795,0.3048889307935277,1.1365510996015424,27.1,0.8196380882134345,0.930489614159295,1.1813965182159474,0.9586975458886056,0.9194381606968356
325,27.183055555555555,0.4378054764724018,0.845855499090062,0.364535005971484,0.3610887675861729,0.3409445953109733,27.183333333333334,0.3868082850982576,0.2915992440853548,0.2740914080711214,1.0871155231095266,27.183333333333334,0.793568510093473,0.8987254566996176,1.1362388485169068,0.9219605711218516,0.8918686218617551
326,27.266388888888887,0.4166101684137445,0.8067606135896858,0.3426064089775829,0.3333949857476297,0.3308522061037516,27.266666666666666,0.3478631509780855,0.2597636033189141,0.2378372431914933,1.0385950953719596,27.266666666666666,0.7666807865660731,0.8665596656403884,1.1022431129986363,0.8875563783658488,0.8643020808614386
327,27.349722222222223,0.4061532298293597,0.7668001885439082,0.3216261046625933,0.3095649135798916,0.3089122763729941,27.35,0.3178523918249614,0.2316695469320532,0.2037264074394711,1.002990596941638,27.35,0.7417740316820125,0.8351914348141336,1.0692088046586736,0.8580839531907885,0.832337538245498
328,27.43583333333333,0.3890343170240633,0.7155744456578788,0.3033937788702129,0.2803981700732745,0.2927246099389194,27.433333333333334,0.2825759416214699,0.1941170275088549,0.1721588707345218,0.9521028043618393,27.433333333333334,0.7096473637688985,0.8080199619997619,1.023735420805017,0.8231422872612877,0.8049739989193334
329,27.519166666666667,0.3680530862049072,0.6890836050586255,0.2815091174011282,0.2604943759098463,0.2708890100668558,27.51944444444444,0.246233732929589,0.1575059959452872,0.1451346016307521,0.9117324901663286,27.516944444444444,0.6838999054311706,0.768444448922567,0.97342246305612,0.789130378336389,0.7750104721441333
330,27.6025,0.3518091934811757,0.6221278852950558,0.258971806013018,0.2316531534634244,0.2562052794672403,27.60277777777777,0.2164256968906888,0.1224364014492042,0.1084535673169064,0.8854804228793542,27.60277777777777,0.6573307835500959,0.7360641012542253,0.944069437340894,0.7560472302695582,0.74904597153687
331,27.68583333333333,0.3339022948643921,0.5967075033379552,0.2427815304205502,0.1964741267995784,0.2316732202956192,27.68611111111111,0.1859517632255332,0.0881081915403476,0.0733157336163693,0.8495473670156488,27.68611111111111,0.6301391292837754,0.709878128612796,0.912475853898713,0.718491853008689,0.723479515070304
332,27.769166666666667,0.3209320462683124,0.5634226745799873,0.2273379762953848,0.1737569216756312,0.2066926341526468,27.76944444444444,0.1536118602342778,0.0487213120503437,0.0513210649871628,0.7993340830804292,27.76944444444444,0.5997240780671383,0.6814857445627227,0.8928412272794044,0.6890632625960996,0.6927101250729844
333,27.8525,0.3014981035089264,0.5236736128356955,0.2090408292661734,0.1529011655406551,0.1868633220840869,27.85277777777777,0.1220059147964726,0.0084757071227053,0.0254695245219501,0.7530413275693977,27.85277777777777,0.5710847696119454,0.6502861666148327,0.8469650763432556,0.6529604811685318,0.6629368282292455
334,27.93583333333333,0.2782001223044612,0.4804605303415007,0.183889774918555,0.1313064875354742,0.1615850845808123,27.93611111111111,0.0979338523710597,-0.0212286807871683,-0.0018389260519687,0.7250698529687409,27.93611111111111,0.5512203479067865,0.6204786162263365,0.816646924261013,0.6271825369571549,0.6381586555792091
335,28.019166666666667,0.2612377582753786,0.4537836377557033,0.1632844987951627,0.0999725184926645,0.1344577215788044,28.01944444444444,0.0685955969963744,-0.0437919109119926,-0.0266043263726542,0.6944204077551299,28.01944444444444,0.5221299612170829,0.5942623188008285,0.7826862985138798,0.5935284642875622,0.6021746425187835
336,28.1025,0.2416106669443739,0.4056431441584823,0.1460246863956179,0.076298890936554,0.1174810324591536,28.10277777777777,0.0463910712901448,-0.077214044172596,-0.0560267174435271,0.6490937363957194,28.10277777777777,0.4958127620850878,0.5690365036882865,0.7446827308935186,0.5617973035797712,0.5705838287996657
337,28.18583333333333,0.2295185037363777,0.3828392570518945,0.1309100231765338,0.0614852390832199,0.1008548160480595,28.18611111111111,0.0123201964494923,-0.0952951431779209,-0.0835061416333705,0.6360905793481502,28.18611111111111,0.4742679073298832,0.5432004041850726,0.7050357575020492,0.529588101348228,0.5437852585293387
338,28.271944444444443,0.2193609239785562,0.3599721823598758,0.1169401945515144,0.0383311988404923,0.0809788706168305,28.26944444444444,-0.0152171077490696,-0.1192352722250248,-0.1128426426763273,0.5912116730605456,28.26944444444444,0.4594945580473815,0.515353257533931,0.7009449187520496,0.4944999102017994,0.5183779801710704
339,28.355277777777776,0.2057375829003107,0.3366421244282406,0.0919148858911537,0.0160364078079523,0.0626529938818831,28.355555555555554,-0.0522209229496341,-0.1512344972990766,-0.1388362656719031,0.563257749971515,28.35305555555556,0.4322918796103261,0.4926943049239904,0.6570097593665573,0.463131788843781,0.4935610465439191
