,E007_Time[h],E007_6803_deltaKaiA3C3_rep1,E007_6803_deltaKaiA3C3_rep2,E007_6803_deltaKaiA3C3_rep3,E007_6803_deltaKaiA3C3_rep4,E007_6803_deltaKaiA3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3C3_rep1,E008_6803_deltaKaiA3C3_rep2,E008_6803_deltaKaiA3C3_rep3,E008_6803_deltaKaiA3C3_rep4,E011_Time[h],E011_6803_deltaKaiA3C3_rep1,E011_6803_deltaKaiA3C3_rep2,E011_6803_deltaKaiA3C3_rep3,E011_6803_deltaKaiA3C3_rep4,E011_6803_deltaKaiA3C3_rep5
782,65.39416666666666,0.5144576601477877,0.5647323644133153,0.5801122923969058,0.5144296253532163,0.2147157526685126,65.39444444444445,0.4969912785805395,0.4339641443325619,0.4176975660838021,0.5120049247563633,65.39444444444445,0.8416245517894407,0.477102558124351,0.6070053453587128,0.5945185026046176,0.7943563489395575
783,65.47749999999999,0.53044848417658,0.5787637055095238,0.6154333208193714,0.5126124618354517,0.2265703438217806,65.47777777777777,0.5033899981277905,0.4360298652168869,0.4169548625184026,0.539555915323126,65.47777777777777,0.8667088576425255,0.4665924796425044,0.6088946214599833,0.5883131301193424,0.7966189849825429
784,65.56083333333333,0.5382207018173801,0.5899920970199308,0.6175813928533387,0.5265862741429899,0.2330801221731749,65.5611111111111,0.5036108317774513,0.4395022208706375,0.4208154276192052,0.5207963785179923,65.5611111111111,0.956297220711327,0.4717315839201013,0.6104286399102625,0.5871519782821002,0.7867128051176469
785,65.64416666666666,0.5469737871466152,0.5954171570941842,0.6087555804559373,0.5389505710064999,0.2538443007921673,65.64444444444445,0.5116538667632308,0.4423811604350059,0.4224790525200782,0.5143263412121711,65.64444444444445,1.019592197171988,0.4731207716022686,0.6048085087448248,0.5890360958779565,0.7876387780356873
786,65.72749999999999,0.5503072134368427,0.6044385036214519,0.633354952609434,0.5389048603492814,0.2514620902912636,65.72777777777777,0.508119191551337,0.4352666338452074,0.4197455285874613,0.5117458301535645,65.72777777777777,0.8391963511506886,0.4727609466446507,0.6080353400990839,0.5799665356303211,0.7809978762665406
787,65.81083333333333,0.5552204531567577,0.6164557542304248,0.6375785753212359,0.5458486492872716,0.2715326988260008,65.8111111111111,0.5046068958404835,0.4321585918304769,0.4206146474203668,0.5088548719667573,65.8111111111111,0.8057122547236493,0.4748530163134183,0.6051102502085826,0.5827443542009467,0.7641910761791411
788,65.89694444444444,0.5591129779711941,0.6234685262893174,0.6352255116238894,0.5443814441290353,0.2696553320949478,65.89444444444445,0.5055170705618804,0.4324569859140733,0.4146862008503839,0.4652534931530282,65.89444444444445,0.8797424879171236,0.4735978911852544,0.6086343594090056,0.5755706121899306,0.7560193579814819
789,65.98027777777777,0.5679842587411179,0.6248764369058641,0.6206948215750777,0.5475027503757761,0.257629193339699,65.98055555555555,0.5014498078792355,0.4329617684132749,0.4119599809416726,0.4293417200903433,65.97805555555556,0.934089638707406,0.4683964851473661,0.5986087921361741,0.5646463741357121,0.7604837057206163
790,66.06361111111111,0.5738337655236353,0.6298791029273251,0.6381855622576257,0.5500120727213235,0.2586534833448868,66.06388888888888,0.4946052011887623,0.4356728924393808,0.4124357799909702,0.4089195790333575,66.06388888888888,0.9367563030208232,0.4646497153974781,0.5932346769260483,0.5659727085150716,0.7505851072826528
791,66.14694444444444,0.5736609675719854,0.6284761409404801,0.632296787779494,0.5515089150521466,0.2725274004381711,66.14722222222223,0.4949833451191689,0.4275903118977173,0.4205133905275872,0.3711870961134138,66.14722222222223,0.9625450847337466,0.4657585024438379,0.6025131464147171,0.5663506877431341,0.7403245543927568
792,66.23027777777777,0.5724653333355457,0.6242671672716357,0.6460275492737833,0.5515927804473463,0.2572501404902451,66.23055555555555,0.4969843355316682,0.4335139814876281,0.4281926053134074,0.3653442973385437,66.23055555555555,0.9566585956725778,0.4623237701052096,0.5948453373384132,0.5675813881733682,0.7483030426151567
793,66.31361111111111,0.577646330459828,0.6322517979866153,0.6625768948987377,0.562263171178653,0.2768208969148307,66.31388888888888,0.4972082695199704,0.435043856702478,0.4306732173428869,0.3781912085934686,66.31388888888888,0.9778994556137646,0.4623464455108785,0.5914323905335049,0.5682658900975849,0.7477215713531377
794,66.39694444444444,0.5894034257864836,0.6272296488907703,0.6721438698377336,0.568919588710436,0.3004388606686839,66.39722222222223,0.4964552454102881,0.4381798938296542,0.428955019843058,0.3999278556396006,66.39722222222223,0.925270292283786,0.4620274591006501,0.6020754509364952,0.5690052777459373,0.7469811438490439
795,66.48027777777777,0.5969360853532952,0.6390003355289683,0.6655275162992916,0.5731615336996938,0.3123032202515892,66.48055555555555,0.4883253627613312,0.4445220499505676,0.4400378062735237,0.3991542641150362,66.48055555555555,0.918773741359158,0.4593677446248478,0.6033756675840243,0.559200639286924,0.751482767184271
796,66.56361111111111,0.6082437743941875,0.6375634731856075,0.6655268735170683,0.5785885059960563,0.3022131617063612,66.56388888888888,0.4808187223643126,0.4466702829406487,0.4381213703264651,0.3980704595345639,66.56388888888888,0.9982124464664353,0.4533682391443154,0.5993341936128707,0.5540530668273806,0.7538274522792854
797,66.64694444444444,0.6175259573392169,0.6459186768846028,0.6611409777498591,0.5834000046417931,0.2793678686188516,66.64722222222223,0.4689354262429431,0.4512245514693511,0.436805505926637,0.3674764672896605,66.64722222222223,1.0675890591822128,0.4642298830304162,0.5983521862599492,0.5491636564124911,0.7418162138936026
798,66.73305555555555,0.6231820978145788,0.6400655613893933,0.6607688622815988,0.5845955278718011,0.2783665221179379,66.73055555555555,0.4588755776534351,0.4561848150001508,0.4356900072313643,0.3401723126484909,66.73055555555555,1.11950623903312,0.4869536199650372,0.5880308068623095,0.5497335080257852,0.7364500706257963
799,66.81638888888888,0.6322116586426023,0.6438037412029392,0.6770095574213645,0.5851745731136124,0.2754083008755268,66.81666666666666,0.4614392810845021,0.449951033790541,0.4333746686305502,0.3283580207559077,66.81416666666667,1.1293666534958238,0.4927403969405816,0.5933712208571399,0.5409637255891283,0.7381300449135046
800,66.89972222222222,0.6368141018417532,0.6457328305677263,0.6744620905033674,0.5927366369873917,0.2690923811065627,66.89999999999999,0.4604266422573546,0.4483231688920414,0.4268592847466672,0.3218336166334563,66.89999999999999,1.122772977997028,0.5027911642599691,0.5855745977817651,0.5390554169627324,0.726257163033419
801,66.98305555555555,0.648988888626634,0.6532524434657636,0.6701254858869595,0.5986812153059387,0.3024179365690181,66.98333333333333,0.4542377681257035,0.4469011821501935,0.4241436504347686,0.3143991251793681,66.98333333333333,1.1097278959134798,0.4909068755366446,0.5814421112736443,0.5458096939451542,0.7238324551012915
802,67.06638888888888,0.6593354794079858,0.6603621936185764,0.6581987649566339,0.6094078030746815,0.3213841385638946,67.06666666666666,0.4580727668757636,0.4442850362045571,0.4250275607824741,0.2966545711685625,67.06666666666666,1.1478340985719564,0.4936884876945726,0.5695749390703782,0.5440276722732886,0.7170569550719308
803,67.14972222222222,0.673053333792683,0.6592616944872178,0.6562809461220185,0.6189158944916859,0.3317901559352278,67.14999999999999,0.4583317479262457,0.4382746944887143,0.4269108111099816,0.2853999792526496,67.14999999999999,1.1784942852492777,0.4911369609682345,0.5569742630096994,0.5373104716223787,0.7041317007392052
804,67.23305555555555,0.6765419105837363,0.6681505592722634,0.6701710448178847,0.6212049829476509,0.3222351550700844,67.23333333333333,0.4592148219283645,0.4430701212302714,0.4343931969700619,0.2844353739599272,67.23333333333333,1.2179111631722963,0.4822532589026321,0.5462412690294776,0.5374592156060072,0.6992577337360416
805,67.31638888888888,0.6822006677802939,0.6660284009138102,0.670868073504139,0.6322745610259064,0.338718299898559,67.31666666666666,0.4573221007658317,0.4398712814508569,0.4436745141480602,0.2871607796953832,67.31666666666666,1.2326874475179053,0.4616383483532866,0.5493771471677247,0.5348750317760999,0.7002360995344231
806,67.39972222222222,0.6898290625776371,0.6612948320914755,0.6679710416658282,0.6365241205024144,0.3500387518937796,67.39999999999999,0.4592536975548598,0.4384781409661177,0.4495545586618956,0.2819762207406938,67.39999999999999,1.2398258614130335,0.45529319948624,0.5397830915625821,0.5255590516229273,0.6916678474453949
807,67.48305555555555,0.6882265513671894,0.6661494652244038,0.6462789558131408,0.6289531523457744,0.3581956700719084,67.48333333333333,0.4648097266441647,0.4408906663857241,0.4570331267620607,0.2614817212542243,67.48333333333333,1.2823291359346518,0.4412187857780555,0.5280603004523334,0.5155124105751026,0.6811540306190551
808,67.56916666666666,0.6857925897365067,0.6645919124712587,0.6483908194814001,0.6335611467172148,0.3759882109921332,67.56666666666666,0.4655903036149579,0.435708825113367,0.4603100149316227,0.2644773052710251,67.56666666666666,1.3120000101097655,0.4262160840158129,0.5338099761753972,0.5097362479995803,0.6740957060445664
809,67.6525,0.6947266324692806,0.6586217857302266,0.66170563323107,0.6415475929705998,0.3564155287566771,67.65277777777777,0.462395545280952,0.4333325853467594,0.4613850198862209,0.2545629967028411,67.65027777777777,1.371841230915415,0.4172860742971148,0.5296333251703255,0.5028317072016596,0.6758939345501445
810,67.73583333333333,0.6942281335453391,0.6604386966390176,0.6666223946477556,0.6437119796524248,0.3496767750107917,67.73611111111111,0.4642255696883632,0.4327619160776377,0.4646579385740719,0.2433388193381028,67.73611111111111,1.3730555532786806,0.407829740030079,0.5275315579758115,0.4949999354249831,0.6659497808030682
811,67.81916666666666,0.6962965461406475,0.6544422565748651,0.6659400983421973,0.6432537945018215,0.3585710989427619,67.81944444444444,0.4614804961159024,0.4355967870917588,0.4723285681759633,0.1982047968419305,67.81944444444444,1.3564457400766805,0.3976480679333486,0.5177058892306843,0.4854420838515335,0.6588643133096712
812,67.9025,0.6965313226273077,0.6530320766545229,0.6600577359502768,0.6445725244505504,0.3558976472839006,67.90277777777777,0.4575604450747853,0.4354371689688996,0.4813967061052571,0.1869609527561339,67.90277777777777,1.4098145621365696,0.4019420480360816,0.5163575376739072,0.4857593076016387,0.6582386044153434
813,67.98583333333333,0.7037319145735558,0.6466077677342694,0.6519742961330144,0.649667655623007,0.3560555643085539,67.98611111111111,0.459265538308726,0.4412830330828619,0.4800621500078906,0.1594073104992082,67.98611111111111,1.4079647982355408,0.3921126736779593,0.5138877261445827,0.4775527657339687,0.6494737303045399
814,68.06916666666666,0.7076977727437668,0.6469689404099028,0.6474887645765683,0.6473386733362203,0.3396439918341005,68.06944444444444,0.4571958987939372,0.4489343516014689,0.4709246977623726,0.1467438933663412,68.06944444444444,1.4302992351008226,0.3841609415091819,0.5060976815819505,0.4702236212455392,0.6429707710007682
815,68.1525,0.7030283470984489,0.6529152050167464,0.6554001239922367,0.6521850620998546,0.3234620692209492,68.15277777777777,0.4663516507391359,0.4489910974865624,0.4751841474797899,0.1501707245294095,68.15277777777777,1.4140206674096858,0.3694878514904702,0.5003886350253811,0.4527730410717066,0.6415308103665979
816,68.23583333333333,0.7097230867942506,0.6524461716296445,0.6719073541164562,0.6544063056162033,0.3259089333725379,68.23611111111111,0.4671329195855351,0.4524532444940091,0.4812402975037999,0.1624878270369753,68.23611111111111,1.4683318977894324,0.3702944068930606,0.5063618216143915,0.4442021960861705,0.632154936103654
817,68.31916666666666,0.7047814401839526,0.6579614500629656,0.6844094317108034,0.6558018867801936,0.29258371873534,68.31944444444444,0.4649398320068514,0.4537207671736954,0.4722929464106331,0.1632952238142944,68.31944444444444,1.4990357368174052,0.3675816142987128,0.5074184805886284,0.4379122611009717,0.6226442397526211
818,68.40527777777777,0.7122028548164714,0.655660649870599,0.6673053305619931,0.6595712876793882,0.3080855572988539,68.40277777777777,0.4581725159092963,0.4603936408695294,0.4735418930090994,0.146792937663307,68.40277777777777,1.491135003020987,0.3667504835997056,0.5015598552878748,0.4311044148664956,0.6169998166932413
819,68.48861111111111,0.7223867774368637,0.6535433803459589,0.6781940214818792,0.6537139895939813,0.3260135785956154,68.48888888888888,0.4470311004315881,0.4596718417194442,0.4767869363405757,0.1229809912626443,68.48638888888888,1.5014325228775929,0.3662020279988383,0.5099871931520557,0.4181798400714734,0.6094227661443182
820,68.57194444444444,0.7239326539863202,0.6484092505219801,0.6794744723074553,0.6572294729968009,0.3291669097011871,68.57222222222222,0.4437157159449402,0.4577553466553903,0.483427875679018,0.1508594071676247,68.57222222222222,1.5187311308146758,0.356537264009428,0.4993017457212295,0.4133397233429735,0.6091141911637107
821,68.65527777777777,0.7298399296021683,0.6480578691711194,0.6861456479008531,0.6485172175533059,0.362144675234164,68.65555555555555,0.4500264940530685,0.461244133403341,0.4908645105309537,0.1304282078102561,68.65555555555555,1.559633669209731,0.3633572114553124,0.4933047686355917,0.4025852552464112,0.6060751986483348
822,68.73861111111111,0.7365080486178704,0.6612888448053558,0.678806510149343,0.6601767021215927,0.3685459973561742,68.73888888888888,0.4487635675921871,0.4609381804832939,0.4944966406354862,0.1094874154992373,68.73888888888888,1.5833429883902892,0.3560628934708507,0.4831975216354738,0.3979176302855449,0.5871068993341686
823,68.82194444444444,0.7385364545630262,0.6593017856761957,0.6764560179653358,0.6666074047523889,0.364369995771872,68.82222222222222,0.4509270706310139,0.4650374672092657,0.4889240659642879,0.1070370524199528,68.82222222222222,1.5748619466339149,0.3560553365009196,0.467181268561344,0.3953380469024744,0.5916104077962467
824,68.90527777777777,0.7355245901633714,0.658096299774662,0.6568931272863792,0.6670088026890518,0.367215787728949,68.90555555555555,0.4493171384707644,0.4697419736892941,0.4869465867216112,0.1182771406344794,68.90555555555555,1.5247934101682148,0.3593355703009161,0.4434572773538093,0.3898477074776433,0.5875868424486629
825,68.98861111111111,0.7334718973407791,0.6554719948313037,0.66371679107516,0.659980372367577,0.4214824880181246,68.98888888888888,0.4459339076451528,0.471451680825442,0.4887640033442809,0.099407702081579,68.98888888888888,1.548340253170831,0.3531046279367581,0.4360268200536109,0.3830478183298378,0.5738373255445646
826,69.07194444444444,0.7339778172132561,0.655828478316191,0.6529259593195059,0.6569215894165884,0.4593692089731476,69.07222222222222,0.4463775159203971,0.4747665703137913,0.4879761165016926,0.0732287585767038,69.07222222222222,1.633305357769445,0.3499635457848808,0.4412911728016263,0.373939589716187,0.5595629831761648
827,69.15527777777777,0.7402417900949456,0.6607653574389176,0.6583195790323828,0.655431928657347,0.4638750604708016,69.15555555555555,0.4502481022952117,0.4772866246444452,0.4899827270958208,0.063540331811996,69.15555555555555,1.6180916140417714,0.3329133635322421,0.4266516158388731,0.3667242358321635,0.5467649452747292
828,69.24138888888889,0.7388632554961305,0.6652822391485982,0.6632965942518969,0.663510864103745,0.4305991499309007,69.23888888888888,0.4497458070008128,0.4796118271015318,0.4837836362612093,0.0649424433562864,69.23888888888888,1.6399019200155664,0.3265551241763183,0.4171094335065038,0.3570029748115831,0.5202443456105874
829,69.32472222222222,0.7392416521232258,0.654778730133871,0.6636559460412901,0.6465578689623103,0.4123405823162889,69.325,0.4498707715009192,0.4857421617631966,0.4911786453649764,0.0602351146550926,69.32249999999999,1.656739181668622,0.3162898740251046,0.4006659142458091,0.3481770287266038,0.5092023217931211
830,69.40805555555555,0.7355764178787866,0.6576544368228971,0.644396572488945,0.6389724156322008,0.4072984601328417,69.40833333333333,0.4470231384917469,0.4898776135016104,0.4783675560068169,0.1000183670306227,69.40833333333333,1.6698063129287697,0.307918662697116,0.3917223505982099,0.3374476235877267,0.502440015270775
831,69.49138888888889,0.7380669898615009,0.6529089653833601,0.6397174087083841,0.6351539757052083,0.3746718834294656,69.49166666666666,0.4478030519020098,0.4948181679829637,0.4771501700190012,0.0902922216817739,69.49166666666666,1.6683062356738736,0.2886425431213877,0.3850800392052748,0.333015989343799,0.492958571331049
832,69.57472222222222,0.7395128043661953,0.646941921722465,0.6326173868382694,0.6269020199657577,0.3852599497980978,69.575,0.4382106568929277,0.4927638116674704,0.4763262894663679,0.1140566996841322,69.575,1.7080418797318435,0.2784625715374762,0.3665402808086992,0.3242833598820021,0.4839591391005018
833,69.65805555555555,0.740513296883829,0.6419529114869407,0.5948954360423978,0.6276160183909066,0.3818617543737085,69.65833333333333,0.4378460998582176,0.4903145318093634,0.4792957166463324,0.0913118219899705,69.65833333333333,1.6980161828806146,0.2793798074954566,0.3595043802503199,0.3106509730278701,0.4806428715447526
834,69.74138888888889,0.740867902101503,0.6379415400630385,0.586950482509709,0.6214954401503464,0.4090763898342973,69.74166666666666,0.4277095284240961,0.4918703164568982,0.4760582540888853,0.0714576094282528,69.74166666666666,1.6836320908481726,0.270995313855924,0.3481736464721087,0.3003200705452769,0.4800109254684781
835,69.82472222222222,0.7465760539024473,0.6395074125765312,0.5819814494542812,0.6231397536064027,0.4259029464008964,69.825,0.4214010914492799,0.4856311544523548,0.4738137045565881,0.0728940827046312,69.825,1.7034925573125332,0.2683101567899917,0.3387493925161777,0.2892918981364362,0.4694644615154124
836,69.90805555555555,0.7440371853660349,0.6350501338927141,0.5757872571153315,0.6305484263140331,0.431540511837567,69.90833333333333,0.4303209390249886,0.4901970354320318,0.4723618710445802,0.0912212624014443,69.90833333333333,1.7402005439017507,0.2585254057792929,0.32723293552477,0.2891677054419101,0.4632046441683479
837,69.99138888888889,0.745850728767773,0.6347693086164063,0.5847668227572138,0.6339209250208286,0.4085881714514042,69.99166666666666,0.4298692224749375,0.4889679498262504,0.4751025567805706,0.0950391689777244,69.99166666666666,1.802759020193915,0.253842133615982,0.3236255967402712,0.268948746040599,0.4720326417491373
838,70.0775,0.7502161155793032,0.6308645410919506,0.5549190606694232,0.6430567156670124,0.4074450080925297,70.075,0.4298460943553455,0.4797438888593539,0.4816355652248464,0.0921478227691874,70.075,1.8069709637171587,0.2452614164027341,0.3147287015051984,0.2616362774497479,0.4743496264186882
839,70.16083333333333,0.7461327764684051,0.6351354354032093,0.5700428821665946,0.6387552633854423,0.4027101021541026,70.16111111111111,0.4226517084549318,0.4763248445497064,0.4781607000702669,0.1115472439882432,70.15861111111111,1.8222393599496476,0.2393843335527424,0.3023435792622103,0.2568315611249471,0.4599567741769687
840,70.24416666666666,0.7488001412989945,0.6435815953735673,0.5665371955884974,0.641416032501609,0.417782531572308,70.24444444444444,0.4180862197949143,0.4709108097096968,0.4796777652422642,0.1112374527239852,70.24444444444444,1.8109672023195875,0.2348119677897205,0.2864715635540983,0.2449358624601262,0.4552552648630052
841,70.3275,0.7546176391311201,0.6458026245659355,0.5532009063000465,0.6428384865336365,0.4006613718263671,70.32777777777777,0.4165497846290095,0.4715017779457313,0.4765865648988446,0.1410184689421998,70.32777777777777,1.8143574922052217,0.2139454051479004,0.2641139920237924,0.2351504507875591,0.4648462821548839
842,70.41083333333333,0.7485846982209716,0.6553981262827447,0.5530329166912906,0.6474220881922783,0.3923456959385262,70.41111111111111,0.4120425604434383,0.4656977436582376,0.4726869034305908,0.1258903124853622,70.41111111111111,1.8528132389348293,0.2101857349720331,0.2612722064143588,0.231076599377863,0.4565310135697479
843,70.49416666666666,0.7449007460208736,0.6587677035659486,0.545632126177418,0.6423662993809276,0.3766345744740661,70.49444444444444,0.4079647059569181,0.4680987020416721,0.4657785854606581,0.1232530030726319,70.49444444444444,1.8747374597867248,0.2015340499173931,0.250347552569001,0.2231155854399986,0.4487106504637956
844,70.5775,0.7433652091792851,0.6489109591970224,0.5409974311987595,0.6344705811956046,0.3635270755412992,70.57777777777777,0.4141163811206656,0.458704649084505,0.4644614158447719,0.0981065602998614,70.57777777777777,1.9227331799892644,0.1997914459497725,0.2337413804310597,0.2100686901212685,0.4371863880322866
845,70.66083333333333,0.7359775135408029,0.6434274956969681,0.5585277252207812,0.6317343939249658,0.3686222647915681,70.66111111111111,0.4140977471184028,0.4555155815692323,0.4553351996712385,0.0790510036395925,70.66111111111111,1.97100343272084,0.1921590223454826,0.2228550440440108,0.2067371985073196,0.4165594253095418
846,70.74416666666666,0.7381370841461581,0.6395169153263043,0.57582189873409,0.6383571970503024,0.3809192054192468,70.74444444444444,0.417108966366347,0.4583314970723692,0.4615997422609356,0.0574863524410533,70.74444444444444,1.9493512591098847,0.1860378816913556,0.2178899015514684,0.1955223996221416,0.4090309651689353
847,70.8275,0.73684334523222,0.6369788200850746,0.5782788392544308,0.6443384492455324,0.3842169581617398,70.82777777777777,0.4431502025132188,0.4629523939644563,0.4650548491673097,0.1006126259301605,70.82777777777777,1.93777970823486,0.1682291298847429,0.2116473151971797,0.1878255864280668,0.4016022143229003
848,70.91361111111111,0.7376957202319931,0.6458128117128489,0.5880974313226887,0.6398776083772147,0.395514581299482,70.91111111111111,0.4494216204402364,0.4675782714100516,0.4693003261763883,0.107829843209522,70.91111111111111,1.9040918371242737,0.1393338761335144,0.2089286513250329,0.1834480558257683,0.3902743833229323
849,70.99694444444444,0.72869363177462,0.6438184916887142,0.5928765565048855,0.6469741315045351,0.4050111306559452,70.99722222222222,0.4471233862611183,0.4680091293677405,0.4695359793067709,0.1283380232584328,70.99472222222222,1.9586907107566671,0.1333532329560626,0.193735280379052,0.1853911086542649,0.3774486865595822
850,71.08027777777778,0.7372365016853757,0.6447954612312832,0.5898150933921852,0.6430274748793161,0.4337056595976244,71.08055555555555,0.4428556673220857,0.463244968590124,0.4693616148096279,0.1303371849328765,71.08055555555555,1.97997940206062,0.1104883161812973,0.1800685769033987,0.1786560496909174,0.3701263422624578
851,71.16361111111111,0.7373237509856756,0.6453433212986872,0.5983119176008882,0.6418370939460125,0.4269972190340493,71.16388888888889,0.448218632201859,0.4590857906238266,0.4643770391687061,0.1010273469655282,71.16388888888889,2.022560991914748,0.1121402449486493,0.183329919542366,0.1602441876514301,0.368508572500229
852,71.24694444444444,0.7361547998930678,0.6424616725885879,0.5985659017724356,0.6406024433417135,0.4192848574177824,71.24722222222222,0.4386124507116569,0.4639315978094957,0.4613820591003272,0.1308085279657472,71.24722222222222,2.0144385691477087,0.1039101417080679,0.1735206910403894,0.1511568351898511,0.361596603180621
853,71.33027777777778,0.7287290678212401,0.6449501155381618,0.6203759155734065,0.6305229768961399,0.4219676207444141,71.33055555555555,0.4362372938952007,0.4603823932818003,0.460976481553383,0.1342807464195856,71.33055555555555,2.029215230538192,0.0995991322200234,0.1630422782420407,0.144595308898568,0.3517916640504183
854,71.41361111111111,0.727845973380014,0.6382082503241109,0.619540825695517,0.627598147631643,0.4370445525525682,71.41388888888889,0.4342933340287102,0.4592381809694317,0.4583601137093441,0.1500440206897848,71.41388888888889,2.042094080814928,0.088408345555506,0.1544960720920267,0.1353609293083155,0.334494988695464
855,71.49694444444444,0.7233049343753476,0.6344356768626596,0.6092594958556266,0.6174274077632118,0.4367146939239004,71.49722222222222,0.4231807446209047,0.4576989655951017,0.4497327629822515,0.1608983690157707,71.49722222222222,2.069278232656684,0.0745389140960242,0.1326834676351904,0.1188550208881707,0.3293078145406599
856,71.58027777777778,0.7133053678093382,0.633231994809556,0.589330786795731,0.6188102086984681,0.4223770834830944,71.58055555555555,0.420299700413006,0.4627647526755439,0.4458942370187239,0.1504438095136628,71.58055555555555,2.0939708066922647,0.0731919735336089,0.1226058640165126,0.1100789120455515,0.3290313828499637
857,71.66361111111111,0.7138466898802143,0.631396803560069,0.6027535562829645,0.6245460010376622,0.4388307573978662,71.66388888888889,0.4066503773787344,0.4632355485215127,0.4330443436979496,0.1508803601762655,71.66388888888889,2.10877493150051,0.0645686628708063,0.1104646644811077,0.1056339351262186,0.330866938726395
858,71.74972222222222,0.719328315982342,0.63412970224899,0.5819266591096016,0.6244342345736835,0.4306747493789638,71.74722222222222,0.4086329527243101,0.4553113602377849,0.4201828911316928,0.1472080388730738,71.74722222222222,2.1556937436103,0.0676701244206868,0.0970612763742315,0.0941214264142791,0.3222157311120288
859,71.83305555555555,0.7237496607062257,0.6326302897506353,0.5814489470930563,0.6228743582920506,0.4495080906801675,71.83333333333333,0.4102476048884552,0.4537921957231621,0.4173096876642919,0.1194268633502735,71.83083333333333,2.143730387500553,0.0608975038068388,0.0905971111412759,0.0873427261321779,0.3104790127880011
860,71.91638888888889,0.7245101378385073,0.6330981646788403,0.5839192690758808,0.6188658203709159,0.4707298100982874,71.91666666666666,0.4112945135423895,0.4478780636704622,0.4162245418726578,0.1169368512307345,71.91666666666666,2.150088015600224,0.0524519499633698,0.0846735843277679,0.0716991784407076,0.2954580403745018
861,71.99972222222222,0.7184091603619583,0.6305329253869647,0.5919364709257651,0.6154080681810663,0.4825389339731615,72.0,0.4083738595898359,0.4537689735665303,0.4115272625662791,0.1159380200140207,72.0,2.131569788288303,0.0417346151349091,0.07969211557937,0.056992131439004,0.2873540743307848
862,72.08305555555555,0.7168461404554932,0.6335341699678927,0.6022993955355389,0.6207005482859201,0.4815344861876637,72.08333333333333,0.4076858251670143,0.4518649356922303,0.4096176587872135,0.1002303870763806,72.08333333333333,2.1373788738938204,0.0275466548766042,0.0634541286418823,0.0472229371645419,0.2729683789551592
863,72.16638888888889,0.7112204894941601,0.635501496254028,0.6016068828231722,0.6163427064415308,0.4721154881677004,72.16666666666666,0.4084305936426467,0.4457659611224464,0.4062955398100959,0.1312139696707548,72.16666666666666,2.150118448695844,0.0272892280541214,0.0495610513612439,0.0451929515931424,0.2715022223849923
864,72.24972222222222,0.7049316180491427,0.6348345018172994,0.5980577697317733,0.6153339875965823,0.4940809588822029,72.25,0.4042083496179572,0.4460720617260851,0.4099607151421341,0.1124887849267701,72.25,2.191591696923476,0.0225634968436464,0.0384143156835296,0.0337035346389682,0.2707568765967113
865,72.33305555555555,0.7143789358877609,0.6271327839691547,0.6012508902295894,0.609473835892393,0.5040299148431373,72.33333333333333,0.3956192789266658,0.4403832501660786,0.3968129945231086,0.1036548498507419,72.33333333333333,2.2320018107558584,0.0275706267318878,0.0228153576549516,0.031556050154524,0.2619336174057986
866,72.41638888888889,0.7069618519734717,0.6187959397605673,0.5909850753100057,0.6017616946629143,0.5163613701055012,72.41666666666666,0.3850635686349932,0.4352995398993748,0.3978521879253773,0.0861121813256794,72.41666666666666,2.198151990322171,0.0225117865160712,0.0085656174218547,0.0159518659306586,0.2456337244668003
867,72.49972222222222,0.7042797744658696,0.6106235659820344,0.551459152991547,0.6021970064347331,0.5358743362673206,72.5,0.3815414070416631,0.4284209451769475,0.4094781055538689,0.081660796111273,72.5,2.202445443701631,0.0183881483039443,0.0002665392307233,0.0062923536965654,0.236058481273314
868,72.58583333333333,0.6999321107206833,0.6150152591635707,0.5660719483178787,0.597579212927067,0.5335678224696576,72.58333333333333,0.3776529836778963,0.4263474810437917,0.4114905578460852,0.077500710843908,72.58333333333333,2.2606853869234915,0.008000887513773,-0.0180804285718204,-2.111088022225399e-05,0.2264091751580014
869,72.66916666666667,0.695918267289777,0.6195706155747176,0.5656222833578011,0.6009077550517647,0.5248408353966013,72.66944444444444,0.3775984893074173,0.4264791633389226,0.4070893554721064,0.0882319420366558,72.66694444444444,2.3188750439670462,0.0009511828743428,-0.0342738335390174,-0.0083871481938269,0.20868709729258
870,72.7525,0.6994376499211534,0.6218892312245372,0.559908977205256,0.5991820729133124,0.5426923792752736,72.75277777777778,0.3669781159264478,0.4272160086953776,0.4016743093345835,0.0548545060792775,72.75277777777778,2.345417646761625,-0.0077597835750406,-0.0423122191239758,-0.0180043747000247,0.2016935426878257
871,72.83583333333333,0.6964896635589515,0.617570701861615,0.5783308459793262,0.6034016058088288,0.4961214558758254,72.83611111111111,0.3575920567637111,0.4243580345402181,0.4030452305687421,0.0333684192382258,72.83611111111111,2.336716435186593,-0.0267308264845518,-0.0529941246796658,-0.0274714029162539,0.1860298101935729
872,72.91916666666667,0.6982737123434436,0.6082146229740599,0.5692867028242337,0.5879657922280606,0.5077270645114405,72.91944444444444,0.3556405062804306,0.4173052590945228,0.3948019305423801,0.0263736976566359,72.91944444444444,2.343974657071354,-0.022760757193846,-0.0707180854589159,-0.0341868414216089,0.1900972024987146
