,E007_Time[h],E007_6803_deltaKaiA3C3_rep1,E007_6803_deltaKaiA3C3_rep2,E007_6803_deltaKaiA3C3_rep3,E007_6803_deltaKaiA3C3_rep4,E007_6803_deltaKaiA3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3C3_rep1,E008_6803_deltaKaiA3C3_rep2,E008_6803_deltaKaiA3C3_rep3,E008_6803_deltaKaiA3C3_rep4,E011_Time[h],E011_6803_deltaKaiA3C3_rep1,E011_6803_deltaKaiA3C3_rep2,E011_6803_deltaKaiA3C3_rep3,E011_6803_deltaKaiA3C3_rep4,E011_6803_deltaKaiA3C3_rep5
220,18.405277777777776,0.8438368294665162,0.902654421888319,0.0246469582823352,0.8982237063429086,1.0159082493939613,18.405555555555555,1.0035414756417704,0.9500696769459402,0.9532024974090696,1.3273382782176202,18.405555555555555,1.543747075257187,1.5020521862586271,1.4770442702117323,1.3545361305219286,0.9832043722231726
221,18.488611111111112,0.8803904044167967,0.9376807216703928,0.1172291149852111,0.939370684725355,1.0485284357545432,18.488888888888887,1.0618554826795417,1.0055447176067889,1.005062301934831,1.3539242990167175,18.488888888888887,1.603694641486378,1.551324136739625,1.5301359119471822,1.4142648547980248,1.0474094394753035
222,18.571944444444444,0.9164937683670796,0.9776774634516652,0.1844892434553964,0.9728570044367968,1.0890573644254538,18.572222222222223,1.1079375636958526,1.062780592303274,1.0616795517903956,1.4029651826262244,18.572222222222223,1.6475674137194425,1.6002628415743263,1.5920982341366785,1.4702714401900108,1.0861086371250472
223,18.655277777777776,0.962346847165234,1.0120444117701086,0.2672280875219111,1.0128826279480845,1.1360956292926612,18.655555555555555,1.1557871132593285,1.1185768039363877,1.1116539074030722,1.4704610252182293,18.655555555555555,1.723763480211457,1.6530673408957608,1.6517300405386586,1.5271547221341963,1.1465007763124406
224,18.738611111111112,1.0009495658552665,1.0527813309032186,0.3490463880389166,1.0516475169226993,1.1794438217851668,18.738888888888887,1.2058035271710943,1.169132856201144,1.161585029432741,1.5152119228415113,18.738888888888887,1.7912809371675338,1.707936678147476,1.709430139011699,1.578913540005232,1.197584672016577
225,18.821944444444444,1.040901848677318,1.0934879848680126,0.4343448828857129,1.0939516322167568,1.2031025308750016,18.822222222222223,1.2577862024647786,1.225648253586579,1.208672578771857,1.5568179714215369,18.822222222222223,1.850717888742824,1.7594699000835408,1.7597973415145118,1.629346737116113,1.2489591430556095
226,18.905277777777776,1.074603619067667,1.129364137421031,0.5147243069667383,1.1275949338790043,1.2516723430772296,18.905555555555555,1.3007345374065058,1.2691225013757497,1.25271621654545,1.5932792667604616,18.905555555555555,1.9326724470425152,1.804266056768543,1.8100304641059484,1.6776531607181773,1.3070230120867472
227,18.988611111111112,1.1032547996587283,1.1646095520583375,0.5887853922115704,1.1633773811508237,1.2897538424499433,18.988888888888887,1.3450479314949035,1.3117551056457346,1.2939156041111224,1.6365959045371306,18.988888888888887,1.9889427321218325,1.8505242015775896,1.8665283269449944,1.7282316620011051,1.3577751056062606
228,19.07472222222222,1.133855312279053,1.1948239920155173,0.6543288675749261,1.1936989324662286,1.3119476105942678,19.072222222222223,1.3835257854610985,1.3449455732676343,1.3374704030590518,1.6663679803070766,19.072222222222223,2.063926871986039,1.89904339119631,1.9166897542907728,1.7808810960929191,1.4034142539494767
229,19.15805555555556,1.173805077953327,1.2286072202676772,0.7155554590366615,1.2309595454518665,1.32125422665436,19.15833333333333,1.4163675012687174,1.3894934119065725,1.3697802752119892,1.6885955895025222,19.155833333333334,2.0988230025904357,1.9344226856208495,1.9599135745025424,1.8216003220599863,1.4483392912907815
230,19.24138888888889,1.210504016902373,1.2617589995294494,0.785865889601771,1.2677591769270171,1.3232742673174065,19.241666666666667,1.4479724821138875,1.4335981300216922,1.406644882625259,1.7298788274323793,19.241666666666667,2.1398292678403603,1.9788611481578768,2.0057986200397,1.875388202907016,1.486949055643619
231,19.32472222222222,1.2403520485431514,1.2904790922549858,0.8532608793003874,1.3032977829035963,1.3548083068136267,19.325,1.485340132425236,1.4756592368661596,1.4412638875867598,1.787017789282247,19.325,2.190943819591188,2.0195578454245773,2.0511437274617803,1.9190436055770608,1.5288423888604905
232,19.40805555555556,1.265949091488758,1.3169672606379617,0.9319411451877836,1.3371753185861508,1.37645691691627,19.40833333333333,1.52106985786389,1.5176762424871622,1.4764369526169645,1.801612570114414,19.40833333333333,2.2755648176483314,2.059311847348657,2.0949477374284515,1.9681654009515173,1.5844181366329582
233,19.49138888888889,1.2922950635484232,1.3436232666115762,1.0109074013443715,1.36899173837186,1.3720206669416153,19.491666666666667,1.5601610653234772,1.5566486577259098,1.51036374046892,1.8304632648678576,19.491666666666667,2.317890429767241,2.094522227168345,2.138209494699521,2.014552463850122,1.6394751484916406
234,19.57472222222222,1.321989881727515,1.3698468718485497,1.086760358875702,1.3937469958505366,1.386900123748977,19.575,1.607213162930126,1.5935759942176322,1.546243914128248,1.8597699683582447,19.575,2.3489188316534046,2.126988061432385,2.178127848134933,2.0516036730309573,1.6902122778062152
235,19.65805555555556,1.3464334622275391,1.3938378377611262,1.1679007259124643,1.4268410438046268,1.411695851740697,19.65833333333333,1.646425560042463,1.6292577643915838,1.5752771368131415,1.9017327752779312,19.65833333333333,2.3782482069623487,2.1609084300000427,2.2149016506947654,2.093917911190448,1.741428381785418
236,19.74138888888889,1.370825720446134,1.41819592550107,1.238929207610486,1.4492738342092109,1.407808412862149,19.741666666666667,1.673597667251618,1.6540934814710369,1.60866307197437,1.9175517801959605,19.741666666666667,2.405876747299634,2.1960824160411048,2.254929759439237,2.1354940649633605,1.7873223214770424
237,19.82472222222222,1.403566570977078,1.4453208959596706,1.3142465061507358,1.4686453182320005,1.4004383666017393,19.825,1.7077288963812176,1.6864826594732898,1.645001383295276,1.885227077558064,19.825,2.4262026522208617,2.226909106035876,2.2864110355286997,2.179131024922806,1.8238929617679407
238,19.910833333333333,1.427655927610283,1.466812509767739,1.3838533207393198,1.4905554462333426,1.4069862699909037,19.90833333333333,1.7416186604873896,1.7272248132096586,1.6852917346917766,1.917158761686666,19.90833333333333,2.4654241292316703,2.25818758977518,2.324344344223644,2.216027685580237,1.858939171384024
239,19.994166666666665,1.453693703331798,1.488070527295608,1.4439503476074829,1.505204167766215,1.4328526776041102,19.994444444444444,1.771066373858763,1.7639194582854834,1.719133790312361,1.953746926780876,19.99194444444444,2.5321393937877343,2.289116960360364,2.3567285548846977,2.250382945385451,1.893059822890261
240,20.0775,1.471479810323808,1.5062947086531349,1.5075382800116093,1.5235914315762291,1.4604381415588576,20.077777777777776,1.7926714520164673,1.7919661111001262,1.7465272145380937,1.9841916669164927,20.077777777777776,2.5649466692947662,2.31609631420329,2.3965625409726234,2.281995706726588,1.93165379269068
241,20.160833333333333,1.496014159964635,1.5228848136896969,1.572017808233224,1.547317185601631,1.468143211515676,20.16111111111111,1.8256333117141303,1.8149642888469688,1.780271671982614,2.029293076046006,20.16111111111111,2.5874441871085168,2.348324751026345,2.429045180048323,2.317864875930128,1.9727199610283657
242,20.244166666666665,1.5178966628287365,1.5460406019941957,1.6375896195789883,1.5663813769732982,1.462368434678127,20.244444444444444,1.8441513709378812,1.845913509513415,1.807366827492133,2.052251247998591,20.244444444444444,2.611030186534775,2.37420137386243,2.466575353772831,2.351789363260897,2.009657211985462
243,20.3275,1.5355272286867057,1.5627618328950543,1.700854398380703,1.5897839520147428,1.4615143557928003,20.327777777777776,1.8664250489063487,1.8716132918808928,1.826212346145438,2.0794662764801144,20.327777777777776,2.660102914829364,2.403925289054971,2.496351947907324,2.385568082922064,2.041064433483172
244,20.410833333333333,1.5453057665052738,1.5740482654602208,1.7704128259953094,1.6067248562421084,1.495181517149322,20.41111111111111,1.8930537660706623,1.88986315552485,1.8468078932538887,2.099938255073132,20.41111111111111,2.6790606271981474,2.4188956062579114,2.5183738523131107,2.40579995305514,2.082540517281755
245,20.494166666666665,1.5624321844473077,1.5882996584971627,1.8204655808048864,1.6164040343641737,1.5049704585803465,20.494444444444444,1.9172369441144517,1.9138626208147564,1.86455313436142,2.1430672772368844,20.494444444444444,2.685301586797025,2.4365114384357134,2.5490399609516388,2.431883895739979,2.1166843589805326
246,20.5775,1.573906389871808,1.599715770552871,1.889413338216652,1.6312214302823476,1.4998817174615575,20.577777777777776,1.9317740059538453,1.9298112089141035,1.8892477352445385,2.1770534363073075,20.577777777777776,2.7238240647319345,2.4613719018633606,2.562549171884492,2.453218836994779,2.1472948580178803
247,20.660833333333333,1.5881282893339148,1.610696359913861,1.935256770662964,1.646576987090676,1.5081158287116736,20.66111111111111,1.9490643757374744,1.9463084417804035,1.901691361912328,2.19309682549702,20.66111111111111,2.7608263400588524,2.4814761161263554,2.589300387273392,2.47640370677608,2.181170917671235
248,20.746944444444445,1.597297788584903,1.6164411846061686,1.991596547601319,1.6578706470758346,1.471673324792441,20.744444444444444,1.9647074788464671,1.958353842165193,1.9236836806064432,2.1621975378953326,20.744444444444444,2.81550669978379,2.49502320412072,2.600692513380193,2.499237438978764,2.192311445057089
249,20.830277777777777,1.6122147925721828,1.631350002395351,2.047833335514352,1.6687023517171338,1.46475473570864,20.83055555555556,1.9799027418944537,1.972146933614027,1.9364243578011149,2.185355666468244,20.828055555555554,2.827663438862797,2.512212292052997,2.617924460566893,2.518118971436058,2.212315351130996
250,20.91361111111111,1.624279205439302,1.639622570786492,2.1005677979098367,1.6792720416865174,1.4479605890080816,20.913888888888888,1.987849592727564,1.9898872404664845,1.944313060203145,2.2187713040584423,20.913888888888888,2.825494860201963,2.523842509440249,2.647195143295622,2.534047245919533,2.233781550687565
251,20.996944444444445,1.6322909305259443,1.6436586470241945,2.156800595320686,1.686979656848561,1.4414914097816065,20.99722222222222,1.9993474604244288,2.0017742878561657,1.955749454751914,2.222644543385304,20.99722222222222,2.8287992746574107,2.533112989110057,2.6673034801286457,2.5528212081390995,2.261708962360468
252,21.080277777777777,1.6352498703679306,1.6518579880925852,2.2069323853049525,1.6898251362604748,1.450747720663086,21.08055555555556,2.0067957752961787,2.0148076017106917,1.966533208619372,2.221575477044893,21.08055555555556,2.836975001035305,2.545822867200522,2.682048393728369,2.564839807743013,2.288496508622429
253,21.16361111111111,1.6413559266972158,1.6608203507153143,2.270363822445828,1.7008084181721006,1.440730041829425,21.163888888888888,2.0113939688864435,2.022786708751706,1.9804639892100455,2.198764197509965,21.163888888888888,2.834620366091844,2.553971283160266,2.697628810857332,2.5781019983178712,2.317543115785236
254,21.246944444444445,1.6510090004418925,1.6573454913555523,2.317295558351641,1.7049294400259147,1.450638891000559,21.24722222222222,2.0181414739713546,2.033511136494875,1.9843414641610344,2.190010797129963,21.24722222222222,2.841733704533266,2.55695737974843,2.7160436623782136,2.586606737388615,2.344047713999732
255,21.330277777777777,1.6500089917261898,1.6642331662159942,2.364328241655864,1.7155881384570264,1.5064747834394532,21.33055555555556,2.030037724559543,2.038180413249884,1.9891653013420103,2.195715368131019,21.33055555555556,2.8557133590158466,2.5641803030346755,2.729291883253828,2.595152986418529,2.35560923725582
256,21.41361111111111,1.6603557998704708,1.6650831312388572,2.4150625180171,1.7219844492931766,1.531838231952104,21.413888888888888,2.0320821558921383,2.0453940681204426,1.9979351688552225,2.175078002615952,21.413888888888888,2.846357680145897,2.566839202399181,2.744372412547127,2.6091397108092416,2.37482662338246
257,21.496944444444445,1.6560493233912377,1.6604951421058802,2.4818990301191,1.728918307554742,1.5487297468875412,21.49722222222222,2.038074204442773,2.0547516310042804,2.002450735035492,2.187498792564272,21.49722222222222,2.847865026479769,2.5701332305326483,2.750284193421197,2.60956587990072,2.388698814047672
258,21.58305555555556,1.6560894600011271,1.6650689542383246,2.536038417670749,1.7371896474547297,1.568949836137823,21.58055555555556,2.035013307917578,2.0576526325931503,2.000711668450215,2.162577829832179,21.58055555555556,2.8366337645238486,2.567061543436296,2.767026173139263,2.61743046697128,2.4056247547585325
259,21.66638888888889,1.6600761066089125,1.6710043227969755,2.572081317406072,1.7391984023987808,1.5840990051380404,21.666666666666664,2.040298905255184,2.055696604372825,2.00831763789936,2.1545152061525585,21.664166666666667,2.8358622687345623,2.575623300421864,2.7743973030646867,2.622732449237577,2.4182033948611776
260,21.74972222222222,1.6624091593195038,1.6739010026821406,2.6210283630842337,1.7429445049851702,1.573977756866316,21.75,2.0353304366267224,2.0602830786230992,2.007468312415471,2.1647110131349865,21.75,2.835948921518371,2.5746176641116136,2.7757965386609653,2.6260708078546093,2.4340336875408
261,21.83305555555556,1.6634885134339463,1.6683587485336484,2.6772801854895354,1.7388278870048055,1.5465865918438018,21.83333333333333,2.0355073434358264,2.063411588417792,2.0023633612636647,2.149565342265728,21.83333333333333,2.826892113231777,2.5752438004383222,2.7798228394917333,2.62644452791572,2.4429145898216533
262,21.91638888888889,1.658714063449422,1.666377314730851,2.72663741243142,1.7372484794412284,1.5531260081346807,21.916666666666664,2.0310290683186274,2.0650816676247405,1.9944024539416323,2.1408782849077364,21.916666666666664,2.8174902421813157,2.576100878645289,2.7878751692207637,2.6296525984525925,2.462045062567048
263,21.99972222222222,1.6562857030592493,1.670156455392624,2.712300668744469,1.734606212470613,1.548596501346169,22.0,2.023695055143756,2.0614928509058066,1.98898526017964,2.134449932300655,22.0,2.796741714623562,2.5721880712863334,2.789352495611963,2.626294012435256,2.4670240704793533
264,22.08305555555556,1.665203325152883,1.6702959243773647,2.7106705762884022,1.7303010154617655,1.538598564628514,22.08333333333333,2.0199047490123463,2.058044673716872,1.9805114499405256,2.1492803755608136,22.08333333333333,2.798444944765129,2.576904554225794,2.7922537905293767,2.6247677667720817,2.4700505820999954
265,22.16638888888889,1.6612668218159137,1.6609954752829923,2.701747753948078,1.7251328169761253,1.5131326886749914,22.166666666666664,2.0100575962580294,2.05493667230784,1.973380693419703,2.1517697056812333,22.166666666666664,2.781398354762667,2.578049506638527,2.789978029937185,2.627472862309784,2.4745235698094614
266,22.24972222222222,1.653876084330068,1.6516548614469495,2.690732817633494,1.7359015447677668,1.5081993617219112,22.25,2.002153044446939,2.0445683837226367,1.9657926610451588,2.1305180135316224,22.25,2.7782003747228634,2.5764221110099124,2.7835241938997086,2.6230083038334184,2.4746420098272943
267,22.33305555555556,1.6448310031732087,1.6486738359461994,2.6754263802797884,1.729807125783396,1.5071990695486126,22.33333333333333,1.9893905423777056,2.0397393457992106,1.9573470234774544,2.122925389858379,22.33333333333333,2.7526494427024426,2.5682215531358468,2.775891266581401,2.6137731000663864,2.477404882212097
268,22.419166666666666,1.636731468019335,1.646852151597232,2.665829051847236,1.721449486162353,1.504532295477467,22.416666666666664,1.980769540081464,2.025849097169529,1.9440434516097251,2.11719192528459,22.416666666666664,2.736544004708166,2.5610470221227493,2.7664782362468534,2.60376626367043,2.4896111708615294
269,22.5025,1.6281773677385831,1.644589560956056,2.642741439321252,1.7108285512366104,1.4867995203738755,22.502777777777776,1.970289488821846,2.0114971772595838,1.9388816165676797,2.1107177103100296,22.50027777777777,2.738882514696835,2.5560977103875557,2.755084095260794,2.599786811245636,2.487059863512312
270,22.585833333333333,1.619768590397224,1.6358858163182046,2.6287641467123906,1.695544245530774,1.4672012226462718,22.58611111111111,1.9633498410949843,2.0032831262893867,1.9318611897095992,2.1039028353111644,22.58611111111111,2.7318634345752866,2.545172813657722,2.7463078400880896,2.599633763330432,2.48614995174022
271,22.669166666666666,1.619905023257666,1.6263406697187324,2.594697775056344,1.679996492762082,1.4477378782461194,22.669444444444444,1.9447500506295128,1.9924064852729724,1.9275818426263427,2.0947473905411447,22.669444444444444,2.728085234200395,2.539471530971226,2.734148471293741,2.5975061444015903,2.487880430960089
272,22.7525,1.6193865527784537,1.611153872932217,2.5887429224139424,1.6745852158404082,1.4240099606679146,22.752777777777776,1.933089572386565,1.974666796018397,1.91144324714134,2.079651466129814,22.752777777777776,2.711946391379074,2.5307930646765646,2.725404993542886,2.5886029828742263,2.493050300425817
273,22.835833333333333,1.6044130646142674,1.6053251774727584,2.56450018387116,1.6679103368682564,1.3910179409491843,22.83611111111111,1.922367862559775,1.9576636011277384,1.898645075310596,2.0456151520837027,22.83611111111111,2.675245391868272,2.522136620432753,2.7116764156008006,2.5811233111017984,2.489058563230352
274,22.919166666666666,1.5925844436159236,1.5990543345939794,2.535770151539104,1.6551717771407652,1.376962287670486,22.919444444444444,1.9073843785752755,1.943996443997094,1.8851869994226875,2.01083853828603,22.919444444444444,2.6535807293749767,2.515101407209328,2.7029617503328973,2.5710661653761067,2.4959042263057056
275,23.0025,1.5719005738303746,1.5823410952890262,2.510553414554024,1.6401694571457068,1.3882434669554091,23.002777777777776,1.8923385790917,1.9286648688165864,1.866068691998769,1.9811217144967044,23.002777777777776,2.6215509055562127,2.500686637286345,2.6966600147047237,2.558230585927295,2.500186300422947
276,23.085833333333333,1.5593613385007097,1.570985210290566,2.494850559077308,1.629103296563485,1.3944619424705726,23.08611111111111,1.8738299240001823,1.9186684205703584,1.8502898257925675,1.9606647703523223,23.08611111111111,2.581954430019043,2.4896915262543797,2.683970229781964,2.549215616923851,2.4953038001922048
277,23.169166666666666,1.5483666200661548,1.5589864300707896,2.4712621682954814,1.6163732142671383,1.418018175425628,23.169444444444444,1.8598578744243577,1.8986066450365744,1.8350500737903817,1.9900677953661716,23.169444444444444,2.5753898203205665,2.469515293014525,2.6670914207304435,2.5410203064726025,2.486255744062664
278,23.255277777777778,1.5353163001620702,1.5495445048414096,2.461988822420211,1.602379128322337,1.3957126245732596,23.252777777777776,1.84242189272036,1.88987908878742,1.8167491092110877,1.9491308789282256,23.252777777777776,2.5334556019679217,2.4517571597784,2.645622616816119,2.5296437066187245,2.4776411543225665
279,23.33861111111111,1.5182102596199551,1.5324591845536617,2.447231098688301,1.5867209559873858,1.3821457462091784,23.33888888888889,1.827521442476823,1.8708852991891036,1.802386605506132,1.931054110305149,23.336388888888887,2.530950308418282,2.4358163520681355,2.6311628514050867,2.5160848733457324,2.477259057099217
280,23.42194444444444,1.5010483784674424,1.518930218898303,2.430389571361695,1.5673986137132203,1.38311799417213,23.42222222222222,1.812755988514882,1.8528248244018548,1.780762236359538,1.901837578640293,23.42222222222222,2.51987248107886,2.4176920987163872,2.609511161963579,2.493542866575484,2.470708482358976
281,23.505277777777778,1.480230535928302,1.5045573573056157,2.431864811727477,1.5458120171434129,1.3548298198438902,23.50555555555556,1.7935249968881717,1.834297213379925,1.7574756756879029,1.8824813729537,23.50555555555556,2.505020669306906,2.4005836318663305,2.598266590057964,2.4790167501681823,2.4695884639072614
282,23.58861111111111,1.4647566104224403,1.4827403489454016,2.389657388097867,1.525561081114165,1.3320816721492648,23.58888888888889,1.766627934882826,1.8117020158715864,1.7413265976403958,1.8463855821420991,23.58888888888889,2.4385934304097066,2.3834901869716583,2.5782281813547483,2.4599055919223707,2.4440980393885505
283,23.67194444444444,1.4472264795659004,1.4662789427269876,2.3559678658102245,1.5044457196543148,1.312873997556094,23.67222222222222,1.7500642710174812,1.7918387824191342,1.7147146765987609,1.8211502949789105,23.67222222222222,2.4291893296445863,2.366411002796584,2.5593949856205738,2.4382084635749384,2.42683625028638
284,23.755277777777778,1.4336400201708608,1.4475728872992208,2.329796807227051,1.4894658459853312,1.2748072400752457,23.75555555555556,1.7160334750432704,1.7759070643588857,1.6878395871773162,1.7923756001142412,23.75555555555556,2.4232069402189085,2.34514532141584,2.5407660567222186,2.4223244408011158,2.4026021419233423
285,23.83861111111111,1.4231971082456365,1.4266219310504724,2.297744771735984,1.4692213725213177,1.2440818412606207,23.83888888888889,1.6835350179438309,1.7443064138211763,1.661301004222954,1.7216615860748885,23.83888888888889,2.4166448432900705,2.323092388214682,2.5203404526266,2.3962526032144758,2.386394763461091
286,23.92194444444444,1.407297618994678,1.4054258221086369,2.247612315749803,1.450712210869009,1.2146982402091513,23.92222222222222,1.657568371935298,1.719036383730368,1.6230986028151402,1.7090083412643369,23.92222222222222,2.399301627965511,2.302451451888881,2.50171723540077,2.376192034366936,2.364613167900336
287,24.005277777777778,1.382341426818574,1.3891843083411286,2.2257999927064223,1.432538271827775,1.2044568735607988,24.00555555555556,1.6275330104663062,1.6948965278048422,1.5974320582659147,1.7080159539627613,24.00555555555556,2.4023758913027047,2.2864217644447318,2.47809547121192,2.345141821748756,2.3498564120808467
288,24.091388888888886,1.3611284053140476,1.3676971373548863,2.188508353068897,1.4084994653896172,1.194758175498558,24.08888888888889,1.5976284082179923,1.6636864005570016,1.574901046119892,1.670484512327025,24.08888888888889,2.373866238309164,2.255002581199044,2.452074230327373,2.323301056788538,2.3381235566814498
289,24.174722222222226,1.339058427273958,1.3453640564963714,2.153737944325424,1.3891957007391718,1.1634025777484536,24.175,1.5688540411039926,1.644205557293272,1.542305242154259,1.6454141043906798,24.1725,2.3109712819424377,2.2333931607791517,2.426452587114592,2.303868834853228,2.3196136662200315
290,24.25805555555556,1.3189313646873022,1.325784812851568,2.1148893109893354,1.3696268862537075,1.109390509579541,24.258333333333333,1.5478093862704414,1.621453554114098,1.518844322378778,1.620204818063966,24.258333333333333,2.278889643110114,2.207192765122905,2.4008296200411783,2.283044255248114,2.297725809053535
291,24.341388888888886,1.2909470887392127,1.300959153245981,2.0811629945991026,1.350792929503125,1.082922397803908,24.341666666666665,1.5166939220959752,1.59222994791395,1.4821179630357844,1.5692567411338132,24.341666666666665,2.290619950669816,2.178600659478677,2.371004411674866,2.2578264212168286,2.271059057377964
292,24.424722222222226,1.268505469810957,1.2742868242446397,2.0563595337183376,1.3330937372499592,1.085998666776674,24.425,1.4915071281917314,1.559534296381318,1.454125840600188,1.5275699612638405,24.425,2.268760841429207,2.1494161124053583,2.337376048683529,2.232814439941346,2.254212487228377
293,24.50805555555556,1.2448063774799407,1.2531675721520956,2.035679463935792,1.311729215449379,1.0740197383959875,24.508333333333333,1.4684484854013462,1.5325661579987138,1.4320676317794725,1.4855445659943545,24.508333333333333,2.2213109601459857,2.119038395772361,2.309943621835176,2.203807422541984,2.239185178478896
294,24.591388888888886,1.227249680519704,1.2300011430124218,2.015123317865354,1.2908992692491843,0.99438603210303,24.591666666666665,1.437717475800956,1.5079250920426697,1.4045430135136947,1.4197806427423516,24.591666666666665,2.195868959527889,2.094866784759615,2.2767062259979545,2.180604484077404,2.2177762148426954
295,24.674722222222226,1.205435246899924,1.2109872826092138,1.9980916251460517,1.2786038029898084,0.9670979648820124,24.675,1.411913582699197,1.4840106585837418,1.376551662975488,1.3852782788015172,24.675,2.1816335002326928,2.065900557857572,2.2402629601401465,2.146604743544608,2.199584683872012
296,24.75805555555556,1.187562943786414,1.1847257364655928,1.956384912442053,1.2610427202043202,1.0095559512601786,24.758333333333333,1.3834362906372075,1.4592224184865064,1.347293257570057,1.339037561342224,24.758333333333333,2.1296032508682083,2.0331389968672005,2.218412927330172,2.1264073238789423,2.18260967695814
297,24.841388888888886,1.1658326375411248,1.1618162498441988,1.952003703442664,1.234615923618419,1.0187604033078022,24.841666666666665,1.3570850853886232,1.4335599334095632,1.3207674749351797,1.300058577411536,24.841666666666665,2.069176887992284,1.9995813868999923,2.1839552347365867,2.095611351954098,2.1540502893314306
298,24.9275,1.1462441937221404,1.1404585677471952,1.922548518862329,1.209123315150439,1.0185117306381888,24.925,1.3314594539595823,1.4090227658055317,1.284973992941211,1.2761414139332026,24.925,2.040353096112807,1.9698270163779572,2.151288993628085,2.066015958582108,2.147305620061295
299,25.01083333333333,1.1225974770836842,1.1192524349162702,1.8886198764406337,1.1873647959113471,0.9886103404076746,25.01111111111111,1.3039588845887222,1.373810478921054,1.2581124896910776,1.2090861577076657,25.00861111111111,2.0713305676877045,1.9412751770336247,2.126213319373496,2.0468202785133465,2.1261747720562028
300,25.094166666666663,1.0966923515761144,1.0925975958326315,1.880618290942301,1.1563402662047424,0.9818566373156274,25.094444444444445,1.27818286674718,1.3437226367967938,1.2283826435202805,1.1734928954120534,25.094444444444445,2.060908003124936,1.9169251639100435,2.084327331441787,2.017623450436532,2.10025685206368
301,25.1775,1.0739286803459258,1.0730937947170114,1.842544274157193,1.1330496255268578,0.9604510236044456,25.177777777777777,1.2449308911385932,1.3117588042674366,1.1917841329968966,1.1167617136001842,25.177777777777777,2.0280841107825007,1.8879762753607832,2.0546301534020603,1.9928246169787256,2.084950970670312
302,25.26083333333333,1.0573063257357471,1.0507407755296638,1.8283983349003103,1.113292772566559,0.9299938990595606,25.26111111111111,1.2188024496990997,1.2785185469616906,1.1623166369215736,1.1028926987025645,25.26111111111111,1.9938576069684368,1.8598278130499324,2.0285209129235566,1.9640229247053336,2.0596562423017453
303,25.344166666666663,1.037625149284347,1.0201382819703642,1.7859809790117938,1.0890696052053457,0.8886856610094318,25.344444444444445,1.1895970355973384,1.249201431302283,1.1287798343275344,1.07128593702639,25.344444444444445,1.9604272159408185,1.8294790819521003,1.9981987417756528,1.9370175241201029,2.0275717852226784
304,25.4275,1.0148850117266277,1.0006860574784135,1.7658927093569226,1.06578002051735,0.8479267043255518,25.427777777777777,1.161114143234446,1.2150070245059652,1.0965734044805762,1.0611415147555452,25.427777777777777,1.9251916699077565,1.8065293903524149,1.9722627758278608,1.915007569665124,2.0006967215368743
305,25.51083333333333,0.9964857729936292,0.9765838452326332,1.7319340258261149,1.0396239147693378,0.7823174214224438,25.51111111111111,1.1259532682440614,1.186534894583509,1.0650970268790716,1.0148595179506024,25.51111111111111,1.8977497090274011,1.773778049846523,1.9405121550498328,1.8903922197208292,1.9764301771871515
306,25.594166666666663,0.962427292212526,0.9556313881513676,1.702105425334927,1.011001183420707,0.7670582022576631,25.594444444444445,1.0983139074923236,1.1611846103397094,1.0251503812539633,0.9810400325488244,25.594444444444445,1.8799000814079396,1.7376243753405949,1.9023460235113552,1.8565706366059964,1.950371281955387
307,25.6775,0.9437094277066308,0.9298284288924824,1.6502074018240565,0.9815117211234896,0.7615494343317939,25.677777777777777,1.0713955590778703,1.1297557413733816,0.9917331475687714,0.9500831443641624,25.677777777777777,1.8604415431075951,1.7046676850513165,1.8727635293823508,1.8295419865777445,1.926719169462516
308,25.76361111111111,0.9229320369953916,0.9087747098533696,1.617440446259336,0.9493554217223504,0.7003915026884542,25.76111111111111,1.042597722331841,1.1024478580773631,0.9644450060195888,0.9413889390872549,25.76111111111111,1.8437728581346315,1.674907300505895,1.83356382493288,1.798505439831535,1.892472977168533
309,25.846944444444443,0.9024949767943924,0.8858699731709389,1.5834050466317415,0.9293321782545872,0.6465847899142911,25.84722222222222,1.0119198978178747,1.0794605316385124,0.9280856370350816,0.9009575022854313,25.84472222222222,1.829492798447346,1.6453425465420588,1.802146066533139,1.7728601705011744,1.8672318463724904
310,25.93027777777778,0.8769981030153531,0.8601139607216257,1.532701687957386,0.8986418829501317,0.6311296761389845,25.93055555555556,0.9805615873321096,1.0455933340377117,0.9046547212764906,0.8631889194027087,25.93055555555556,1.8094001439540763,1.6077727513080535,1.7689094146534623,1.7424053566588111,1.846394922212499
311,26.01361111111111,0.8578412707661306,0.8369064141213878,1.4913308522775208,0.8770844272315471,0.6240265390352444,26.01388888888889,0.948122293903186,1.012845838049862,0.8713519396376309,0.8196832757597934,26.01388888888889,1.8216936825131969,1.5741972462626477,1.737853033864321,1.7173401803149355,1.8225613536657272
312,26.096944444444443,0.8364243343507178,0.8112470747257036,1.4524930186585374,0.8482597017140314,0.6040757538188122,26.09722222222222,0.9148015217922416,0.979417617243888,0.8461769732448916,0.7708406565540797,26.09722222222222,1.795372209933119,1.5360153661751248,1.700776092836322,1.6880638274183837,1.787330293548402
313,26.18027777777778,0.8151471472692441,0.7805356836295758,1.4265886631919655,0.8271675962054146,0.6154776932484608,26.18055555555556,0.886998776492917,0.949708245982736,0.819929503457234,0.7050611468596519,26.18055555555556,1.7626345299722923,1.5006264491252923,1.6648777643402086,1.6591754878563325,1.761900898515809
