,E007_6803_WT_rep1,E007_6803_WT_rep2,E007_6803_WT_rep3,E007_6803_WT_rep4,E007_6803_WT_rep5,E008_6803_WT_rep1,E008_6803_WT_rep2,E008_6803_WT_rep3,E008_6803_WT_rep4,E011_6803_WT_rep1,E011_6803_WT_rep2,E011_6803_WT_rep3,E011_6803_WT_rep4,E011_6803_WT_rep5
0,28.68861111111111,28.68861111111111,28.771944444444443,28.771944444444443,28.771944444444443,29.275,29.35833333333333,29.35833333333333,29.441666666666663,28.605555555555554,28.605555555555554,28.438888888888886,28.688888888888886,28.605555555555554
