,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep3,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep3,6803_deltaKaiB3C3_rep1,6803_deltaKaiA3B3C3_rep3,6803_WT_rep2,6803_deltaKaiA3_rep4,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep4,6803_deltaKaiB3C3_rep2,6803_deltaKaiA3B3C3_rep4,6803_WT_rep3,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep3,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep1,6803_WT_rep4,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep4,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep2,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep3,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep3,6803_deltaKaiA3B3C3_rep1,6803_deltaKaiA1B1C1_rep3,6803_Wilde_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep4,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep4,6803_deltaKaiA3B3C3_rep2,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep2
601,50.26111111111111,0.8399731555606846,-0.6732904794141061,-0.982542051565849,-0.8551357000091826,-0.6438023889247277,-1.08381089000677,1.1344545323812365,-0.5898409098032232,-0.8879912774674893,-0.8002314339344719,-0.5444011677271314,-1.0764281826745952,1.1870552630310682,-0.8046225563608898,-0.7766881999839341,-0.8184187603843833,-0.578971466708807,-0.36310151772371846,1.3266949258320229,-0.4453912195120952,-0.9044996726448695,-0.8946528296147337,-0.68112496173368,0.06941866714540754,-0.38436193023274245,-0.4928391369256408,-0.7476936668795807,-0.8878315920756856,-1.3179006151505028,-0.36707640144324316,-58.796237668182144,-0.23770736134948892,-0.5354429738773443,-0.5808488498130329,-0.5681181982095576,-0.8822468331362735,-0.4408944214584938,90.64297921632118
602,50.34444444444444,0.9477457748734376,-0.6818269129224226,-0.9907206387475227,-0.8616077596106737,-0.6616893592508926,-1.0949431114420896,1.240971807305967,-0.5955824383369646,-0.8994890091776313,-0.8030341237732274,-0.5580101252776817,-1.0835101545002033,1.2846007164248034,-0.8107118236516806,-0.787988298668975,-0.82642419804405,-0.5907408266248482,-0.357559987870253,1.4266545592988629,-0.45500066621816726,-0.9164636144442484,-0.8952234756405024,-0.6772764649025912,0.07883020169451799,-0.395417697453759,-0.5017812284397248,-0.7384231355066059,-0.896839832572956,-1.3227932293675047,-0.36682286687780147,-65.26013895622006,-0.24024999139721387,-0.5417097561299049,-0.5887775049882151,-0.5889952630634265,-0.8966413868056737,-0.4402496057609915,89.92204301582287
603,50.42777777777778,1.0460664670948785,-0.6890981494898395,-0.9970509549104659,-0.8680620921510598,-0.6813140874553305,-1.0948663993853884,1.3518500117351873,-0.5998277670339662,-0.9108950900345213,-0.8043929137870425,-0.5747546491631468,-1.0959567536266888,1.3850962392327257,-0.8109404858802458,-0.7997913361929319,-0.8362030103928487,-0.6020269750932907,-0.34272066663719947,1.5367851757854278,-0.4557658104031972,-0.9315445033463636,-0.9003652031211193,-0.6516498739324735,0.07656660071272015,-0.40496760202668086,-0.5020123893554724,-0.7432977632430837,-0.9010031689082659,-1.3415717450011253,-0.3686806678471388,-24.661997361251984,-0.24063700502616542,-0.5446503570207344,-0.6000209903665428,-0.6459897500366163,-0.908364155527537,-0.42652112604416514,88.77770257710237
604,50.51111111111111,1.156934345592922,-0.7009046528018361,-1.0159334234655282,-0.8680989782582884,-0.6904770316430118,-1.1029809987653887,1.4598882788509417,-0.6137773816715912,-0.9314099577935884,-0.8045081315884375,-0.5938352527188718,-1.1005682381744242,1.4915409257938554,-0.8221089039544558,-0.8084980506368317,-0.8449553332795978,-0.6182303190343252,-0.33398333706144623,1.639285854894015,-0.45308681401705847,-0.9433427533153521,-0.9038782066333234,-0.6208455189063264,0.06142840570851477,-0.4158121415385539,-0.5199327938344706,-0.7521179085022269,-0.9093218520436339,-1.3412363893729462,-0.36124964372958895,-32.33920177199664,-0.24726886630972786,-0.5518652359051082,-0.6111797733695858,-0.5913016099385926,-0.9222155189634437,-0.4177088934710059,89.42954929873986
605,50.59444444444444,1.2591485154071862,-0.7086468877997489,-1.0243684688229795,-0.8749186978666899,-0.7007786513395119,-1.111287153791713,1.5654857334001728,-0.6164317698891,-0.9442340517529284,-0.8069801047093478,-0.6096524509683141,-1.1127448659033865,1.589333862054191,-0.8176174399436132,-0.8167091834476878,-0.8528813013206127,-0.6243512667335032,-0.3263477820554061,1.7437556672736578,-0.45996384033683246,-0.9594587797120234,-0.9113626799598281,-0.6492637339166649,0.11361615866249666,-0.42495181602918297,-0.5331426181984174,-0.7582839297402703,-0.9157961327085051,-1.3291873917764607,-0.355529633534383,-39.34474099112769,-0.2525460427752978,-0.5563548553406177,-0.619854322900834,-0.5905307937021349,-0.9339958580788796,-0.4142128186656305,86.71477347247257
606,50.67777777777778,1.370908073248987,-0.7065253206807737,-1.0295565163925087,-0.8831215302169738,-0.7122194074910162,-1.1179851079548886,1.6684414916947254,-0.621991421187646,-0.9623678127533055,-0.8068091606011268,-0.6264067606230461,-1.1168868942131533,1.689274125566707,-0.8116664570784531,-0.8208254794385085,-0.8619810478997112,-0.6369902278417378,-0.3270137844070092,1.8587936746201241,-0.4625970539668114,-0.9706929992938605,-0.9182188160893272,-0.6807048570655192,0.0509304020273423,-0.43038712799113155,-0.516442040929123,-0.7575961854564688,-0.9258262613997509,-1.3430249834770809,-0.35872047590165645,-45.59300373527375,-0.25666900540428345,-0.5611196810871721,-0.6344451093456923,-0.5954772523833345,-0.9401055551432389,-0.4074328117132836,81.51536428319518
607,50.76111111111111,1.46921210750134,-0.707140418897964,-1.033297992583226,-0.8859077538562337,-0.7235997624643135,-1.1198751040263406,1.777954661611342,-0.6296568269302776,-0.9648116831781499,-0.8167956266345471,-0.6352987000827548,-1.1237945801429055,1.8071607854913556,-0.8128563197511443,-0.8286476867882886,-0.8682547051682104,-0.6473476133753029,-0.3227811267797113,1.9713989296759142,-0.4669866208384954,-0.9844458302150196,-0.9238468072164923,-0.6697692304644349,0.0835716787278254,-0.4359185823697207,-0.4912312426685096,-0.7610550341930937,-0.9334124883816672,-1.3461493977121286,-0.3558220091024411,-51.82037863501827,-0.2688382286321013,-0.5659601821069973,-0.6361526045714829,-0.6773409371615879,-0.9451449937298244,-0.4035687821603381,83.55550980895978
608,50.84444444444444,1.5748596982189587,-0.7106926511602305,-1.0485933248036596,-0.8848776466379439,-0.7299201800468027,-1.1259573840583963,1.8844243425916658,-0.6412284803419375,-0.9723661069535592,-0.8209398300997965,-0.6449287894352396,-1.1302681803714243,1.9075929025950664,-0.8133873935152871,-0.8323765570420136,-0.8683024040449265,-0.6598238357158321,-0.32924959171248525,2.0909704762302637,-0.4763327082105931,-0.9959176920263282,-0.9292468447419738,-0.7414572002344736,0.12034053216080152,-0.43854668656303186,-0.5345104062186103,-0.7586608345354389,-0.939955063685977,-1.3493608696908428,-0.3580340710386706,-58.084854234899666,-0.26785419034818003,-0.5686768305646328,-0.6449772819274472,-0.722721799339612,-0.9541145587158436,-0.3914206390142897,75.12699702097567
609,50.93055555555555,1.6770499171282567,-0.7153824874323422,-1.052642941461758,-0.8862314857219603,-0.7453811254464886,-1.1348321893842832,1.9848496256422394,-0.6477068765094618,-0.9836315295482985,-0.8290420982064826,-0.6586975504564154,-1.1417079512170947,2.0027695292517462,-0.8122600450859152,-0.834812845110659,-0.8691242742161756,-0.6746193086103232,-0.33181896161982705,2.1939073491191436,-0.4790354846690243,-1.0071090056752885,-0.9374191192724001,-0.7517691165062119,0.09623750619521887,-0.4530719504219051,-0.5736797165415689,-0.7612139451118165,-0.941254237111829,-1.351059636594377,-0.35595649924317896,-64.90121899341125,-0.27671737189595835,-0.5708701018269378,-0.6527196162447422,-0.7464197903434286,-0.9564146362824121,-0.382188290743768,82.44841178360942
610,51.013888888888886,1.7745818276273444,-0.7178103989349259,-1.0540472719648895,-0.8897695475745216,-0.7509830652919832,-1.1392997606181332,2.0866295933345054,-0.6612925123815825,-1.0012083979737998,-0.8349027580836288,-0.6690055066103091,-1.148514148637903,2.0978897094422755,-0.810874642339495,-0.8469573092711904,-0.8695204441357737,-0.6837344471711331,-0.3222890187917533,2.3000085742252576,-0.4918951201269177,-1.0212201935060752,-0.9399638206203772,-0.7355053334197434,0.07546314517210861,-0.46129488624993864,-0.5851393607596416,-0.7689147245935564,-0.9429102582257989,-1.3548459375757962,-0.3649891308797002,-71.92146128300126,-0.28842825807288536,-0.5693404744630861,-0.6635800838364418,-0.7668348617223718,-0.9538456139145515,-0.3744716452785224,70.92793885438485
611,51.09722222222222,1.8772544847860368,-0.7231768581444672,-1.060606746719844,-0.8924921079682462,-0.7613264676325052,-1.1385603376549769,2.178763319804804,-0.665785886768926,-1.0118971607841616,-0.8347221367796778,-0.6746531830490627,-1.155287028231437,2.194152478754516,-0.8134315543139257,-0.8536107111665632,-0.8674910410250363,-0.6927696678759792,-0.326259545393803,2.393673168478042,-0.5021117858246114,-1.0296516792595352,-0.9476811378044905,-0.8016662091246745,0.016217993904597723,-0.46701600880349003,-0.5776895281551966,-0.775163531695009,-0.9525233763618863,-1.3485200137600817,-0.3613318027428674,-79.10336939007286,-0.29498733713042047,-0.5668884302445676,-0.6677591624975396,-0.7649669651490856,-0.9542078804011928,-0.3758706100094332,66.40556188398325
612,51.18055555555555,1.9766669353458433,-0.7218823387933085,-1.0735217971328281,-0.8923994419821355,-0.775611801937881,-1.146214159670747,2.2748498707543785,-0.676587500344013,-1.0254982680761493,-0.8363005612624899,-0.6950411066129314,-1.1704268452348878,2.293956864383305,-0.8097311512085372,-0.862573815805722,-0.8714361908727795,-0.696925388567942,-0.3283303234670336,2.485300139853671,-0.5054856543296509,-1.0364038880731894,-0.952771259049302,-0.78565210578013,0.02150259767789907,-0.4730358352916754,-0.5651304101707123,-0.7743607251735447,-0.956893840621519,-1.3532821082441295,-0.3635843512582134,-85.56913151498406,-0.30999510077403447,-0.5777144541451898,-0.6786573315049436,-0.7950160524195271,-0.9591018258351723,-0.3751850917885065,53.06306341624308
613,51.263888888888886,2.0670182177199736,-0.7261273158696506,-1.0759928556094698,-0.9036918240015728,-0.7868395390985443,-1.1458614651222765,2.3726883034493675,-0.6854978556412602,-1.0334121714891973,-0.8474383584193413,-0.7101698058302848,-1.175933854525047,2.3893018851304557,-0.8113738043840953,-0.8682473915636041,-0.8709560184353199,-0.7142020284554613,-0.3331011349280265,2.584488487375048,-0.5046168995367938,-1.0438772464812305,-0.9566343717853536,-0.8014633895547477,0.04891750224931274,-0.47795488537636954,-0.5378622004087785,-0.7821066638295522,-0.9614218998735495,-1.352732466096749,-0.3697466124821737,-92.18713577204788,-0.31445204416320793,-0.5786190343410764,-0.6932750716174809,-0.7963820754529651,-0.9637278416132338,-0.36501499692887596,45.9260248881602
614,51.34722222222222,2.1641073619933358,-0.7341122656175523,-1.0888203555548162,-0.9017695277183231,-0.7910101514255347,-1.1433024917473003,2.4658776667208127,-0.686517457056977,-1.0452393242054048,-0.8521358550569283,-0.7194398109176054,-1.1814083106183102,2.4825865514047583,-0.810759886362797,-0.8744322101811327,-0.8760506472364726,-0.7260000081123392,-0.32817176156888417,2.6788372011118144,-0.5041056966680051,-1.0474721824145259,-0.9566706626491659,-0.8221004306266818,0.06886325384823111,-0.485173681172207,-0.5190850946320975,-0.7834017065064413,-0.9635078027542583,-1.3658713343586628,-0.36681842210208215,-99.81677018953219,-0.3281586659114322,-0.5798026622106662,-0.7032128650758939,-0.8290649862919794,-0.9768863204360289,-0.3645602312048027,42.7696266298876
615,51.43055555555555,2.2633333899225407,-0.7430376655369313,-1.0928047313733347,-0.9058328261305315,-0.7969241126504993,-1.1413374765644542,2.559217000964652,-0.6974468108493671,-1.0557801809495397,-0.8575933779013628,-0.735451653779492,-1.1834504676706727,2.583609865221981,-0.8090897708282712,-0.8843290467652247,-0.8801201995675529,-0.7455197494777375,-0.33554198505722865,2.770945262180345,-0.506152222272461,-1.0597891252006133,-0.9572803174832354,-0.8743636031836033,0.0739403991761326,-0.4918927472465798,-0.4949992907634831,-0.7914462120906407,-0.9635517976673491,-1.379298962042509,-0.37459961543617093,-106.47802270965978,-0.34511546808620897,-0.5844658323347167,-0.7146711956028446,-0.8512647371024572,-0.986377656308115,-0.35602069985167417,37.164247864735856
616,51.513888888888886,2.3618953149358948,-0.7505039943835604,-1.0989464184689135,-0.9100819915427252,-0.8117818979256934,-1.1497666558732766,2.6437053381417277,-0.7078864251385307,-1.0616351979890357,-0.8610112535981745,-0.7482058680086553,-1.1876605794777348,2.675570820204869,-0.8105638326255797,-0.8843386797887842,-0.8823647964873766,-0.7585616758561808,-0.3398115869362055,2.869011642743749,-0.5089566542265449,-1.0728285055637072,-0.9590635213360396,-0.9024532854226973,0.046949485406584494,-0.49791261061963993,-0.5304049888858591,-0.796440539511597,-0.9685541327839533,-1.3742156001328398,-0.3722900274335772,-112.61248118860837,-0.3531229562090494,-0.5936090424962996,-0.7240505484029109,-0.8835812801736018,-0.9976022445379586,-0.3577963075660034,22.88166670917257
617,51.59722222222222,2.451192142133405,-0.7567117321690725,-1.110045853244858,-0.9131172955658149,-0.820583983823979,-1.1575902652542056,2.732941701777777,-0.7200368099064617,-1.072604833133994,-0.8701898087123124,-0.7641029888859189,-1.1988388994746964,2.7860684015831443,-0.8135824477612186,-0.8926618910907076,-0.8903845578222587,-0.770726211917552,-0.34338034862447786,2.962635306011868,-0.5219191717338512,-1.0789907556246905,-0.9640204584620331,-0.924169859550664,0.080691060185241,-0.5094338007642971,-0.512102391242262,-0.7975850477417781,-0.9719150560426286,-1.375821501586123,-0.37248949267433246,-119.14433339651058,-0.35598163925547854,-0.599032793680805,-0.733151410162588,-0.8940145679179273,-1.0077604817379315,-0.36408695850543266,9.91786017282287
618,51.68055555555555,2.5402228682867776,-0.7648613601609586,-1.1221034731038944,-0.9201390091170912,-0.8369308483388236,-1.1600085395685815,2.813325106963439,-0.7356984769970485,-1.0808895457371834,-0.871529369728142,-0.774343553380222,-1.1979856807363602,2.8671015861935043,-0.8111459934031142,-0.8974994658758783,-0.9011796021660137,-0.7768137836970985,-0.34104805141623384,3.05301520624128,-0.5300399553251807,-1.0878763089011223,-0.9553513123216484,-0.9569137117837208,0.12196567162984866,-0.5172568496062204,-0.5024917022358399,-0.8020800957966705,-0.9764348151493589,-1.3927169213307378,-0.38099784536937176,-126.11096701745394,-0.3648920296550284,-0.6107375900759374,-0.7493742690502876,-0.9639645528712562,-1.0124527658243125,-0.3510925562887314,-6.010195841531122
619,51.766666666666666,2.629386481839416,-0.7687533608825661,-1.1291197164481703,-0.9263474024202276,-0.8436229708843034,-1.1646217129586445,2.898454560354252,-0.7438719401160735,-1.0924897966940397,-0.8778302630494454,-0.7933281001486174,-1.201101175977132,2.9478693424796254,-0.8142548478806293,-0.9066521927151712,-0.9027500468799565,-0.7858248185954264,-0.33861447648118087,3.1361502887352954,-0.5305191868585476,-1.0990856003072333,-0.9496562655812962,-0.9818852323475986,0.1583738683302413,-0.5331822915238387,-0.5089731284298514,-0.8163260427347794,-0.9837136575775529,-1.39350211626698,-0.3822149193605302,-133.54296964948094,-0.3780546432912428,-0.6203239390717185,-0.765119614716341,-0.9580311876927217,-1.0082794960172885,-0.34801300399579194,-17.141326537949624
620,51.85,2.712481962906426,-0.7775882181131024,-1.135295022679252,-0.9361427450052775,-0.8510608322951019,-1.1674300188475384,2.9773290601706552,-0.7459577148312134,-1.1016060484426653,-0.882092814999424,-0.8048571695362714,-1.2059856375510165,3.0237706304921588,-0.8165093906845551,-0.9147208635454525,-0.9070960080929024,-0.792559745378504,-0.34087940486454726,3.2224394898439597,-0.5355570495191725,-1.1082190661539273,-0.9495355001133665,-0.9710848154775457,0.18071619934834235,-0.5366106633483376,-0.5699468785476673,-0.8227232476576305,-0.9839518305680455,-1.3939773452670583,-0.37974054812054236,-139.84172880458885,-0.38826999950167534,-0.6269923512604871,-0.7747879382929944,-1.0052144251647714,-1.0230410728409534,-0.3376482041676377,-13.692758227335723
621,51.93333333333333,2.799908283274611,-0.7777664168876319,-1.1470298321981227,-0.9395253057086785,-0.8582449148265078,-1.1712336899393048,3.0599475961979836,-0.7461563185720412,-1.1078387649638302,-0.888717351820697,-0.821731303576464,-1.207639317451625,3.1098044018887356,-0.8251100024671165,-0.916306273669576,-0.9000176007011652,-0.7986189941776602,-0.33464261748708335,3.3116817369640508,-0.5333537278194868,-1.1118771441487822,-0.944789196996227,-0.9559128594183242,0.16819321421816133,-0.5415425043636615,-0.5788131634727691,-0.822072069709769,-0.987149581129099,-1.413742869175096,-0.37637456475304176,-145.74223190873005,-0.386338621077893,-0.6365433404368973,-0.788179732394412,-1.0191142181931618,-1.0313378981233083,-0.3331980588064186,-19.22031832743508
622,52.016666666666666,2.8830644064024735,-0.7826884434970768,-1.1489245864051925,-0.9522953526732476,-0.8657757021544188,-1.1598329582188902,3.141709149786476,-0.7464682706300239,-1.1261884117809702,-0.8861041996753005,-0.8257510459905902,-1.2086624673121678,3.195369599933963,-0.8176570650419739,-0.9130092217563863,-0.8959149383685593,-0.8078029964895852,-0.3237038951450597,3.4014759485390833,-0.5427094075991297,-1.1204602733960471,-0.9492175365142238,-0.9631697664242135,0.18440546294579965,-0.5401783563065172,-0.5731721962487509,-0.8209728680787586,-0.9821071560364008,-1.402798950807131,-0.3733168019925647,-152.9334663018117,-0.40186103426546993,-0.6315774235979204,-0.7966954911166761,-1.005530519806963,-1.0393703749962606,-0.32066246937541,-19.29703536283634
623,52.1,2.966949287420216,-0.7883547854882161,-1.1569797277002836,-0.9462531533481847,-0.8796536793753386,-1.1600280549521407,3.2224126938512687,-0.7556940921585227,-1.12485545596019,-0.8866536846446889,-0.8271169421881578,-1.2044553384054573,3.2834651594994226,-0.8105509613842168,-0.9080305098407178,-0.8961881335263996,-0.8125121851763304,-0.3282630185102704,3.4716210340593037,-0.5472242760249517,-1.1275688943966444,-0.9514206981576816,-0.9578559427590067,0.15955349600944418,-0.5461187633663678,-0.562424192079317,-0.825026001995183,-0.9930248018330642,-1.4071458549511158,-0.3681670922045445,-160.0584192376959,-0.3920377687639922,-0.6340951209428435,-0.8021357100377839,-0.9852632831585527,-1.0377389078956272,-0.3072413367990157,-17.602538964970535
624,52.18333333333333,3.052961873129741,-0.7959659316636882,-1.1581956994826403,-0.9483989744890708,-0.8870793330063786,-1.1566192106858026,3.303257192872398,-0.7618343061727928,-1.1358403661102596,-0.8907661327297336,-0.8344295392667882,-1.2160181816439088,3.369090007063676,-0.8103920756303689,-0.9083709433233953,-0.8980372973734996,-0.825146994465308,-0.32451976813002825,3.546915894061694,-0.5532985215910113,-1.1308034490481704,-0.9483988606229021,-0.951371798696013,0.1896378643593737,-0.5531642721854324,-0.5823693683282843,-0.8324318307326459,-0.9881027648296297,-1.4317838483669156,-0.3589252673853177,-166.96667788419967,-0.37746935772705625,-0.6364969558732706,-0.8111008862176522,-0.9693124615236218,-1.0370439025611287,-0.29893456146276554,-10.80045987211172
625,52.266666666666666,3.137101102004645,-0.7993223720819893,-1.1623729461509285,-0.9435330821578691,-0.888253150985257,-1.1532066552475244,3.3752416028948,-0.7620894375499848,-1.1421436123826174,-0.8906418698507225,-0.8482893860122178,-1.215551247579541,3.4376430607122592,-0.8103807930783875,-0.9074313309712347,-0.8912625398761735,-0.8283078599492915,-0.32387392442716756,3.62635942012997,-0.554732334118577,-1.1375643806448945,-0.9477522018121666,-0.9537177485180579,0.2184591194179534,-0.5591154318586943,-0.5730079445195807,-0.8411907136077688,-0.9887412911040614,-1.4207131997863107,-0.35939115916211944,-176.42102932309493,-0.3819563377622683,-0.6377834549931224,-0.821991518198114,-0.9308780083011733,-1.0386857660363946,-0.2987420432133149,-17.785029929376307
626,52.35,3.2111659041902296,-0.8014245980574739,-1.163511913103235,-0.9508557417229235,-0.901375622670299,-1.1595906177458573,3.451964871528308,-0.7604600130291431,-1.1453656664713696,-0.8970812218473635,-0.8588970328982957,-1.2186547864039707,3.5205232301376883,-0.8075175001876624,-0.9092124849170393,-0.8942639697682357,-0.8309952185864152,-0.3211252677000459,3.697150494894583,-0.5605259047561262,-1.135652133877758,-0.9502808988337342,-0.9578942105174825,0.19501781307963983,-0.5657727939338927,-0.5537401423372464,-0.8483030099801934,-0.9949406265017522,-1.4087341799129973,-0.360564598793084,-184.41866055010854,-0.384699248931247,-0.6425551481086351,-0.8246081060029196,-0.9077598770135195,-1.041664906668963,-0.2970636813584497,-9.3066820887234
627,52.43333333333333,3.294555201503494,-0.8072731021603525,-1.1662130467370602,-0.9511672178589612,-0.9066472388404376,-1.1609713265702517,3.5264259379476597,-0.7649465612112091,-1.1475070016132867,-0.8972845144787807,-0.8682530320869857,-1.2139290479484206,3.5815294166394533,-0.7982025845790139,-0.9045152206596032,-0.8962416945509994,-0.8278095087001741,-0.3158735781225391,3.766087992032716,-0.5610794259793446,-1.141267154834375,-0.9563851280018425,-0.9785016069961419,0.20291449771097336,-0.5745369124115255,-0.5463661856254314,-0.8467690792525824,-0.9865010166355198,-1.403247061422582,-0.35884541716724616,-191.43055847492226,-0.3950986347496206,-0.6544125682283616,-0.8333511511377374,-0.9181580213062853,-1.0463817341102755,-0.28589937466707965,-1.2360504089552542
628,52.516666666666666,3.363867907433133,-0.8102683782166954,-1.1716767944493296,-0.9568677745470898,-0.9164684916952102,-1.1623490093910587,3.600423732892489,-0.7697496125590148,-1.1535680925878087,-0.9004520734235172,-0.8753579374283644,-1.2183742816837149,3.6346605131240226,-0.796636435034697,-0.9009403570637119,-0.8931958204932777,-0.8387511699794252,-0.3145186357440485,3.8317707762682875,-0.5611930915911287,-1.1458098909990329,-0.9506650648367072,-1.0111403642654078,0.22594972615058895,-0.5860083437448501,-0.5322863003883973,-0.8541892808706151,-0.9844227068856074,-1.40845211896259,-0.3564334448045421,-199.97390992117275,-0.4135550421870272,-0.6645562515631717,-0.8396211565901514,-0.9108723949484068,-1.049836659315683,-0.28944902136924383,3.695629944283704
629,52.602777777777774,3.438902927139547,-0.813210921308432,-1.1725036046363875,-0.9541576750747987,-0.9218398748547655,-1.1635238931595326,3.6701571786673295,-0.77266969939729,-1.157549415717042,-0.8925842242795323,-0.8878123044606239,-1.2163907367202778,3.7127154041048422,-0.8004194414983993,-0.8974887163601386,-0.8877264526313842,-0.8380206434783866,-0.3126602204894913,3.8775977033719484,-0.5632670967215845,-1.145480791252694,-0.9523208840645232,-1.0156109126461663,0.23352405170920792,-0.5851876468398829,-0.5565007147905183,-0.8539639743229921,-0.9763059423996865,-1.398749629152457,-0.35032851185580777,-208.8553016264516,-0.4326690216671164,-0.6667867375262504,-0.8528186268296651,-0.9129029518321284,-1.045430094544444,-0.28971251915610535,7.54912269850605
630,52.68611111111111,3.510259157454831,-0.8097012277733464,-1.170293926693998,-0.9526371820359578,-0.9215618833598562,-1.1574962041078285,3.7362251891416154,-0.7725073559126577,-1.1596514488657603,-0.8980812925642033,-0.8968166904100687,-1.2047786618081369,3.788092965702335,-0.7943519950752402,-0.8991611241456474,-0.882833694769132,-0.8404183716166362,-0.31149811215930806,3.9485676201610866,-0.5645016378280254,-1.145680305872991,-0.9521527596174624,-0.9995136864688212,0.24543802816963806,-0.5862753830553974,-0.5662096591562797,-0.8560935191414327,-0.9689509680928505,-1.3791398705835354,-0.34653044810277644,-216.4851202423053,-0.43664112706754676,-0.6683045687331013,-0.8569440678076967,-0.8856496459730091,-1.0417624533597218,-0.28368976517995637,16.720790474381747
631,52.769444444444446,3.5809354868827796,-0.8089397952050817,-1.1752482110173454,-0.952706557330822,-0.9262350136718429,-1.1560661677490027,3.80102666974968,-0.7790631181536356,-1.162474671441403,-0.8991436037143251,-0.892971654191118,-1.1959383053369212,3.8515920656438976,-0.7954344880317723,-0.9013584093829934,-0.8735176494778335,-0.8381447981791148,-0.3108320904294618,4.0104793644998225,-0.5586969126949761,-1.149808886534229,-0.9533608646336741,-1.0112491240732895,0.2724922097867766,-0.5880721162029288,-0.560813365970279,-0.8505782749006758,-0.9671580286476232,-1.3598231238190908,-0.34443908295808495,-224.40375233423526,-0.437271915719989,-0.6721102910015427,-0.8613979869575827,-0.8971124315099179,-1.0382341506285906,-0.2723806560542176,12.488194785738067
632,52.852777777777774,3.6483307955988886,-0.8121271224531385,-1.1655669090010312,-0.9519660621660244,-0.9226597636726932,-1.1530340088770124,3.861760517490757,-0.7863375240306363,-1.1600195643940776,-0.8965714830861111,-0.8974777564063048,-1.188869915335864,3.916611563263907,-0.7936673137959804,-0.8974814044009196,-0.8745784180963023,-0.842400368316123,-0.30686193485143576,4.08153176529901,-0.5594531204341708,-1.1428669863073881,-0.9423453714572897,-1.042417667809004,0.24968715128761504,-0.5933784125467689,-0.5631120698772238,-0.8550186012184801,-0.9621273685139526,-1.3593996713943044,-0.34865424546526963,-192.36298438169786,-0.44676194841012373,-0.6724044533517085,-0.8675808931945773,-0.8908912627050336,-1.042845602522029,-0.2735850878534325,4.96949603955971
633,52.93611111111111,3.7116439554503504,-0.8188637096228789,-1.1754504730390805,-0.9500159570545832,-0.925236632664983,-1.1491999515667155,3.916225620928979,-0.7973311133159666,-1.1690866102165591,-0.9019652559551912,-0.9009355593462758,-1.1865737394737979,3.9725503095037187,-0.7938508669572826,-0.8989309448941605,-0.8668161007308521,-0.8481855285433224,-0.2983874248522346,4.144123642516237,-0.5651704614845507,-1.1426550596601206,-0.9369064516384152,-1.0380197640349147,0.23202340787122397,-0.5959948408039695,-0.5711060076819339,-0.8596148577556224,-0.9582592319092127,-1.3470697978162707,-0.3511757642987656,-200.43320277810423,-0.45611178937764235,-0.6691876080060516,-0.8698932969158513,-0.8627860939438484,-1.0401972265149222,-0.26590295611327636,5.229653535988332
634,53.019444444444446,3.7726738299560574,-0.829350058075518,-1.1844993565249315,-0.9490565018158946,-0.9341661213718928,-1.150364219173872,3.9736208601933756,-0.7994444276438276,-1.1698762929442905,-0.906125247516614,-0.9077456269897911,-1.19405002505916,4.027007146911659,-0.7939855432665301,-0.9003078699234401,-0.8780307962552928,-0.8569007267417366,-0.2982083397343842,4.1860538071558295,-0.5716491376122675,-1.1439735624567517,-0.929044275933136,-1.0900558631194863,0.20410153520877247,-0.6061219721443392,-0.584595418349339,-0.8637674042159014,-0.9601538628182036,-1.3476337895639967,-0.35260346776390905,-208.0177938308206,-0.46972200631624556,-0.6770603103893391,-0.8775357100004932,-0.8633968797351658,-1.0378894413860644,-0.26353415583054585,-1.0069745316768248
635,53.102777777777774,3.834219274306605,-0.8339866704281323,-1.18791401385145,-0.9458879555757391,-0.9396487319372129,-1.1563270343351424,4.021945106977881,-0.8068780105103167,-1.1757890981553785,-0.9104517828848453,-0.9165085250037263,-1.1980990190399858,4.080980909643037,-0.787671739636006,-0.9088130219154732,-0.8834226023109403,-0.8613464121577487,-0.29972445867593134,4.231121061268844,-0.5766893519106835,-1.1450229519582797,-0.9269590143035147,-1.1029264194406987,0.2213220894435101,-0.6117603801904486,-0.5963805430044821,-0.8616766003461325,-0.9566115049931515,-1.3182919350884061,-0.36473718379693576,-217.18654376116805,-0.4797931703736463,-0.6838231191286561,-0.8797086458095079,-0.8505235747110977,-1.0449226672181562,-0.2540785814631704,-6.661431076979259
