,E007_6803_deltaKaiA3B3_rep1,E007_6803_deltaKaiA3B3_rep2,E007_6803_deltaKaiA3B3_rep3,E007_6803_deltaKaiA3B3_rep4,E007_6803_deltaKaiA3B3_rep5,E008_6803_deltaKaiA3B3_rep1,E008_6803_deltaKaiA3B3_rep2,E008_6803_deltaKaiA3B3_rep3,E008_6803_deltaKaiA3B3_rep4,E011_6803_deltaKaiA3B3_rep1,E011_6803_deltaKaiA3B3_rep2,E011_6803_deltaKaiA3B3_rep3,E011_6803_deltaKaiA3B3_rep4,E011_6803_deltaKaiA3B3_rep5
0,24.841388888888886,21.83305555555556,23.169166666666666,25.4275,24.9275,24.175,23.58888888888889,24.841666666666665,24.175,24.508333333333333,23.67222222222222,25.00861111111111,24.00555555555556,24.341666666666665
