,E007_6803_deltaKaiA3C3_rep1,E007_6803_deltaKaiA3C3_rep2,E007_6803_deltaKaiA3C3_rep3,E007_6803_deltaKaiA3C3_rep4,E007_6803_deltaKaiA3C3_rep5,E008_6803_deltaKaiA3C3_rep1,E008_6803_deltaKaiA3C3_rep2,E008_6803_deltaKaiA3C3_rep3,E008_6803_deltaKaiA3C3_rep4,E011_6803_deltaKaiA3C3_rep1,E011_6803_deltaKaiA3C3_rep2,E011_6803_deltaKaiA3C3_rep3,E011_6803_deltaKaiA3C3_rep4,E011_6803_deltaKaiA3C3_rep5
0,21.066666666666677,21.405555555555555,19.566666666666666,20.738888888888887,20.90555555555556,20.066666666666663,21.072222222222216,20.40555555555555,19.566666666666663,19.061111111111117,22.072222222222216,22.23888888888888,21.738888888888884,23.74444444444444
