,E007_Time[h],E007_6803_deltaKaiA3B3C3_rep1,E007_6803_deltaKaiA3B3C3_rep2,E007_6803_deltaKaiA3B3C3_rep3,E007_6803_deltaKaiA3B3C3_rep4,E007_6803_deltaKaiA3B3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3C3_rep1,E008_6803_deltaKaiA3B3C3_rep2,E008_6803_deltaKaiA3B3C3_rep3,E008_6803_deltaKaiA3B3C3_rep4
151,12.635833333333332,-1.838150822481148,-1.9074729561250687,-1.8507444255833367,-1.7764539549041092,-1.8634065983132115,12.636111111111113,-2.4538798180310506,-2.5587855490885,-2.693197961398385,-2.6559021560787484
152,12.719166666666666,-1.811752878318392,-1.8930104560765333,-1.8267747716344964,-1.7575481744045192,-1.840865912470356,12.719444444444443,-2.43243585246966,-2.531874182473276,-2.66639862536116,-2.634404695546163
153,12.8025,-1.785878604232333,-1.8708237500065672,-1.8075026120112057,-1.7313296437675776,-1.813222563432324,12.802777777777775,-2.4099755936117013,-2.508852497174098,-2.648007167360311,-2.6165191367650555
154,12.885833333333332,-1.7643274307487775,-1.8439128510802112,-1.7807278448831148,-1.7051981579147308,-1.7906763943787227,12.886111111111113,-2.391498381417345,-2.483320286094345,-2.621424155919001,-2.595845900034873
155,12.969166666666666,-1.7472987905467918,-1.8226777730716144,-1.7552503691777126,-1.675953512991737,-1.7672272494881416,12.969444444444443,-2.3704035578186744,-2.464677343441302,-2.599450158841293,-2.569185405294665
156,13.0525,-1.7343921184587012,-1.7963185303640343,-1.7288700845803264,-1.651395506368661,-1.7350749739381477,13.052777777777775,-2.3462904667196893,-2.43412346472616,-2.568285743212155,-2.549338072123084
157,13.135833333333332,-1.7020068514700957,-1.7736351379498374,-1.7067868915341244,-1.61972393663988,-1.7096194139052885,13.136111111111113,-2.3201584539963,-2.4052584467640186,-2.5477314753974536,-2.521104319738384
158,13.221944444444444,-1.671742428719824,-1.745827611430497,-1.6790006912401134,-1.5869386036240791,-1.6770604165650895,13.219444444444443,-2.2926068674963336,-2.3752820876738854,-2.524187921043959,-2.488084566998419
159,13.305277777777777,-1.6411982914999976,-1.7136959670165963,-1.6411113856571378,-1.5568393083642529,-1.646597830092058,13.305555555555555,-2.26743505703953,-2.338194186878672,-2.49365564507934,-2.4560792324006497
160,13.38861111111111,-1.602973883255988,-1.6884402215278276,-1.6095188775018847,-1.5282258531277062,-1.625831503659677,13.388888888888888,-2.254442374417544,-2.307594545105201,-2.467735211712167,-2.422288734082134
161,13.471944444444444,-1.5776686495864278,-1.6658603923929876,-1.5796230702488785,-1.4952980414060528,-1.5963612874404114,13.47222222222222,-2.224828173393946,-2.2694829643842,-2.4310271844319136,-2.3881134898195366
162,13.555277777777777,-1.552882038243213,-1.6357564976499863,-1.5410238681304829,-1.4632556779152162,-1.562987032605704,13.555555555555555,-2.1979918097042184,-2.2324592480503025,-2.397132126008952,-2.353753917029118
163,13.63861111111111,-1.5218134991314978,-1.6017285559458398,-1.518121176136902,-1.4302985685954304,-1.5297085913259778,13.638888888888888,-2.16733264105576,-2.2003232007420515,-2.363650598494557,-2.3120104327667463
164,13.721944444444444,-1.4872624843096984,-1.5647765865366718,-1.4879149000161789,-1.398226520611238,-1.4961258167706355,13.72222222222222,-2.1268500271278805,-2.162274628401894,-2.324783163220906,-2.27928345372789
165,13.805277777777777,-1.4584284479894936,-1.5367006092877165,-1.4598049462741969,-1.36943934235149,-1.4638385631080577,13.805555555555555,-2.097943329571808,-2.1241133382761888,-2.2939303808010765,-2.2407733962476186
166,13.88861111111111,-1.413910846535822,-1.495500644673314,-1.4231912221746763,-1.3359368434293493,-1.4240466855056055,13.888888888888888,-2.0630119120106825,-2.084839138915199,-2.247892811129047,-2.1996806763006047
167,13.971944444444444,-1.3749091384668846,-1.4621767137769153,-1.3878736357391794,-1.2983188346822874,-1.3841500401296187,13.97222222222222,-2.0212551400395595,-2.038251840173094,-2.203271013379696,-2.153205709501122
168,14.058055555555557,-1.3306227844541425,-1.4273288382910774,-1.3500520957471065,-1.2619851281720835,-1.3407484841454158,14.055555555555555,-1.982072381225405,-1.995151253207952,-2.160665546008804,-2.104348911103048
169,14.141388888888889,-1.286251247322317,-1.3855570405174684,-1.3151265117356978,-1.2245355371848297,-1.2936418757172965,14.141666666666666,-1.9432630051071056,-1.950737190481758,-2.122476966753056,-2.0567106959998616
170,14.22472222222222,-1.2465939920493936,-1.339461343366863,-1.2812967940000322,-1.1887698762309251,-1.250630074008538,14.225,-1.900626383195458,-1.907409465760403,-2.079505832630033,-2.0154914787246425
171,14.308055555555557,-1.2092504857666162,-1.2998417703591436,-1.2395628535930296,-1.1496879610450803,-1.2097129391813977,14.308333333333334,-1.8719618889731728,-1.8643678941136863,-2.0395526999382225,-1.9728916734500737
172,14.391388888888889,-1.1640201977584907,-1.2610983456233025,-1.2077246023254475,-1.114089608586313,-1.168490332397112,14.391666666666666,-1.834868897894876,-1.8222122919153136,-2.000218124257008,-1.9323116939884388
173,14.47472222222222,-1.123502599462786,-1.2190310938974405,-1.1615819527658835,-1.0773746370379529,-1.1295621158158964,14.475,-1.787746787387108,-1.7743424768428977,-1.9601026604466771,-1.8889519537916255
174,14.558055555555557,-1.0760971644705282,-1.181040040528765,-1.1201348182407749,-1.0349428658076367,-1.0889281525969463,14.558333333333334,-1.7421949368483234,-1.72415826787796,-1.91260686264842,-1.8414128659511229
175,14.641388888888889,-1.0306033685260076,-1.138325211473595,-1.0625831128343988,-0.9971941155273129,-1.0397883068984357,14.641666666666666,-1.7052127276488909,-1.6744594853059267,-1.8567312842843249,-1.7940948431980217
176,14.72472222222222,-0.9842206895267772,-1.096086633297353,-1.0185267513888705,-0.9593282080532384,-0.9965424438775188,14.725,-1.6625995431310936,-1.6226459507161333,-1.8036764780573824,-1.7397982979030142
177,14.808055555555557,-0.9419486075236468,-1.0423243331745746,-0.9741656495041456,-0.9097449664659802,-0.9519904296903282,14.808333333333334,-1.6209547686091277,-1.5703174870018208,-1.7524429959514858,-1.6933236420763953
178,14.894166666666663,-0.9039866047206898,-0.9938383388889016,-0.9272997235380184,-0.8704442150704141,-0.912132131491975,14.891666666666666,-1.5880777913691049,-1.5146739183601376,-1.701831389231428,-1.6404712873680636
179,14.9775,-0.8627341654752406,-0.9496286788330844,-0.8839288906061236,-0.8310257793957265,-0.8663674174365528,14.977777777777778,-1.544968000669051,-1.46031507029214,-1.643642208442904,-1.5898416450675164
180,15.060833333333331,-0.8221907762978948,-0.9052953820089832,-0.8346530685819336,-0.7848894861954119,-0.817096156677131,15.06111111111111,-1.4936247877389064,-1.4104407696027912,-1.596876003412511,-1.5364351261038562
181,15.144166666666663,-0.78775592585251,-0.8596384780275642,-0.7960721760967614,-0.7384351634472756,-0.7687182193657607,15.144444444444444,-1.450447545780525,-1.356250844400961,-1.5531333232477431,-1.4846521410457854
182,15.2275,-0.7392291049562034,-0.8134579971089031,-0.7509861325397607,-0.6868626403534318,-0.722433476653471,15.227777777777778,-1.4010356699676745,-1.304945124099427,-1.4968147163370022,-1.431693100101609
183,15.310833333333331,-0.6942098065793545,-0.7683539700821833,-0.6997948580579214,-0.6467717473403052,-0.6762418006902701,15.31111111111111,-1.357188557446038,-1.256723439414873,-1.443120730349586,-1.3789584131192347
184,15.394166666666663,-0.647897525845603,-0.7157264283856986,-0.6556982735560758,-0.5961623160586293,-0.6273430646251463,15.394444444444444,-1.3019056073332127,-1.1995856223678891,-1.388051912235695,-1.3202484895861732
185,15.4775,-0.5884917600318507,-0.6657754040668495,-0.6008963006968941,-0.5526341793834455,-0.5831371426060675,15.477777777777778,-1.2485862207187104,-1.140131506282975,-1.3336088082264324,-1.2583637386295343
186,15.560833333333331,-0.5385920085682603,-0.6265009297821453,-0.5569888619008856,-0.5133871714141076,-0.53342390977998,15.56111111111111,-1.1978298006639545,-1.0857609257885374,-1.2715919638338014,-1.2013045690160316
187,15.644166666666663,-0.483397773038255,-0.5803030387972037,-0.5191758803463995,-0.4716211274742777,-0.4834032422928097,15.644444444444444,-1.1452357522022862,-1.0318737168168886,-1.219401923850706,-1.148871389151981
188,15.730277777777776,-0.42710855717852,-0.5351817649867516,-0.4698572799696258,-0.4261358841119271,-0.4396750172894624,15.727777777777778,-1.1000034823389586,-0.975069716604248,-1.162839232350953,-1.0942646070833004
189,15.813611111111111,-0.3701238668790024,-0.4825371428346218,-0.4264329854645912,-0.3803312790993368,-0.3940391129138216,15.813888888888888,-1.05033240005114,-0.9221487636907422,-1.1093044326892496,-1.0356846304955092
190,15.896944444444443,-0.3140432101829096,-0.4347692074337587,-0.3785029222831629,-0.3338071514330982,-0.3534954083087526,15.897222222222222,-1.000621916287913,-0.8583106979204059,-1.0521980675012033,-0.9727318667137296
191,15.980277777777776,-0.2658660972867086,-0.3856779944862134,-0.3280670166350485,-0.2919633413341114,-0.3030437836160976,15.980555555555554,-0.952871443970274,-0.8113553604411802,-0.9983206787033244,-0.9120067227026843
192,16.06361111111111,-0.21479204054013,-0.333663540303145,-0.2799251954877952,-0.2435996902475857,-0.2488841199766786,16.06388888888889,-0.9002803979911346,-0.7502825937049132,-0.9410728074930236,-0.8545096050666999
193,16.146944444444443,-0.1572205544461651,-0.2931258818048214,-0.2298773865667875,-0.1993160408430412,-0.2000162995302982,16.147222222222222,-0.8506481952153193,-0.6934922414673601,-0.8858549943486129,-0.800040920049705
194,16.230277777777776,-0.110151155661065,-0.2438650565206196,-0.1791235183552505,-0.1521122370143057,-0.1538402054157372,16.230555555555554,-0.8031742544795667,-0.6277841487881843,-0.8298677790293058,-0.739601073535229
195,16.31361111111111,-0.0555833629943431,-0.191881102589024,-0.1262635200942487,-0.0979881238795183,-0.1017557217707561,16.31388888888889,-0.7498579965925324,-0.564558162030955,-0.7715117005752161,-0.6879904710464028
196,16.396944444444443,0.0022833025912255,-0.1381740587576282,-0.0756973217826863,-0.0541435477811273,-0.0535627337320951,16.397222222222222,-0.6938988443347823,-0.4994141288631484,-0.713387297307361,-0.6310095177459623
197,16.480277777777776,0.0508493179796055,-0.0937439643831336,-0.0268248541773062,-0.0129783562858897,-0.003861127435472,16.480555555555554,-0.6416962224588001,-0.4421518982561498,-0.6494951068276562,-0.5674586184362425
198,16.566388888888888,0.0921151579015002,-0.0497908594313511,0.0187539512073083,0.028307601815128,0.0397492099844149,16.563888888888886,-0.594049557688981,-0.3799713204852488,-0.5900356660189205,-0.5051381775591817
199,16.64972222222222,0.1486812949343515,0.0012852155228015,0.0660391620987365,0.0711144765065479,0.0854683903938875,16.65,-0.5469582787216358,-0.3230722471296447,-0.5326095110448735,-0.4444485991963204
200,16.733055555555556,0.19154819950234,0.0492842192952972,0.1190308454667159,0.1088424165486851,0.1308965246602881,16.733333333333334,-0.4970218162249897,-0.2646545310724419,-0.474417177350136,-0.3873902870688014
201,16.816388888888888,0.2347163398763853,0.1016061100930014,0.1707290675231455,0.1550915694775432,0.179233722651982,16.816666666666666,-0.4434396028391818,-0.2071180265006525,-0.4084591996602303,-0.3289636445373689
202,16.89972222222222,0.2827861821741469,0.1558508455136698,0.213333893722086,0.2040620816048176,0.2258800932383534,16.9,-0.3972110731762654,-0.1458625889051969,-0.3503361119815794,-0.2651690746023687
203,16.983055555555556,0.347358190360021,0.2002183825459506,0.2610453887597565,0.2435540980178934,0.2696357442898072,16.983333333333334,-0.3475356638202078,-0.0874880750809008,-0.2918484476015079,-0.2042069799037498
204,17.066388888888888,0.394632826245144,0.2487086775693834,0.304463616574539,0.2879677625798462,0.3199007826777692,17.066666666666666,-0.2960128133268909,-0.0265943431264993,-0.2331967390882421,-0.1358777627210632
205,17.14972222222222,0.4460105494873919,0.297721686354399,0.3507886403469745,0.3315032179294417,0.3616753142746863,17.15,-0.2486419622241111,0.0370187475553676,-0.1721815182909082,-0.0791818249734601
206,17.233055555555556,0.5130918175913761,0.3430573640623206,0.3930205224997643,0.3729606054811376,0.4003594439540249,17.233333333333334,-0.2132225530115783,0.0917513362581517,-0.119603316339534,-0.0201195682196974
207,17.316388888888888,0.5522770859084515,0.3853156652453632,0.4285593246977724,0.4163400654250803,0.4469532755902746,17.316666666666666,-0.1627540301609178,0.1482035609713982,-0.0602626636450499,0.0317086063418698
208,17.4025,0.5971668076367085,0.4318965438466317,0.4746051078480223,0.4558417367271073,0.489456912058943,17.4,-0.1182358401156681,0.2011755583807449,0.0010399101007133,0.0803022978732828
209,17.485833333333332,0.6439614338209775,0.4863999532001239,0.5091579320996975,0.4940657571287466,0.5282704552365605,17.48611111111111,-0.0728674312912817,0.2528674638679227,0.0549038759250241,0.1332611058969811
210,17.569166666666668,0.6858614133528271,0.5250258460307302,0.5450178568441424,0.5334122631472173,0.5755940060006768,17.569444444444443,-0.0320482540751265,0.3088794115107553,0.1153287055742491,0.1933846302958002
211,17.6525,0.7290671929705654,0.5687741744542301,0.5889849407148625,0.5782813900754281,0.6212276642298625,17.65277777777778,0.0166222391735152,0.3558115340831589,0.1709138715138543,0.241672471312976
212,17.735833333333332,0.7707792172592388,0.6148448899772965,0.6294592415875234,0.6198732719819783,0.6583715288037091,17.73611111111111,0.0633445941234481,0.4166639630551422,0.2354588469284031,0.3035242295521415
213,17.819166666666668,0.8155979286506334,0.6564379434974936,0.6774408165799513,0.6509880417111572,0.6998256976028282,17.819444444444443,0.1037193544715626,0.4658368285928092,0.2929631057215588,0.3599395059773277
214,17.9025,0.8565237674232735,0.697753285303277,0.7207297220521337,0.6966258308829469,0.7411902675088535,17.90277777777778,0.1453470619428339,0.518130259558353,0.3466261225160836,0.4111179019129636
215,17.985833333333332,0.8951571717024216,0.7363908650739935,0.7725260136062178,0.7321867698930169,0.7818653344044387,17.98611111111111,0.1938282562903232,0.571344383510062,0.4064473726538384,0.4652590190438749
216,18.069166666666664,0.93209857746008,0.7759506318798824,0.8142297460865108,0.7714709879127275,0.8232509931732583,18.069444444444443,0.2393634752951778,0.6238793267023184,0.463226332195782,0.5163624594152875
217,18.1525,0.97554841851499,0.8120325341820742,0.8522409735794831,0.8080786128891327,0.8585473377000066,18.15277777777778,0.2817532547666315,0.677935214085595,0.5157624779219723,0.5624278254328239
218,18.238611111111112,1.0117071265326305,0.8460365198325909,0.8889597494137625,0.838409771544973,0.8861544608704001,18.23611111111111,0.3193981285420011,0.7235121693064592,0.5726552873315665,0.6126547198625037
219,18.321944444444444,1.0475751310252206,0.875162536074346,0.9291861261601404,0.8712645893786812,0.9204724545711752,18.322222222222223,0.3630986284866936,0.7722103147075704,0.628304238642821,0.6616427458307466
220,18.405277777777776,1.080952859351717,0.9102105295411456,0.9693201556315654,0.9040431906643808,0.951301409690088,18.405555555555555,0.3956552844941974,0.8266297713276798,0.6795088107930893,0.707591506824369
221,18.488611111111112,1.1200407367178156,0.9467804462576848,1.0075618888831506,0.9345456984518854,0.9896414161159166,18.488888888888887,0.4346686244860883,0.8765706589016335,0.7282684834388242,0.7601006066905855
222,18.571944444444444,1.1436391861759512,0.9828722316395532,1.0407113762121671,0.9651722345666998,1.0162925627384605,18.572222222222223,0.4715391744120285,0.92883309586037,0.7885827369555782,0.8075696496370076
223,18.655277777777776,1.1745486286252982,1.0184858304932314,1.0693686671580471,0.9993229196100176,1.048254937448538,18.655555555555555,0.5078674582497655,0.9694171993309202,0.8404510524380019,0.8577982402316459
224,18.738611111111112,1.2121694828117682,1.0594211870160906,1.1065338105023834,1.0253978729587223,1.0837286271379891,18.738888888888887,0.5410539980051329,1.0127230851364082,0.8878729116998441,0.8989859834029093
225,18.821944444444444,1.2413021653280127,1.0950782447963947,1.12840685426893,1.0547972127653915,1.1093137176996746,18.822222222222223,0.5630993137120487,1.0543508677960505,0.9268477972739536,0.9385324844396036
226,18.905277777777776,1.2769470906134226,1.127856946813297,1.1609878457236005,1.0825210559582903,1.139610294027476,18.905555555555555,0.5972039234325184,1.0943006605251568,0.9747751924122774,0.9820373489909328
227,18.988611111111112,1.3107046709541277,1.1611572354368458,1.1876768313744703,1.1053695182413754,1.1648184400162949,18.988888888888887,0.6341683432566316,1.1347725752351303,1.0174545810858606,1.0343001830664988
228,19.07472222222222,1.344575316482994,1.190979052427978,1.213273856971774,1.1291427140942931,1.1987382385620535,19.072222222222223,0.6695930873025646,1.172766722533466,1.0632854479848484,1.0729205930363022
229,19.15805555555556,1.370759435179628,1.2171223389385235,1.2481789675079091,1.160440756772381,1.2247697715616963,19.15833333333333,0.6970786677165797,1.207283211723753,1.102067278518484,1.1178981856307402
230,19.24138888888889,1.3998574328703757,1.2441870355112044,1.2727922072174305,1.185263758306666,1.2505131199131867,19.241666666666667,0.7220255946730247,1.2499221508056717,1.146599558815109,1.15943256794061
231,19.32472222222222,1.432069713228321,1.274373082079634,1.3037136195770562,1.206011829503867,1.269968363515511,19.325,0.7490343763743335,1.2856836464749972,1.196681775722163,1.1999233474171045
232,19.40805555555556,1.4535966777732887,1.3002804179683156,1.333143247305664,1.221685079946393,1.2991355812686725,19.40833333333333,0.7709055190510237,1.3245678041235958,1.2419134168061876,1.2347701318718154
233,19.49138888888889,1.4788387258718387,1.324708981892646,1.3536811323642914,1.2504836179923422,1.3264148510736986,19.491666666666667,0.796039526961701,1.3709747278394273,1.2846939703528195,1.276972529476733
234,19.57472222222222,1.5035962547372723,1.3438587119589125,1.375327315956138,1.2694075507755045,1.3476062498326358,19.575,0.8098369023930565,1.412104520406545,1.319622925366796,1.3093301487642444
235,19.65805555555556,1.5182696594296292,1.3657295456642946,1.390281838526564,1.29245698420536,1.3693098534485522,19.65833333333333,0.8350981456598664,1.4463572833050935,1.3538997715719527,1.3378425986271356
236,19.74138888888889,1.535059332855688,1.3913214198968635,1.4099447397630882,1.314832022967079,1.390125736825535,19.741666666666667,0.8540237551049934,1.483933116711313,1.3927239994112246,1.3745094883185902
237,19.82472222222222,1.551165665768965,1.4170342709355812,1.4341160585953916,1.3353327705215223,1.4030539738686945,19.825,0.869214227099385,1.5178321194975353,1.4274951000466447,1.4171304274521903
238,19.910833333333333,1.5645890467697163,1.4382680344503027,1.446995833195317,1.3543593291052425,1.4254946374841595,19.90833333333333,0.8920700560420745,1.5514543892321837,1.4614125653593453,1.456305026001914
239,19.994166666666665,1.5741298623049385,1.4556226455017731,1.470584100976864,1.368911799730479,1.4414477995790809,19.994444444444444,0.912791734360182,1.583200022179775,1.5028758879495574,1.486432894302139
240,20.0775,1.5823884966683637,1.4732980385416303,1.484480898596197,1.3837902821851662,1.4631135310616297,20.077777777777776,0.9291797525089128,1.6098691133009202,1.5338845611366092,1.515713643047642
241,20.160833333333333,1.5993653320004635,1.491894147412404,1.5048862619516383,1.4053948750329268,1.4770919018409985,20.16111111111111,0.9452345989715571,1.6456617562523217,1.57203807895893,1.547146883293594
242,20.244166666666665,1.6164607482884503,1.510610905347514,1.5222002261836731,1.419925675613073,1.4891829808273973,20.244444444444444,0.9527567602594916,1.6751780433867751,1.5957359361740466,1.5697322264555682
243,20.3275,1.6212751233662743,1.5278482449712718,1.5380228256749449,1.4311827800406094,1.4961868359320616,20.327777777777776,0.96254672091218,1.69921806575317,1.6179776282585865,1.6022692843095323
244,20.410833333333333,1.633408832914624,1.5410060982988822,1.548354094050258,1.4467662832062294,1.5131035340672443,20.41111111111111,0.9714049634971684,1.7207819130964883,1.6461626514082712,1.628357668991855
245,20.494166666666665,1.645262250460927,1.5488843967364403,1.5609940641765787,1.4544762787763177,1.5191331411462214,20.494444444444444,0.9769319686100926,1.7420696738578043,1.6700905025379256,1.6469969929992996
246,20.5775,1.648035747379351,1.5520830710809337,1.5631427681630323,1.4673128591929503,1.5242757220832872,20.577777777777776,0.998128214874672,1.7608814351742843,1.693160679281472,1.666586869189031
247,20.660833333333333,1.6461296928907996,1.5640020515202395,1.568200237360906,1.4762761156738926,1.5287313407937568,20.66111111111111,1.0007941789427115,1.7778172828791905,1.7127726799919314,1.682726910778608
248,20.746944444444445,1.657944454062918,1.5790412676331298,1.5795665023636485,1.4937661382125986,1.536300060193967,20.744444444444444,1.0061303354941034,1.7942773015018747,1.7323260037414228,1.7004167313459906
249,20.830277777777777,1.6562803958100885,1.5878006483892655,1.5848415930068658,1.5037830155782177,1.5417819422012762,20.83055555555556,1.0113371572368233,1.809061574267783,1.7392201503211644,1.7220559448295356
250,20.91361111111111,1.6615378808934342,1.595880122149201,1.5892255383683271,1.5067268353155847,1.5539770477340626,20.913888888888888,1.016015114906935,1.8223701830984549,1.7608546202414737,1.7350441655279978
251,20.996944444444445,1.668517269920815,1.6028796166643795,1.5817183667679622,1.515397683745228,1.5566854367117244,20.99722222222222,1.013564677268587,1.842003208611522,1.7786289147317664,1.75678100810053
252,21.080277777777777,1.669218921346831,1.6117990590771392,1.58932010576786,1.520995645963365,1.560907168054681,21.08055555555556,1.0157863111140122,1.8563607301207088,1.8017425357405568,1.767266087566682
253,21.16361111111111,1.653443191472819,1.6184383759207075,1.5914307821722715,1.5273208058419034,1.5618422996843728,21.163888888888888,1.014680481263531,1.873442825635834,1.8259949859354605,1.7828990193064032
254,21.246944444444445,1.657990434446857,1.6277974931192047,1.5942504220276077,1.525773246028443,1.5734908885232612,21.24722222222222,1.0036476505655505,1.8800495718628076,1.8393857687031872,1.7922794190600402
255,21.330277777777777,1.6610610022637609,1.6278763359876436,1.60057905062244,1.5247530479462728,1.5838529904948273,21.33055555555556,0.99748827989656,1.888181044203632,1.8531143881495489,1.8042069029283367
256,21.41361111111111,1.6406552447650855,1.636674829231925,1.6034166924875006,1.5280602917943724,1.588328660523573,21.413888888888888,0.998002828161138,1.8970373167564047,1.8655803490994536,1.818481087372436
257,21.496944444444445,1.6387735096391238,1.6385928969488444,1.621163371395682,1.5288950565474124,1.5911179525350212,21.49722222222222,0.984591752291948,1.9060184623153145,1.876783157096912,1.835501589213877
258,21.58305555555556,1.6398161424209097,1.637030462626088,1.625619110362038,1.5250574199557527,1.5904209194557164,21.58055555555556,0.977855507249738,1.918524552370644,1.88412231840503,1.8500680256345992
259,21.66638888888889,1.6367834864922133,1.6265874491422347,1.627583931643782,1.5221474585454442,1.5918376132132226,21.666666666666664,0.9705945460233426,1.9179556571087664,1.8967973400060143,1.8655800141769376
260,21.74972222222222,1.6330758830815435,1.6284637787667533,1.6342578567402892,1.513765247618228,1.5937680847361246,21.75,0.9696093196296818,1.9215118454121505,1.9028077296011692,1.867037172743629
261,21.83305555555556,1.6310936712641506,1.6304593731600048,1.6376409063930946,1.512310861251537,1.589412383954028,21.83333333333333,1.0129002771137623,1.9273931848593573,1.9115529956108983,1.876439119597803
262,21.91638888888889,1.6238371879620224,1.625174153373242,1.6293331005858938,1.5045843722984944,1.58797055979756,21.916666666666664,1.0360678655486757,1.9209997417250408,1.912832647174704,1.8791854733629911
263,21.99972222222222,1.6145067679438851,1.6204080398486091,1.628734458544543,1.5039858523879124,1.5820426601983677,22.0,1.0735125300355992,1.9293315809799465,1.922446194151186,1.88527585302312
264,22.08305555555556,1.6081027438252034,1.6123609524191425,1.6276449987370585,1.4963153719242934,1.5684287320891197,22.08333333333333,1.0986347137037955,1.9327887662909136,1.920393147118045,1.8885098779225151
265,22.16638888888889,1.6042254460681822,1.6110328103087697,1.6138647388736194,1.4957730000878326,1.564728821403503,22.166666666666664,1.1286348577106144,1.934371360020876,1.9148730173720805,1.896287167765902
266,22.24972222222222,1.594875202981764,1.6066235321323088,1.6055936959065638,1.485758804834414,1.5539429730762264,22.25,1.1555134012414916,1.9266794232288569,1.915085316929188,1.8958073426184012
267,22.33305555555556,1.5846523407216306,1.5979330358954722,1.60043188603039,1.4800728528956115,1.5488712310430215,22.33333333333333,1.1800707815099454,1.9107130156699752,1.918629558524365,1.900670022905534
268,22.419166666666666,1.575557183290203,1.5985612389948611,1.5923793246817572,1.4735152097786917,1.5479136382406384,22.416666666666664,1.2135074337575829,1.9088721957954415,1.9167052556117048,1.895874829413218
269,22.5025,1.5643900525366392,1.5945080582179698,1.584836026539485,1.463685939766609,1.5378702366068482,22.502777777777776,1.239023791254096,1.90255702075256,1.9121119223644008,1.895221383287768
270,22.585833333333333,1.557151268156839,1.5857734097431844,1.5738020055245552,1.45498510591801,1.5337410670804426,22.58611111111111,1.273220285297263,1.8947675463847276,1.909649073674747,1.8935093060358967
271,22.669166666666666,1.5434411476934389,1.5791572091397823,1.5652772748001085,1.4484127700672316,1.5239261696012356,22.669444444444444,1.2950973452129473,1.8887038272314327,1.909316225154133,1.8859382195247167
272,22.7525,1.5398600065358146,1.5674593713679312,1.5656618467714458,1.4419689928242998,1.52042558311006,22.752777777777776,1.3244553983550975,1.8761659165282596,1.90291289313305,1.8867077459817372
273,22.835833333333333,1.5284081579200812,1.5508798107786914,1.5503557330860305,1.4314538335749325,1.5156393455487702,22.83611111111111,1.34749487010575,1.874353866206881,1.9036385946610856,1.876817507994866
274,22.919166666666666,1.5058859129290914,1.5406184411140154,1.537758944633485,1.4194673504805384,1.5067674938602411,22.919444444444444,1.3812161838750234,1.8632677268950677,1.9014928475069277,1.875267128512408
275,23.0025,1.4928935804924384,1.5288751755067462,1.521671491545593,1.407009600478215,1.497010063988368,23.002777777777776,1.4134197611011257,1.8561075479166789,1.898275170158361,1.872256230843066
276,23.085833333333333,1.4696314673864537,1.5114499264806207,1.5052933831962991,1.392880639280753,1.486967090878067,23.08611111111111,1.4335060212503492,1.846073377291669,1.8849850818222715,1.8651844386559424
277,23.169166666666666,1.449299878234205,1.491942605950264,1.489024628201708,1.3802805213766294,1.4798386084752757,23.169444444444444,1.4478753818170724,1.831965261736086,1.878422102424643,1.853251375980536
278,23.255277777777778,1.4320991155055025,1.472953125221196,1.4768652344200848,1.3752093000300158,1.4620246497269505,23.252777777777776,1.474128258323758,1.815383246662068,1.867985752610557,1.846656667206744
279,23.33861111111111,1.4116294795168942,1.4632813949898256,1.454815208951855,1.366467027280772,1.452525246581071,23.33888888888889,1.5030650643209555,1.8013273761778483,1.8594755537441945,1.8311999370848613
280,23.42194444444444,1.394691268431666,1.4503273253434543,1.439674558139606,1.3534537539444478,1.4349404299866355,23.42222222222222,1.5202862113873,1.7861976930877534,1.843691027908836,1.8158808107255804
281,23.505277777777778,1.370884778259844,1.431290825760276,1.4168432875680843,1.3393695296122856,1.419270229893664,23.50555555555556,1.5339921091295134,1.7703942388922005,1.82323169790686,1.806098913599993
282,23.58861111111111,1.35361030285819,1.417171805109375,1.3973214020641982,1.3310144026512165,1.3947146752531978,23.58888888888889,1.5477831651824023,1.7495170537877005,1.8062970872597437,1.7942538715395866
283,23.67194444444444,1.3350681339302093,1.3965701716507275,1.3757089056970164,1.313788420203863,1.373273794017296,23.67222222222222,1.566859785208859,1.7289661766668587,1.7930867202080631,1.7745453107362497
284,23.755277777777778,1.3148585610261423,1.3782858330352028,1.3608058017777676,1.297491628188538,1.3511476131390423,23.75555555555556,1.5888223728998625,1.7081416451183715,1.7816001217114938,1.7613728577422658
285,23.83861111111111,1.2967818715429704,1.3549186963045592,1.3430120928598408,1.2755240712992433,1.3373361585725387,23.83888888888889,1.587871329974476,1.6900434954270298,1.7690368174488094,1.7463361394703187
286,23.92194444444444,1.277038350724412,1.3352686678914494,1.3251277807387871,1.258685793005673,1.3104394552729086,23.92222222222222,1.603807056179849,1.6642717625737151,1.7457963338178812,1.7298347831934886
287,24.005277777777778,1.2600282816609256,1.3107356536194157,1.3027528664523167,1.2367768355532105,1.291857527196295,24.00555555555556,1.6186299492912175,1.6450264802354029,1.728278197935682,1.7128684165452528
288,24.091388888888886,1.2441519452897083,1.2879195587028922,1.2750873502803015,1.2155972399629311,1.271790397299864,24.08888888888889,1.6459404051119024,1.6261076807851629,1.7092819376382806,1.6940366675194898
