,E007_Time[h],E007_6803_deltaKaiA3_rep1,E007_6803_deltaKaiA3_rep2,E007_6803_deltaKaiA3_rep3,E007_6803_deltaKaiA3_rep4,E007_6803_deltaKaiA3_rep5,E008_Time[h],E008_6803_deltaKaiA3_rep1,E008_6803_deltaKaiA3_rep2,E008_6803_deltaKaiA3_rep3,E008_6803_deltaKaiA3_rep4,E011_Time[h],E011_6803_deltaKaiA3_rep1,E011_6803_deltaKaiA3_rep2,E011_6803_deltaKaiA3_rep3,E011_6803_deltaKaiA3_rep4,E011_6803_deltaKaiA3_rep5
261,21.83305555555556,1.2234513782535394,1.1630970818403552,1.1207648211207866,1.170723516772779,1.215608405165976,21.83333333333333,1.2924570024586868,1.334598257677789,1.2515893880022335,1.2787728064304449,21.83333333333333,1.635558041145535,1.576620822552278,1.477624548048554,1.6260102001586951,1.6527606864458746
262,21.91638888888889,1.2345351636490958,1.1776205764557743,1.13189526431234,1.1739680449012146,1.2326741131553025,21.916666666666664,1.30217206668533,1.3468698159102543,1.2643055849546578,1.2920672988413655,21.916666666666664,1.64730445511158,1.5902302088097826,1.4930107667850496,1.6356269913195038,1.6651291628484932
263,21.99972222222222,1.2507329499974271,1.195093089763147,1.1501719069326763,1.187771565209733,1.2422935497713934,22.0,1.3100199867271944,1.3352545465228145,1.2759718298267,1.300115221364424,22.0,1.6522564828044757,1.6081289549238855,1.5110812696080598,1.64594121493999,1.690388774531265
264,22.08305555555556,1.2624451955517626,1.211314887894755,1.1673950673293312,1.1975342528940716,1.2512669753877388,22.08333333333333,1.3240010989352318,1.3425531598056604,1.2855880859245774,1.313716721266411,22.08333333333333,1.6662136760738129,1.620715942188985,1.527034962186285,1.6579518604373036,1.71013848239788
265,22.16638888888889,1.2694723566367512,1.226486235002826,1.169765061813949,1.211456281517355,1.2673946485462797,22.166666666666664,1.3363157372076344,1.3559663625949736,1.296754315298649,1.3218719439522224,22.166666666666664,1.6723755892520933,1.6331900555445953,1.543670753889785,1.67125792064668,1.7285772508906918
266,22.24972222222222,1.276614887648463,1.2400073932595292,1.1794822046622866,1.2209378230100985,1.2798768259574076,22.25,1.345564232989835,1.3674948582729247,1.3128704787434178,1.3337810329648616,22.25,1.679141779154728,1.6545501835753504,1.555587557789978,1.6848583918214357,1.7489040479907203
267,22.33305555555556,1.2918732410543905,1.257878622856975,1.1921468081142097,1.2287790476702043,1.2835137624999646,22.33333333333333,1.3531469152745084,1.3805393467676732,1.3279365357975257,1.3476441299854347,22.33333333333333,1.6845118050800374,1.6647952185110015,1.573784290659641,1.700752273632971,1.763317845217646
268,22.419166666666666,1.3042478673934457,1.2675001820072191,1.2035591823736944,1.2337801241629658,1.2885057112212452,22.416666666666664,1.3620641106015696,1.3857005245533685,1.3421524447437585,1.3604613748331542,22.416666666666664,1.6960852288092536,1.6833240562264158,1.5898598729729083,1.7085385691707702,1.7784176176298157
269,22.5025,1.315739215275963,1.3008723269422586,1.210519635608827,1.2445412195210626,1.2940529233369926,22.502777777777776,1.365916143058175,1.394579084650149,1.3549181626090447,1.3688329054653376,22.50027777777777,1.7092616146065187,1.7041355962415805,1.6086132289052728,1.7202162849423994,1.7884023438242385
270,22.585833333333333,1.3249477313836977,1.3075953119140322,1.2192284739518036,1.253862499144565,1.3015556482314024,22.58611111111111,1.3799033342787237,1.4053757166241416,1.364033645164453,1.379558857977409,22.58611111111111,1.7148405292188829,1.7176287417215983,1.627443286333586,1.7317844308735082,1.8026710059365896
271,22.669166666666666,1.3356738604698253,1.3168693891944223,1.229686001498931,1.2663441268009328,1.31561413345712,22.669444444444444,1.3926260034448537,1.4202911065874655,1.3772988469251946,1.387639366602898,22.669444444444444,1.7136215418763077,1.7286023994766913,1.6353489768360574,1.74604202030783,1.814222589641205
272,22.7525,1.3391180453589435,1.3296948090752556,1.2378925203106266,1.270986264625012,1.3260286247352435,22.752777777777776,1.397084467285446,1.4287259371982275,1.3919137211506247,1.398674563713437,22.752777777777776,1.7198042242916658,1.739055479962198,1.6481292356922546,1.754588070007181,1.827056084151086
273,22.835833333333333,1.347480726947072,1.3386718198682983,1.2524483304114162,1.2769890731190392,1.33999936595532,22.83611111111111,1.4050790400766218,1.4354808876605245,1.4060782198442388,1.4078645798187674,22.83611111111111,1.7251881506607378,1.7471868972785756,1.6627830018831042,1.7614216001514595,1.841570482217897
274,22.919166666666666,1.3509623442016492,1.3464006679052614,1.2595537297899373,1.2801527111526405,1.3461265991753488,22.919444444444444,1.415610033641744,1.443556633724442,1.4155922937536745,1.415209543566735,22.919444444444444,1.7267728976622143,1.7607955691713992,1.6751092180908909,1.7721416343386491,1.860164780131969
275,23.0025,1.3589633341615357,1.3564815975377986,1.2686090143989373,1.2874773359628289,1.3458105646217793,23.002777777777776,1.4202777573514165,1.4539538476860558,1.4268558923707113,1.4237095817432888,23.002777777777776,1.7301580444576998,1.7722804170313604,1.7013068306992567,1.7799471995848144,1.8670379777222923
276,23.085833333333333,1.3622841319370147,1.3607148511375051,1.2738144781552732,1.2899631031540078,1.3474515006895098,23.08611111111111,1.420082518123484,1.4514731983874316,1.435268963931272,1.432564819272486,23.08611111111111,1.729343172691704,1.7738403658942694,1.7189747897932033,1.7920373263241047,1.881589078356524
277,23.169166666666666,1.3689251707097887,1.3665006690959198,1.276770412939913,1.294010166697969,1.3512496439418942,23.169444444444444,1.4294246204230323,1.461715351216622,1.443431455415421,1.4383753792164873,23.169444444444444,1.7331278664916492,1.7858743444410532,1.7281120491590896,1.803411048408752,1.886617088940985
278,23.255277777777778,1.3774868817329824,1.3814392898245238,1.283677108597934,1.2984186789338938,1.3548052291107338,23.252777777777776,1.430104366262391,1.467080968107673,1.4505433125473637,1.4423413827755602,23.252777777777776,1.7413117124678676,1.792181284997758,1.7419175662846331,1.80266740310907,1.894521019920659
279,23.33861111111111,1.3767696943311407,1.3827309497547406,1.2881348529385246,1.2987887905683513,1.3563184890962812,23.33888888888889,1.430122055201127,1.4679707075406168,1.4604044797954492,1.4464629492880758,23.336388888888887,1.7452942997136012,1.8021601235355469,1.7451903023589108,1.8036054311134584,1.898299885279193
280,23.42194444444444,1.3783740359002312,1.3921758833379374,1.2985439317349827,1.3019206506752992,1.35658965496724,23.42222222222222,1.4314779843460506,1.469185224541477,1.4712149003721668,1.4471401962305128,23.42222222222222,1.7554752198050017,1.8172097996706995,1.7617292222723546,1.810624176528398,1.9069527025389
281,23.505277777777778,1.3835003319076404,1.3981743230454238,1.2993046287247156,1.3068144066960852,1.359618955960766,23.50555555555556,1.4273724483512118,1.4633251706822654,1.47317451623415,1.4453732392174543,23.50555555555556,1.7590540668011312,1.8291292566646145,1.7741332946167598,1.8225226868784528,1.913078492760756
282,23.58861111111111,1.3795490058921782,1.4117264993684513,1.3024172256092434,1.3116702044394462,1.3568066194824635,23.58888888888889,1.4284057394179044,1.4637911940809845,1.4774832680821723,1.4429621920015892,23.58888888888889,1.764430437243962,1.831117441423808,1.7852014916852756,1.8335000131062715,1.9192762805443984
283,23.67194444444444,1.3839204794640745,1.4116326408182136,1.3078820020541944,1.3140881880815063,1.3635528711063898,23.67222222222222,1.420778147294661,1.4641839394016256,1.4869410953611513,1.4435071664737118,23.67222222222222,1.7622039301583765,1.8277733044999136,1.7887327894724114,1.8393552095725845,1.9265450940281317
284,23.755277777777778,1.3966151723049802,1.4116929739258486,1.3076992356893062,1.3138685001657795,1.366257934575052,23.75555555555556,1.4288899592772557,1.4627040478541693,1.4881479362601446,1.44440827266272,23.75555555555556,1.764974147052166,1.845495800089684,1.7993261676740344,1.853087334056204,1.933083964888922
285,23.83861111111111,1.3982335021679682,1.3963077232424372,1.303069202108429,1.31661128160317,1.3705220317994082,23.83888888888889,1.4299414602087053,1.462152157194585,1.492103727712354,1.4386656187356202,23.83888888888889,1.767740691916034,1.842483886034986,1.79358060968737,1.85929544775403,1.9390919283424009
286,23.92194444444444,1.393575884877532,1.3836771113390012,1.3077921748695212,1.3201166716719674,1.3737453828588673,23.92222222222222,1.4203329324792664,1.4435289017248345,1.495208405395121,1.439079310997522,23.92222222222222,1.7651031712235925,1.8527365238228075,1.7914951026110026,1.85357861528104,1.9463680231428624
287,24.005277777777778,1.391642734329586,1.3916013588065062,1.310468425494652,1.3245848080178533,1.37472820600129,24.00555555555556,1.4198646560264367,1.4382349122928662,1.4912619037299315,1.4424494538916417,24.00555555555556,1.765661193931364,1.854852678585253,1.7992686372448747,1.858135904670299,1.951111291583265
288,24.091388888888886,1.3952344624914668,1.395680684255861,1.3090982234700008,1.3312158266538958,1.372470717642987,24.08888888888889,1.4215369083349556,1.4314708162926189,1.4882641558824126,1.438576149999299,24.08888888888889,1.768014371478781,1.869231319099545,1.8005002080902863,1.861566387372953,1.9579207794952311
289,24.174722222222226,1.4031514794019295,1.388915304317916,1.3110818362458567,1.3250098619605537,1.3687731323687182,24.175,1.4225499644368045,1.4268372376640204,1.4910150937623323,1.436259500039922,24.1725,1.7693623177881856,1.8714714177880236,1.7941888133498969,1.8586691382582323,1.9545955362490464
290,24.25805555555556,1.4063941931711534,1.3873054336434638,1.3062195292366208,1.3223670466856745,1.3690356629316989,24.258333333333333,1.4151040969112036,1.4269347968929886,1.4927146480236022,1.4368996028710426,24.258333333333333,1.7645046492648309,1.876371950718145,1.801933454927724,1.858643235613449,1.9493346147536617
291,24.341388888888886,1.4015630099807392,1.3920512849032418,1.3025115658208015,1.3160875119444948,1.3666585202535906,24.341666666666665,1.411799575884617,1.4163641110114304,1.495162748064275,1.4272965554882977,24.341666666666665,1.7654409847968795,1.8797318976024853,1.8129331384291407,1.854887761143999,1.9531370714566887
292,24.424722222222226,1.4022583340837058,1.3979530687879276,1.30175820734102,1.3137713872196377,1.367441913424508,24.425,1.4088366690307472,1.4113257935972443,1.5001593220265463,1.4296504530254297,24.425,1.757170945755405,1.8845502417987376,1.813186873160884,1.8540017999733616,1.9526019663444072
293,24.50805555555556,1.406080567804496,1.3986109940081437,1.2973597131040058,1.3114188003611176,1.3613860497030157,24.508333333333333,1.4052156415705408,1.406220454774315,1.5007042967967523,1.425361388754287,24.508333333333333,1.7530941559943898,1.893625970309712,1.815493672131044,1.8589844406430995,1.954128362941757
294,24.591388888888886,1.4046301115389717,1.360425267294453,1.2971163403806008,1.3060298775863366,1.3562911345161304,24.591666666666665,1.4017367562721843,1.399048701212517,1.4997975980053735,1.424229454084824,24.591666666666665,1.7500102418507264,1.896358073783337,1.8138525520490716,1.8522347751128567,1.9587153283123435
295,24.674722222222226,1.403307363754417,1.3373960933973628,1.2970283444057535,1.2994047434800862,1.351757371459318,24.675,1.3952002734511049,1.398811136127717,1.4976391500270312,1.4250547385650996,24.675,1.7447188321442175,1.8963455465126584,1.8178625333257743,1.844351898760364,1.9605619330584352
296,24.75805555555556,1.4025127209895367,1.3441236750873236,1.2988959783785252,1.2939435209945471,1.3419849622964966,24.758333333333333,1.3876064509699713,1.393108359281769,1.4966288759804875,1.4228373298812789,24.758333333333333,1.7400195581775773,1.8981873864358396,1.81692264007332,1.8453349103814316,1.9608672513209648
297,24.841388888888886,1.3984465778544568,1.322808213154727,1.2969194934620871,1.287646331449288,1.3347741069600365,24.841666666666665,1.3835555442386938,1.3907409669825173,1.4941666977286507,1.4239773138576304,24.841666666666665,1.742312053736427,1.898682595136163,1.819231900105234,1.8445829121899544,1.9584303607795304
298,24.9275,1.3915093270307248,1.3148499064099075,1.2974991387837207,1.2771132945312669,1.3311250035507545,24.925,1.3792478062144236,1.381309552083796,1.4914525358785653,1.4118747744565303,24.925,1.730995955089301,1.900430177842027,1.8215893449363996,1.8434950098179117,1.956450342652392
299,25.01083333333333,1.38690135927131,1.3276489516831438,1.2902351614348169,1.2695445282948312,1.325637848337923,25.01111111111111,1.3736834874015518,1.378414703985427,1.4872863097814228,1.4021297937784605,25.00861111111111,1.7238709009876425,1.916229143426948,1.821594009783059,1.8456703123153628,1.9551262816964723
300,25.094166666666663,1.3776230634006008,1.3066055438246544,1.2893278064708773,1.261940149161716,1.315312835759263,25.094444444444445,1.3628628358517132,1.3672570086332234,1.4884679375325542,1.4009424520620055,25.094444444444445,1.7183365326658038,1.9040785044095596,1.8136449335628104,1.8413079321504533,1.95425726620736
301,25.1775,1.3742748263144091,1.3083198757046035,1.282377316911513,1.2519002719210452,1.3147501584209451,25.177777777777777,1.357386097163783,1.3566370485189885,1.4875973359714338,1.391312827683858,25.177777777777777,1.7127924938410493,1.905577276953616,1.8085411588946143,1.833806985209411,1.951242388019307
302,25.26083333333333,1.3654570329799656,1.3061921382130963,1.279183933740446,1.2472250097293334,1.3079500070975931,25.26111111111111,1.351053514483877,1.346755402680511,1.4826744206816778,1.3846409971588145,25.26111111111111,1.7124384307135516,1.9139244808679856,1.809081732098786,1.827766590796545,1.9586807425052288
303,25.344166666666663,1.3559700664359255,1.297622520260182,1.2761478959055084,1.238114474110482,1.3021125707322811,25.344444444444445,1.3450653285053518,1.329012646701574,1.4766991059910424,1.380527035139778,25.344444444444445,1.7048739919663949,1.9197191396066569,1.8106657031970008,1.8229858716342495,1.9515714285767047
304,25.4275,1.345014307792362,1.2818112087758504,1.272069440318642,1.2307687749557823,1.2928380364365335,25.427777777777777,1.333821777468806,1.3210093527119473,1.4682713049714289,1.3727710144177565,25.427777777777777,1.696698828765573,1.9213602802687333,1.806492125912293,1.8188639538630025,1.9531135486839784
305,25.51083333333333,1.346390136230771,1.2693583887100353,1.262548801855899,1.2231880205239147,1.2825265894903248,25.51111111111111,1.332323097162078,1.31094608938739,1.4635909294388787,1.3629730059218623,25.51111111111111,1.683712594759989,1.9186469335984395,1.8101600576690529,1.8121999670413629,1.946506208815956
306,25.594166666666663,1.342497929004068,1.2564642430326138,1.2571862133574414,1.215572317440948,1.2731784133420825,25.594444444444445,1.32376952092025,1.2924234219496522,1.4570578899535769,1.3603330787193169,25.594444444444445,1.6689149460814563,1.9079781339851145,1.8150685595930305,1.8099930441459744,1.941348518500209
307,25.6775,1.330738061436592,1.2521289527334056,1.2509819056275426,1.2117217707003387,1.2571936896086846,25.677777777777777,1.316161279625642,1.2822419121664723,1.4508720958198489,1.3560513000154415,25.677777777777777,1.6613055413446975,1.9009529194632164,1.809016696511334,1.8060423215715635,1.933039590802973
308,25.76361111111111,1.3249109069241012,1.2471526968221711,1.2399361074345854,1.203236483662935,1.2519725980754572,25.76111111111111,1.3128986017078192,1.2768021183515794,1.447233455086163,1.3565277351536666,25.76111111111111,1.656284041647348,1.892770331712322,1.8068035369524296,1.80394693913094,1.9273785423291447
309,25.846944444444443,1.3088168369337745,1.2345356523286148,1.2324490455110615,1.2011165580569725,1.2341153166961811,25.84722222222222,1.3029817131435837,1.2625045953646912,1.44574187454513,1.3541624476155287,25.84472222222222,1.6450501105699515,1.8852294160571252,1.799228153146143,1.7967060400549966,1.9253644932222875
310,25.93027777777778,1.2918562210042153,1.2194779943023843,1.2271209445535751,1.1879620939780735,1.2236220215930858,25.93055555555556,1.2962108374569827,1.247349894611515,1.4355972597335027,1.338155499020667,25.93055555555556,1.632603414175961,1.8799292214674372,1.7980896210236557,1.796918770992708,1.9197965671646275
311,26.01361111111111,1.2840294267454446,1.2131798958130695,1.215552027222839,1.173973189889252,1.218892887056851,26.01388888888889,1.2879861957193022,1.2381385640437474,1.427999514932175,1.3267069491268275,26.01388888888889,1.6205436210117412,1.8700688005581865,1.7827870202175102,1.7903842820111342,1.914873891377054
312,26.096944444444443,1.2777368198389063,1.2046415279502027,1.2091425141436771,1.1671499426209104,1.2079280855466088,26.09722222222222,1.2737080065490702,1.222071148159074,1.4197485431661834,1.3102168558298626,26.09722222222222,1.6080704021065657,1.8680472095894185,1.779319434061606,1.7895017265954172,1.9153955966191216
313,26.18027777777778,1.2615787640374656,1.1958630598232582,1.1930926239050226,1.1516924473708392,1.1967277876899425,26.18055555555556,1.2615764861120558,1.212748188001171,1.413244246204707,1.3004852751637277,26.18055555555556,1.5979834309726182,1.8630635084662992,1.7774859495912,1.7858702616487825,1.908160817189047
314,26.26361111111111,1.2509556211654074,1.1780446585616555,1.1806025730599188,1.1400007977042188,1.1840921622828842,26.26388888888889,1.2477918481212686,1.1949702211597049,1.410886524561066,1.293112261300486,26.26388888888889,1.5828823836049934,1.8595167607391103,1.773885657542909,1.7814890474925376,1.907168690923712
315,26.346944444444443,1.2400677511184393,1.1659864893147538,1.1732725761255205,1.1226750855536172,1.1670213762899193,26.34722222222222,1.2363543038369604,1.1765377817703284,1.4074752774927235,1.2814978665503047,26.34722222222222,1.5725669384816956,1.8554060336032523,1.7695176523547071,1.7757572478660764,1.8988183591986627
316,26.43027777777778,1.2297155118636884,1.150288715251857,1.1657028455830911,1.1095154012189925,1.156115594843982,26.43055555555556,1.2220640620666234,1.1660514005146865,1.3974104030012824,1.2658421413614562,26.43055555555556,1.5614367765636388,1.8415303978992417,1.7705810321659277,1.7632740299268712,1.888708966928107
317,26.51361111111111,1.2166992594397057,1.155751497562211,1.150493591878005,1.0969218333676902,1.1521749812464577,26.51388888888889,1.2157213291649909,1.148111604620413,1.3850917978324917,1.2577451343203203,26.51388888888889,1.5462915812946476,1.8360889281127124,1.7658748988172612,1.742638564250481,1.8796396625649177
318,26.599722222222223,1.2004193479564598,1.1435749954550034,1.1428450234197465,1.0850944690344462,1.144599696967184,26.59722222222222,1.2099263090340386,1.1303189178611308,1.3741193574762398,1.24380689215138,26.59722222222222,1.5337310386014558,1.827280702374419,1.7649983578507578,1.734450024830546,1.8738095981006329
319,26.683055555555555,1.1852761295953431,1.118959366159366,1.1349573465819098,1.0708333936213843,1.129789901644449,26.683333333333334,1.203879203122982,1.1182738605564522,1.3674929761665575,1.232427459717226,26.68083333333333,1.508554836893707,1.8181048024602315,1.7581505185098243,1.7217075890787903,1.8668179290654507
320,26.766388888888887,1.1702699546091684,1.1103047649243734,1.1174307657022005,1.0515386908980169,1.1115457530849904,26.766666666666666,1.1871802104282785,1.0983769495719795,1.3622125468816186,1.2214068800185518,26.766666666666666,1.4941626670639572,1.8127603137911372,1.7461304937392277,1.7054104378250232,1.849063814528236
321,26.849722222222223,1.16080117132217,1.0940113450190414,1.1056654830824333,1.030810443001246,1.0922674072639982,26.85,1.1726295274936276,1.079628698319305,1.3556779613437384,1.2115451941941573,26.85,1.4795542224876714,1.8040463254332435,1.7393374001850908,1.6985577553171332,1.837346417096518
322,26.933055555555555,1.1522701261300026,1.0762792577323297,1.0886616989885327,1.0224487304353629,1.0755550183251126,26.933333333333334,1.1642273484099674,1.0596296167560086,1.3424891100193734,1.2024424415209496,26.933333333333334,1.461129199023223,1.7985619300977724,1.730770358194896,1.690548729221094,1.8300649029164875
323,27.016388888888887,1.1340771634997413,1.06690865237314,1.0680196116505345,1.005253632072046,1.0552087385804234,27.016666666666666,1.1465738648154804,1.0447802113856617,1.3280458821191228,1.186298659413938,27.016666666666666,1.441887295011897,1.7891062241410665,1.718028491817485,1.6783825506209635,1.8182184416730007
324,27.099722222222223,1.1224226259698844,1.055699676270318,1.0537394172625838,0.9898252251503648,1.035628718510474,27.1,1.1292692658955867,1.030480985257823,1.318348165597728,1.1735138834262395,27.1,1.4230282112778885,1.7772783075645833,1.7085109288030569,1.6650584140188809,1.8050062065895776
325,27.183055555555555,1.1107068541503509,1.0404524747726505,1.0374213099829364,0.9727635852767756,1.029415106764257,27.183333333333334,1.1177137383829507,1.010732437968043,1.3101958471540731,1.1556881472490772,27.183333333333334,1.4029516511283,1.7630772840149,1.6802168006031688,1.6533755173350702,1.7890273744284015
326,27.266388888888887,1.0893301867224787,1.0311671912488665,1.0180654819339574,0.9592687864251248,1.0127680501592176,27.266666666666666,1.1049074665574774,0.9989350656578604,1.301988812231183,1.1404214827117771,27.266666666666666,1.3856573203531497,1.7547022607837113,1.669145242370737,1.637333061907837,1.7698811254903188
327,27.349722222222223,1.075892960439031,1.0172439670876394,1.004472123202124,0.9455409009366476,0.9982876936812476,27.35,1.0872506322463114,0.980289361014804,1.294726945016225,1.122913919781773,27.35,1.3603449272253605,1.7405523488078285,1.6714953929600354,1.62213025249357,1.7605666436148415
328,27.43583333333333,1.059395510124188,0.9926829416975852,0.9834414218380207,0.9261799995199672,0.9813741804846936,27.433333333333334,1.0803434148238398,0.9623958132723914,1.2858101284405097,1.1107654865646015,27.433333333333334,1.3314141825007686,1.7276266626691814,1.658466394926695,1.612166297266743,1.744883116180143
329,27.519166666666667,1.0486381686735533,0.9780842525072622,0.9673735638563448,0.9155861512510964,0.9676276518923526,27.51944444444444,1.0633859912116903,0.94125490821013,1.274638244179488,1.096176209303909,27.516944444444444,1.3026647994181175,1.722324320594817,1.6444573945277066,1.6012404078199105,1.7298297341030628
330,27.6025,1.032021267054151,0.95884803496517,0.9532687332359022,0.8963594235734385,0.9510482473954708,27.60277777777777,1.0509785358787316,0.9278671281535162,1.265811172652755,1.0871461123814412,27.60277777777777,1.2778964936990638,1.7042444444569014,1.6208675417214202,1.590951799163712,1.716605691839103
331,27.68583333333333,1.0145451343044276,0.9441744225397526,0.93412711191961,0.8770998822977818,0.9292361046537478,27.68611111111111,1.038721220841076,0.914032951974038,1.2515287930240444,1.0740752183170548,27.68611111111111,1.2527089835481724,1.6865861597727163,1.6068959901675417,1.5672996897268705,1.69981018738243
332,27.769166666666667,0.997810097534248,0.915863546719396,0.9217488798144944,0.8590075916023059,0.9205913594953312,27.76944444444444,1.0240142156620733,0.8915528550891691,1.2359909832012366,1.0581635477687086,27.76944444444444,1.2275019896529176,1.6807485957046624,1.5935418972271371,1.5520833013561892,1.6886424222658736
333,27.8525,0.9764164819249008,0.90111553701243,0.9059342147916924,0.8386826140325794,0.9021141459168212,27.85277777777777,1.0166576874523168,0.8694273094623759,1.2197976198363492,1.0524111195324672,27.85277777777777,1.202675235183685,1.662930885060258,1.600804423962631,1.5331018593165575,1.665101601560928
334,27.93583333333333,0.9497646107290948,1.026930520947126,0.893283292686451,0.8217250105015593,0.8862045960832676,27.93611111111111,0.9982518008696402,0.8488567836031132,1.2093485783255464,1.0368179505425037,27.93611111111111,1.1670284457937703,1.6415321642921377,1.585882735137804,1.507154592290947,1.6517869338777502
335,28.019166666666667,0.92845480527096,1.0103086240716963,0.8765962872981274,0.8065348402895912,0.8682628403281734,28.01944444444444,0.9883967181191188,0.8336417425668259,1.1962437328091298,1.0269840558710932,28.01944444444444,1.1397613496193792,1.631951573498056,1.575975999217797,1.4916407323804113,1.637497631365162
336,28.1025,0.9094873849460464,0.9970499699543,0.8606733703901897,0.7825121610444105,0.8440890071534908,28.10277777777777,0.9798925989530678,0.8159826479549463,1.1822829561715484,1.0171094487286163,28.10277777777777,1.1116736772796263,1.6161882564208847,1.5700833883691088,1.4791595151040895,1.6222329097106498
337,28.18583333333333,0.8966626672213276,0.9863546801830358,0.8501147116902141,0.7586570287811392,0.8302832232296219,28.18611111111111,0.9685396006710468,0.8028799579148979,1.1760661200413884,1.0039941404635606,28.18611111111111,1.0903651618765375,1.6064413604486116,1.5550040784595955,1.4655101793992018,1.607391988140361
338,28.271944444444443,0.8811809676351963,0.9664228743659452,0.8321204788898897,0.7377694978822913,0.8114456133954218,28.26944444444444,0.9545378781198526,0.7883341271400923,1.168793094791381,0.991638140562519,28.26944444444444,1.0612355389950492,1.5861100366143432,1.5505372490584732,1.4516919676210516,1.59117408941911
339,28.355277777777776,0.8544425997974683,0.9564546701310144,0.8182908376450142,0.7252496210977679,0.7977763006581948,28.355555555555554,0.9380875836935252,0.7801456068699344,1.157263749538398,0.9768414566501882,28.35305555555556,1.0284845467030066,1.5685934395963037,1.5472820834363152,1.431904125543027,1.5757784398503727
340,28.43861111111111,0.831447875389379,0.93505018312617,0.8004259515754949,0.7108974495448583,0.7768754061936971,28.438888888888886,0.9193888673333466,0.7625148448898142,1.146877952143455,0.9620040944893724,28.438888888888886,0.9989119255511648,1.5516907277178351,1.530837768565052,1.4111459023565978,1.5614042692762895
341,28.521944444444443,0.810797104163584,0.907409527019283,0.7849259822653509,0.6959130327082421,0.7583430493461361,28.522222222222226,0.9056418765278382,0.7458422855311135,1.1256355692117073,0.949926057980981,28.522222222222226,0.9755174185731896,1.532401062947398,1.5100034951179762,1.3984165506713186,1.5438508110776652
342,28.605277777777776,0.7936905939441634,0.8863328134981664,0.767191089262709,0.6758964184399874,0.7323793476281684,28.605555555555554,0.8914467563127637,0.7371283696712021,1.109536466092454,0.9288073491640272,28.605555555555554,0.9477007712856572,1.5169236108985684,1.493178457469733,1.3839153265148254,1.525917302173968
343,28.68861111111111,0.7671286506266142,0.8616201522705758,0.7522214300798088,0.6526476529595495,0.7093844167209032,28.688888888888886,0.8744036492711281,0.7153735347334407,1.0957805068791364,0.9096479682156312,28.688888888888886,0.9210617316880524,1.5008575408300406,1.4849618536963316,1.3626414893328374,1.50920298302333
344,28.771944444444443,0.748511578177858,0.8440716510642092,0.7314171601929984,0.6365667808537758,0.6967583704738995,28.772222222222226,0.8615126955331762,0.7035782146871787,1.085967554409336,0.892447913451017,28.772222222222226,0.8934000502627724,1.4870020256456289,1.474152885575137,1.348194301989158,1.4921070976225463
345,28.855277777777776,0.7252396786362361,0.8222874156267079,0.7113784330427386,0.6236538450769002,0.6799013209051679,28.855555555555554,0.8457740327763965,0.6865428400477555,1.0694974702647788,0.873807181323516,28.855555555555554,0.8643154799751231,1.4729562418942634,1.4655507585848704,1.3323730307656731,1.4778288935070771
346,28.93861111111111,0.7093132521115113,0.8006675497256556,0.6891054000335974,0.6027088869505459,0.6660133782011693,28.938888888888886,0.8365877962255157,0.6666678378764987,1.0541701147713312,0.8587257664245628,28.938888888888886,0.8336077762733206,1.4577193697699915,1.4539546819056148,1.3131769453623527,1.4579676217510462
347,29.021944444444443,0.6895325967848679,0.7830121551485781,0.6675982105342535,0.5823319461637245,0.644494650716815,29.022222222222226,0.8205541186525024,0.6433536317807274,1.031785346999001,0.8414036614836998,29.022222222222226,0.8000766970884914,1.450490593111979,1.443163868418809,1.29280531889725,1.4409225369672396
348,29.10805555555556,0.6678980089089104,0.768721331702945,0.6448570118774966,0.5723230607728382,0.6275452449754686,29.105555555555554,0.8024731303765693,0.6230006419137476,1.023543024761941,0.8296408573685738,29.105555555555554,0.77672200283467,1.4330690994045092,1.429577534707252,1.2748574279064977,1.4214928973071086
349,29.191388888888888,0.6442097828076645,0.7371951772161687,0.625281949360226,0.5538822672016757,0.6091652656689432,29.191666666666663,0.7889449592641666,0.5972092849748577,1.0096430046184433,0.8154373430849358,29.189166666666665,0.7507434564088047,1.4002540797769825,1.4159949010550998,1.2465325523443167,1.3948779644607692
350,29.27472222222222,0.6250682108765783,0.7164337875356035,0.6060731662434516,0.5392096002414168,0.590554815657503,29.275,0.7719697307289888,0.5769799742093438,0.9918851418709436,0.7933931057766437,29.275,0.7175408231907514,1.3770447290039192,1.4010151914478683,1.230229975583009,1.3724770036569995
351,29.35805555555556,0.5954735835825202,0.6896372565285458,0.584230803752294,0.5229050930506295,0.5629139959698641,29.35833333333333,0.7559475677319689,0.5555131194084806,0.9768692905660188,0.7775081307256613,29.35833333333333,0.6885138710432754,1.3506402455049549,1.388837633572429,1.215348984412958,1.3560892836632412
352,29.441388888888888,0.5744261894637797,0.6668056760822356,0.5621550010759818,0.5077687771552691,0.5406429058031932,29.441666666666663,0.741878590781281,0.5414091269095349,0.9627953034943878,0.7653824013520567,29.441666666666663,0.6498623703120544,1.3168398313448435,1.3668614588170136,1.1938888690426328,1.3325140767856023
353,29.52472222222222,0.5467263151300663,0.6473391361038559,0.5458458953678569,0.4966006824486814,0.5219416425231065,29.525,0.7217629179323423,0.5300683995957609,0.9506630321909134,0.748015899214003,29.525,0.6177860938256741,1.290042692233457,1.350485902271212,1.1720489230985849,1.307550658868852
