,E007_Time[h],E007_6803_deltaKaiA3_rep1,E007_6803_deltaKaiA3_rep2,E007_6803_deltaKaiA3_rep3,E007_6803_deltaKaiA3_rep4,E007_6803_deltaKaiA3_rep5,E008_Time[h],E008_6803_deltaKaiA3_rep1,E008_6803_deltaKaiA3_rep2,E008_6803_deltaKaiA3_rep3,E008_6803_deltaKaiA3_rep4,E011_Time[h],E011_6803_deltaKaiA3_rep1,E011_6803_deltaKaiA3_rep2,E011_6803_deltaKaiA3_rep3,E011_6803_deltaKaiA3_rep4,E011_6803_deltaKaiA3_rep5
514,42.98583333333333,-0.1674946188318234,-0.1492989820617446,-0.0797880912140102,-0.0131377716298275,-0.0120681742634929,42.98611111111111,-0.0842272546342495,-0.0137225192602267,-0.1639978522694761,-0.0540656261245659,42.98611111111111,-0.342028824753162,-0.8522954842168737,-0.8485741518968801,-0.7995628259571051,-0.8545262145973993
515,43.06916666666667,-0.1581041587636299,-0.1392710557934776,-0.0687508845148938,0.0017622881385411,0.0075060900979086,43.06944444444444,-0.0851192903485086,-0.0109879994122462,-0.1702387874011478,-0.0548246520098229,43.06944444444444,-0.3567260426501691,-0.8506181632748406,-0.8454771634674784,-0.7931945241200455,-0.8543867622007951
516,43.1525,-0.1475452389124378,-0.1248898996326192,-0.054951836556652,0.0112136202305125,0.0228415714557774,43.15277777777778,-0.0914715625024352,-0.0108707107131817,-0.1745789923793719,-0.0594523427600746,43.15277777777778,-0.3648518786668548,-0.8498183159319701,-0.8406547648704241,-0.7930755056294512,-0.853906260365228
517,43.23583333333333,-0.1384178889554677,-0.1101557484013863,-0.0461911440718763,0.0198159867912041,0.0303380668016744,43.23611111111111,-0.0878843552930594,-0.0207708167375028,-0.171018821629988,-0.0639490221678586,43.23611111111111,-0.3926061527773825,-0.8546961386790897,-0.8417071139933682,-0.7928059162931353,-0.8532848529050625
518,43.32194444444444,-0.1223221404985192,-0.0988688389020534,-0.0360690058290505,0.0261691483331249,0.0405953712956089,43.31944444444444,-0.0867579553701686,-0.0178884845136923,-0.1815586308346942,-0.0665150158876054,43.31944444444444,-0.4355886824730062,-0.8544518243619077,-0.8270343650226026,-0.7875858985008264,-0.8487226800959995
519,43.405277777777776,-0.0998580270759693,-0.0830294099169531,-0.0251856226325465,0.0350728637361711,0.0526132782660424,43.40555555555555,-0.090092651836308,-0.0174238845242428,-0.1861987769310454,-0.07035065143564,43.403055555555554,-0.4553992827620688,-0.8644855621810179,-0.8186366684430612,-0.7820155912241684,-0.8440198786750743
520,43.48861111111111,-0.0870255841507766,-0.073837702208475,-0.0223411973226246,0.0373268902476276,0.0609915792098876,43.48888888888889,-0.095688736246784,-0.0217771907056538,-0.1945396181124548,-0.0770562581901823,43.48888888888889,-0.4578377661700036,-0.8701975376918939,-0.815514171038319,-0.7784951300167263,-0.8443765818406608
521,43.57194444444444,-0.0766248491144752,-0.0612939585190644,-0.0135359347754378,0.0477309834821689,0.0719300637925061,43.57222222222222,-0.0967465026096606,-0.0231485804484396,-0.2037815138281931,-0.0798321673913478,43.57222222222222,-0.4529039427393339,-0.8647879328048926,-0.8122670158905936,-0.7710246470139778,-0.8417929192524678
522,43.655277777777776,-0.064655861287181,-0.0491984235712259,-0.0059700419030276,0.0528848974218592,0.0790285198477123,43.65555555555555,-0.0940662473857615,-0.0185382345971237,-0.2031248247833886,-0.0884787121411444,43.65555555555555,-0.4997976200296735,-0.8654569257852525,-0.8116953423807439,-0.7644042709333203,-0.8416690170315415
523,43.73861111111111,-0.0533186619175872,-0.0319513440675205,0.0077562723466739,0.0623883844161482,0.0896867333777708,43.73888888888889,-0.0966482694886671,-0.0227463374502394,-0.2095699129390303,-0.0961962274034773,43.73888888888889,-0.5187186031177244,-0.867204691253096,-0.8063992861882702,-0.760234127074066,-0.8354049977602612
524,43.82194444444444,-0.0562132941829652,-0.0185529686905686,0.0168427969898458,0.070841195181879,0.1013044885533968,43.82222222222222,-0.0992928702847193,-0.0387730767603318,-0.2117171415119619,-0.0929850500041437,43.82222222222222,-0.5354666945972795,-0.8572314001834265,-0.8203789792913153,-0.7581143373174453,-0.8268009804823457
525,43.905277777777776,-0.0461398031891668,-0.0056035481030442,0.0258893190067776,0.0816430788032802,0.104881567713757,43.90555555555555,-0.1026003535930168,-0.0386186437339546,-0.2187668749748863,-0.0960455186308372,43.90555555555555,-0.5884416945792227,-0.8605372199061294,-0.823034549966664,-0.7534450201266045,-0.8242570807028493
526,43.98861111111111,-0.0392982359706219,-0.0123033349476798,0.0354956233418668,0.0901937827319706,0.1180177513664675,43.98888888888889,-0.1071710256854184,-0.040083233031674,-0.2219194790563639,-0.0977779738331452,43.98888888888889,-0.6112434006915262,-0.8567223141059732,-0.8227661227897408,-0.7490262905466076,-0.8253734103881611
527,44.07194444444444,-0.0312886414903387,-0.0020525838472666,0.048261492903624,0.0966930527869569,0.1303128181875967,44.07222222222222,-0.1086051952865408,-0.0403670427680651,-0.224975320740813,-0.1053827580225505,44.07222222222222,-0.6560716080792527,-0.8557868428226085,-0.8225738186346143,-0.7488582602044354,-0.8131500779660079
528,44.15805555555556,-0.0257110706399051,0.0051484485953461,0.0597867085646673,0.1009406331546366,0.1369665450216637,44.15555555555555,-0.1135031735737594,-0.041270274511715,-0.2297347682685105,-0.1156602154724289,44.15555555555555,-0.7105261094045559,-0.8497309624505688,-0.8164577546739935,-0.7437410373089838,-0.8133871883254522
529,44.241388888888885,-0.0183655762394876,0.0144995037972552,0.0690710491617271,0.1087362663887934,0.1397787068816392,44.24166666666667,-0.1208652741772094,-0.04079313328522,-0.2311981911355914,-0.124010692318052,44.23916666666666,-0.7616066948466773,-0.8445548257392682,-0.8052180443792293,-0.730274726651069,-0.8096848428168908
530,44.32472222222222,-0.0080522130378314,0.0294003211954964,0.0733142914956435,0.1246796934106017,0.1453490769489422,44.325,-0.124891813179784,-0.0561358275651878,-0.2377659600940486,-0.1306345365565853,44.325,-0.7935131521019516,-0.8468585817930052,-0.7988547975203131,-0.7258594296034194,-0.8018431392520607
531,44.40805555555556,0.0076289622877383,0.0244506382470513,0.0825162103313657,0.1353706535086253,0.1472774265734454,44.40833333333333,-0.1277831091171371,-0.0618985692822366,-0.2494384471517324,-0.1417320980470897,44.40833333333333,-0.8466452663837989,-0.8398423760709598,-0.7979681201658804,-0.7220952441206853,-0.7954621719040311
532,44.491388888888885,0.0154778911313194,0.0500501904288422,0.0908765783979531,0.1408088843388147,0.1547635252734703,44.49166666666667,-0.1345394829776783,-0.0652815738209949,-0.2530160255723516,-0.1483037285105189,44.49166666666667,-0.8522028204227339,-0.823106350387194,-0.7891581146832077,-0.7113822647394298,-0.7909420315072104
533,44.57472222222222,0.0178945129584302,0.0593987112377346,0.0943951663885762,0.1515941219245117,0.1564071407357908,44.575,-0.1405612582025774,-0.0718850600201023,-0.2682990698754705,-0.1495497815297239,44.575,-0.8849855944663569,-0.8226506429106515,-0.7794248797382124,-0.7055205825781363,-0.7948828052573411
534,44.65805555555556,0.0234787653060094,0.0594959321905361,0.1028717429605164,0.1565261006564448,0.1604080388156301,44.65833333333333,-0.1468487606857643,-0.087509250172207,-0.2858879558365148,-0.1614706125494485,44.65833333333333,-0.9155933662793616,-0.8236753881651602,-0.7819685102954537,-0.7007102853372018,-0.789284576811504
535,44.741388888888885,0.0276305837824178,0.0643415828240001,0.1103060747351627,0.161204553292733,0.1675659835366638,44.74166666666667,-0.1432023187739257,-0.08815437002397,-0.2979830604867666,-0.1672665788763311,44.74166666666667,-0.91622591114353,-0.8245807170294286,-0.7703890976181327,-0.695951457298942,-0.7873474262881137
536,44.82472222222222,0.0343499020674373,0.0749353906948187,0.1216979262980162,0.1672292109588831,0.1736807370910172,44.825,-0.1450222632665075,-0.0976206487760612,-0.3063847621133655,-0.172138039678905,44.825,-0.9108830018577336,-0.8065667567370481,-0.7634867292680929,-0.6878441793275888,-0.7844714302669216
537,44.90805555555556,0.0422366519122697,0.0890770813796275,0.1270470601986885,0.1699998031477925,0.1803520598392673,44.90833333333333,-0.1517089274157159,-0.1079083190831625,-0.3180934402593109,-0.1818853559875987,44.90833333333333,-0.9401644087379356,-0.8020336308764936,-0.7514614891058176,-0.6839885288692906,-0.7796566617890175
538,44.994166666666665,0.0492907631395392,0.0955663784750073,0.1303532369509001,0.177316057719744,0.181579710310442,44.99166666666667,-0.1594626469265141,-0.1122176170539649,-0.3307094757234566,-0.1943088906947339,44.99166666666667,-0.9340698996171882,-0.7941814593911194,-0.7503134572904343,-0.6823845799521135,-0.7757031903568241
539,45.0775,0.0693121636432924,0.097803003597478,0.1406162150324819,0.1803777009024124,0.1831634452020192,45.077777777777776,-0.1658837599566258,-0.1161487822511702,-0.3432332505605185,-0.202009008554528,45.07527777777778,-0.984399239845634,-0.7852103585791651,-0.7422427102797109,-0.6668324031860411,-0.7634110819341013
540,45.16083333333333,0.0755007793889932,0.1099866763835047,0.1420357508853753,0.18298445729086,0.1863030193799288,45.16111111111111,-0.1643726071165319,-0.1159020576914918,-0.3478651480810666,-0.2137860761830917,45.16111111111111,-1.0063521922905034,-0.7837204410937513,-0.7268493208300566,-0.6673320657629708,-0.7529803989459474
541,45.244166666666665,0.0802565344135301,0.1207171144894943,0.1408115989156316,0.1859360498475384,0.1887981858785501,45.24444444444444,-0.1677295314694735,-0.1226776898456535,-0.3640055528515304,-0.2208404620584327,45.24444444444444,-1.0451285173361191,-0.7789118159428796,-0.7267333579965229,-0.6618836314567214,-0.743411200278794
542,45.3275,0.0935793508252105,0.1413940335917971,0.1473435114934135,0.1930321999022887,0.1946486959007153,45.327777777777776,-0.1737548785314491,-0.1198759286383881,-0.3682548506942007,-0.2257725365204499,45.327777777777776,-1.0961279728838942,-0.7701845884894369,-0.7188948871328034,-0.652487160623024,-0.7371035412804103
543,45.41083333333333,0.1008691488037656,0.1456171473867056,0.1526312389529913,0.1940726271523393,0.2024542988177056,45.41111111111111,-0.1752489962712177,-0.1208970274484397,-0.3752134286872197,-0.231382671770939,45.41111111111111,-1.1253503143523285,-0.7687388604511906,-0.717933969891232,-0.6509427101995297,-0.7312574737599015
544,45.494166666666665,0.0977258466003455,0.1573861675904539,0.1516745295927483,0.1996570496623083,0.2056147421692536,45.49444444444444,-0.1768122351102953,-0.1223412431085631,-0.3760816751645913,-0.2356712418735908,45.49444444444444,-1.156595294677015,-0.7647747299007894,-0.7284506642227859,-0.6434503337058052,-0.7254730459877088
545,45.5775,0.1015493605375216,0.1685008039392204,0.159673129675176,0.1959851838642028,0.2115297716635432,45.577777777777776,-0.1762449479229586,-0.1280088359055241,-0.3756599797161786,-0.2294386227539895,45.577777777777776,-1.155662664310635,-0.763492291265767,-0.7174450243770838,-0.6370100812433346,-0.7233503026956098
546,45.66083333333333,0.1129396050092871,0.1973607641891261,0.1640267834268762,0.1932567445574178,0.2131991311772082,45.66111111111111,-0.1749474900362416,-0.1391000695800977,-0.3815487331877003,-0.2330851921996135,45.66111111111111,-1.1433521712229608,-0.7618916353285375,-0.7099171009023848,-0.6330219994955186,-0.7212892850767177
547,45.744166666666665,0.1204964924810569,0.2037657541162338,0.1695352330385633,0.1942714449087391,0.210022562755335,45.74444444444444,-0.1789202192299369,-0.1432152113270712,-0.3881483276807344,-0.2370113298598364,45.74444444444444,-1.1730635609008535,-0.7541728492263969,-0.7064669406455913,-0.6310861317276746,-0.7158900307854832
548,45.83027777777777,0.1276199334896669,0.2163154775165498,0.1695982186650586,0.1980289964523395,0.2109998066114592,45.827777777777776,-0.1803634957365976,-0.1473545317952403,-0.392259156552715,-0.2460174172459268,45.827777777777776,-1.164796576348265,-0.7525360164515258,-0.7048945867522463,-0.6252025177870362,-0.7079525739376917
549,45.91361111111111,0.1383098366433721,0.2366096362060222,0.1792154784252953,0.1983291090897821,0.217130601127568,45.91388888888888,-0.186077682241535,-0.1483183050874134,-0.4020816144169359,-0.2551038377310471,45.91138888888889,-1.2093509580862356,-0.7477812168509844,-0.7006000786665356,-0.620971194102756,-0.701676945110467
550,45.996944444444445,0.1449661086218513,0.258847930020541,0.1829867484023155,0.2029714910900175,0.2192146828540995,45.99722222222222,-0.1912631438828178,-0.1511068087604087,-0.4094160971425472,-0.2662709765502548,45.99722222222222,-1.2051264441528988,-0.7365085266267177,-0.7009834521312854,-0.6137921936859001,-0.6892631713422654
551,46.08027777777777,0.1457886541762023,0.2692300568159426,0.1857117626432726,0.207755849089386,0.2248517865099432,46.08055555555556,-0.1929202482512748,-0.1585203238250534,-0.4174630018545596,-0.2765192208005022,46.08055555555556,-1.1981227701034736,-0.7337180183355516,-0.697644739187964,-0.6090655461294548,-0.6817112761328831
552,46.16361111111111,0.1525773761289461,0.2721557124680022,0.1917902531594301,0.2084818880916176,0.2310416449824372,46.16388888888888,-0.1930493653904936,-0.1597591347461866,-0.4196227269338388,-0.2888489594406349,46.16388888888888,-1.192739669010273,-0.7326097608891935,-0.6971839681766818,-0.5995912776083216,-0.6728212794434499
553,46.246944444444445,0.1647321753740241,0.2794245908724384,0.1924219499261623,0.2133493114678284,0.2327839893273726,46.24722222222222,-0.1958508677968204,-0.1684235294426583,-0.4306956720171101,-0.2978605832913951,46.24722222222222,-1.1831768714626971,-0.7181838195542349,-0.6940011637361897,-0.590369410879318,-0.663393197696432
554,46.33027777777777,0.162052950876798,0.2876363839449142,0.1970065808829529,0.2137578209565255,0.2340785487689912,46.33055555555556,-0.1969251304193601,-0.1671137992873281,-0.4288822379969562,-0.3011544850354176,46.33055555555556,-1.1668341055672382,-0.7120402559521495,-0.689496346803882,-0.5851999652811801,-0.6532270437756345
555,46.41361111111111,0.1667395996740514,0.2819907816210338,0.1937438719333947,0.2131071166636061,0.2177250506999853,46.41388888888888,-0.1990725306599766,-0.1736302391070666,-0.4325828270218185,-0.3021310592172325,46.41388888888888,-1.1433110969474771,-0.6977791280592927,-0.6822695346157956,-0.5778829567345602,-0.6451228270261964
556,46.496944444444445,0.1635920168739885,0.2822874718563447,0.193033546945192,0.2061968970623527,0.2215232206814982,46.49722222222222,-0.1970934483732928,-0.1713731471827549,-0.4391978424959953,-0.3079907022432651,46.49722222222222,-1.1350075687440844,-0.6922004902069008,-0.6817207407066058,-0.5710183977420271,-0.638880553254592
557,46.58027777777777,0.1670100956562354,0.2851261406263371,0.1972753277501589,0.2044268589934395,0.2190727824431228,46.58055555555556,-0.1999882658666903,-0.171142825249284,-0.4427276890796431,-0.3127338123818334,46.58055555555556,-1.126923241614821,-0.6883043930810944,-0.6774499749096321,-0.5638062973880666,-0.6321002247286349
558,46.66638888888889,0.1735937272718398,0.2811064719264436,0.2022689341442201,0.2043966976649286,0.2175734578829058,46.66388888888888,-0.2105573679003093,-0.1797395784955563,-0.4493727726887769,-0.3147607897631526,46.66388888888888,-1.1352578337345376,-0.6858908837228758,-0.6658572433568337,-0.5614466613390814,-0.6203818401774724
559,46.74972222222222,0.1703428010432689,0.2820281477720398,0.1930140838874091,0.2037061066522706,0.214624967067342,46.75,-0.2104011416870479,-0.196563715564485,-0.4565335004952683,-0.3238720363793306,46.7475,-1.1084110607951767,-0.6813600055281303,-0.6585425484788145,-0.5535394918433925,-0.6147253947915884
560,46.83305555555555,0.167457204364412,0.2886908481984432,0.1923104927038723,0.1995547778983065,0.2182270282313782,46.83333333333333,-0.2141199768925661,-0.1944155485529922,-0.4612102809268483,-0.3240679560843711,46.83333333333333,-1.111582636005767,-0.671511798247624,-0.6487058890048165,-0.5474847877312348,-0.6009308802228029
561,46.91638888888889,0.1651368227005802,0.2846942512609144,0.1901578742818627,0.1977424017132638,0.2127793577784114,46.91666666666666,-0.2165142656352786,-0.1952953930120122,-0.4652035236671057,-0.3333489545941718,46.91666666666666,-1.1105722700924312,-0.6623462979870067,-0.6455472599627268,-0.5400825444147622,-0.591198284584273
562,46.99972222222222,0.1585815395885036,0.2852380330346569,0.1825559402737461,0.1974686667747604,0.2054816702802906,47.0,-0.2195844024863616,-0.1898035679464891,-0.4761136396554863,-0.3333154394865238,47.0,-1.1073796712983786,-0.6554635372068095,-0.6424666526790719,-0.5381327538880449,-0.5893275924504916
563,47.08305555555555,0.1621912366363362,0.2783218676148164,0.174304400295998,0.1971332601278023,0.1987336784773145,47.08333333333333,-0.21853078446975,-0.1865403958153769,-0.4759410410872945,-0.3331678202011148,47.08333333333333,-1.0962045453839098,-0.6430635447224456,-0.6376640547790213,-0.5364354047270696,-0.5809187848572861
564,47.16638888888889,0.1647657935236513,0.2741454271164833,0.1672029619292037,0.1875358671847865,0.1961350932782328,47.16666666666666,-0.2193538110621357,-0.1817062025316414,-0.4760861414136915,-0.3451065080395251,47.16666666666666,-1.0812465956264166,-0.6351463457042134,-0.6397394501863857,-0.524590482089741,-0.5787718393018229
565,47.24972222222222,0.1667050880014436,0.2805083816746885,0.1622513307180575,0.1770761717254955,0.1866856237602472,47.25,-0.2230538841929721,-0.1789013174622573,-0.4779493553416981,-0.3519319161652318,47.25,-1.064705522820378,-0.6283119616772894,-0.6264928191236168,-0.5227979677158796,-0.5754867297426027
566,47.33305555555555,0.1640089958921298,0.2770103994444061,0.1540492101713663,0.176153855897103,0.1803849771690101,47.33333333333333,-0.2238314082444689,-0.1749260734282126,-0.4809310988341926,-0.3574444596036052,47.33333333333333,-1.0807810252773646,-0.6213604105217366,-0.6219241381118098,-0.5114578399272229,-0.569463426599463
567,47.41638888888889,0.1606773910895468,0.2728511466005518,0.1475963017620448,0.1709686002141713,0.1754328589186234,47.41666666666666,-0.2262867900515964,-0.1755808067045029,-0.493431789109911,-0.3582445552419092,47.41666666666666,-1.0392727988260373,-0.6134917064724943,-0.6140333799706996,-0.5007700736274248,-0.5631018967535777
568,47.5025,0.155710145558953,0.2696302873379864,0.1460923049271205,0.16612008355865,0.169428972591641,47.5,-0.2336204389020814,-0.1788658570201358,-0.4982518446434463,-0.3601326218293043,47.5,-1.0467805368121468,-0.608505860119392,-0.6218205138186641,-0.4913346403020565,-0.5630021035474555
569,47.58583333333333,0.1493071293370273,0.2565474838715114,0.1501369170677285,0.16360798317988,0.168773019939067,47.58611111111111,-0.2372327665364137,-0.1811815675581283,-0.5039916851652513,-0.3689090799768446,47.58361111111111,-1.0285039300985326,-0.5978028784071343,-0.6184855050727219,-0.4877515080186069,-0.5503640067849436
570,47.66916666666666,0.1514682105318716,0.2564023964358723,0.1535298335491153,0.1630319746945891,0.1620647008803569,47.66944444444445,-0.2437241871478373,-0.1795282849555105,-0.5096517316616345,-0.3789743521574799,47.66944444444445,-0.9810426670651256,-0.5869827646353134,-0.6216283154485347,-0.4854206414264805,-0.5479875627312241
571,47.7525,0.1461932553230075,0.2479946832857559,0.1480707477006375,0.1541917320868949,0.1617037135034171,47.75277777777777,-0.251295117382359,-0.1797063593033192,-0.5152324063747655,-0.3897288627060522,47.75277777777777,-0.9847964336089458,-0.5794455184584013,-0.595848902960405,-0.4803420017569996,-0.5372727241128148
572,47.83583333333333,0.1410821279613792,0.2545240006957926,0.146559350815762,0.1552869277083029,0.1558897540646039,47.83611111111111,-0.26274597633874,-0.182316144146605,-0.5233341328026679,-0.3963730378193004,47.83611111111111,-1.0013649131441025,-0.5803911358857518,-0.5865472219212768,-0.4745155468234028,-0.5264194401175694
573,47.91916666666666,0.1397346907693496,0.2509900029605564,0.140395332152065,0.1479172322777091,0.1502225169887258,47.91944444444445,-0.2662771855685041,-0.1805579964844276,-0.5289573356992268,-0.4005073055558552,47.91944444444445,-0.994947786601796,-0.5714196092816031,-0.5879232229427374,-0.4675412310208449,-0.5268276563946801
574,48.0025,0.1441508041407045,0.2525923423945631,0.1367783789312345,0.1404823148813968,0.1375016948690414,48.00277777777777,-0.2672891690759336,-0.173232276769857,-0.5303024410741828,-0.4077320958362459,48.00277777777777,-0.9869447324303168,-0.5779309273650728,-0.5693768529350126,-0.4604190053263991,-0.5234973150546743
575,48.08583333333333,0.14373032654065,0.2457306693322699,0.1329081763390665,0.1373818429730399,0.1275269784672604,48.08611111111111,-0.2699823533180669,-0.181539348909975,-0.5381698761931355,-0.4196478404428934,48.08611111111111,-0.9529554265950432,-0.5679250752101639,-0.5647080551069729,-0.4535488172990537,-0.5180283546694135
576,48.16916666666666,0.1450731145058141,0.286404632128078,0.1281844075254689,0.1370154823736989,0.1252980567135426,48.16944444444445,-0.2719571672047031,-0.1854795802658719,-0.542360069577542,-0.4278549730201139,48.16944444444445,-0.9609795425784472,-0.5638020342457613,-0.5455167689661294,-0.4511306110797149,-0.5088207102720979
577,48.2525,0.1365790226442452,0.2864138771563302,0.1242067536044588,0.1349828972718252,0.1152146167065011,48.25277777777777,-0.2730140420984007,-0.1872533416526499,-0.5500734510047185,-0.4269539290741176,48.25277777777777,-0.9602167513800892,-0.5527617822556284,-0.5368029303186341,-0.4435643273912072,-0.5028743133572628
578,48.33861111111111,0.1334479036354132,0.286758048811314,0.1207748936541638,0.129083750223257,0.1094763437131967,48.33611111111111,-0.2723534118144759,-0.1862610073394217,-0.5573104515078379,-0.4317451459730104,48.33611111111111,-0.9422667215166162,-0.550804293378417,-0.5391664712692835,-0.4402499035382684,-0.4949890918807794
579,48.42194444444444,0.1290796082302101,0.282236789507258,0.1244885047168223,0.1273177021512244,0.1028829211691418,48.42222222222222,-0.2785757126210039,-0.1825029550493104,-0.5690715033759297,-0.4392290629467926,48.41972222222222,-0.9283291190217684,-0.5483295381076557,-0.5420073202215128,-0.4391872734075556,-0.4797649702598561
580,48.50527777777778,0.127273985250947,0.280849739678335,0.1191472617987817,0.1240844123463434,0.1016340306783017,48.50555555555555,-0.28628138323882,-0.1811795659594497,-0.5773570401538846,-0.4488061210873583,48.50555555555555,-0.9116036074463753,-0.5397374832917587,-0.5365254018774004,-0.4335763674676437,-0.4794018693730361
581,48.58861111111111,0.1250308815913585,0.2789965377786587,0.1127508378705003,0.1177835384666197,0.0979293520130908,48.58888888888889,-0.2944708648415154,-0.1806912247009836,-0.5841674966424486,-0.4522767633484967,48.58888888888889,-0.8786898478583569,-0.5330280921340205,-0.5135206372376661,-0.4306171127690223,-0.472099706560201
582,48.67194444444444,0.1239501422165988,0.2576768202822865,0.1098989038665466,0.1198147365374491,0.0929685631143757,48.67222222222222,-0.2915446010554425,-0.1760383193590661,-0.5911033088982278,-0.4570414345458921,48.67222222222222,-0.8611874988427237,-0.5400013241926201,-0.50839294360167,-0.4267094329440979,-0.4658583956225662
583,48.75527777777778,0.126431610163243,0.261890221683218,0.1137911286855994,0.1111776609516143,0.0857513400914722,48.75555555555555,-0.296103037959712,-0.1784212414728626,-0.5873649142336845,-0.4631005813571216,48.75555555555555,-0.8330962165015725,-0.540857135380618,-0.5093422345674167,-0.4186532482071945,-0.4564778468226846
584,48.83861111111111,0.126875126539288,0.2620363744953955,0.1086271791904464,0.1004719644692882,0.0824773572221481,48.83888888888889,-0.2937466240861936,-0.1800403860355493,-0.5847527512171397,-0.466654652321659,48.83888888888889,-0.8438156544540967,-0.5289954779659543,-0.5039684200315502,-0.417448475354553,-0.4483579668844434
585,48.92194444444444,0.1232805305241525,0.252514909252704,0.1020067202079876,0.0900972982180328,0.072546286952621,48.92222222222222,-0.2988758104195152,-0.1858961514943115,-0.5872672596727719,-0.4731040978408709,48.92222222222222,-0.8347454638365721,-0.521816300571456,-0.5086714061893569,-0.4118950277643315,-0.4374986589930698
586,49.00527777777778,0.1210476593686756,0.2427254545089711,0.0989294145292312,0.0848533116927975,0.0669577998975608,49.00555555555555,-0.3034910503970648,-0.1869889397503465,-0.5919088806806175,-0.4744493701780204,49.00555555555555,-0.8200852933023693,-0.5291195481748294,-0.507851095534766,-0.4115928153966038,-0.4344998227951241
587,49.08861111111111,0.1229763483951175,0.2360676368379684,0.0873949229092964,0.083539652755921,0.0599115648400867,49.08888888888889,-0.305992799908987,-0.1781191561588611,-0.5922780565765701,-0.4808909234582632,49.08888888888889,-0.8170347890219457,-0.5259051621086634,-0.5121073868603467,-0.4045417447933627,-0.4289613543985028
588,49.17472222222222,0.1204664309971592,0.2273410808334069,0.0852029040674123,0.0751559676371336,0.0586072487317709,49.17222222222222,-0.309781517298188,-0.1752872095290723,-0.5941752309523841,-0.4794292136686505,49.17222222222222,-0.7973935946828535,-0.5227730800604298,-0.5122401752573119,-0.4015417190785163,-0.4228831463724411
589,49.25805555555555,0.1085177386399031,0.2267454091089445,0.0809530146869194,0.0667019009335503,0.0588445166926344,49.25833333333333,-0.3112576633603298,-0.1806935121242105,-0.596800848655669,-0.493664698658127,49.25583333333333,-0.8047613514897292,-0.5245232360724823,-0.5130493521155142,-0.4027926379578892,-0.4234650877475074
590,49.341388888888886,0.1059301008598741,0.2330802422981799,0.081444909415266,0.0569770956096768,0.0504230320111502,49.34166666666666,-0.3190217013438352,-0.1863384796615128,-0.598955355789893,-0.5007978381375346,49.34166666666666,-0.8035376981643028,-0.5221555605420594,-0.5209348051234479,-0.3938943977192238,-0.4203070640156078
591,49.42472222222222,0.1013033452650169,0.2279451990546534,0.0756782408640133,0.0509811929974087,0.0475424561442405,49.425,-0.3302740969498852,-0.1864225313122278,-0.6024391997143832,-0.5114290936796073,49.425,-0.8095222709453926,-0.5216699802212788,-0.5144964182682502,-0.3978468912321775,-0.4244089571299843
592,49.50805555555555,0.0934372975346972,0.2025398960518499,0.0662526596088302,0.0443138327960283,0.0362024487172805,49.50833333333333,-0.33161531833242,-0.1965460897016163,-0.609852829044323,-0.5173589287189759,49.50833333333333,-0.7879147035889085,-0.52226641821714,-0.5147340718357003,-0.3916500079483276,-0.4251706455052151
593,49.591388888888886,0.0929317814197018,0.1890639479831953,0.0619678141894972,0.036574653072209,0.0278026675240959,49.59166666666666,-0.334045836098138,-0.2055095809089488,-0.6179966936507553,-0.5295878085521628,49.59166666666666,-0.7971146273678491,-0.5213447939915273,-0.5072476424102181,-0.3817036339011653,-0.4221920040172152
594,49.67472222222222,0.0925866187422398,0.1723169675620597,0.0546233511099045,0.0265632902600119,0.0211427685269625,49.675,-0.3391661233064973,-0.2111134344675053,-0.6254712446605797,-0.5369162003375869,49.675,-0.7863216710723006,-0.5153050233612068,-0.5138370028748647,-0.3762076517061015,-0.4210729040032349
595,49.75805555555555,0.0886016293959407,0.1564985655217538,0.0468189148380524,0.0232793791608863,0.0156224058566072,49.75833333333333,-0.3461766554697134,-0.2125580833645773,-0.6304769344565548,-0.5497445730955617,49.75833333333333,-0.7585354610094449,-0.5105470184978255,-0.5183020224113442,-0.3767619405604605,-0.4110132132618615
596,49.841388888888886,0.0831766313458557,0.1238083506155329,0.0359541478060519,0.0205225529436718,0.0050412318122078,49.84166666666666,-0.3512779105527623,-0.2030439640414681,-0.6382142166772959,-0.5614733977082944,49.84166666666666,-0.7777556210035496,-0.5100706879279142,-0.519642566500002,-0.3695663762434864,-0.4102127960530178
597,49.92472222222222,0.075911440628456,0.1152459296165944,0.0264286904101236,0.0134924431445962,0.0065988968613929,49.925,-0.354270368973378,-0.2103715163934885,-0.6406835462172765,-0.5691031469198874,49.925,-0.7537817723959735,-0.5050759365328851,-0.5086584969198258,-0.366620831116339,-0.4114715130979622
598,50.01083333333333,0.0676058713516339,0.0978109073180781,0.0276421810105988,0.0027886796672773,0.0070950496402428,50.00833333333333,-0.3671545136020527,-0.2123411837699626,-0.6496853792268289,-0.5756342953363385,50.00833333333333,-0.7274135340451626,-0.5069626655490322,-0.5021496717484433,-0.3649251741220953,-0.4135892215792908
599,50.094166666666666,0.0572597356947055,0.078902886533067,0.0223942559319185,-0.0045891092172812,-0.0028706630467128,50.09444444444444,-0.3713308297620385,-0.2225534129742232,-0.6582201731121435,-0.5802673194255386,50.09194444444445,-0.7220505223266585,-0.4917307725675341,-0.5017159453621258,-0.3640792707857483,-0.4193657751409351
