,E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
0,20.233333333333334,21.4,21.066666666666666,20.066666666666666,21.405555555555555,21.405555555555555,21.238888888888887,20.566666666666663,21.072222222222223,21.405555555555544,22.072222222222223,20.90555555555555,22.405555555555555,21.73888888888888
