,Time(h),6803_WT_rep1,6803_WT_rep2,6803_WT_rep3,6803_WT_rep4,6803_WT_rep5,6803_WT_mean,6803_WT_sd,6803_WT_reg,6803_WT_signal,6803_WT_smoothed,6803_deltaKaiA3_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiA3_rep1,6803_deltaKaiA3_mean,6803_deltaKaiA3_sd,6803_deltaKaiA3_reg,6803_deltaKaiA3_signal,6803_deltaKaiA3_smoothed,6803_deltaKaiB3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiB3_mean,6803_deltaKaiB3_sd,6803_deltaKaiB3_reg,6803_deltaKaiB3_signal,6803_deltaKaiB3_smoothed,6803_deltaKaiC3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiC3_mean,6803_deltaKaiC3_sd,6803_deltaKaiC3_reg,6803_deltaKaiC3_signal,6803_deltaKaiC3_smoothed,6803_deltaKaiA3B3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3B3_mean,6803_deltaKaiA3B3_sd,6803_deltaKaiA3B3_reg,6803_deltaKaiA3B3_signal,6803_deltaKaiA3B3_smoothed,6803_deltaKaiB3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiB3C3_rep5,6803_deltaKaiB3C3_mean,6803_deltaKaiB3C3_sd,6803_deltaKaiB3C3_reg,6803_deltaKaiB3C3_signal,6803_deltaKaiB3C3_smoothed,6803_deltaKaiA1B1C1_rep2,6803_deltaKaiA1B1C1_rep3,6803_deltaKaiA1B1C1_rep4,6803_deltaKaiA1B1C1_rep5,6803_deltaKaiA1B1C1_rep1,6803_deltaKaiA1B1C1_mean,6803_deltaKaiA1B1C1_sd,6803_deltaKaiA1B1C1_reg,6803_deltaKaiA1B1C1_signal,6803_deltaKaiA1B1C1_smoothed,6803_deltaKaiA3C3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA3C3_mean,6803_deltaKaiA3C3_sd,6803_deltaKaiA3C3_reg,6803_deltaKaiA3C3_signal,6803_deltaKaiA3C3_smoothed,6803_Wilde_WT_rep1,6803_Wilde_WT_rep2,6803_Wilde_WT_rep3,6803_Wilde_WT_rep4,6803_Wilde_mean,6803_Wilde_sd,6803_Wilde_reg,6803_Wilde_signal,6803_Wilde_smoothed
265,22.166666666666664,205.94,236.29,205.87,194.08,194.56,207.348,15.371265920541475,205.96354181700246,1.384458182997578,1.2031825703375851,196.4,185.78,186.52,186.47,195.52,190.138,4.768959634972813,188.47853811799794,1.65946188200205,1.6825398426832565,198.88,195.86,191.62,222.26,184.59,198.642,12.746554671753456,197.98769669818665,0.6543033018133614,0.6023945211371164,196.62,195.01,197.56,206.1,203.26,199.71,4.235450389273847,196.97642715534977,2.7335728446502303,2.523656442126481,206.18,198.0,202.45,204.3,212.32,204.65,4.697974031430995,202.29345813595882,2.3565418640412075,1.9996555750623828,203.33,196.85,204.46,195.98,205.1,201.144,3.9122811759892775,199.00144929221858,2.142550707781379,2.220211133277636,217.82,209.66,210.92,211.04,222.65,214.41799999999998,5.012482019917881,214.22190090760063,0.19609909239936535,0.14803234654668085,201.63,201.15,200.44,204.52,229.79,207.506,11.228065906468483,204.79286698820025,2.713133011799779,2.7048858813927845,255.87,303.62,282.9,1007.3,462.4225,315.0404685413447,412.1978329061452,50.224667093854954,-17.496714187178217
266,22.25,206.16,236.54,204.43,193.58,194.94,207.13000000000002,15.526606841161396,206.13736043611465,0.9926395638854059,1.274521629262034,196.51,186.09,186.56,186.82,196.02,190.4,4.7969698769118825,188.6341521356492,1.7658478643507904,1.6972788739780797,198.64,195.98,192.12,222.38,184.63,198.75,12.723153697098843,198.13737487274025,0.6126251272597657,0.6130158967682221,196.89,194.9,197.39,206.15,203.33,199.732,4.267235170458743,197.1227673812644,2.609232618735594,2.5170593255219673,206.4,197.95,202.44,204.18,212.68,204.73000000000002,4.84781187753816,202.45098237032727,2.2790176296727678,2.032270969471689,203.71,196.83,204.79,196.08,205.7,201.42200000000003,4.111035879191512,199.14709227691654,2.2749077230834414,2.215577016207572,218.1,210.0,210.79,211.49,222.63,214.602,4.941236282551157,214.405090408857,0.19690959114301215,0.14770996642816792,201.99,201.39,201.16,204.57,229.52,207.72599999999997,10.964467337723256,204.94256277974645,2.783437220253542,2.698351340172858,264.83,299.22,283.36,946.1,448.3775,287.6178484008772,412.753410381785,35.62408961821516,-18.472467099504424
267,22.33333333333333,206.3,236.52,203.82,193.84,194.93,207.08200000000002,15.49754612833916,206.31144453119896,0.7705554688010933,1.3505937148246852,196.43,186.24,186.75,186.85,196.03,190.46,4.717423025339153,188.7898971511384,1.6701028488615903,1.706987595902014,198.93,196.07,192.21,222.3,185.34,198.97,12.523378138505603,198.2873043873255,0.6826956126745259,0.6229362715908608,196.91,195.13,197.34,206.23,203.61,199.844,4.291012001847584,197.26925028079134,2.5747497192086444,2.506870402769641,207.15,198.28,202.1,203.8,212.79,204.82399999999998,4.902246831810897,202.60863897540474,2.215361024595256,2.0638548642148367,203.8,197.01,204.89,196.14,205.74,201.51600000000002,4.0901863038252975,199.29290286104904,2.2230971389509304,2.208626163442693,218.15,210.15,211.01,211.43,223.1,214.76799999999997,5.048779654530388,214.58854000324015,0.1794599967598321,0.15247659012378756,203.53,201.47,200.77,204.79,229.93,208.098,11.009774566266108,205.09242587540376,3.005574124596275,2.69695034174165,261.36,304.65,284.57,1001.59,463.0425,311.3076685029619,413.30701460347893,49.735485396521234,-19.615553762912022
268,22.416666666666664,206.72,237.36,206.6,193.97,195.16,207.96200000000005,15.667209579245442,206.48579225023883,1.4762077497612451,1.422150683306154,196.8,186.67,187.24,186.82,196.26,190.75799999999998,4.719611848446864,188.94577409153146,1.8122259084685068,1.7154650797106101,199.15,196.46,192.4,222.76,185.16,199.18599999999998,12.696017643339975,198.43748562853168,0.7485143714683219,0.633755257926714,197.2,194.8,197.38,206.49,203.49,199.872,4.380928668672891,197.4158770150984,2.4561229849016017,2.502488510560756,206.57,198.71,203.17,204.48,212.93,205.17199999999997,4.6558625409262255,202.7664290870575,2.4055709129424825,2.0893061211634967,204.06,197.12,204.88,196.37,205.59,201.60399999999998,4.00383116527158,199.43888215612745,2.165117843872491,2.1993074611732313,218.6,210.33,211.23,211.41,222.68,214.85,4.914057386722301,214.772248396849,0.07775160315101509,0.1513835134458011,201.96,201.47,200.87,204.71,230.32,207.86599999999999,11.30377034444702,205.24245734887086,2.623542651129152,2.6803318100866855,263.35,308.18,285.05,1061.5,479.52,336.38005507164064,413.8586567873301,65.66134321267,-21.115860392660277
269,22.50027777777777,206.79,237.51,206.31,194.46,195.26,208.06599999999997,15.625477400706831,206.66040174974574,1.405598250254259,1.4923443824589746,197.04,186.34,187.3,187.27,196.49,190.888,4.814093476450157,189.10178388053689,1.786216119463107,1.7268604000166485,199.36,196.48,192.46,222.86,184.97,199.22600000000003,12.768216163583704,198.58791898077007,0.6380810192299763,0.6431224702755083,197.33,195.25,198.03,206.54,203.56,200.142,4.217029286120737,197.5626487410716,2.579351258928388,2.495462489868369,206.76,198.7,203.22,204.21,213.22,205.22199999999998,4.772883405238391,202.9243538366279,2.29764616337211,2.1179736067133645,203.68,196.99,204.96,196.65,205.69,201.594,3.9521771215369363,199.58503126906638,2.0089687309335713,2.188169800186193,218.55,210.41,211.29,211.78,223.44,215.094,5.079222775189136,214.9562142996051,0.13778570039490085,0.15303202838395202,201.98,201.66,201.27,205.16,230.25,208.064,11.178877582297787,205.39265826921874,2.6713417307812746,2.673594673823116,260.91,302.12,287.1,1000.51,462.65999999999997,310.87782576118224,414.4083481511294,48.2516518488707,-22.289710705696187
270,22.58611111111111,207.22,237.47,206.83,194.61,195.51,208.32799999999997,15.525543339928555,206.8352711947593,1.4927288052407177,1.5763766515076036,197.15,186.66,187.25,187.33,196.48,190.974,4.77946691588089,189.25792743850616,1.7160725614938186,1.7361226347901315,199.36,196.86,192.57,223.0,185.48,199.454,12.67922647482882,198.73860482627387,0.7153951737261551,0.6566875253150024,197.26,195.47,197.69,206.82,203.91,200.23,4.356617954331087,197.70956661131527,2.5204333886847126,2.4958911859473307,207.03,198.93,203.01,204.64,213.32,205.38600000000002,4.765142600174729,203.08241435093413,2.3035856490659112,2.1463561917841614,203.68,197.32,205.08,196.74,205.95,201.754,3.92883494181163,199.73135130218367,2.0226486978162765,2.178262075865364,218.98,210.66,211.82,212.03,223.55,215.408,5.017558768963253,215.1404364252525,0.2675635747475132,0.15697342310546653,203.68,202.0,200.93,204.92,230.22,208.35,11.020431933458868,205.5430297008909,2.806970299109106,2.6662878661937017,265.34,302.35,285.79,1001.4,463.72,310.70636000893194,414.95609991435543,48.76390008564474,-23.7997409206545
271,22.669444444444444,207.26,237.78,207.61,194.56,195.9,208.622,15.57342146093786,207.01039875884715,1.6116012411528984,1.65294932114841,197.33,186.82,187.38,187.66,196.53,191.14399999999998,4.738744981532563,189.41420568243333,1.7297943175666304,1.7445508653582897,199.33,196.81,192.69,223.14,185.82,199.558,12.64607670386353,198.8895435450983,0.6684564549017197,0.6630500419009949,197.58,195.36,197.93,206.84,204.07,200.35600000000005,4.344829570880767,197.85663177415177,2.4993682258482766,2.485373448334294,207.24,198.87,202.86,204.85,213.21,205.406,4.770251984958447,203.24061175227044,2.1653882477295836,2.170652751819634,204.08,197.4,205.37,196.81,206.17,201.966,4.028958177990928,199.87784335320035,2.088156646799615,2.1704831881913034,219.02,210.58,211.86,211.98,223.71,215.43,5.091490940775601,215.3249134913577,0.10508650864231633,0.16000898195505805,203.93,202.13,201.4,205.29,230.71,208.692,11.093021950758056,205.69357270370313,2.9984272962969056,2.648010325068831,266.23,302.04,287.4,903.17,439.71,267.8814322606178,415.5019232981746,24.20807670182555,-25.67439975785771
272,22.752777777777776,207.72,238.51,208.69,195.15,195.98,209.20999999999998,15.707940667063902,207.18578262410506,2.0242173758949504,1.728664213549692,197.57,186.99,187.53,187.69,196.97,191.35,4.842941255063907,189.5706195259554,1.7793804740445736,1.7523941764055793,199.78,197.07,193.02,223.3,185.68,199.77000000000004,12.688905390142999,199.04073551512045,0.7292644848796116,0.6745096410673228,197.86,196.01,198.01,207.1,204.13,200.622,4.242458721072015,198.0038453736218,2.618154626378204,2.4723581308477134,207.29,199.35,202.91,204.94,213.49,205.596,4.7295310549778655,203.3989471584071,2.1970528415929094,2.1972621667875525,204.2,197.57,205.39,197.06,206.11,202.066,3.93016335538359,200.0245085152407,2.0414914847592454,2.158332041741348,219.33,210.94,211.93,212.2,223.82,215.644,5.063913901321784,215.50964421930982,0.13435578069020032,0.16318998545491945,204.96,202.03,201.64,205.39,230.29,208.862,10.819178157327846,205.84428833284358,3.0177116671564432,2.6353109929465086,264.63,301.61,295.12,530.33,347.9225,106.23451448917157,416.0458295254409,-68.12332952544077,-27.044323439316045
273,22.83611111111111,208.03,237.93,208.48,195.38,196.3,209.22400000000002,15.39285366655579,207.36142098115687,1.8625790188431792,1.797073142351659,197.61,187.13,187.79,188.03,196.95,191.502,4.731521531177897,189.7271698793521,1.774830120647907,1.7613016559736836,199.75,196.91,192.98,223.6,185.89,199.826,12.765513855697312,199.19218111203946,0.6338188879605483,0.6811159460258596,197.76,195.62,198.24,207.04,204.31,200.594,4.328351187230534,198.15120854948418,2.442791450515803,2.4586940915878377,207.62,199.56,203.26,205.09,213.42,205.79000000000002,4.631837648277406,203.5574216825903,2.232578317409735,2.2162333211797107,204.47,197.42,205.6,197.13,205.92,202.108,3.9764878976302698,200.17134787683227,1.9366521231676868,2.144257545689613,219.15,211.08,212.17,212.52,223.96,215.77599999999998,4.980339747446957,215.6946273343204,0.08137266567960971,0.17106771030472864,202.72,202.23,201.46,205.42,230.69,208.504,11.172871788398899,205.99517763887283,2.5088223611271827,2.6195888169523576,262.92,302.65,290.79,509.2,341.39,97.95264748846759,416.58782982069636,-75.19782982069623,-28.72121068872749
274,22.919444444444444,208.49,239.21,209.35,195.75,196.73,209.906,15.716474922831777,207.53731202915444,2.3686879708456003,1.872977912666446,198.55,187.73,187.92,188.0,197.02,191.844,4.8756644675367165,189.88385764954583,1.96014235045415,1.7678723954615139,200.02,197.36,193.4,223.74,185.9,200.084,12.75062602384683,199.34388070937644,0.7401192906235864,0.688168582166516,197.95,195.85,198.33,207.3,204.36,200.758,4.327601645253415,198.298722437216,2.459277562784014,2.443980192936717,207.58,199.59,203.68,205.27,213.8,205.984,4.6976274862956116,203.71603643354214,2.2679635664578823,2.235815104011933,204.65,197.68,205.63,197.04,206.15,202.23,4.010521163140773,200.3183625219057,1.9116374780942462,2.1306586138069874,219.66,211.19,212.53,212.84,224.23,216.09,5.024949750992537,215.87986156542354,0.21013843457647902,0.17369342938164445,202.78,202.23,202.13,205.5,230.96,208.71999999999997,11.187652121870794,206.14624166772384,2.573758332276152,2.611242748839622,261.79,302.03,287.28,501.1,338.04999999999995,95.23119683171058,417.1279354101704,-79.07793541017028,-30.405072731477766
275,23.002777777777776,208.49,238.85,207.12,196.02,196.95,209.48600000000002,15.539104993531637,207.7134539757778,1.7725460242222382,1.950030321078105,198.26,187.64,188.23,188.16,197.27,191.91199999999998,4.793534812640881,190.04068374010188,1.8713162598980815,1.7811554896252042,200.3,197.62,193.57,223.88,185.92,200.25799999999998,12.769238661721381,199.49583467847432,0.7621653215256757,0.6923671770572435,198.21,195.9,198.59,207.46,204.75,200.98200000000003,4.367944138836942,198.44638816801245,2.5356118319875707,2.4330653015582007,207.76,199.91,204.03,205.56,213.99,206.25,4.64301195346297,203.87479251546083,2.3752074845391915,2.2564064088240636,204.72,197.75,205.99,197.38,206.57,202.48200000000003,4.060755594713872,200.465553529795,2.016446470204994,2.1185841644611374,219.84,211.51,212.51,213.0,224.68,216.308,5.117692448750712,216.0653456454759,0.2426543545241065,0.18011841174031012,203.08,202.34,201.91,205.71,230.99,208.80600000000004,11.170193552486012,206.29748146070193,2.508518539298133,2.596471744989165,263.66,299.67,288.63,499.02,337.745,94.02154234535827,417.66615752178046,-79.92115752178032,-32.256983294640335
276,23.08611111111111,208.63,239.88,206.77,196.11,196.84,209.64600000000002,15.94123784403206,207.889845037235,1.7561549627650392,2.024032155642609,198.31,187.66,188.26,188.15,197.37,191.95,4.822576075086844,190.19764905122827,1.7523509487717077,1.7855500365781176,200.38,197.64,193.67,223.87,186.18,200.348,12.69603623183236,199.6480433884982,0.6999566115018369,0.7040113604440272,198.07,195.94,198.54,207.75,204.4,200.94,4.4123599127904365,198.59420686878704,2.3457931312129476,2.4187482883979374,207.76,200.01,203.97,205.46,213.95,206.23000000000002,4.6114683128045,204.03369102802046,2.1963089719795788,2.2806561336799716,204.94,198.0,205.81,197.48,206.78,202.602,4.015631457193255,200.61292197523727,1.9890780247626876,2.10478312061651,219.91,211.73,212.58,212.9,224.54,216.33200000000002,5.043964313910236,216.25107831115656,0.08092168884347523,0.18379392261285243,203.21,202.63,201.83,205.93,231.56,209.032,11.347980260821744,206.4488980544848,2.583101945515234,2.5862247664094697,262.06,301.6,289.17,502.82,338.9125,95.70594845018776,418.2025073851315,-79.29000738513136,-34.14051610697642
277,23.169444444444444,208.86,240.01,208.7,196.42,197.36,210.26999999999998,15.79500680594978,208.0664834382622,2.2035165617378154,2.0997351958878463,198.2,187.83,188.44,188.64,197.71,192.16400000000002,4.738390444022103,190.3547544797758,1.8092455202241964,1.794855137790843,200.56,197.76,193.8,223.9,186.31,200.46599999999998,12.65947487062556,199.80050720643496,0.6654927935650407,0.7150007642508948,198.17,196.07,198.49,207.73,204.93,201.07800000000003,4.456933474935429,198.7421796621714,2.3358203378286264,2.402678028683373,208.13,200.09,204.26,205.85,214.12,206.49,4.6313928790375805,204.19273306637112,2.297266933628907,2.2992131811675534,204.81,198.16,207.64,197.61,206.65,202.974,4.256818530311102,200.76046892837297,2.213531071626971,2.0898544098343246,220.03,211.76,212.69,213.14,224.75,216.474,5.075299400035434,216.43705830296716,0.036941697032844945,0.18802122340888283,203.48,202.69,202.25,205.86,231.73,209.202,11.332762064033636,206.60049248112256,2.6015075188774643,2.557150778736637,296.16,301.72,289.68,500.16,346.93000000000006,88.56993338599732,418.7369962315166,-71.80699623151642,-36.30893239893496
278,23.252777777777776,209.27,239.69,207.05,197.35,197.76,210.224,15.494003485219697,208.2433674121236,1.9806325878764155,2.1744912128136287,198.71,187.95,188.46,188.64,197.73,192.298,4.850498531079051,190.51200091923803,1.7859990807619552,1.7983698980911933,200.89,197.95,194.0,224.32,186.73,200.77799999999996,12.692702470317343,199.95322649709354,0.824773502906443,0.7288850225799068,198.51,196.25,198.99,207.68,204.82,201.25,4.282639373096924,198.89030766651535,2.3596923334846354,2.389603401923756,208.49,200.11,204.89,205.84,214.37,206.74,4.679076832025736,204.35191972113887,2.388080278861156,2.3179264583987313,205.04,198.19,207.61,197.85,206.58,203.05400000000003,4.192233772107664,200.90819545474568,2.1458045452543044,2.074596964272578,220.47,212.25,212.99,213.61,224.91,216.846,4.992496770154184,216.62328436523194,0.22271563476807948,0.1900015717154927,203.61,202.6,202.54,205.94,231.54,209.246,11.214778820823883,206.75226576803763,2.493734231962402,2.5392987522343877,290.53,301.99,289.59,502.92,346.2575,90.58077924565455,419.26963529391617,-73.01213529391603,-38.28074340265266
279,23.336388888888887,209.43,240.2,209.59,197.08,197.8,210.82000000000002,15.652075900659304,208.42049520061155,2.3995047993884966,2.242301968891688,198.67,187.91,188.77,188.93,198.17,192.48999999999998,4.856813770364262,190.66938925975134,1.8206107402486267,1.8064434256642103,201.02,198.05,194.07,224.34,186.84,200.86400000000003,12.664095072290007,200.10620162310485,0.7577983768951996,0.738313771711166,198.61,196.7,198.96,208.12,204.81,201.44,4.303631025076385,199.03859199588703,2.401408004112956,2.3705732919101314,208.5,200.34,204.25,206.04,214.65,206.756,4.760557110255061,204.51125207842574,2.244747921574276,2.3294948770094486,205.45,198.42,208.01,197.84,206.88,203.32,4.318495108252409,201.05610261530222,2.263897384697725,2.0585597206860418,220.67,212.21,213.19,213.45,225.09,216.92199999999997,5.078371392484011,216.8097552460975,0.11224475390248806,0.19468622129725527,204.25,203.05,202.5,206.08,231.44,209.464,11.056387475120431,206.90421893802494,2.559781061975083,2.532867661794066,291.65,300.26,290.43,502.78,346.28,90.43471374422545,419.80043580699845,-73.52043580699834,-40.51646035195397
280,23.42222222222222,209.84,239.93,208.63,196.81,197.91,210.62400000000002,15.59425996961703,208.59786505404642,2.0261349459536304,2.3277192180656754,199.34,188.17,188.73,189.02,198.28,192.708,5.000997500499278,190.82692038809483,1.8810796119051516,1.815774832052162,200.91,198.52,194.43,224.42,186.82,201.01999999999998,12.640333856350468,200.25943294492168,0.760567055078316,0.7537866501028092,198.66,196.73,199.34,207.92,205.29,201.588,4.266752394972079,199.1870337600726,2.4009662399273752,2.350186586715347,208.54,200.72,205.47,206.15,214.94,207.164,4.642898232785206,204.6707312198098,2.493268780190209,2.3337173531596767,205.53,198.64,207.64,198.01,206.96,203.356,4.168647742374023,201.2041914663927,2.1518085336072486,2.04344162042627,220.92,212.81,213.28,213.73,225.49,217.246,5.083922107979234,216.9964696975331,0.24953030246693736,0.19962642209623505,203.7,203.17,202.99,206.72,231.93,209.702,11.1956981023963,207.05635300925164,2.645646990748385,2.5167064869346314,289.11,304.2,294.53,503.0,347.71,89.81950873835818,420.3294090071196,-72.61940900711946,-42.91134448235107
281,23.505555555555556,210.1,240.75,210.85,197.55,198.48,211.546,15.633664445676194,208.7754752312767,2.770524768723335,2.4055447057511565,199.3,188.58,189.1,189.51,198.27,192.952,4.782841833052819,190.98459518769036,1.9674048123096255,1.8228632321545417,201.27,198.73,194.52,224.67,186.86,201.20999999999998,12.705937194870744,200.4129208208189,0.797079179181101,0.7647532983910134,198.75,196.65,199.1,208.26,205.4,201.632,4.419626228540144,199.3356340645766,2.2963659354234,2.332392178694044,208.57,200.54,204.54,206.32,215.07,207.00799999999998,4.813212648533202,204.830358222345,2.177641777654986,2.3455928075334107,205.27,198.61,207.89,198.14,207.14,203.41,4.2013283613638155,201.35246305977037,2.057536940229579,2.029641609441585,220.92,212.79,213.4,213.97,225.65,217.346,5.088326247401989,217.1834264753304,0.16257352466961145,0.20232342023197042,203.86,203.28,202.45,206.23,231.89,209.542,11.244524712054302,207.20866899525737,2.3333310047426563,2.503364211802661,292.73,304.2,289.99,502.7,347.40500000000003,89.81793654387747,420.85656613232334,-73.45156613232317,-45.88196953104389
282,23.58888888888889,210.32,240.6,211.54,198.19,198.55,211.83999999999997,15.443345492476684,208.95332399967887,2.8866760003211325,2.4944801688356257,199.36,188.72,189.12,189.15,198.48,192.966,4.8717454777523015,191.14241453860265,1.8235854613973443,1.8325577442280712,201.65,198.74,194.27,225.01,187.15,201.36399999999998,12.794241829823283,200.56666560689322,0.7973343931067703,0.7758133593899922,199.0,197.99,199.1,208.32,205.48,201.978,4.1361934190750755,199.48439401062163,2.493605989378371,2.318838964482666,209.01,200.92,205.25,206.55,215.19,207.38400000000001,4.703409826923443,204.99013415856132,2.3938658414387133,2.349070165338672,206.26,198.55,208.27,198.05,207.31,203.68800000000002,4.447805751154154,201.50091844259174,2.187081557408231,2.010108638277096,220.99,213.01,213.73,214.35,225.98,217.612,5.066029609072574,217.3706243391037,0.2413756608963103,0.20667845800148665,204.42,203.35,203.1,206.53,232.21,209.92199999999997,11.20949133547103,207.36116790495413,2.560832095045863,2.492039825172357,289.81,305.08,290.26,503.31,347.115,90.38829196859514,421.3819184223414,-74.26691842234126,-48.40753423692011
283,23.67222222222222,210.57,241.36,211.53,198.15,199.13,212.148,15.630900677824043,209.13140963515764,3.0165903648423877,2.58137733567849,199.63,189.07,189.45,189.23,198.68,193.212,4.863226912246646,191.3003793175391,1.9116206824608795,1.8399574898866957,201.42,198.83,194.71,224.99,187.13,201.416,12.739553524358696,200.7206676570634,0.6953323429366279,0.7835664780919964,199.19,196.75,199.68,208.39,205.58,201.918,4.346398048959618,199.63331469514856,2.2846853048514406,2.2980258449994553,209.01,200.94,205.08,206.67,215.24,207.388,4.726603008504101,205.1500600964647,2.237939903535323,2.3502983563075066,205.8,198.97,208.43,198.44,207.58,203.84400000000002,4.284253027074854,201.64955865741655,2.194441342583428,1.993741662074678,221.25,213.01,213.78,214.29,225.94,217.654,5.088813614193392,217.5580620522897,0.09593794771031178,0.21039277387929456,204.48,203.64,203.02,206.58,232.16,209.97600000000003,11.157056242575816,207.5138507426263,2.4621492573737624,2.472082320445536,285.12,306.87,291.91,506.5,347.6,92.07777880683264,421.90547711859284,-74.30547711859268,-51.36311234055513
284,23.755555555555556,210.73,240.93,209.97,198.66,199.58,211.974,15.32897465586006,209.30973042214572,2.6642695778543,2.6535379261110776,199.5,188.71,189.12,189.56,198.85,193.14800000000002,4.93264797041102,191.45849039784994,1.689509602150069,1.8403115941015895,201.73,198.83,194.91,225.43,187.45,201.67000000000002,12.81025214427882,200.8749273230701,0.795072676929938,0.7932623016673177,199.31,197.28,200.32,208.53,205.77,202.24200000000002,4.216583451089284,199.78239721081647,2.4596027891835393,2.280851725444456,209.24,201.14,205.67,206.7,215.28,207.606,4.64625268361505,205.31013709953706,2.2958629004629527,2.352126314695983,205.85,199.1,208.02,198.71,207.55,203.846,4.100266332813031,201.79838474220776,2.047615257792199,1.9769396405729913,221.38,213.29,214.07,214.66,226.05,217.89000000000001,4.999019903941178,217.74573838214766,0.14426161785236552,0.21106760251738502,204.76,203.66,203.03,206.93,232.25,210.12599999999998,11.141293641224973,207.6667185079306,2.4592814920694037,2.4472906956516374,295.17,308.99,294.2,505.47,350.95750000000004,89.39944445437008,422.4272534641849,-71.46975346418472,-54.21890258421213
285,23.83888888888889,210.94,241.22,209.41,198.66,199.58,211.962,15.452151177101523,209.48828465360384,2.4737153463961774,2.7390636514366387,199.97,189.58,189.62,189.7,198.9,193.55400000000003,4.813878270168451,191.61674864952818,1.9372513504718412,1.847069185201149,201.75,199.21,194.88,225.11,187.69,201.728,12.62552398912616,201.02944495447602,0.6985550455240074,0.8032004794642811,199.38,197.14,199.81,208.44,205.75,202.10399999999998,4.260566159561429,199.9316426460026,2.1723573539973886,2.2620155152995056,209.54,201.32,206.19,207.24,215.78,208.01399999999998,4.719642359331903,205.4703662267363,2.5436337732636956,2.357552979284197,206.05,199.2,208.79,198.8,207.6,204.088,4.246124821528447,201.94739773033155,2.140602269668403,1.9609515381074678,221.71,213.39,214.44,214.59,226.35,218.096,5.079258213558356,217.9336520997594,0.16234790024061901,0.21475417474523278,204.26,203.79,203.16,206.84,232.35,210.07999999999998,11.205118473269259,207.81977219589618,2.26022780410383,2.4265139534477194,293.18,291.66,290.24,500.96,344.01,90.62108860524684,422.9472587039121,-78.93725870391197,-57.33222871184201
286,23.92222222222222,211.12,241.82,210.51,198.91,199.74,212.42,15.575625830123164,209.66707063102095,2.752929368979069,2.818906214430337,199.84,189.21,189.59,189.88,199.09,193.522,4.862877337544101,191.77515493920953,1.74684506079045,1.8572293948710026,201.97,199.13,195.11,225.2,187.84,201.85000000000002,12.60430878707753,201.18422089866573,0.665779101334313,0.8131806630092542,199.37,197.27,199.68,208.6,205.87,202.158,4.314725483735896,200.0810520848024,2.076947915197583,2.2355661283282475,209.49,201.66,206.46,207.36,215.82,208.158,4.609218588871652,205.63074853249623,2.5272514675037767,2.3578772933762715,206.23,199.12,208.98,198.62,207.75,204.14000000000001,4.393099133868931,202.09659865055733,2.0434013494426435,1.947326323610317,222.07,213.84,214.51,215.09,226.6,218.42199999999997,5.0515003711768625,218.1218019800292,0.3001980199707793,0.21925371756979622,204.62,204.08,203.62,207.07,232.79,210.436,11.240228823293585,207.97301279692456,2.4629872030754667,2.4117511011184574,292.34,297.56,292.69,501.53,346.03,89.80167398217027,423.4655040842572,-77.43550408425708,-60.792414469083425
287,24.005555555555556,211.39,241.94,210.31,198.99,199.96,212.51799999999997,15.572487790972897,209.84608666441392,2.6719133355860847,2.9140673093392637,200.12,189.31,189.79,190.24,199.11,193.714,4.837671340634876,191.93371013017259,1.7802898698274006,1.8593413581540006,202.66,199.38,195.08,225.76,188.17,202.20999999999998,12.733989162866441,201.33925550084587,0.8707444991541323,0.8221525060066377,199.56,198.53,199.79,208.83,205.95,202.532,4.091818177778678,200.23062660702954,2.301373392970466,2.2135024825761196,209.71,201.7,205.93,207.34,216.15,208.166,4.76695542248929,205.79128506672677,2.374714933273242,2.3607482048003474,206.27,199.47,208.65,198.85,207.88,204.224,4.21004323018185,202.24598852705768,1.9780114729422675,1.9285629706105274,222.28,213.68,214.65,214.84,226.64,218.41800000000003,5.137409463922448,218.31018680168393,0.1078131983161233,0.22461745417551504,204.52,203.99,203.43,207.17,232.26,210.27399999999997,11.067578958381091,208.12644129678964,2.1475587032103602,2.387851150576151,291.41,291.24,295.44,505.39,345.87,92.11425486861411,423.98200085339045,-78.1120008533903,-63.86390860326277
